when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,wind_kt,gust_kt,wind_lat,wind_lon,wind_dist_km
2020-10-05 18,49.5,147.75,979.7,1006.3,26.6,27.7,470.0,2.98,5.896,44.6,72.4,37.5,59.1,49.5,146.75,72.0
2020-10-06 00,50.25,150.25,979.3,1006.4,27.2,28.2,470.0,2.59,5.998,44.9,72.8,39.8,54.2,48.5,150.5,195.0
2020-10-06 06,50.5,153.75,980.5,1004.9,24.4,25.8,490.0,2.29,5.263,41.2,63.7,35.3,50.0,49.0,151.25,245.0
2020-10-06 06,53.75,161.75,982.7,1006.4,23.7,38.9,1020.0,2.0,3.812,36.2,44.1,30.8,43.2,53.5,162.5,57.0
2020-10-06 12,55.5,164.5,976.1,1005.7,29.5,40.0,840.0,2.12,4.766,41.5,54.0,34.3,45.3,54.75,165.75,115.0
2020-10-06 18,57.5,167.0,969.0,1003.1,34.2,41.7,720.0,2.08,5.79,46.4,64.1,37.3,56.5,58.75,165.25,173.0
2020-10-07 00,57.75,171.5,965.8,1002.2,36.4,46.5,780.0,1.35,5.962,48.2,65.8,40.6,55.7,55.5,169.0,293.0
2020-10-07 06,39.0,216.0,1017.4,1022.9,5.5,5.6,540.0,0.21,1.032,12.9,15.3,26.9,33.7,42.5,214.0,424.0
2020-10-07 12,48.75,223.5,1014.3,1019.5,5.2,4.9,270.0,0.48,1.797,16.0,22.3,27.9,38.7,45.5,219.0,496.0
2020-10-07 12,42.0,217.0,1014.5,1021.5,7.1,6.8,410.0,0.46,1.666,17.6,23.2,27.9,38.7,45.5,219.0,421.0
2020-10-07 18,43.25,220.25,1011.4,1020.1,8.7,8.4,410.0,0.48,2.046,20.4,27.9,29.6,45.4,43.0,219.25,86.0
2020-10-08 00,44.25,221.75,1007.5,1017.4,9.9,9.4,370.0,0.54,2.549,23.5,34.1,31.5,41.8,44.25,220.75,80.0
2020-10-08 06,44.0,222.25,1006.5,1017.0,10.5,9.9,350.0,0.53,2.837,25.1,38.1,33.6,44.1,44.25,221.25,85.0
2020-10-08 12,42.75,225.0,1005.5,1015.2,9.8,9.6,450.0,0.26,2.129,21.6,29.3,34.3,47.2,42.25,220.75,353.0
2020-10-08 18,43.75,224.5,1006.9,1014.5,7.7,7.3,340.0,0.4,2.133,20.2,28.8,33.4,47.4,40.5,221.5,438.0
2020-10-08 18,37.75,155.25,1015.1,1021.8,6.7,6.4,270.0,0.41,2.364,21.8,36.0,28.0,37.8,37.75,153.75,132.0
2020-10-09 00,41.75,226.0,1007.0,1013.7,6.7,6.4,420.0,0.39,1.526,16.5,21.4,28.6,39.6,39.25,221.75,454.0
2020-10-09 00,39.0,161.25,1013.1,1021.2,8.1,7.7,290.0,0.52,2.662,23.9,39.5,27.1,51.4,37.75,157.25,375.0
2020-10-09 06,57.75,208.0,983.7,996.6,12.9,17.1,790.0,1.05,2.168,20.7,23.9,34.6,49.2,60.0,214.5,449.0
2020-10-09 06,40.0,167.0,1009.7,1018.6,8.9,8.6,240.0,0.5,3.569,27.5,51.8,30.1,45.2,39.75,166.75,35.0
2020-10-09 12,58.0,208.0,984.1,995.8,11.6,16.3,830.0,1.04,1.959,19.0,21.6,34.2,51.0,60.0,215.0,458.0
2020-10-09 12,40.75,173.0,1009.0,1017.1,8.2,7.9,300.0,0.4,2.617,23.4,37.4,28.9,41.3,39.25,169.5,342.0
2020-10-09 18,54.75,222.75,985.4,1000.0,14.6,16.0,570.0,1.23,2.812,25.3,32.1,31.8,46.8,54.0,224.25,128.0
2020-10-09 18,41.25,178.0,1007.0,1014.9,7.9,7.6,320.0,0.36,2.365,22.0,33.5,27.6,39.0,40.75,177.25,84.0
2020-10-10 00,56.0,221.75,980.8,997.2,16.3,17.1,470.0,1.72,3.649,29.7,41.1,32.5,46.0,56.5,223.0,95.0
2020-10-10 00,42.25,185.0,1003.9,1012.3,8.5,8.1,300.0,0.46,2.695,23.6,37.4,28.9,37.4,41.75,184.5,69.0
2020-10-10 06,56.5,221.25,979.5,997.2,17.7,17.8,410.0,1.98,4.343,32.9,48.6,31.9,38.3,57.5,221.0,112.0
2020-10-10 06,43.25,191.75,1003.1,1010.9,7.8,7.5,340.0,0.42,2.201,20.8,30.0,27.8,37.8,42.5,190.75,117.0
2020-10-10 12,57.0,221.5,978.7,997.1,18.4,17.7,300.0,2.06,5.91,37.7,65.8,32.6,45.4,58.0,221.5,111.0
2020-10-10 12,58.0,178.0,988.8,1004.5,15.7,20.6,810.0,0.87,2.548,23.9,28.0,26.9,37.0,59.75,173.25,335.0
2020-10-10 12,44.25,198.0,1001.7,1009.8,8.1,7.8,370.0,0.48,2.109,20.3,28.2,29.6,39.3,43.25,196.25,179.0
2020-10-10 18,57.5,221.5,981.2,998.2,17.0,16.1,310.0,1.94,5.199,34.6,57.5,32.7,44.0,58.0,221.5,56.0
2020-10-10 18,57.25,177.0,991.3,1006.7,15.4,19.3,760.0,0.75,2.544,23.8,28.2,30.2,39.7,59.75,171.75,412.0
2020-10-11 00,57.75,221.5,984.9,999.7,14.8,13.7,280.0,1.85,4.881,32.1,53.9,27.1,37.8,57.0,222.5,103.0
2020-10-11 00,56.0,176.75,993.9,1009.0,15.1,18.2,720.0,0.65,2.529,23.8,28.5,28.2,38.5,59.75,172.75,479.0
2020-10-11 00,47.0,210.75,999.5,1009.2,9.6,9.4,360.0,0.55,2.6,23.1,33.2,31.7,42.4,46.5,213.5,217.0
2020-10-11 06,58.0,222.0,989.8,1001.9,12.1,11.3,310.0,1.66,3.629,26.6,39.9,25.5,36.2,58.0,223.0,59.0
2020-10-11 06,54.75,177.0,996.7,1010.6,14.0,16.7,710.0,0.52,2.354,22.5,26.9,27.3,36.1,58.75,173.5,493.0
2020-10-11 06,47.5,216.25,1000.5,1011.1,10.6,10.4,370.0,0.63,2.803,24.5,35.5,31.7,43.2,47.0,219.75,270.0
2020-10-11 12,48.25,223.75,999.8,1013.1,13.3,13.0,410.0,0.6,3.164,27.4,39.6,35.0,46.0,47.75,225.75,159.0
2020-10-11 18,56.75,206.75,996.9,1005.7,8.7,10.9,720.0,0.88,1.512,15.0,16.9,23.4,31.3,52.75,206.25,446.0
2020-10-11 18,49.0,230.75,998.3,1014.1,15.8,15.2,320.0,0.87,4.736,34.3,58.6,33.8,45.5,48.5,231.0,59.0
2020-10-12 00,49.25,233.0,997.6,1013.6,16.0,15.3,300.0,1.15,5.111,35.4,63.0,32.1,49.4,46.5,231.0,340.0
2020-10-12 00,36.5,161.25,1010.4,1019.0,8.6,8.2,320.0,0.48,2.55,24.4,40.0,36.4,51.9,37.25,161.0,86.0
2020-10-12 06,57.75,192.5,998.8,1009.8,11.0,22.5,1200.0,0.54,1.878,19.0,20.7,17.5,23.7,56.25,184.75,498.0
2020-10-12 06,36.25,163.75,1010.0,1018.9,8.9,8.5,240.0,0.63,3.522,28.0,55.6,39.1,51.4,36.75,163.0,87.0
2020-10-12 06,42.25,210.0,1013.6,1019.7,6.2,5.9,260.0,0.5,2.276,20.1,31.6,25.1,35.0,42.0,210.25,35.0
2020-10-12 12,55.25,201.0,1000.1,1009.6,9.6,17.8,1100.0,0.49,1.618,16.8,18.4,22.7,29.2,51.25,197.75,494.0
2020-10-12 12,43.75,213.75,1010.3,1019.0,8.6,8.3,300.0,0.48,2.774,23.8,37.4,27.3,37.8,43.5,214.0,34.0
2020-10-12 18,55.0,201.5,1000.5,1010.8,10.3,17.2,1000.0,0.49,1.715,17.6,19.5,22.9,31.1,51.25,201.0,418.0
2020-10-12 18,45.0,218.0,1008.4,1019.4,11.0,10.5,350.0,0.61,3.014,26.1,39.8,28.4,40.1,44.75,218.25,34.0
2020-10-12 18,32.5,159.25,1009.4,1015.9,6.4,7.0,620.0,0.3,1.13,15.9,19.6,33.5,43.9,36.0,162.5,491.0
2020-10-13 00,55.5,203.5,1001.3,1011.6,10.3,15.3,900.0,0.47,1.695,17.2,19.2,24.0,31.1,51.25,202.5,477.0
2020-10-13 00,46.75,222.75,1003.1,1018.0,14.9,14.5,410.0,0.57,3.532,30.1,45.3,33.2,43.2,46.25,228.75,462.0
2020-10-13 00,47.75,145.5,1004.3,1017.9,13.6,14.1,530.0,0.74,2.666,25.4,33.6,35.5,55.6,44.25,148.25,443.0
2020-10-13 06,48.5,227.25,996.0,1017.0,21.0,20.6,400.0,0.94,5.155,39.0,64.2,34.6,51.5,48.75,231.25,295.0
2020-10-13 06,50.75,147.5,1001.9,1016.7,14.8,15.7,530.0,1.16,2.956,26.9,35.6,36.7,54.7,53.0,150.25,313.0
2020-10-13 06,55.5,205.0,1002.3,1012.6,10.3,13.5,780.0,0.55,1.728,17.3,19.6,22.4,29.1,51.25,206.25,480.0
2020-10-13 12,49.75,230.5,983.9,1015.8,31.9,30.6,310.0,2.64,9.873,55.6,120.7,42.4,63.7,49.25,230.5,56.0
2020-10-13 12,56.0,205.5,1004.1,1014.0,9.9,12.8,760.0,0.51,1.679,16.7,18.9,21.4,27.6,52.0,205.5,445.0
2020-10-13 12,34.0,189.0,1014.9,1020.6,5.7,5.4,320.0,0.4,1.699,18.7,28.4,26.3,40.5,32.5,184.75,429.0
2020-10-13 18,50.0,234.5,994.0,1014.9,20.8,20.6,420.0,1.61,4.912,37.7,59.8,35.8,56.8,48.0,231.75,299.0
2020-10-13 18,56.0,205.5,1006.2,1015.6,9.4,12.2,780.0,0.41,1.562,15.7,17.6,20.2,27.0,52.25,207.25,432.0
2020-10-13 18,34.25,191.5,1011.5,1019.5,8.0,8.1,470.0,0.61,1.717,20.5,28.5,29.7,39.6,34.0,190.25,118.0
2020-10-14 00,38.0,200.25,1005.9,1017.2,11.2,11.2,430.0,0.98,2.609,26.4,39.6,30.5,47.4,38.0,200.75,44.0
2020-10-14 00,34.25,194.0,1006.9,1016.8,9.9,10.6,580.0,0.68,1.833,22.6,30.4,30.2,40.5,33.75,192.5,149.0
2020-10-14 00,54.75,230.25,1007.5,1013.7,6.2,7.1,740.0,0.39,0.964,10.2,11.0,22.6,31.9,50.5,228.75,483.0
2020-10-14 00,56.75,210.0,1008.3,1016.2,7.9,10.4,810.0,0.38,1.281,13.0,14.3,20.7,28.5,52.5,211.75,486.0
2020-10-14 06,53.25,155.25,1002.1,1013.8,11.7,13.4,640.0,0.63,2.09,20.3,24.3,37.0,51.9,51.5,161.25,451.0
2020-10-14 06,35.0,196.75,1002.8,1015.7,12.9,14.1,580.0,0.89,2.427,27.9,39.5,31.5,43.5,35.0,196.0,68.0
2020-10-14 06,57.0,210.0,1011.9,1019.1,7.2,9.3,770.0,0.3,1.204,12.2,13.4,19.1,24.7,53.25,212.75,452.0
2020-10-14 12,54.25,156.25,999.0,1013.0,14.0,17.4,740.0,0.73,2.348,22.7,27.0,37.5,60.4,52.75,163.0,476.0
2020-10-14 12,37.25,200.5,999.0,1015.0,15.9,18.2,650.0,0.99,2.803,31.0,43.2,35.2,53.1,38.0,200.25,86.0
2020-10-14 12,50.0,144.5,1000.4,1011.6,11.2,11.1,270.0,0.71,4.112,29.3,50.1,32.4,49.4,49.0,143.75,124.0
2020-10-14 12,57.5,211.0,1015.6,1022.5,6.8,7.9,690.0,0.17,1.145,11.5,12.7,19.2,25.5,54.5,216.75,489.0
2020-10-14 18,55.5,161.75,994.6,1013.9,19.3,20.7,580.0,0.39,3.575,30.7,40.5,38.7,56.6,54.25,167.75,408.0
2020-10-14 18,41.75,204.25,997.2,1017.3,20.1,22.1,600.0,1.16,3.682,35.7,51.6,37.8,57.3,43.0,205.5,173.0
2020-10-14 18,50.25,147.5,998.4,1010.1,11.8,11.7,280.0,0.64,4.192,30.0,50.9,35.2,52.9,49.0,147.25,140.0
2020-10-14 18,36.75,158.25,1011.5,1017.7,6.2,6.7,620.0,0.06,1.074,14.1,16.7,31.4,41.2,36.5,163.5,469.0
2020-10-15 00,45.0,206.0,996.6,1018.7,22.1,23.4,540.0,1.31,4.327,38.1,57.1,39.7,63.3,47.5,207.25,294.0
2020-10-15 00,51.0,151.25,999.1,1008.5,9.4,9.9,330.0,0.84,2.991,24.4,35.9,36.0,48.4,49.25,151.25,195.0
2020-10-15 06,47.0,207.5,1000.8,1020.9,20.1,21.5,560.0,1.11,3.838,34.5,49.0,34.6,56.1,48.25,207.0,144.0
2020-10-15 06,37.5,199.5,1003.7,1014.6,10.9,14.1,770.0,0.86,1.836,22.7,28.1,28.2,37.9,37.75,198.5,92.0
2020-10-15 06,41.25,162.75,1010.4,1018.2,7.8,7.5,410.0,0.32,1.825,19.1,25.8,35.4,50.8,38.75,165.0,338.0
2020-10-15 12,37.0,198.75,1001.5,1015.3,13.8,15.7,620.0,1.17,2.528,28.4,39.2,32.8,43.8,38.25,198.5,141.0
2020-10-15 12,49.0,209.5,1004.8,1022.7,17.9,19.2,570.0,1.03,3.365,30.7,41.6,32.1,45.6,47.0,210.5,235.0
2020-10-15 12,29.75,144.0,1010.6,1017.2,6.6,6.6,530.0,0.35,1.247,17.6,23.5,22.6,27.9,32.75,146.25,396.0
2020-10-15 12,42.5,165.25,1011.4,1019.3,7.9,7.7,350.0,0.35,2.198,21.0,30.4,34.2,47.3,40.0,166.75,305.0
2020-10-15 18,37.0,198.0,1000.8,1016.5,15.8,17.3,580.0,1.7,2.978,31.8,46.2,37.8,50.3,38.0,197.5,120.0
2020-10-15 18,51.5,213.25,1008.4,1025.3,16.9,18.2,570.0,1.08,3.197,28.8,38.1,28.6,41.9,52.75,212.5,148.0
2020-10-15 18,30.5,144.0,1010.2,1016.8,6.6,6.6,510.0,0.3,1.297,17.8,23.8,30.0,41.8,34.25,141.5,478.0
2020-10-15 18,43.25,168.5,1012.2,1020.0,7.8,7.6,300.0,0.39,2.521,22.3,34.3,33.0,46.6,44.0,171.0,218.0
2020-10-16 00,37.0,198.5,1002.1,1016.5,14.4,16.7,660.0,1.26,2.531,28.8,39.3,35.4,47.3,37.75,197.25,138.0
2020-10-16 00,54.25,222.0,1009.6,1026.7,17.1,18.1,540.0,0.94,3.361,29.0,38.6,35.1,48.9,53.75,229.0,461.0
2020-10-16 00,31.25,145.25,1012.6,1018.8,6.2,6.2,490.0,0.19,1.258,17.0,22.6,30.9,40.4,34.25,141.75,467.0
2020-10-16 06,37.0,198.25,1005.8,1017.4,11.6,14.1,710.0,0.9,1.987,24.1,30.8,32.4,46.5,37.0,194.5,333.0
2020-10-16 06,54.5,227.0,1006.9,1026.1,19.2,19.3,480.0,1.21,4.027,32.6,46.2,30.2,50.7,52.25,227.75,255.0
2020-10-16 06,32.0,145.75,1010.3,1016.5,6.2,6.2,490.0,0.12,1.266,16.8,22.3,27.8,37.8,36.0,146.0,445.0
2020-10-16 12,53.25,235.5,1004.1,1023.4,19.3,18.6,360.0,1.49,5.157,36.7,60.1,29.4,47.0,51.0,229.25,494.0
2020-10-16 12,31.5,195.0,1007.1,1015.5,8.3,11.2,820.0,0.29,1.366,19.8,24.4,32.7,42.7,33.0,192.0,328.0
2020-10-16 12,33.25,147.25,1011.2,1017.8,6.7,6.7,450.0,0.13,1.486,18.4,25.3,28.6,38.9,36.25,147.5,334.0
2020-10-16 12,45.75,204.75,1012.2,1024.1,11.9,12.0,520.0,0.33,2.311,23.0,30.1,29.3,36.9,48.5,205.25,308.0
2020-10-16 18,30.5,193.5,1007.3,1016.5,9.2,10.4,640.0,0.52,1.628,22.3,29.9,32.4,41.9,33.0,192.25,302.0
2020-10-16 18,35.25,149.5,1010.2,1017.7,7.5,7.3,390.0,0.24,1.864,20.7,30.1,25.5,36.1,36.25,149.0,120.0
2020-10-16 18,47.75,205.25,1014.5,1025.1,10.6,10.3,440.0,0.33,2.333,22.0,29.4,28.0,35.2,50.75,206.75,351.0
2020-10-17 00,29.75,194.0,1007.7,1016.1,8.5,10.0,680.0,0.54,1.47,21.1,27.6,31.0,43.8,30.5,191.75,232.0
2020-10-17 00,36.75,152.75,1011.1,1018.9,7.8,7.5,330.0,0.31,2.273,22.6,35.5,29.2,38.4,37.5,153.0,86.0
2020-10-17 00,50.25,206.75,1012.7,1024.2,11.5,11.1,340.0,0.44,3.258,26.3,39.6,29.2,37.5,52.0,207.5,202.0
2020-10-17 06,33.75,196.5,1008.9,1019.1,10.2,11.7,700.0,0.18,1.676,22.0,28.1,30.8,42.9,33.75,191.5,462.0
2020-10-17 06,37.5,156.25,1010.4,1018.1,7.7,7.5,350.0,0.31,2.133,21.7,32.7,27.5,38.8,37.75,155.25,92.0
2020-10-17 06,52.0,208.0,1010.6,1023.2,12.7,12.3,300.0,0.72,4.104,29.8,48.6,28.3,35.3,53.5,209.25,187.0
2020-10-17 12,52.75,209.75,1008.1,1022.2,14.1,14.0,370.0,1.08,3.79,29.6,44.4,28.6,39.0,54.0,209.5,140.0
2020-10-17 12,34.0,195.75,1008.8,1019.4,10.6,11.8,650.0,0.28,1.808,22.9,30.2,35.0,47.1,36.25,195.0,259.0
2020-10-17 12,38.25,159.5,1013.0,1020.6,7.6,7.3,360.0,0.39,2.018,20.8,30.4,25.7,34.2,40.0,163.5,396.0
2020-10-17 12,42.0,177.75,1015.5,1022.2,6.7,6.5,230.0,0.88,2.812,22.6,39.2,27.5,36.9,40.75,178.0,141.0
2020-10-17 18,53.75,212.75,1007.8,1023.5,15.7,15.5,470.0,1.01,3.296,27.9,38.1,25.8,33.0,54.0,218.75,394.0
2020-10-17 18,33.0,194.0,1008.8,1019.1,10.3,10.7,550.0,0.49,1.952,23.9,33.5,36.1,48.3,34.75,193.0,215.0
2020-10-17 18,35.0,148.0,1012.6,1018.8,6.2,6.0,250.0,0.33,2.402,22.1,39.1,26.0,37.4,36.25,147.0,166.0
2020-10-17 18,39.0,162.5,1013.8,1021.0,7.2,6.9,350.0,0.32,1.962,20.0,29.1,24.5,35.1,40.0,164.0,170.0
2020-10-17 18,43.0,181.5,1015.6,1021.6,6.0,5.9,220.0,1.14,2.697,21.5,36.9,25.8,34.6,40.0,177.75,457.0
2020-10-18 00,31.75,194.25,1007.6,1017.7,10.1,10.9,590.0,0.54,1.852,23.8,32.8,31.2,42.7,36.0,192.5,499.0
2020-10-18 00,54.0,215.0,1008.3,1021.5,13.3,14.0,510.0,1.0,2.748,24.5,31.7,27.4,37.0,51.25,215.75,310.0
2020-10-18 00,43.5,183.75,1015.1,1021.1,6.0,6.0,230.0,1.02,2.628,21.3,35.6,24.4,33.9,42.25,184.75,161.0
2020-10-18 00,39.0,166.0,1015.4,1022.6,7.2,6.8,360.0,0.33,1.901,19.7,28.2,25.5,33.6,39.75,165.25,105.0
2020-10-18 06,31.75,194.25,1008.0,1018.2,10.2,10.9,570.0,0.45,1.91,24.2,33.9,28.2,39.8,32.75,189.75,438.0
2020-10-18 06,51.5,229.0,1009.1,1024.1,14.9,15.2,500.0,0.94,3.045,27.0,36.3,27.8,40.1,50.75,231.25,178.0
2020-10-18 06,54.0,219.0,1009.9,1022.7,12.8,13.9,610.0,0.49,2.275,21.6,26.2,27.1,33.8,52.0,216.25,289.0
2020-10-18 06,36.5,152.0,1014.0,1019.2,5.2,5.1,240.0,0.34,2.145,19.9,33.7,25.7,40.0,36.5,150.0,179.0
2020-10-18 06,38.75,167.0,1015.6,1022.3,6.7,6.4,360.0,0.3,1.784,18.8,26.6,26.4,39.7,40.0,168.75,205.0
2020-10-18 06,44.0,186.0,1015.9,1021.0,5.1,5.4,200.0,1.09,2.702,20.8,36.3,25.0,32.8,44.75,185.25,103.0
2020-10-18 12,54.25,144.5,997.8,1013.7,15.9,17.0,590.0,0.77,2.879,26.0,33.1,29.5,47.4,53.5,145.0,90.0
2020-10-18 12,31.75,193.0,1008.2,1017.0,8.8,9.2,530.0,0.4,1.745,22.2,30.9,28.1,38.4,32.5,189.75,317.0
2020-10-18 12,54.5,219.75,1008.9,1022.1,13.2,13.8,550.0,0.49,2.504,22.9,28.7,29.1,40.7,54.0,217.0,187.0
2020-10-18 12,51.0,231.25,1010.6,1023.4,12.9,13.1,550.0,0.81,2.383,22.6,28.6,24.5,33.3,50.5,224.25,495.0
2020-10-18 12,37.5,153.5,1014.8,1020.9,6.1,5.9,230.0,0.38,2.581,22.1,39.6,26.0,35.0,38.25,154.25,106.0
2020-10-18 12,38.75,169.25,1017.3,1023.6,6.4,6.0,320.0,0.38,1.887,19.1,28.1,25.2,31.9,40.75,169.5,223.0
2020-10-18 18,55.75,147.25,994.2,1012.7,18.5,19.8,570.0,0.71,3.482,29.9,39.3,35.1,53.3,52.5,145.0,390.0
2020-10-18 18,55.0,221.5,1007.2,1022.2,15.0,14.9,460.0,0.85,3.229,27.1,36.8,31.4,45.3,54.5,219.75,125.0
2020-10-18 18,30.75,192.5,1007.5,1016.1,8.6,9.1,550.0,0.42,1.663,21.9,30.4,28.3,37.4,31.75,189.75,284.0
2020-10-18 18,38.75,155.75,1013.0,1020.4,7.3,7.2,250.0,0.44,2.884,24.3,43.0,26.0,31.5,39.5,156.75,120.0
