id,season,onset,lead_h,when,lat,lon,p_centre,depth,scale_km,grad_hpa_per_100km,vg_kt,gust_kt,step_km,identifiable
2021202203,2021,2021-10-21 06,72,2021-10-18 06,59.25,164.75,970.7,38.1,590.0,6.973,50.6,59.1,508.0,0
2021202203,2021,2021-10-21 06,78,2021-10-18 00,57.5,162.5,975.9,34.4,600.0,6.262,47.3,58.4,235.0,1
2021202203,2021,2021-10-21 06,84,2021-10-17 18,55.5,155.5,980.8,31.3,770.0,4.99,42.4,62.1,483.0,1
2021202203,2021,2021-10-21 06,90,2021-10-17 12,52.0,148.5,977.5,36.6,580.0,6.759,51.3,73.5,602.0,0
2021202203,2021,2021-10-21 06,96,2021-10-17 06,50.5,144.25,983.6,28.9,550.0,5.611,44.5,66.5,340.0,1
2021202209,2021,2021-11-04 06,0,2021-11-04 06,40.75,158.25,981.3,33.1,350.0,9.151,57.8,64.8,0.0,1
2021202209,2021,2021-11-04 06,6,2021-11-04 00,40.0,157.75,987.2,28.0,420.0,6.639,50.1,67.3,94.0,1
2021202209,2021,2021-11-04 06,12,2021-11-03 18,39.25,158.0,991.5,23.3,560.0,4.428,41.3,67.9,86.0,1
2021202209,2021,2021-11-04 06,18,2021-11-03 12,37.75,156.5,996.1,19.5,650.0,3.395,35.7,62.7,212.0,1
2021202209,2021,2021-11-04 06,24,2021-11-03 06,37.0,152.0,997.1,17.1,660.0,2.961,32.6,54.3,406.0,1
2021202209,2021,2021-11-04 06,30,2021-11-03 00,36.5,150.25,1000.9,15.3,570.0,2.891,31.1,49.0,166.0,1
2021202209,2021,2021-11-04 06,36,2021-11-02 18,37.0,146.0,1005.1,11.2,590.0,2.08,24.1,38.5,383.0,1
2021202209,2021,2021-11-04 06,42,2021-11-02 12,36.0,144.5,1011.6,6.1,910.0,0.977,13.7,39.7,174.0,1
2021202209,2021,2021-11-04 06,48,2021-11-02 06,36.5,145.75,1011.5,5.5,500.0,1.161,14.6,35.3,125.0,1
2021202209,2021,2021-11-04 06,54,2021-11-02 00,34.75,145.25,1015.6,2.7,720.0,0.488,7.3,36.9,200.0,0
2021202209,2021,2021-11-04 06,60,2021-11-01 18,30.75,146.5,1014.6,1.5,1200.0,0.243,4.3,27.0,460.0,0
2021202209,2021,2021-11-04 06,66,2021-11-01 12,28.0,148.5,1014.0,2.9,560.0,0.551,9.3,41.4,362.0,0
2021202209,2021,2021-11-04 06,72,2021-11-01 06,27.75,149.5,1013.1,2.7,650.0,0.462,8.2,43.2,102.0,0
2021202209,2021,2021-11-04 06,78,2021-11-01 00,29.75,149.0,1015.6,3.5,400.0,0.861,12.4,42.9,228.0,1
2021202209,2021,2021-11-04 06,84,2021-10-31 18,30.0,146.25,1014.7,3.7,320.0,1.104,14.3,37.1,267.0,1
2021202209,2021,2021-11-04 06,90,2021-10-31 12,29.0,141.25,1016.5,2.9,490.0,0.605,9.7,40.1,496.0,0
2021202209,2021,2021-11-04 06,96,2021-10-31 06,27.75,137.5,1014.7,3.0,500.0,0.607,10.0,33.2,392.0,1
2021202215,2021,2021-12-16 12,0,2021-12-16 12,36.25,168.75,996.9,20.0,200.0,9.293,48.3,76.0,0.0,1
2021202215,2021,2021-12-16 12,6,2021-12-16 06,35.25,165.25,998.9,17.2,160.0,9.957,46.1,67.3,335.0,1
2021202215,2021,2021-12-16 12,12,2021-12-16 00,33.75,161.5,1009.4,8.7,220.0,3.69,28.6,56.1,382.0,1
2021202215,2021,2021-12-16 12,18,2021-12-15 18,32.75,157.75,1011.0,6.3,230.0,2.624,23.4,43.5,366.0,1
2021202215,2021,2021-12-16 12,24,2021-12-15 12,32.0,152.75,1014.3,4.1,220.0,1.805,18.0,38.4,477.0,1
2021202215,2021,2021-12-16 12,30,2021-12-15 06,31.25,150.0,1013.4,3.9,150.0,2.59,20.3,36.5,273.0,1
2021202215,2021,2021-12-16 12,36,2021-12-15 00,30.25,148.75,1017.6,2.2,150.0,1.528,14.5,32.7,163.0,0
2021202215,2021,2021-12-16 12,42,2021-12-14 18,27.0,149.0,1017.7,0.0,1200.0,-0.023,,27.2,362.0,0
2021202215,2021,2021-12-16 12,48,2021-12-14 12,21.25,148.25,1015.7,-0.2,630.0,-0.038,,28.9,644.0,0
2021202215,2021,2021-12-16 12,54,2021-12-14 06,13.25,146.0,1007.6,1.0,780.0,0.163,5.7,29.2,921.0,0
2021202215,2021,2021-12-16 12,60,2021-12-14 00,5.5,141.25,1006.6,1.9,1200.0,0.361,19.2,42.3,1007.0,0
2021202215,2021,2021-12-16 12,66,2021-12-13 18,-3.25,137.25,1003.5,1.5,150.0,1.373,18.8,31.2,1070.0,0
2021202215,2021,2021-12-16 12,72,2021-12-13 12,-14.5,133.5,1004.0,3.0,610.0,0.555,14.1,23.9,1317.0,0
2021202215,2021,2021-12-16 12,78,2021-12-13 06,-23.75,128.0,1002.7,3.9,540.0,0.762,13.5,22.7,1179.0,0
2021202215,2021,2021-12-16 12,84,2021-12-13 00,-30.5,121.5,1017.3,-3.4,750.0,-0.593,,33.2,988.0,0
2021202215,2021,2021-12-16 12,90,2021-12-12 18,-39.75,113.75,1016.8,-4.3,1150.0,-0.725,,34.3,1246.0,0
2021202215,2021,2021-12-16 12,96,2021-12-12 12,-51.5,107.5,995.4,9.6,610.0,1.705,17.2,33.4,1393.0,0
2021202221,2021,2022-01-01 06,0,2022-01-01 06,49.75,161.5,973.8,30.9,620.0,5.638,46.3,63.6,0.0,1
2021202221,2021,2022-01-01 06,6,2022-01-01 00,46.75,161.5,983.1,21.3,690.0,3.716,35.3,58.7,334.0,1
2021202221,2021,2022-01-01 06,12,2021-12-31 18,42.75,159.75,984.8,19.6,630.0,3.495,34.3,51.7,466.0,1
2021202221,2021,2022-01-01 06,18,2021-12-31 12,40.25,157.25,991.0,15.1,620.0,2.706,28.8,50.8,347.0,1
2021202221,2021,2022-01-01 06,24,2021-12-31 06,38.25,154.25,995.1,9.9,720.0,1.72,21.0,50.8,341.0,1
2021202221,2021,2022-01-01 06,30,2021-12-31 00,38.75,152.25,999.6,6.2,1200.0,1.142,15.4,44.6,183.0,1
2021202221,2021,2022-01-01 06,36,2021-12-30 18,40.25,153.5,989.3,18.2,730.0,3.094,33.1,63.6,198.0,1
2021202221,2021,2022-01-01 06,42,2021-12-30 12,39.75,153.25,992.8,19.0,680.0,3.253,34.1,67.5,60.0,1
2021202221,2021,2022-01-01 06,48,2021-12-30 06,39.25,149.75,999.5,12.7,1070.0,2.054,25.5,58.0,305.0,1
2021202221,2021,2022-01-01 06,54,2021-12-30 00,37.25,144.0,1004.4,11.1,930.0,1.826,23.3,52.7,549.0,0
2021202221,2021,2022-01-01 06,60,2021-12-29 18,37.75,137.25,1008.5,9.1,920.0,1.426,18.7,45.4,598.0,0
2021202221,2021,2022-01-01 06,66,2021-12-29 12,38.75,133.75,1011.8,7.9,690.0,1.393,17.3,42.0,325.0,1
2021202221,2021,2022-01-01 06,72,2021-12-29 06,40.5,128.5,1010.8,9.8,310.0,3.107,26.8,32.7,490.0,1
2021202221,2021,2022-01-01 06,78,2021-12-29 00,41.75,126.75,1018.0,5.4,640.0,1.03,12.6,35.2,202.0,1
2021202221,2021,2022-01-01 06,84,2021-12-28 18,43.0,128.5,1017.1,6.4,730.0,1.025,12.5,41.0,200.0,1
2021202221,2021,2022-01-01 06,90,2021-12-28 12,46.25,127.75,1016.4,6.8,420.0,1.673,16.9,25.4,366.0,1
2021202221,2021,2022-01-01 06,96,2021-12-28 06,47.0,125.5,1017.2,6.1,620.0,1.139,12.7,30.9,191.0,1
2021202227,2021,2022-01-13 18,0,2022-01-13 18,38.25,177.75,977.6,24.3,290.0,8.068,50.6,63.4,0.0,1
2021202227,2021,2022-01-13 18,6,2022-01-13 12,38.25,174.5,979.0,23.3,340.0,6.662,47.3,69.5,284.0,1
2021202227,2021,2022-01-13 18,12,2022-01-13 06,36.75,170.5,983.4,19.6,460.0,4.298,39.2,62.6,390.0,1
2021202227,2021,2022-01-13 18,18,2022-01-13 00,37.75,165.25,987.3,15.2,600.0,2.75,29.8,60.5,478.0,1
2021202227,2021,2022-01-13 18,24,2022-01-12 18,41.25,160.5,985.5,13.9,560.0,2.732,28.0,52.7,563.0,0
2021202227,2021,2022-01-13 18,30,2022-01-12 12,45.0,152.0,985.1,18.5,980.0,2.902,31.3,56.4,805.0,0
2021202227,2021,2022-01-13 18,36,2022-01-12 06,46.25,144.75,984.0,23.2,660.0,3.999,37.2,65.1,580.0,0
2021202227,2021,2022-01-13 18,42,2022-01-12 00,45.5,140.0,992.7,18.9,660.0,3.222,31.6,66.9,377.0,1
2021202227,2021,2022-01-13 18,48,2022-01-11 18,43.0,137.25,986.6,26.3,380.0,6.792,48.2,64.3,354.0,1
2021202227,2021,2022-01-13 18,54,2022-01-11 12,42.25,137.0,998.8,16.8,700.0,2.763,29.3,56.9,86.0,1
2021202227,2021,2022-01-13 18,60,2022-01-11 06,43.0,137.25,994.6,20.4,410.0,4.924,39.5,50.3,86.0,1
2021202227,2021,2022-01-13 18,66,2022-01-11 00,41.5,135.75,1001.7,16.7,500.0,3.43,32.5,51.0,208.0,1
2021202227,2021,2022-01-13 18,72,2022-01-10 18,40.5,133.75,1006.9,12.6,460.0,2.776,27.4,43.9,201.0,1
2021202227,2021,2022-01-13 18,78,2022-01-10 12,39.75,130.75,1012.7,9.8,430.0,2.29,23.4,34.8,268.0,1
2021202227,2021,2022-01-13 18,84,2022-01-10 06,41.25,128.25,1016.3,7.3,260.0,2.559,22.1,29.4,269.0,1
2021202227,2021,2022-01-13 18,90,2022-01-10 00,40.5,127.5,1023.8,2.2,500.0,0.379,5.1,28.9,105.0,0
2021202227,2021,2022-01-13 18,96,2022-01-09 18,38.0,129.25,1021.8,0.5,150.0,0.609,6.8,27.3,316.0,0
2021202233,2021,2022-02-01 12,0,2022-02-01 12,43.0,182.0,954.6,40.3,380.0,10.449,64.0,82.1,0.0,1
2021202233,2021,2022-02-01 12,6,2022-02-01 06,42.0,179.75,963.5,31.5,360.0,8.604,55.7,77.5,215.0,1
2021202233,2021,2022-02-01 12,12,2022-02-01 00,39.75,178.0,976.3,22.0,420.0,5.225,42.6,66.7,290.0,1
2021202233,2021,2022-02-01 12,18,2022-01-31 18,37.25,175.75,986.3,14.7,500.0,3.002,30.7,59.7,340.0,1
