track,when,lat,lon,lead_h,hf24,hf48,depth,scale_km,grad,vg_kt,gust_kt,p_centre,up_high_hpa,up_high_rel,down_low_hpa,down_low_rel,thick_anom_m,thick_anom_east_m,thick_m,trough_km,trough_bearing,trough_anom_m,sst_grad,sst_c,hvtl,hvtu,depth_pw,dt,gfs_f024_kt
654,2021-10-02 00,39.5,147.75,0.0,1,1,41.8,320.0,12.787,69.4,72.7,970.1,1015.5265713089176,45.393392597980096,1010.511229508711,40.37805079777354,224.23486328125,92.86340393901946,5880.71875,1751.572405939883,296.01660854876235,-204.48876953125,10.047136306762695,19.939874267578148,43.211143493652344,-247.4412078857422,36.94,2021-10-02 00,46.7
693,2021-10-19 18,47.75,226.75,nan,0,0,21.2,530.0,4.25,36.6,60.7,983.3,1014.138702846574,30.868927455949006,1007.031675008214,23.76189961758905,57.91064453125,44.54636243506239,5513.751953125,596.0952911634236,200.2944816615759,-323.32373046875,5.20242166519165,12.843682861328148,90.17011260986328,-239.91001892089844,22.52,2021-10-19 18,46.4
706,2021-10-22 18,35.5,152.0,36.0,0,1,15.2,570.0,2.863,31.3,61.8,999.4,1026.4418780727904,27.02781557279036,1011.0202640269665,11.606201526966515,134.01806640625,93.91967630810817,5760.349609375,1318.1016697733105,298.0597363556615,-295.56982421875,5.799815654754639,23.807550048828148,-283.2030944824219,-407.5212707519531,12.14,2021-10-22 18,45.9
706,2021-10-24 06,48.0,172.5,0.0,1,1,39.7,410.0,9.694,60.9,72.3,969.8,1022.5798540078613,52.797383304736286,999.323168648216,29.540697945090983,127.1591796875,20.99566313734019,5571.25146484375,204.60023918731443,270.0,-244.26806640625,4.782355308532715,9.096520996093773,-186.85267639160156,-647.9124145507812,34.34,2021-10-24 06,49.1
728,2021-11-01 12,49.5,218.75,nan,0,0,14.6,640.0,2.628,25.6,40.4,988.9,1013.1966567398144,24.261476075751943,994.1219348240077,5.186754159945167,97.2216796875,79.33727361266286,5487.15478515625,1911.4579481892333,232.05895567267086,-251.27685546875,2.0623769760131836,8.863183593750023,-213.52276611328125,-57.9154052734375,11.13,2021-11-01 12,41.2
737,2021-11-04 00,40.0,157.75,6.0,1,1,28.0,420.0,6.639,50.1,67.3,987.2,1019.7018165277211,32.49423596131487,1003.0256824773098,15.818101910903579,125.1484375,81.58041776916164,5642.515625,513.4601907919609,232.91939337614187,-133.5732421875,6.53618860244751,17.271112060546898,81.71894836425781,-280.26312255859375,27.14,2021-11-04 00,43.6
754,2021-11-09 18,35.5,157.25,nan,0,0,14.2,270.0,5.016,37.0,53.0,1000.9,1011.9466663041339,11.051280561946442,1015.2559473633808,14.360561621193256,135.2216796875,6.104597249911093,5723.9619140625,1988.7691394921656,283.348851349893,-297.0830078125,5.1799821853637695,22.074731445312523,140.07907104492188,-83.65135955810547,19.09,2021-11-09 18,37.3
785,2021-11-17 18,51.0,165.75,nan,0,0,9.8,570.0,1.833,18.3,32.2,1000.6,1021.4526134443997,20.88516959674348,1004.5837331260954,4.016289278439103,-97.16357421875,99.80449058165706,5210.64599609375,603.370636966831,225.19734925449723,-273.8212890625,4.7633466720581055,6.273156738281273,-159.57308959960938,-263.0081481933594,8.26,2021-11-17 18,37.6
792,2021-11-21 00,37.75,168.0,12.0,1,1,24.2,380.0,6.25,47.3,62.1,987.6,1023.9001947523639,36.28642522111386,1001.7744749498695,14.1607054186195,167.73046875,-14.37334573552224,5667.060546875,1577.2975882039684,327.15933966496493,-299.3173828125,9.219342231750488,20.436944580078148,65.16923522949219,-468.7135925292969,22.4,2021-11-21 00,52.7
796,2021-11-21 00,39.25,210.25,36.0,0,1,6.4,370.0,1.639,17.6,39.3,1010.9,1022.2609553259126,11.337859622787619,1020.2392026874181,9.316106984293128,147.138671875,82.42183929986619,5620.83740234375,1827.2806641843147,299.37470053090414,-273.5517578125,3.8670849800109863,16.400933837890648,-385.261474609375,-270.6880187988281,10.27,2021-11-21 00,41.8
