when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,wind_kt,gust_kt,wind_lat,wind_lon,wind_dist_km
2024-11-13 18,44.75,164.0,990.0,1007.2,17.2,17.2,380.0,0.79,4.517,35.9,59.9,40.6,59.1,42.75,163.0,236.0
2024-11-14 00,51.5,182.5,965.1,1004.0,38.9,39.2,430.0,2.43,9.121,58.3,108.8,43.3,60.9,49.25,182.5,250.0
2024-11-14 00,53.0,228.75,985.5,1007.3,21.8,25.5,670.0,1.72,3.799,33.8,44.4,33.4,50.1,52.5,227.5,101.0
2024-11-14 00,45.25,168.0,991.2,1007.0,15.8,15.7,400.0,0.79,3.934,32.8,51.7,38.0,54.1,42.25,167.75,334.0
2024-11-14 06,54.25,186.25,963.3,1002.2,38.9,39.9,460.0,2.77,8.673,56.7,99.7,41.4,58.6,51.75,187.75,296.0
2024-11-14 06,47.25,172.5,990.2,1004.8,14.6,14.7,440.0,0.89,3.346,29.3,42.5,34.6,48.0,43.25,171.5,452.0
2024-11-14 06,53.5,229.5,990.6,1009.7,19.1,22.1,640.0,1.55,3.456,30.9,40.1,30.1,43.7,52.5,227.5,174.0
2024-11-14 12,56.0,189.75,962.5,1002.2,39.7,41.1,490.0,2.61,8.398,56.0,94.5,40.9,61.7,54.5,191.5,200.0
2024-11-14 12,47.75,175.25,992.0,1006.2,14.2,14.0,390.0,0.67,3.586,29.8,45.2,34.7,47.3,44.5,176.5,374.0
2024-11-14 12,56.25,229.5,997.5,1012.2,14.7,16.2,620.0,0.86,2.619,23.9,29.4,25.7,35.8,53.75,226.25,347.0
2024-11-14 18,57.5,194.0,964.4,1002.6,38.2,39.8,510.0,2.27,7.813,53.4,86.5,40.2,57.6,55.5,194.5,224.0
2024-11-14 18,57.5,230.0,1002.0,1013.5,11.5,11.6,500.0,1.18,2.311,20.6,25.6,21.3,29.2,53.75,226.25,479.0
2024-11-15 00,57.75,169.0,998.0,1009.6,11.6,11.9,540.0,0.83,2.206,20.0,24.3,27.8,36.5,61.25,174.0,480.0
2024-11-15 06,57.5,170.0,999.7,1011.2,11.4,11.7,530.0,0.72,2.207,20.0,24.4,29.5,40.8,60.5,172.0,353.0
2024-11-15 06,57.5,236.0,1006.3,1013.5,7.2,6.7,150.0,0.74,4.455,24.9,49.3,6.9,20.8,59.0,243.5,469.0
2024-11-15 06,48.75,146.75,1010.8,1019.3,8.5,8.9,540.0,0.48,1.651,17.0,20.5,18.3,25.9,47.5,146.75,139.0
2024-11-15 06,41.5,147.0,1013.4,1019.9,6.5,6.4,450.0,0.51,1.433,15.9,20.2,28.9,39.3,39.75,147.25,196.0
2024-11-15 12,57.25,171.5,1002.5,1013.0,10.5,11.0,540.0,0.56,2.032,18.7,22.6,29.6,41.2,60.25,171.25,334.0
2024-11-15 12,49.25,149.25,1010.9,1020.1,9.2,9.3,440.0,0.59,2.118,20.1,26.1,26.1,34.6,49.75,146.25,224.0
2024-11-15 18,57.5,173.5,1004.9,1013.8,8.9,9.4,520.0,0.45,1.809,16.8,20.0,28.6,39.4,59.25,171.0,243.0
2024-11-15 18,44.25,155.0,1005.3,1022.4,17.1,16.7,410.0,1.05,4.071,34.1,54.4,33.9,49.0,43.75,153.75,114.0
2024-11-16 00,45.5,158.25,1000.4,1023.8,23.4,22.5,360.0,1.42,6.254,44.1,81.8,33.5,53.2,44.25,162.0,327.0
2024-11-16 00,57.75,175.0,1007.5,1015.4,7.8,7.9,460.0,0.39,1.722,15.8,19.0,25.7,33.9,59.0,171.75,235.0
2024-11-16 00,29.5,183.5,1015.9,1021.7,5.8,6.0,530.0,0.31,1.13,16.3,21.4,30.4,42.4,33.0,180.5,482.0
2024-11-16 06,46.0,161.25,995.7,1023.4,27.8,26.8,340.0,1.33,7.883,50.4,102.3,38.2,57.5,45.0,165.0,313.0
2024-11-16 06,57.75,178.0,1010.0,1015.9,5.9,5.9,410.0,0.36,1.432,13.3,15.8,24.2,33.3,56.25,170.5,484.0
2024-11-16 06,33.25,157.0,1013.7,1018.7,5.1,4.8,150.0,0.43,3.201,22.8,54.5,33.1,37.2,33.0,157.25,36.0
2024-11-16 06,29.5,183.5,1016.3,1022.2,5.9,6.0,500.0,0.26,1.204,17.0,22.8,35.2,49.4,32.0,186.5,399.0
2024-11-16 12,45.25,164.25,1000.5,1025.5,25.0,24.6,420.0,0.78,5.85,44.2,76.9,40.2,59.6,44.25,162.75,162.0
2024-11-16 12,56.25,149.25,1012.9,1021.5,8.6,8.1,330.0,0.77,2.459,20.2,27.6,25.9,34.3,55.0,152.0,222.0
2024-11-16 12,32.75,158.5,1013.9,1019.7,5.8,5.6,150.0,0.48,3.759,25.4,64.9,34.2,49.6,32.75,158.5,0.0
2024-11-16 12,29.0,183.25,1017.0,1022.4,5.4,5.5,460.0,0.33,1.185,16.6,22.8,30.3,40.5,31.5,184.25,294.0
2024-11-16 18,45.25,168.0,1002.9,1026.8,23.9,23.8,490.0,0.51,4.863,40.5,63.9,37.8,56.7,44.5,164.75,269.0
2024-11-17 00,48.0,170.5,1006.5,1027.5,21.0,20.6,460.0,0.58,4.469,36.6,56.1,36.7,51.3,45.0,175.25,493.0
2024-11-17 00,31.0,182.0,1015.9,1022.0,6.1,5.9,350.0,0.3,1.692,19.8,30.7,32.5,41.5,32.5,182.25,168.0
2024-11-17 06,55.75,234.75,983.2,996.5,13.3,20.4,890.0,1.41,2.294,22.5,25.9,24.1,47.5,52.25,230.0,498.0
2024-11-17 06,57.75,218.5,983.4,1003.4,20.0,25.8,800.0,0.47,3.219,29.2,35.5,39.7,55.5,58.0,210.25,488.0
2024-11-17 06,52.25,147.5,988.5,1019.5,31.0,34.3,630.0,1.36,5.441,44.4,64.2,35.2,51.7,49.5,150.5,371.0
2024-11-17 06,48.5,175.5,1008.2,1028.6,20.4,20.2,460.0,0.35,4.384,35.9,54.6,36.0,57.0,44.75,178.75,485.0
2024-11-17 06,31.75,180.75,1015.0,1021.6,6.6,6.5,370.0,0.36,1.762,20.5,31.2,25.0,35.0,35.0,183.25,429.0
2024-11-17 12,55.5,149.25,981.2,1020.8,39.6,42.4,580.0,1.24,7.302,53.2,82.7,39.2,54.1,54.5,155.0,383.0
2024-11-17 12,47.5,179.0,1009.3,1029.3,20.0,19.6,450.0,0.5,4.351,35.8,55.1,32.5,46.0,45.75,181.25,260.0
2024-11-17 18,57.75,148.5,974.9,1019.1,44.1,45.8,500.0,2.2,9.158,59.4,101.1,38.1,60.4,58.5,150.5,144.0
2024-11-17 18,44.25,150.0,1005.7,1015.4,9.7,9.6,410.0,0.73,2.351,22.6,31.4,31.5,44.2,43.75,150.75,82.0
2024-11-17 18,37.25,145.0,1007.0,1015.2,8.2,9.3,620.0,0.96,1.499,18.5,23.1,38.0,50.2,37.0,144.0,93.0
2024-11-17 18,47.5,179.25,1012.0,1028.3,16.3,15.7,420.0,0.61,3.727,31.3,47.2,30.4,41.9,47.5,174.0,394.0
2024-11-17 18,36.0,185.0,1015.3,1022.7,7.4,7.9,540.0,0.74,1.472,18.2,23.4,24.2,38.7,35.5,185.5,72.0
2024-11-18 00,58.0,147.0,973.1,1016.6,43.5,44.3,420.0,2.63,10.542,62.1,116.0,39.5,59.1,58.75,146.5,88.0
2024-11-18 00,43.25,151.5,1003.0,1016.4,13.4,13.3,430.0,1.25,3.102,28.5,42.3,35.8,45.8,43.0,151.5,28.0
2024-11-18 00,40.25,188.25,1014.0,1024.9,10.9,14.2,810.0,0.12,1.748,21.0,25.2,30.1,42.5,43.5,191.25,438.0
2024-11-18 06,44.75,154.75,1000.2,1015.3,15.1,15.1,480.0,0.95,3.155,29.2,41.8,37.6,53.4,42.0,153.75,316.0
2024-11-18 06,33.75,150.5,1004.9,1013.1,8.3,9.6,660.0,0.55,1.462,19.4,24.6,33.6,44.5,35.5,149.25,226.0
2024-11-18 06,43.25,191.0,1011.2,1026.3,15.1,15.3,480.0,0.64,3.19,29.9,43.5,35.2,49.4,44.5,194.0,278.0
2024-11-18 12,57.75,215.0,991.9,1016.5,24.6,29.0,680.0,0.93,4.27,35.9,47.1,33.1,48.3,58.5,208.5,391.0
2024-11-18 12,52.0,157.0,996.2,1012.0,15.8,18.4,610.0,1.53,3.018,27.8,35.7,36.8,62.5,48.0,158.75,462.0
2024-11-18 12,34.5,152.75,1004.7,1014.4,9.7,10.4,550.0,0.75,1.893,22.8,31.2,32.5,44.2,34.25,156.5,345.0
2024-11-18 12,43.25,196.5,1011.7,1025.5,13.8,13.4,330.0,0.62,4.054,32.3,55.2,35.4,48.5,44.25,197.25,126.0
2024-11-18 12,39.25,189.5,1012.6,1022.8,10.2,17.5,1080.0,0.42,1.616,20.7,23.8,26.7,33.0,43.5,188.25,484.0
2024-11-18 18,55.0,159.25,991.9,1011.2,19.3,22.4,660.0,2.05,3.397,30.3,38.7,36.1,51.9,55.25,162.75,224.0
2024-11-18 18,56.0,219.75,995.7,1016.3,20.6,29.6,910.0,0.61,3.249,30.4,36.6,29.6,41.4,56.25,211.75,496.0
2024-11-18 18,42.0,158.75,1001.6,1014.6,13.0,13.0,410.0,1.2,3.172,29.0,44.2,37.7,51.7,42.0,158.75,0.0
2024-11-18 18,35.0,187.25,1009.5,1019.2,9.7,10.7,550.0,1.31,1.947,23.2,31.7,28.1,40.9,34.75,187.5,36.0
2024-11-18 18,41.75,183.25,1013.0,1024.3,11.3,11.3,490.0,0.42,2.312,23.8,32.4,35.0,50.4,44.5,186.5,404.0
2024-11-18 18,42.75,202.5,1013.8,1024.5,10.6,10.3,270.0,0.48,3.831,29.3,52.7,33.0,41.2,42.5,202.75,35.0
2024-11-19 00,57.25,162.5,993.6,1010.6,17.0,19.6,640.0,1.47,3.065,27.2,34.0,37.5,54.2,56.0,162.75,140.0
2024-11-19 00,55.5,219.0,997.8,1017.2,19.4,30.1,970.0,0.61,3.099,29.6,35.1,33.5,47.2,54.0,212.5,449.0
2024-11-19 00,41.75,160.75,1001.1,1015.7,14.6,14.2,360.0,1.17,3.952,32.9,55.4,42.2,56.6,42.5,160.0,104.0
2024-11-19 00,42.0,209.5,1008.0,1021.5,13.5,13.1,270.0,0.67,4.834,34.5,67.4,38.5,55.2,41.75,209.0,50.0
2024-11-19 00,41.0,180.5,1011.2,1022.4,11.3,10.9,390.0,0.42,2.799,26.3,39.8,39.4,53.0,43.5,182.25,313.0
2024-11-19 00,37.0,190.0,1011.6,1020.8,9.2,10.8,660.0,0.98,1.633,20.2,25.3,32.0,44.8,36.75,190.0,28.0
2024-11-19 06,41.75,216.75,996.1,1018.2,22.1,21.3,320.0,1.8,6.666,45.3,93.4,45.0,69.9,41.5,216.75,28.0
2024-11-19 06,53.5,217.25,1001.3,1017.6,16.3,32.0,1200.0,0.45,2.664,27.1,30.9,35.2,48.3,51.0,213.75,366.0
2024-11-19 06,42.25,163.0,1003.9,1014.9,11.0,10.6,340.0,0.89,3.107,27.1,43.1,41.7,56.2,40.75,162.25,178.0
2024-11-19 06,40.75,178.5,1010.4,1019.9,9.5,9.1,310.0,0.47,2.931,25.7,41.9,32.1,43.4,45.0,180.0,488.0
2024-11-19 06,39.0,191.0,1011.2,1023.2,12.0,12.1,470.0,0.83,2.574,26.4,38.2,33.7,47.6,43.25,190.0,480.0
2024-11-19 12,42.25,223.0,978.5,1013.3,34.8,34.4,380.0,3.47,9.052,58.6,125.6,49.4,70.1,41.75,223.5,69.0
2024-11-19 12,57.25,165.0,996.4,1011.5,15.1,16.7,620.0,1.08,2.687,24.2,29.8,35.6,49.6,55.0,171.25,461.0
2024-11-19 12,41.75,165.5,1006.4,1015.4,9.0,8.8,310.0,0.64,2.845,24.9,39.9,39.4,55.4,40.75,164.5,139.0
2024-11-19 12,40.5,190.0,1010.1,1023.7,13.6,13.5,420.0,0.82,3.21,29.8,46.1,36.3,50.5,43.25,188.25,338.0
2024-11-19 12,40.25,177.0,1010.9,1016.7,5.8,6.2,300.0,0.42,2.083,19.9,30.1,27.3,36.4,43.75,180.75,497.0
2024-11-19 18,44.5,227.25,955.3,1012.2,56.9,54.8,350.0,6.21,15.656,79.6,208.5,52.6,73.3,44.0,227.25,56.0
2024-11-19 18,35.5,166.5,1003.9,1014.4,10.5,10.5,410.0,0.9,2.567,26.5,41.3,37.7,52.3,37.25,166.0,200.0
2024-11-19 18,41.5,188.5,1010.0,1022.8,12.8,12.7,460.0,0.72,2.77,27.0,39.0,38.0,55.3,43.0,189.0,172.0
2024-11-20 00,46.75,229.0,946.9,1010.2,63.4,63.8,430.0,5.47,14.835,82.3,190.1,52.1,82.8,47.5,234.0,387.0
2024-11-20 00,36.75,168.5,1003.2,1015.5,12.3,12.4,420.0,1.08,2.944,29.1,45.9,37.4,55.4,40.75,167.5,453.0
2024-11-20 00,42.5,186.25,1008.4,1021.0,12.6,12.4,450.0,0.63,2.755,26.5,38.1,36.8,50.4,43.75,188.25,214.0
2024-11-20 06,47.75,228.0,948.9,1009.9,61.0,63.1,480.0,5.37,13.153,78.8,165.8,48.8,75.2,48.75,226.5,157.0
2024-11-20 06,37.75,170.5,998.2,1015.1,16.9,16.7,390.0,1.81,4.278,36.8,65.2,39.8,62.7,37.5,169.75,72.0
2024-11-20 06,43.0,184.75,1008.9,1019.5,10.6,10.1,420.0,0.52,2.413,23.4,33.0,35.2,47.2,44.25,186.25,184.0
2024-11-20 12,48.0,227.75,954.0,1009.4,55.4,57.6,470.0,5.16,12.247,74.5,153.8,43.6,66.6,50.5,229.0,292.0
2024-11-20 12,41.5,171.0,1001.5,1016.7,15.1,15.5,470.0,1.05,3.301,31.1,46.5,41.3,58.7,41.75,169.75,108.0
2024-11-20 12,43.25,183.0,1009.1,1016.7,7.6,8.9,570.0,0.81,1.556,17.4,21.2,32.9,44.9,45.5,186.0,346.0
2024-11-20 18,48.25,227.75,961.6,1011.2,49.6,51.4,460.0,4.54,11.164,69.5,139.7,42.7,65.1,48.75,224.5,246.0
2024-11-20 18,43.0,171.75,998.9,1016.8,17.9,17.9,440.0,1.5,4.076,35.2,55.8,40.6,58.0,42.5,171.0,83.0
2024-11-21 00,48.75,227.75,967.1,1012.5,45.4,46.0,440.0,4.1,10.456,65.4,129.8,42.2,58.2,49.0,229.75,149.0
2024-11-21 00,43.75,173.25,997.5,1017.0,19.5,19.8,470.0,1.53,4.216,36.5,56.9,37.2,53.7,42.5,170.75,246.0
2024-11-21 00,33.5,145.25,1001.1,1017.8,16.6,16.4,390.0,1.09,4.205,37.9,71.1,38.4,56.6,33.75,144.0,119.0
2024-11-21 00,37.5,181.0,1002.4,1012.6,10.1,12.8,700.0,1.03,1.827,22.2,28.0,28.9,38.0,37.75,177.25,331.0
2024-11-21 06,49.5,227.5,973.8,1015.3,41.5,41.6,430.0,3.43,9.664,61.3,118.6,41.6,58.4,49.75,229.75,164.0
2024-11-21 06,44.5,174.25,995.3,1016.7,21.4,21.4,410.0,1.93,5.209,40.7,69.4,39.3,56.6,43.5,172.5,179.0
2024-11-21 06,34.5,148.0,998.0,1015.8,17.8,17.7,440.0,1.05,4.029,37.8,66.4,36.9,50.3,35.5,150.5,253.0
2024-11-21 06,38.5,182.5,1001.1,1013.2,12.1,14.7,670.0,1.16,2.201,25.3,33.0,31.1,41.3,38.0,179.0,311.0
2024-11-21 06,52.0,146.75,1015.8,1021.1,5.3,5.7,620.0,0.13,0.916,9.9,10.9,21.3,28.9,52.25,152.25,376.0
2024-11-21 12,50.0,226.0,980.0,1016.5,36.5,36.1,410.0,2.91,8.805,56.5,107.3,39.1,57.7,51.25,224.5,175.0
2024-11-21 12,36.5,150.75,991.8,1016.9,25.1,24.2,350.0,2.33,6.902,49.5,108.3,47.0,65.1,36.75,152.25,137.0
2024-11-21 12,45.0,175.25,994.1,1016.7,22.7,22.7,420.0,2.0,5.4,41.8,71.3,35.3,51.5,43.75,172.5,259.0
2024-11-21 12,38.25,186.25,1001.1,1014.3,13.2,14.8,630.0,1.04,2.352,26.5,35.5,29.8,40.4,38.25,180.75,480.0
2024-11-21 12,38.5,221.5,1001.4,1010.0,8.6,10.2,670.0,0.55,1.515,18.6,22.7,26.9,40.5,36.0,223.0,308.0
2024-11-21 12,53.5,148.75,1017.1,1023.6,6.4,6.1,410.0,0.43,1.49,14.2,17.3,21.8,27.6,53.25,152.5,250.0
2024-11-21 18,37.5,153.75,978.5,1015.4,36.9,35.0,260.0,3.15,13.475,66.6,206.6,55.9,83.1,37.25,153.0,72.0
2024-11-21 18,49.75,224.25,985.6,1017.0,31.4,30.9,390.0,2.49,7.936,51.9,97.0,38.4,54.3,50.5,222.5,150.0
2024-11-21 18,45.5,177.0,995.1,1015.1,20.0,20.8,480.0,1.7,4.332,36.9,56.7,35.3,49.2,43.75,176.25,203.0
2024-11-21 18,39.25,187.75,998.3,1014.6,16.3,17.5,570.0,1.14,3.079,31.6,45.4,34.4,47.5,39.0,182.75,432.0
2024-11-21 18,39.5,226.0,1000.2,1011.6,11.4,13.1,630.0,0.99,2.073,23.5,30.4,28.3,38.1,39.25,227.25,111.0
2024-11-21 18,54.25,148.5,1016.3,1023.7,7.4,7.1,390.0,0.52,1.826,16.6,21.0,22.1,29.5,55.5,144.0,320.0
2024-11-22 00,38.0,156.75,974.4,1015.2,40.8,38.9,250.0,2.91,15.579,71.3,236.2,51.5,77.3,37.75,155.25,135.0
2024-11-22 00,49.0,222.5,989.5,1015.0,25.6,25.3,340.0,2.29,7.434,47.7,91.9,35.1,52.2,49.25,219.5,220.0
2024-11-22 00,41.5,228.25,995.7,1010.6,14.9,17.5,630.0,1.38,2.777,29.0,39.1,32.5,39.8,41.5,230.0,146.0
2024-11-22 00,40.25,188.25,996.0,1014.6,18.7,19.6,520.0,1.36,3.77,35.6,54.4,34.4,47.5,38.75,184.5,362.0
2024-11-22 00,46.75,177.75,996.6,1015.1,18.5,19.1,490.0,1.44,3.907,34.0,50.1,31.2,44.9,44.75,176.5,243.0
2024-11-22 00,55.0,147.75,1017.3,1024.9,7.6,7.2,360.0,0.84,2.006,17.6,22.9,23.5,34.5,54.25,144.5,225.0
2024-11-22 06,38.75,159.75,975.3,1014.1,38.8,37.2,280.0,2.42,13.282,67.7,198.0,52.7,80.0,39.5,160.0,86.0
2024-11-22 06,42.75,229.0,990.6,1012.2,21.7,24.7,620.0,1.9,3.978,37.8,54.7,33.2,49.5,42.25,228.0,99.0
2024-11-22 06,47.75,221.0,991.6,1014.1,22.5,22.4,340.0,2.23,6.596,44.3,83.2,35.0,48.1,48.75,219.25,171.0
2024-11-22 06,40.75,189.75,997.3,1015.8,18.6,19.1,510.0,1.07,3.753,35.1,53.7,37.1,50.7,40.5,193.75,339.0
2024-11-22 06,48.25,178.25,998.6,1015.3,16.8,17.4,520.0,0.95,3.342,30.1,41.8,28.3,37.6,46.75,174.0,360.0
2024-11-22 06,44.0,148.0,1007.6,1014.2,6.6,7.4,600.0,0.41,1.234,14.2,16.6,26.8,36.7,48.0,146.5,460.0
2024-11-22 12,39.0,163.25,981.2,1014.6,33.4,32.3,330.0,1.68,9.792,59.7,145.2,45.6,69.4,38.0,163.25,111.0
2024-11-22 12,45.0,230.25,984.3,1012.2,27.9,30.7,580.0,2.55,5.295,45.1,69.9,40.4,54.3,44.25,229.5,102.0
2024-11-22 12,46.5,219.75,992.1,1012.2,20.1,20.2,310.0,1.86,6.502,42.9,83.7,35.9,47.5,47.25,218.5,126.0
2024-11-22 12,53.75,171.0,997.8,1018.2,20.4,21.7,590.0,0.49,3.686,31.9,42.7,33.2,45.2,53.25,166.5,303.0
2024-11-22 12,40.25,192.0,1000.0,1016.4,16.4,17.1,540.0,0.63,3.167,31.5,45.8,36.7,48.6,41.0,194.75,247.0
2024-11-22 12,46.5,148.5,1005.4,1017.6,12.2,12.1,430.0,0.57,2.805,25.6,36.1,28.3,37.4,45.75,145.0,282.0
2024-11-22 18,46.5,231.0,981.6,1012.0,30.4,33.1,510.0,2.91,6.488,49.9,83.5,38.8,59.9,45.25,233.75,254.0
2024-11-22 18,39.75,166.75,984.0,1014.2,30.2,29.4,370.0,1.39,7.939,54.1,115.9,44.1,64.1,38.0,166.25,199.0
2024-11-22 18,53.75,171.0,993.6,1016.8,23.2,24.1,560.0,0.47,4.304,35.7,49.8,36.5,48.9,52.75,167.75,243.0
2024-11-22 18,44.75,219.5,993.9,1011.5,17.6,17.7,310.0,1.41,5.718,39.7,75.8,36.4,49.3,45.5,217.75,161.0
2024-11-22 18,47.75,148.5,1001.0,1018.1,17.1,16.9,370.0,0.97,4.557,35.1,57.5,34.2,47.4,48.5,146.5,170.0
2024-11-22 18,40.0,193.75,1002.8,1017.3,14.5,14.9,530.0,0.43,2.82,28.8,40.9,32.6,45.0,40.75,195.5,170.0
2024-11-22 18,36.75,147.0,1006.1,1013.7,7.6,8.7,640.0,0.73,1.366,17.4,21.3,27.0,41.2,36.75,142.75,379.0
2024-11-23 00,49.0,232.0,983.5,1014.4,30.9,32.7,540.0,2.18,6.063,47.4,75.0,39.4,56.4,48.25,234.75,219.0
2024-11-23 00,40.75,170.0,986.7,1014.5,27.8,27.0,370.0,1.2,7.303,50.9,104.4,40.2,59.1,41.5,168.5,151.0
2024-11-23 00,55.5,174.75,989.5,1017.8,28.3,30.5,610.0,0.26,4.995,40.4,56.6,37.3,51.1,53.25,168.25,489.0
2024-11-23 00,43.25,219.75,996.0,1011.0,15.0,15.0,300.0,0.72,4.992,36.2,68.0,35.5,47.4,44.0,218.25,147.0
2024-11-23 00,48.5,148.5,999.7,1018.8,19.1,19.2,380.0,1.16,5.052,37.8,63.0,38.7,53.5,49.25,147.0,138.0
2024-11-23 00,39.75,195.0,1005.0,1017.2,12.2,12.3,520.0,0.42,2.374,25.2,34.7,31.5,42.9,39.25,199.0,348.0
2024-11-23 00,38.0,150.0,1005.2,1014.6,9.4,10.8,640.0,0.74,1.686,20.3,25.6,25.9,40.3,37.25,144.5,491.0
2024-11-23 06,49.5,231.75,986.9,1014.8,27.8,29.9,570.0,2.1,5.243,43.0,64.3,32.2,41.0,49.0,233.75,155.0
2024-11-23 06,41.5,172.75,987.6,1014.4,26.7,25.8,360.0,1.09,7.161,49.5,100.9,39.9,56.7,43.25,172.5,196.0
2024-11-23 06,57.0,174.0,987.8,1017.4,29.6,32.1,600.0,0.58,5.358,42.1,59.6,36.7,50.2,55.0,167.25,475.0
2024-11-23 06,48.0,148.75,996.8,1017.7,20.9,21.0,410.0,1.42,5.114,39.1,64.2,40.9,58.1,48.75,146.75,170.0
2024-11-23 06,41.75,220.75,999.5,1012.5,12.9,12.8,310.0,0.46,4.133,32.5,57.9,34.0,49.9,41.5,218.5,189.0
2024-11-23 06,39.5,153.25,1000.7,1013.1,12.5,13.2,520.0,1.03,2.533,26.5,37.2,32.5,45.3,43.25,156.5,497.0
2024-11-23 06,39.5,195.25,1007.0,1018.1,11.2,11.0,460.0,0.36,2.393,24.7,35.1,30.6,41.1,40.0,197.75,221.0
2024-11-23 12,57.75,174.5,989.0,1017.3,28.3,30.2,580.0,0.74,5.2,40.6,57.4,35.2,50.1,60.25,172.75,295.0
2024-11-23 12,41.75,175.0,989.6,1014.3,24.7,24.0,370.0,0.96,6.494,46.8,91.0,36.6,53.6,43.0,173.25,200.0
2024-11-23 12,50.25,231.25,989.7,1015.3,25.6,27.5,600.0,1.73,4.577,39.1,55.6,24.0,37.6,50.75,224.25,498.0
2024-11-23 12,48.0,150.0,995.4,1017.7,22.2,23.0,500.0,1.37,4.605,38.2,57.8,41.4,58.1,47.5,147.75,177.0
2024-11-23 12,43.5,156.5,996.5,1013.2,16.7,16.9,450.0,1.25,3.751,33.2,50.9,38.1,51.1,43.5,156.75,20.0
2024-11-23 12,40.75,222.0,1001.4,1012.5,11.1,11.0,290.0,0.3,3.794,30.2,54.2,31.3,42.1,40.75,220.0,168.0
2024-11-23 12,39.0,195.0,1007.8,1017.2,9.4,9.1,430.0,0.28,2.127,22.3,31.5,30.1,41.3,40.25,198.0,292.0
2024-11-23 12,32.0,212.5,1010.7,1015.8,5.1,5.0,300.0,0.21,1.656,18.5,29.2,23.0,31.8,34.75,208.25,499.0
2024-11-23 18,47.75,154.75,991.7,1015.3,23.6,25.0,580.0,1.0,4.302,37.7,54.2,37.8,56.1,46.5,150.0,385.0
2024-11-23 18,50.5,230.75,991.9,1016.5,24.7,25.9,570.0,1.56,4.535,38.3,54.9,26.7,40.6,51.0,231.25,66.0
2024-11-23 18,41.75,178.0,992.2,1014.1,21.9,21.5,410.0,0.7,5.239,41.7,73.4,38.3,53.5,40.5,178.0,139.0
2024-11-23 18,39.75,224.0,1004.2,1013.7,9.6,9.4,300.0,0.27,3.142,27.0,45.9,31.3,41.7,38.75,222.0,205.0
2024-11-23 18,38.5,195.5,1009.0,1016.7,7.6,7.6,420.0,0.15,1.805,19.7,27.1,29.8,42.7,39.5,199.25,343.0
2024-11-24 00,48.5,153.0,987.1,1017.3,30.3,31.7,560.0,1.32,5.661,45.7,70.5,37.9,53.5,49.5,159.0,451.0
2024-11-24 00,51.0,230.0,993.0,1017.2,24.2,24.7,520.0,1.78,4.744,38.6,57.0,27.7,42.7,51.5,229.5,66.0
2024-11-24 00,42.0,180.5,993.8,1014.0,20.1,20.0,440.0,0.95,4.534,38.3,63.2,33.8,46.9,40.25,178.5,257.0
2024-11-24 00,39.25,163.75,1004.4,1012.2,7.8,7.6,220.0,0.56,3.45,26.2,50.9,29.6,43.3,43.5,163.5,473.0
2024-11-24 00,39.25,226.5,1005.0,1012.5,7.5,7.4,330.0,0.31,2.236,21.7,33.0,28.9,40.4,37.25,225.0,258.0
2024-11-24 00,38.0,197.25,1008.6,1015.6,7.0,7.0,430.0,0.08,1.622,18.3,24.6,31.8,41.6,39.25,200.0,276.0
2024-11-24 06,48.25,153.25,985.5,1016.6,31.1,32.4,540.0,1.54,6.001,47.3,75.1,36.2,52.0,45.5,152.75,308.0
2024-11-24 06,42.25,182.5,995.9,1014.1,18.2,18.3,480.0,0.89,3.813,34.5,52.9,32.3,42.1,38.75,182.0,391.0
2024-11-24 06,51.25,228.5,998.3,1018.6,20.2,21.0,540.0,1.11,3.88,33.3,46.4,30.9,41.8,52.0,228.25,85.0
2024-11-24 06,40.0,166.0,1003.1,1011.9,8.8,8.6,190.0,0.64,4.53,29.7,65.8,30.0,41.2,39.75,165.0,90.0
2024-11-24 06,38.25,196.5,1010.0,1015.3,5.3,5.4,430.0,0.22,1.247,14.7,18.8,27.4,36.7,39.0,201.0,400.0
2024-11-24 12,48.5,155.0,988.5,1016.3,27.8,29.3,560.0,1.34,5.24,43.1,65.3,36.9,49.8,50.0,149.5,433.0
2024-11-24 12,42.25,184.75,997.4,1013.5,16.1,16.8,530.0,0.76,3.16,30.7,43.9,27.0,37.6,38.75,182.0,453.0
2024-11-24 12,47.5,228.0,1001.2,1016.9,15.7,21.7,850.0,0.23,2.551,26.6,32.3,27.6,37.6,50.5,224.75,409.0
2024-11-24 12,40.25,168.5,1002.8,1012.6,9.8,9.3,240.0,0.63,3.894,29.1,56.2,39.0,54.1,40.0,167.75,70.0
2024-11-24 18,48.75,156.5,989.6,1015.5,25.9,27.5,560.0,1.47,4.919,41.1,61.1,36.4,48.9,48.5,150.75,423.0
2024-11-24 18,42.75,186.75,998.0,1012.5,14.5,15.8,590.0,0.75,2.67,27.4,36.7,24.5,33.7,44.5,191.5,429.0
2024-11-24 18,40.75,171.0,1001.0,1011.3,10.3,10.0,260.0,0.68,3.837,29.4,54.9,38.3,57.9,40.25,170.25,84.0
2024-11-24 18,46.25,227.5,1003.5,1018.3,14.8,19.7,860.0,0.25,2.29,24.7,29.6,26.5,36.0,48.75,223.25,423.0
