when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,wind_kt,gust_kt,wind_lat,wind_lon,wind_dist_km
2021-10-02 18,46.0,155.25,979.3,1013.5,34.2,34.3,430.0,1.76,7.975,54.9,103.5,43.2,59.7,44.5,154.75,171.0
2021-10-03 00,48.75,158.0,978.5,1014.2,35.7,35.8,440.0,2.09,8.126,55.1,100.9,40.0,55.7,46.5,157.25,256.0
2021-10-03 06,51.5,160.0,973.9,1013.2,39.2,39.9,480.0,2.94,8.308,56.6,99.1,43.2,59.6,49.0,160.5,280.0
2021-10-03 12,53.5,162.0,967.6,1012.8,45.2,46.1,490.0,3.68,9.415,61.5,109.3,46.6,63.2,52.5,162.5,116.0
2021-10-03 18,55.5,165.0,963.6,1011.5,48.0,49.7,520.0,3.52,9.556,62.6,108.2,45.6,67.2,54.75,165.5,89.0
2021-10-04 00,57.25,167.0,963.8,1010.1,46.3,48.3,530.0,3.69,9.107,60.3,101.1,40.5,55.9,55.5,170.5,290.0
2021-10-05 12,46.75,233.75,999.1,1015.3,16.2,15.8,410.0,2.51,3.86,32.2,49.5,31.2,46.6,46.0,233.0,101.0
2021-10-06 00,54.25,177.75,983.2,1003.3,20.1,20.5,430.0,2.82,4.775,36.2,54.9,39.7,53.2,53.5,177.75,83.0
2021-10-06 06,56.0,182.25,983.2,1002.5,19.3,20.8,520.0,2.42,3.992,32.6,44.9,42.0,58.1,55.25,183.25,104.0
2021-10-07 00,47.75,171.25,992.5,1011.7,19.1,18.6,310.0,1.56,5.984,40.2,75.5,37.5,52.7,47.75,171.75,37.0
2021-10-07 06,50.25,175.0,986.4,1010.0,23.6,23.1,340.0,2.17,6.808,44.6,82.6,41.4,56.7,48.75,174.0,182.0
2021-10-07 12,51.75,178.75,982.0,1009.6,27.6,27.6,410.0,2.35,6.735,46.5,80.0,45.2,64.3,50.75,178.0,123.0
2021-10-07 18,55.0,183.25,977.3,1006.7,29.4,30.9,520.0,1.81,5.942,44.5,67.7,39.5,58.2,52.5,183.0,278.0
2021-10-08 00,57.0,186.5,972.1,1004.6,32.5,34.8,560.0,2.02,6.219,46.4,69.2,40.8,60.2,54.75,188.0,267.0
2021-10-09 00,47.75,164.5,1000.1,1020.7,20.6,19.5,250.0,1.58,7.793,44.6,98.3,37.6,55.5,47.5,163.25,98.0
2021-10-09 06,49.5,168.75,995.1,1018.5,23.4,22.2,280.0,1.78,7.939,46.6,97.4,40.2,54.9,48.75,168.0,100.0
2021-10-09 12,51.0,173.0,992.9,1017.6,24.7,24.0,330.0,1.43,7.26,46.0,87.2,38.4,55.4,49.75,174.0,156.0
2021-10-09 18,52.75,176.75,992.3,1015.7,23.4,23.2,370.0,1.18,6.273,42.7,73.5,35.6,49.6,50.25,176.75,278.0
2021-10-10 00,54.25,180.0,992.3,1015.3,23.0,22.9,400.0,1.08,5.735,40.6,65.9,34.1,48.4,52.25,181.75,251.0
2021-10-10 06,55.5,182.5,991.5,1015.0,23.5,23.4,420.0,1.24,5.562,40.0,63.0,32.1,44.5,53.5,183.5,232.0
2021-10-10 12,56.75,184.75,990.0,1014.8,24.8,24.9,450.0,1.21,5.527,40.2,61.7,33.7,48.6,56.5,181.25,216.0
2021-10-10 18,57.75,186.5,988.9,1014.1,25.2,25.9,480.0,1.17,5.392,39.9,59.5,38.2,49.1,57.0,183.5,198.0
2021-10-11 00,53.75,149.75,975.1,1008.4,33.3,35.7,570.0,1.74,6.267,47.8,72.5,37.9,56.4,54.25,153.75,267.0
2021-10-11 00,58.0,190.0,989.1,1014.2,25.1,26.2,510.0,0.93,5.131,39.0,56.5,38.0,54.3,55.75,189.0,257.0
2021-10-11 06,53.5,150.5,973.5,1006.4,32.9,34.6,510.0,2.44,6.786,49.3,78.8,36.7,51.0,54.0,149.5,86.0
2021-10-11 12,54.25,164.0,980.0,1010.2,30.2,33.7,640.0,2.44,5.265,42.9,60.5,36.6,50.1,50.25,167.25,497.0
2021-10-11 12,52.5,153.5,982.2,1008.3,26.0,28.7,560.0,2.09,5.127,41.2,60.3,37.3,52.4,51.5,152.75,122.0
2021-10-11 18,55.0,167.5,975.9,1009.2,33.3,35.6,570.0,2.95,6.246,47.3,71.2,38.1,55.6,53.25,167.75,195.0
2021-10-11 18,57.75,210.0,990.1,1010.9,20.8,27.0,780.0,1.81,3.463,31.0,38.2,33.5,50.3,55.0,203.75,491.0
2021-10-11 18,54.5,155.25,991.8,1007.7,15.9,17.9,610.0,1.44,2.936,26.6,33.7,32.9,50.2,51.0,156.25,395.0
2021-10-12 00,57.75,216.0,977.3,1009.6,32.3,34.4,550.0,2.43,6.246,46.1,68.9,42.7,62.4,58.5,220.5,277.0
2021-10-12 00,55.25,172.0,978.5,1008.2,29.7,32.7,590.0,1.97,5.543,43.5,63.0,40.3,61.4,53.5,172.75,201.0
2021-10-12 06,56.5,177.75,980.7,1006.2,25.4,28.1,590.0,1.26,4.76,38.4,53.3,37.2,52.7,53.0,177.25,391.0
2021-10-12 12,57.25,185.75,983.2,1004.9,21.7,26.4,730.0,1.02,3.622,31.9,40.2,34.7,48.4,53.25,184.5,452.0
2021-10-13 12,58.0,218.5,984.5,1001.7,17.2,19.9,650.0,1.55,3.06,27.0,33.7,31.1,39.2,53.75,217.75,475.0
2021-10-14 18,51.5,145.75,1000.1,1016.6,16.5,19.5,680.0,0.85,2.865,27.2,34.2,30.6,41.9,51.0,141.25,318.0
2021-10-15 00,51.75,147.25,994.6,1016.2,21.6,24.1,610.0,1.27,3.949,34.5,46.9,32.4,47.3,50.5,141.75,408.0
2021-10-15 06,52.75,150.25,987.8,1014.5,26.7,28.5,560.0,1.58,5.095,41.0,59.7,36.9,52.2,51.5,146.25,306.0
2021-10-15 06,54.0,203.0,995.8,1012.8,17.0,17.8,530.0,1.29,3.361,29.0,38.8,33.2,46.5,52.5,202.75,168.0
2021-10-15 06,51.25,160.5,996.8,1013.9,17.1,21.9,770.0,1.53,2.85,27.7,34.1,32.4,51.2,49.25,163.75,321.0
2021-10-15 12,52.0,150.75,984.5,1013.4,28.8,29.4,460.0,1.83,6.386,46.2,75.6,39.9,59.0,52.0,149.25,103.0
2021-10-15 12,53.5,164.5,991.4,1013.2,21.8,26.0,680.0,2.09,3.826,33.9,44.4,33.2,44.8,53.75,169.5,331.0
2021-10-15 12,53.25,207.0,995.4,1013.3,17.8,18.4,510.0,1.3,3.61,30.6,42.1,33.8,48.9,51.75,205.75,187.0
2021-10-15 18,51.5,154.5,985.1,1010.1,25.1,26.8,530.0,1.37,5.055,40.5,60.3,40.7,58.2,50.5,152.0,207.0
2021-10-15 18,55.25,167.25,985.9,1011.3,25.4,30.1,690.0,1.85,4.359,37.3,49.5,34.3,48.4,59.5,169.25,487.0
2021-10-15 18,52.75,210.0,996.6,1014.7,18.1,18.8,540.0,1.03,3.489,30.3,40.9,33.4,47.1,51.5,208.25,183.0
2021-10-16 00,56.25,168.5,979.3,1009.1,29.8,35.2,690.0,2.24,5.095,41.9,57.2,42.0,61.0,60.0,170.75,437.0
2021-10-16 00,52.5,160.25,986.9,1007.8,21.0,29.0,850.0,0.64,3.412,32.4,40.1,40.3,56.3,49.25,157.5,410.0
2021-10-16 00,29.0,164.0,996.8,1013.4,16.6,15.8,250.0,1.68,6.325,43.6,121.8,37.1,51.1,28.75,164.75,78.0
2021-10-16 00,52.0,213.75,997.8,1014.5,16.7,17.3,530.0,0.79,3.262,28.8,38.6,32.6,45.1,50.75,211.75,196.0
2021-10-16 06,57.0,168.5,971.4,1006.4,35.0,39.6,630.0,3.13,6.289,48.1,70.0,43.2,65.2,60.25,171.25,395.0
2021-10-16 06,30.25,165.0,995.6,1013.0,17.4,16.6,240.0,1.62,6.916,44.9,128.1,36.2,47.2,29.5,165.5,96.0
2021-10-16 06,51.75,217.0,998.9,1014.9,16.0,17.1,570.0,0.68,2.998,27.3,35.6,31.4,42.7,50.25,215.75,188.0
2021-10-16 12,56.25,169.75,968.7,1005.1,36.4,40.5,610.0,2.96,6.636,49.9,74.5,44.7,64.6,60.0,170.75,421.0
2021-10-16 12,31.75,166.0,996.5,1014.8,18.3,17.5,240.0,1.58,7.279,45.9,129.1,38.3,49.8,31.5,167.25,122.0
2021-10-16 12,52.25,219.75,999.0,1014.2,15.2,16.8,610.0,0.64,2.753,25.7,32.5,32.6,46.6,52.0,212.5,496.0
2021-10-16 18,55.5,173.25,970.0,1003.0,33.0,37.9,650.0,2.39,5.836,46.2,66.1,41.7,59.1,59.75,171.75,481.0
2021-10-16 18,32.75,167.0,997.8,1014.9,17.1,16.3,270.0,1.23,6.049,42.5,104.4,34.4,46.4,32.25,168.0,109.0
2021-10-17 00,34.0,167.25,1000.9,1016.5,15.7,15.0,270.0,0.97,5.552,39.9,92.7,31.3,43.4,33.25,168.5,143.0
2021-10-17 06,57.5,181.5,973.5,1003.2,29.6,33.9,660.0,1.51,5.143,41.5,56.9,39.9,58.8,60.0,180.75,281.0
2021-10-17 06,51.25,145.5,977.9,1012.8,34.8,35.9,490.0,1.81,7.321,52.1,87.6,47.6,66.5,54.25,143.5,360.0
2021-10-17 12,52.0,148.5,977.5,1014.1,36.6,39.2,580.0,1.08,6.759,51.3,80.0,46.7,73.5,51.0,145.0,267.0
2021-10-17 18,56.75,204.5,972.9,999.2,26.3,37.2,870.0,1.33,4.273,37.9,47.7,39.6,58.4,55.75,211.25,431.0
2021-10-17 18,55.5,154.0,975.7,1012.3,36.6,40.9,650.0,1.62,6.299,49.0,71.3,41.0,62.1,51.25,153.25,475.0
2021-10-18 00,56.75,205.5,974.3,1000.1,25.8,36.1,860.0,1.19,4.192,37.2,46.8,41.3,59.7,56.5,213.5,490.0
2021-10-18 00,57.75,163.0,975.8,1010.2,34.4,37.1,580.0,2.52,6.403,47.6,70.7,41.7,58.4,55.75,170.0,481.0
2021-10-18 00,55.25,153.5,977.2,1011.3,34.1,38.4,650.0,2.03,5.909,46.7,67.1,43.3,61.6,51.0,155.75,496.0
2021-10-18 00,39.75,168.25,1003.6,1018.7,15.1,14.3,300.0,0.87,4.779,36.0,69.7,32.7,43.9,38.75,169.25,141.0
2021-10-18 06,56.75,210.5,974.5,1001.1,26.6,31.1,660.0,1.95,4.716,38.9,52.6,43.8,58.9,57.0,215.0,275.0
2021-10-18 06,41.75,170.5,1002.1,1018.6,16.5,15.7,310.0,0.8,5.079,37.4,71.2,31.5,43.1,40.75,171.75,153.0
2021-10-18 12,55.5,207.75,977.9,1003.0,25.1,28.8,660.0,1.57,4.368,36.9,49.5,38.4,56.8,58.0,206.0,298.0
2021-10-18 12,43.0,174.0,1003.3,1018.8,15.5,15.0,320.0,0.6,4.674,35.4,64.0,33.3,46.0,41.5,175.25,196.0
2021-10-18 18,53.25,208.25,983.6,1002.8,19.2,23.8,740.0,1.19,3.216,29.9,37.5,34.7,48.4,53.0,205.5,186.0
2021-10-18 18,51.0,221.25,984.9,1003.3,18.4,23.2,740.0,1.2,3.132,29.9,37.6,36.0,51.5,51.5,223.0,134.0
2021-10-19 00,54.0,220.5,982.2,1003.9,21.7,23.0,540.0,1.72,4.268,35.1,49.2,39.5,57.2,52.25,224.0,304.0
2021-10-19 06,56.25,217.0,978.8,1003.7,24.9,24.3,370.0,2.02,6.581,43.4,73.9,43.2,65.0,57.75,219.5,225.0
2021-10-19 06,44.25,225.25,989.8,1005.6,15.9,18.2,670.0,0.92,2.716,28.0,36.3,40.6,57.7,44.25,225.75,40.0
2021-10-19 12,57.5,214.5,977.1,1001.3,24.2,23.0,270.0,1.75,8.521,46.6,94.3,40.8,60.8,59.0,218.25,276.0
2021-10-19 12,47.0,226.0,985.8,1004.1,18.3,20.5,620.0,1.33,3.302,31.3,42.1,37.5,54.8,43.5,228.5,436.0
2021-10-19 18,47.75,226.75,983.3,1004.5,21.2,22.5,530.0,1.7,4.25,36.6,53.6,39.0,60.7,45.75,230.25,347.0
2021-10-20 00,50.25,225.0,982.9,1001.0,18.1,19.2,520.0,1.04,3.687,32.0,44.8,36.8,53.1,51.25,225.0,111.0
2021-10-20 00,39.0,151.25,995.8,1011.0,15.2,19.9,770.0,0.95,2.584,29.4,38.3,35.1,53.8,35.75,149.75,385.0
2021-10-20 06,52.25,223.25,980.5,998.7,18.3,18.7,450.0,1.1,4.164,33.5,49.1,34.9,52.6,52.5,227.5,290.0
2021-10-20 06,42.5,155.75,986.3,1009.6,23.3,24.4,520.0,1.71,4.693,41.0,64.8,40.8,58.8,42.25,156.0,35.0
2021-10-20 06,41.0,146.0,993.4,1009.3,16.0,18.7,680.0,1.15,2.752,29.4,39.1,32.8,45.3,38.25,142.75,413.0
2021-10-20 12,53.75,222.0,977.7,996.8,19.1,19.5,420.0,1.69,4.643,35.3,53.7,35.1,50.0,53.0,222.25,85.0
2021-10-20 12,44.25,159.0,982.6,1008.2,25.6,26.6,490.0,1.86,5.434,44.2,72.7,39.2,56.7,43.25,160.25,150.0
2021-10-20 12,41.25,146.25,991.5,1010.1,18.6,18.6,400.0,1.75,4.651,38.2,65.8,33.6,52.1,41.75,146.25,56.0
2021-10-20 18,56.0,218.75,979.0,997.0,18.0,18.5,460.0,1.44,4.03,32.0,45.4,34.5,52.6,56.75,222.25,231.0
2021-10-20 18,45.75,163.0,979.7,1006.7,26.9,27.4,460.0,2.31,5.948,45.8,77.5,43.0,59.5,45.75,162.0,78.0
2021-10-20 18,45.0,216.0,985.8,1002.7,16.9,19.7,680.0,0.98,2.898,29.3,38.2,36.4,53.0,41.25,216.25,417.0
2021-10-20 18,41.0,148.0,993.9,1011.2,17.3,16.8,380.0,1.28,4.424,36.4,62.9,32.9,47.8,41.75,147.25,104.0
2021-10-21 00,50.75,173.25,974.9,1005.2,30.2,32.0,560.0,1.52,5.715,45.3,68.9,38.7,61.4,50.0,177.75,330.0
2021-10-21 00,43.0,222.75,975.0,1005.2,30.3,31.6,520.0,2.76,6.071,49.1,83.1,48.0,67.5,42.5,223.5,83.0
2021-10-21 00,57.5,216.75,981.5,999.2,17.6,17.6,440.0,1.18,3.997,31.2,44.2,34.7,51.3,58.75,219.75,224.0
2021-10-21 06,45.75,223.75,956.6,1006.8,50.1,49.3,410.0,5.28,12.019,71.0,156.6,52.8,78.7,45.25,224.25,68.0
2021-10-21 06,53.0,179.25,966.6,1001.1,34.6,36.4,530.0,2.0,6.87,50.4,80.3,37.8,56.5,52.25,186.5,496.0
2021-10-21 12,47.25,224.25,955.5,1006.8,51.2,51.5,460.0,4.64,11.2,70.0,142.4,46.3,67.0,47.0,226.0,135.0
2021-10-21 12,54.75,183.75,956.4,997.8,41.4,43.0,500.0,2.78,8.605,57.7,98.3,42.6,67.6,53.25,182.25,193.0
2021-10-21 18,56.0,187.25,948.6,995.8,47.3,47.8,450.0,3.19,10.632,64.3,119.7,46.4,70.9,54.5,187.0,168.0
2021-10-21 18,48.25,225.5,959.8,1007.5,47.7,48.3,480.0,3.75,10.067,65.7,125.9,43.9,65.4,50.25,231.5,489.0
2021-10-22 00,56.5,190.25,946.2,995.3,49.1,49.2,430.0,2.95,11.438,66.5,128.0,50.6,76.5,55.25,185.75,313.0
2021-10-22 00,50.25,226.0,963.9,1004.3,40.4,40.2,440.0,2.55,9.143,59.2,111.0,43.0,64.1,48.25,222.5,338.0
2021-10-22 00,45.5,163.25,999.2,1015.3,16.2,15.6,270.0,0.84,5.774,38.0,75.6,36.1,50.4,45.0,161.75,130.0
2021-10-22 06,56.25,193.0,949.2,995.3,46.1,46.4,440.0,2.74,10.55,63.5,118.4,55.7,87.3,54.75,190.75,219.0
2021-10-22 06,52.0,226.25,968.4,1000.3,31.9,31.3,390.0,1.74,8.037,51.7,95.2,44.6,65.1,52.5,227.5,102.0
2021-10-22 06,46.5,167.0,996.0,1014.6,18.5,17.8,270.0,0.88,6.594,41.3,84.8,39.7,54.8,46.25,165.75,100.0
2021-10-22 12,56.25,195.5,954.5,994.4,39.9,40.4,460.0,2.61,8.792,56.7,98.7,53.9,79.3,54.25,193.75,248.0
2021-10-22 12,54.75,225.5,973.2,994.0,20.8,21.6,420.0,1.76,5.139,37.9,58.7,40.4,70.0,54.75,228.25,176.0
2021-10-22 12,47.0,170.75,996.3,1014.5,18.2,17.7,240.0,0.81,7.372,42.6,94.1,39.4,56.4,45.5,171.25,171.0
2021-10-22 18,55.25,199.0,960.6,992.9,32.2,33.4,490.0,2.1,6.809,48.4,77.3,51.0,75.7,54.0,197.25,179.0
2021-10-22 18,35.5,152.0,999.4,1014.6,15.2,16.3,570.0,0.86,2.863,31.3,46.0,37.1,61.8,34.75,151.75,86.0
2021-10-23 00,54.75,203.75,965.4,990.6,25.2,27.4,560.0,1.93,4.895,39.2,55.9,49.9,71.6,53.25,203.0,174.0
2021-10-23 00,53.25,219.0,971.4,991.3,19.9,21.1,490.0,1.79,4.316,34.8,50.3,36.5,51.5,52.5,224.25,362.0
2021-10-23 00,37.5,155.5,997.2,1015.8,18.6,19.9,590.0,0.71,3.378,34.9,51.8,40.0,66.8,38.5,159.25,347.0
2021-10-23 06,54.75,207.75,967.0,989.8,22.8,27.0,680.0,1.83,3.967,34.6,45.3,41.6,57.3,53.0,201.0,483.0
2021-10-23 06,54.75,219.0,967.7,990.3,22.6,23.1,440.0,1.98,5.252,39.0,60.0,35.6,50.2,56.5,221.25,240.0
2021-10-23 06,39.5,157.5,992.5,1014.1,21.6,22.9,570.0,0.89,4.011,38.5,58.8,40.0,64.5,37.75,153.25,417.0
2021-10-23 12,56.0,218.5,965.6,988.8,23.3,24.0,450.0,2.16,5.326,39.3,60.0,36.2,51.0,58.25,220.0,266.0
2021-10-23 12,55.25,209.0,967.7,989.6,21.9,28.2,780.0,1.17,3.615,32.7,41.1,36.9,53.2,52.0,204.25,478.0
2021-10-23 12,41.0,159.75,989.0,1013.8,24.8,25.7,530.0,1.48,4.858,42.8,69.1,35.8,55.3,43.5,163.0,386.0
2021-10-23 18,57.5,215.5,965.3,988.1,22.8,24.7,540.0,2.27,4.575,36.2,50.6,38.4,54.8,58.5,218.0,185.0
2021-10-23 18,43.25,163.25,981.3,1011.4,30.1,30.0,430.0,2.28,6.974,51.0,95.0,39.6,55.7,41.25,163.75,226.0
2021-10-23 18,44.5,212.75,981.7,1000.8,19.1,20.6,550.0,1.48,3.754,34.5,50.0,44.9,61.3,41.75,213.5,312.0
2021-10-24 00,43.75,221.0,967.5,999.9,32.3,32.9,460.0,2.47,7.15,52.8,96.5,51.9,71.3,43.75,218.25,221.0
2021-10-24 00,58.0,211.0,969.9,991.4,21.5,24.5,610.0,2.22,4.009,33.4,44.1,38.7,54.0,59.0,209.75,133.0
2021-10-24 00,45.5,167.75,974.3,1010.7,36.4,36.1,390.0,2.55,9.258,58.9,121.1,47.2,68.7,45.0,166.5,113.0
2021-10-24 06,45.0,223.5,953.7,997.5,43.8,44.5,440.0,3.48,10.105,65.2,133.4,54.4,82.1,44.0,221.25,210.0
2021-10-24 06,48.0,172.5,969.8,1009.5,39.7,39.7,410.0,2.36,9.694,60.9,121.7,50.2,72.3,48.0,171.25,93.0
2021-10-24 06,56.25,209.5,977.6,996.8,19.3,21.1,600.0,1.19,3.512,30.3,39.4,32.7,44.4,52.0,209.5,473.0
2021-10-24 12,45.5,226.5,948.6,995.6,47.1,49.3,510.0,3.29,9.67,66.3,126.5,51.9,81.6,44.0,224.25,244.0
2021-10-24 12,50.0,177.25,969.1,1008.6,39.5,39.9,440.0,1.97,9.064,59.0,110.4,47.2,68.9,48.0,175.5,256.0
2021-10-24 12,54.75,210.0,984.2,999.5,15.3,15.4,510.0,0.92,3.012,26.2,34.4,31.8,42.7,50.5,209.5,474.0
2021-10-24 18,46.25,229.0,947.7,994.9,47.2,50.0,530.0,3.2,9.425,65.6,121.8,48.2,73.0,43.5,228.75,306.0
2021-10-24 18,51.25,183.0,969.2,1007.1,37.9,38.3,460.0,1.38,8.331,56.0,99.7,46.4,68.0,48.75,181.5,298.0
2021-10-25 00,47.25,230.0,951.2,994.0,42.8,44.1,480.0,3.08,9.196,62.2,116.9,42.7,60.0,46.5,231.0,113.0
2021-10-25 00,51.75,187.25,970.2,1004.8,34.6,35.1,460.0,1.43,7.623,52.5,90.6,46.6,65.5,48.25,186.75,391.0
2021-10-25 06,48.25,230.5,958.3,995.7,37.5,37.8,430.0,2.81,8.789,57.9,109.9,41.8,57.5,46.5,235.5,424.0
2021-10-25 06,52.25,193.5,973.8,1002.2,28.4,29.6,530.0,0.93,5.59,43.5,66.0,45.3,62.4,48.75,191.25,420.0
2021-10-25 12,48.5,231.25,968.0,996.6,28.6,28.5,390.0,1.96,7.299,49.4,91.0,37.2,50.5,49.0,233.75,192.0
2021-10-25 12,52.5,199.25,976.4,999.1,22.7,25.0,610.0,0.86,4.1,35.3,48.2,41.4,58.2,48.5,196.25,493.0
2021-10-25 18,49.0,232.25,975.5,996.6,21.1,20.9,330.0,1.34,6.338,42.4,78.4,34.9,46.1,48.0,232.0,113.0
2021-10-25 18,52.5,203.75,977.8,997.4,19.6,22.9,690.0,0.59,3.323,30.6,39.1,40.8,56.1,48.75,200.75,468.0
2021-10-26 00,52.5,207.25,975.7,996.7,21.1,24.4,670.0,0.98,3.642,32.8,42.8,40.3,54.6,48.5,207.25,445.0
2021-10-26 06,52.25,212.0,974.5,996.9,22.4,27.1,720.0,0.93,3.762,34.2,44.4,41.2,59.6,48.75,210.75,399.0
2021-10-26 06,36.5,145.25,994.4,1018.2,23.8,22.8,290.0,1.64,7.876,50.3,123.6,45.8,78.1,36.5,144.5,67.0
2021-10-26 12,53.25,217.75,973.9,996.6,22.7,28.7,780.0,0.57,3.677,33.7,42.8,41.8,59.1,49.75,214.75,441.0
2021-10-26 12,39.25,147.25,983.4,1018.6,35.3,33.7,230.0,2.35,14.643,66.1,216.0,50.4,74.7,39.25,146.5,65.0
2021-10-26 18,54.5,221.0,975.5,996.9,21.4,27.6,780.0,0.75,3.544,32.4,40.6,33.3,44.5,50.25,218.75,497.0
2021-10-26 18,41.0,150.25,978.1,1017.4,39.3,37.8,270.0,2.15,14.011,68.2,199.3,53.3,81.0,40.25,149.0,134.0
2021-10-27 00,55.75,221.25,980.3,998.1,17.9,23.6,800.0,0.85,2.954,27.6,33.4,32.5,44.8,51.5,222.5,480.0
2021-10-27 00,42.5,153.25,980.5,1017.8,37.2,36.3,320.0,1.88,11.342,63.5,156.7,45.5,64.8,41.0,154.25,186.0
2021-10-27 06,44.0,157.25,984.1,1016.8,32.7,32.4,400.0,1.29,8.109,54.9,108.9,41.8,58.2,42.75,158.25,161.0
2021-10-27 06,57.0,221.0,985.0,1000.8,15.8,20.1,790.0,0.71,2.541,24.0,28.3,29.5,40.4,53.25,225.0,488.0
2021-10-27 12,45.75,161.25,988.6,1017.4,28.8,29.1,470.0,0.82,6.2,47.4,80.8,39.8,54.3,42.5,159.25,395.0
2021-10-27 18,47.0,165.25,988.7,1016.9,28.2,29.0,520.0,0.68,5.586,44.9,71.3,37.4,52.8,43.75,161.5,465.0
2021-10-28 00,48.5,169.5,987.0,1016.5,29.5,30.8,540.0,0.93,5.699,45.5,71.0,35.3,51.0,45.0,165.5,494.0
2021-10-28 06,49.0,173.75,982.2,1015.0,32.8,33.9,520.0,1.21,6.513,49.5,80.5,38.9,53.4,45.0,170.75,499.0
2021-10-28 12,48.5,177.25,982.3,1014.8,32.4,34.0,540.0,1.19,6.295,48.9,78.4,42.0,60.9,46.0,174.75,336.0
2021-10-28 18,49.5,186.25,983.0,1012.2,29.2,34.4,710.0,0.84,4.844,42.7,59.5,39.5,53.8,48.75,180.0,462.0
2021-10-29 00,29.75,144.25,971.9,1016.7,44.8,42.5,180.0,3.23,23.585,80.6,443.6,61.6,93.5,29.5,143.75,56.0
2021-10-29 00,49.75,190.75,980.9,1010.9,30.0,35.3,700.0,1.18,5.048,43.8,61.7,36.2,51.7,47.5,185.0,491.0
2021-10-29 00,47.25,149.25,1005.3,1020.4,15.1,14.8,380.0,0.66,3.898,31.6,49.5,36.8,52.4,44.0,146.0,441.0
2021-10-29 06,31.25,146.5,973.3,1015.3,42.0,39.9,160.0,3.11,24.941,78.5,448.7,70.8,110.8,30.75,146.25,60.0
2021-10-29 06,51.0,196.0,979.5,1009.4,29.9,35.0,690.0,1.19,5.069,43.4,60.9,41.7,57.1,48.25,190.75,486.0
2021-10-29 12,50.75,197.5,975.9,1008.6,32.7,39.2,730.0,0.88,5.369,46.0,64.7,40.4,56.0,48.5,203.5,499.0
2021-10-29 12,33.5,149.75,985.3,1017.2,31.9,30.5,210.0,2.12,14.538,64.8,245.8,52.1,80.6,32.75,149.0,109.0
2021-10-29 18,51.25,200.0,972.6,1007.4,34.8,41.9,730.0,0.75,5.738,48.3,68.7,41.8,58.6,50.25,196.5,270.0
2021-10-29 18,36.0,153.0,989.2,1016.4,27.2,26.0,230.0,2.17,11.302,57.5,179.5,53.5,71.1,35.25,152.25,107.0
2021-10-30 00,51.0,201.0,972.9,1006.0,33.1,42.0,790.0,0.91,5.321,46.4,63.9,41.5,57.6,50.75,198.25,195.0
2021-10-30 00,39.0,158.25,995.5,1016.7,21.1,21.4,440.0,2.05,4.869,41.4,72.2,44.7,67.4,37.75,157.0,177.0
2021-10-30 06,50.0,203.25,973.3,1005.1,31.9,44.4,880.0,0.33,5.042,45.9,61.4,42.0,59.0,51.75,198.75,371.0
2021-10-30 06,41.75,164.0,991.0,1015.4,24.4,26.9,630.0,1.49,4.268,40.4,59.8,41.6,60.8,39.25,163.75,279.0
2021-10-30 12,51.0,206.25,970.4,1005.3,34.9,43.3,760.0,0.68,5.698,48.5,68.4,42.1,59.0,50.75,200.0,439.0
2021-10-30 12,44.75,168.75,981.4,1013.3,31.9,33.1,510.0,1.62,6.486,50.5,86.0,41.5,61.2,41.0,168.5,417.0
