when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,wind_kt,gust_kt,wind_lat,wind_lon,wind_dist_km
2023-11-30 12,53.5,200.25,974.3,996.3,22.0,24.5,590.0,2.11,4.153,35.2,48.2,40.9,58.7,52.75,202.75,186.0
2023-11-30 12,58.0,212.5,982.6,998.9,16.4,17.4,520.0,2.1,3.341,27.9,36.8,33.0,42.6,57.25,214.0,122.0
2023-11-30 18,54.0,175.0,961.7,992.9,31.2,34.2,600.0,1.98,5.706,45.0,65.8,43.9,60.8,50.5,173.75,398.0
2023-11-30 18,55.25,190.25,972.6,989.4,16.9,17.9,440.0,2.51,4.061,32.0,46.1,33.3,52.6,52.5,194.75,425.0
2023-11-30 18,54.25,203.75,972.9,996.0,23.1,25.4,580.0,2.26,4.384,36.4,50.4,41.1,59.4,53.25,202.5,138.0
2023-12-01 00,54.5,175.25,966.2,994.1,27.9,30.2,580.0,1.74,5.205,41.5,59.7,40.1,53.7,51.5,174.25,340.0
2023-12-01 00,55.5,191.0,971.7,990.7,19.0,19.6,420.0,2.39,4.677,35.2,53.0,33.2,45.5,51.25,190.0,477.0
2023-12-01 00,55.25,209.25,972.5,995.6,23.1,24.8,520.0,1.98,4.776,37.7,54.2,46.1,68.2,52.75,208.25,286.0
2023-12-01 06,55.0,174.5,968.9,995.3,26.4,27.5,540.0,1.43,5.086,39.9,57.9,35.7,48.3,52.5,175.25,282.0
2023-12-01 06,55.75,192.75,973.3,992.1,18.8,19.0,410.0,2.0,4.633,34.6,52.3,32.7,45.6,51.5,191.5,480.0
2023-12-01 06,54.75,213.25,974.6,997.5,22.9,24.7,560.0,1.18,4.404,36.1,50.3,40.4,62.8,53.0,215.0,226.0
2023-12-01 12,55.25,173.25,970.9,997.2,26.2,26.7,520.0,1.2,5.14,39.8,58.4,34.1,46.4,57.5,175.0,272.0
2023-12-01 12,55.5,216.0,971.9,997.7,25.8,27.4,570.0,0.96,4.809,38.6,54.5,38.0,53.2,54.25,214.25,178.0
2023-12-01 12,56.0,194.75,977.2,993.3,16.1,15.9,380.0,1.48,4.187,31.5,47.1,33.0,47.0,51.75,196.25,483.0
2023-12-01 18,56.0,216.5,969.0,996.7,27.7,29.7,580.0,1.11,5.125,40.6,57.7,37.8,51.3,54.25,212.25,333.0
2023-12-01 18,55.0,172.0,970.8,997.9,27.1,27.8,530.0,1.05,5.246,40.7,59.8,34.7,46.7,57.5,174.5,318.0
2023-12-01 18,45.75,183.75,983.1,1001.3,18.2,17.7,320.0,1.56,5.539,39.0,72.2,40.3,54.2,44.75,182.25,162.0
2023-12-02 00,55.75,216.5,970.8,996.2,25.4,27.1,570.0,1.06,4.757,38.2,53.7,40.6,60.2,53.25,216.0,280.0
2023-12-02 00,54.25,172.0,973.7,999.5,25.8,26.7,550.0,0.95,4.852,38.9,55.8,32.4,45.3,53.25,169.0,226.0
2023-12-02 00,47.0,188.5,974.3,999.3,25.0,24.2,290.0,2.08,8.354,49.3,106.6,53.4,72.6,46.0,187.5,135.0
2023-12-02 06,48.5,194.5,970.9,997.7,26.8,26.9,410.0,1.75,6.558,46.5,81.7,50.0,73.4,45.75,194.75,306.0
2023-12-02 06,54.75,219.75,976.3,996.8,20.5,21.5,550.0,0.57,3.908,32.8,44.7,37.8,54.8,52.5,219.0,255.0
2023-12-02 06,53.5,173.75,976.5,999.8,23.3,24.3,580.0,0.68,4.193,35.3,48.7,34.5,48.6,52.0,171.5,225.0
2023-12-02 12,50.25,199.5,966.1,994.9,28.9,29.7,490.0,1.54,6.059,45.8,73.5,47.7,70.0,47.75,198.0,299.0
2023-12-02 12,53.0,176.5,978.6,998.9,20.3,21.4,580.0,0.56,3.687,32.0,43.1,34.6,47.3,50.75,175.75,255.0
2023-12-02 12,54.75,224.0,981.7,996.7,15.0,15.2,460.0,0.41,3.295,27.6,37.7,34.9,47.8,51.25,222.75,398.0
2023-12-02 12,40.5,170.5,992.2,1009.8,17.6,17.0,380.0,1.23,4.473,36.8,64.3,38.6,56.1,39.75,170.5,83.0
2023-12-02 18,50.75,205.5,961.9,994.9,33.1,34.5,530.0,1.12,6.512,49.1,78.5,46.0,72.7,48.25,204.75,283.0
2023-12-02 18,52.5,178.75,979.5,997.3,17.8,18.8,570.0,0.53,3.296,29.3,38.8,32.6,45.4,50.25,172.75,486.0
2023-12-02 18,41.75,178.5,983.0,1005.5,22.5,22.1,380.0,1.54,5.828,43.8,81.7,43.4,69.1,40.5,177.0,187.0
2023-12-03 00,52.0,209.0,960.4,993.5,33.2,35.7,580.0,1.01,6.148,47.8,72.8,45.9,69.7,49.5,208.5,280.0
2023-12-03 00,43.25,184.25,969.1,1001.9,32.8,32.3,370.0,2.65,8.718,56.3,118.8,49.8,73.4,42.5,183.0,132.0
2023-12-03 00,51.75,180.75,980.5,995.5,15.0,16.6,560.0,0.92,2.961,26.9,35.2,32.5,44.6,48.5,176.0,495.0
2023-12-03 06,53.0,213.25,962.7,993.9,31.1,35.5,670.0,0.49,5.296,43.9,61.9,45.4,70.3,48.75,212.5,475.0
2023-12-03 06,44.0,189.75,962.7,1000.1,37.4,37.6,440.0,2.56,8.556,58.7,114.9,58.8,85.2,43.25,188.25,147.0
2023-12-03 12,45.0,195.75,959.6,997.1,37.5,39.3,530.0,1.42,7.422,56.1,98.0,53.6,84.0,43.75,192.75,276.0
2023-12-03 12,56.0,216.0,966.8,993.4,26.6,30.9,720.0,0.32,4.286,36.9,48.2,37.7,53.2,51.75,214.25,486.0
2023-12-03 18,46.0,200.25,955.7,994.2,38.6,41.5,570.0,1.35,7.289,56.2,94.6,48.6,78.2,43.75,198.5,286.0
2023-12-03 18,56.25,215.0,970.4,990.2,19.8,21.8,650.0,0.42,3.359,29.6,37.7,35.0,48.2,58.0,221.0,411.0
2023-12-04 00,47.0,203.75,953.4,992.0,38.5,42.8,610.0,1.52,7.023,55.4,89.6,48.1,75.7,44.25,201.75,343.0
2023-12-04 06,47.25,207.25,955.7,992.1,36.5,42.6,670.0,1.51,6.359,52.7,80.8,47.9,72.5,43.75,207.0,390.0
2023-12-04 12,49.5,211.0,957.3,990.2,32.9,44.5,840.0,0.6,5.294,47.4,65.0,43.7,62.7,45.5,213.75,490.0
2023-12-04 18,51.5,213.75,956.8,989.6,32.8,50.9,980.0,0.15,5.191,47.3,61.9,39.8,57.2,47.25,214.5,476.0
2023-12-05 00,53.5,214.75,956.7,989.5,32.8,50.9,990.0,0.27,5.143,46.3,59.7,38.2,53.8,51.0,210.0,426.0
2023-12-05 06,55.0,215.25,959.7,990.7,31.1,45.7,940.0,0.37,4.865,43.3,55.4,37.6,50.7,51.75,210.75,469.0
2023-12-05 12,57.0,216.0,962.5,992.0,29.5,38.7,830.0,0.15,4.664,40.3,51.9,34.4,46.3,57.75,223.0,428.0
2023-12-05 12,40.25,172.0,1003.5,1019.0,15.5,16.5,590.0,0.55,2.789,29.2,40.3,30.1,41.4,43.0,172.75,312.0
2023-12-05 18,39.75,176.75,999.3,1018.5,19.2,20.7,620.0,0.48,3.334,34.1,48.7,35.6,53.0,40.5,180.0,289.0
2023-12-06 00,40.0,181.5,994.2,1018.0,23.9,24.3,510.0,1.62,4.759,42.1,69.1,42.7,60.7,40.25,182.75,110.0
2023-12-06 00,34.0,147.25,998.7,1016.5,17.7,17.7,450.0,1.01,3.932,37.6,65.6,42.3,57.5,33.0,151.0,365.0
2023-12-06 06,35.75,149.75,991.4,1014.4,23.0,22.2,350.0,1.82,6.342,47.1,101.3,41.7,58.5,36.25,151.75,188.0
2023-12-06 06,40.0,181.75,991.5,1018.5,27.0,27.1,470.0,2.27,5.776,47.2,83.9,40.1,57.8,40.5,181.0,85.0
2023-12-06 12,37.5,152.75,987.8,1015.3,27.5,26.4,310.0,2.06,8.511,53.8,130.5,45.0,62.6,36.25,153.0,141.0
2023-12-06 12,39.0,183.25,993.6,1017.8,24.3,25.3,520.0,1.64,4.86,43.4,72.1,38.1,55.8,39.0,181.0,194.0
2023-12-06 18,38.5,155.75,988.0,1014.6,26.6,26.1,360.0,1.38,7.244,50.9,108.6,43.2,66.0,38.5,154.0,152.0
2023-12-06 18,38.0,186.25,994.2,1017.3,23.1,25.2,590.0,1.17,4.268,41.3,64.7,38.2,53.3,41.0,188.0,366.0
2023-12-07 00,40.0,158.5,989.7,1015.4,25.7,25.1,370.0,1.14,6.794,48.8,98.6,39.6,59.1,41.75,160.0,232.0
2023-12-07 00,38.25,190.25,993.4,1016.8,23.5,27.1,690.0,0.55,3.932,40.3,59.3,38.1,54.7,38.5,187.25,263.0
2023-12-07 06,40.75,160.5,990.8,1014.3,23.5,23.3,430.0,0.76,5.424,43.7,77.5,38.0,56.6,42.5,160.75,196.0
2023-12-07 06,38.0,193.0,994.2,1016.8,22.6,27.5,750.0,0.33,3.666,39.1,55.6,38.5,56.8,38.75,189.5,316.0
2023-12-07 12,42.5,163.0,990.8,1014.0,23.2,23.6,450.0,0.61,5.234,42.6,72.3,36.7,55.0,42.75,168.25,430.0
2023-12-07 12,38.5,197.0,994.2,1016.2,22.0,30.5,900.0,0.42,3.388,38.0,50.8,39.7,55.6,41.25,192.5,491.0
2023-12-07 18,44.0,164.75,988.2,1012.2,24.1,24.5,460.0,1.07,5.328,42.9,71.6,36.2,52.1,45.5,164.25,171.0
2023-12-07 18,42.0,202.75,991.7,1015.5,23.8,24.9,540.0,1.21,4.62,41.1,64.4,40.9,66.5,43.5,204.75,233.0
2023-12-08 00,45.0,166.5,985.6,1011.4,25.8,27.2,530.0,1.46,5.137,43.1,67.8,37.1,56.3,47.25,167.75,268.0
2023-12-08 00,42.25,203.75,989.5,1013.6,24.1,25.8,580.0,1.24,4.456,40.7,61.8,41.7,63.7,43.5,203.5,140.0
2023-12-08 00,46.0,151.5,990.5,1008.2,17.7,19.4,580.0,1.2,3.337,31.5,43.3,35.1,48.0,41.75,150.75,476.0
2023-12-08 06,46.25,167.5,981.9,1010.0,28.1,30.0,560.0,1.65,5.363,44.7,69.3,39.9,57.8,48.25,169.5,269.0
2023-12-08 06,42.0,204.25,990.3,1013.1,22.8,24.9,590.0,1.76,4.212,39.3,58.8,40.4,60.8,42.75,203.25,117.0
2023-12-08 06,46.5,153.0,990.9,1008.2,17.3,18.4,540.0,1.07,3.405,31.3,43.8,38.1,58.5,44.25,147.5,497.0
2023-12-08 12,47.25,167.75,979.5,1009.7,30.2,32.1,560.0,1.78,5.732,46.6,72.9,41.2,58.8,48.75,170.0,236.0
2023-12-08 12,41.0,205.25,991.5,1010.9,19.4,22.3,640.0,1.52,3.49,35.1,49.7,38.8,52.7,42.75,203.5,243.0
2023-12-08 18,47.75,165.5,976.3,1009.8,33.5,34.8,520.0,1.88,6.69,50.8,84.3,44.9,68.4,49.0,166.25,150.0
2023-12-08 18,47.0,213.25,992.5,1012.8,20.3,22.4,620.0,0.98,3.612,33.6,46.1,37.3,56.1,47.0,219.75,493.0
2023-12-09 00,46.5,162.5,981.2,1011.9,30.8,31.8,520.0,1.15,6.113,48.1,78.7,39.9,55.4,50.5,164.5,469.0
2023-12-09 00,48.75,216.0,990.5,1011.8,21.2,23.5,610.0,1.13,3.847,34.7,47.7,35.7,51.9,48.5,222.75,497.0
2023-12-09 06,43.75,165.75,987.6,1011.0,23.4,27.0,700.0,0.48,3.859,37.6,52.1,41.8,59.6,42.25,162.0,348.0
2023-12-09 06,50.75,219.5,989.9,1013.0,23.0,25.0,610.0,0.88,4.102,35.9,49.4,38.2,55.2,51.5,225.0,393.0
2023-12-09 06,46.75,183.25,991.1,1007.5,16.5,17.0,510.0,1.15,3.338,30.4,42.8,32.9,45.1,48.5,177.25,490.0
2023-12-09 12,53.0,222.5,987.3,1012.4,25.1,26.6,550.0,1.04,4.84,39.2,56.6,42.9,64.2,51.25,229.25,500.0
2023-12-09 12,46.25,189.0,988.3,1007.7,19.4,19.8,480.0,1.15,4.12,35.3,53.2,31.6,44.4,43.0,192.5,455.0
2023-12-09 12,42.0,167.75,991.7,1010.8,19.1,22.3,700.0,0.43,3.185,32.9,44.4,40.3,58.4,40.0,163.75,403.0
2023-12-09 12,50.5,144.5,996.6,1019.8,23.1,23.7,530.0,1.53,4.467,37.2,54.0,33.3,46.4,50.5,148.0,248.0
2023-12-09 18,47.75,191.25,984.2,1006.9,22.7,23.3,460.0,1.4,5.057,40.1,63.8,34.3,48.0,50.25,189.5,306.0
2023-12-09 18,54.5,224.25,988.2,1011.5,23.3,24.5,530.0,1.24,4.615,37.0,52.9,43.1,67.5,52.5,230.0,440.0
2023-12-09 18,53.25,145.0,990.7,1020.8,30.1,31.8,540.0,1.57,5.881,45.1,68.5,34.5,48.9,51.5,149.25,348.0
2023-12-09 18,40.25,170.75,991.6,1009.9,18.3,20.6,650.0,0.55,3.162,32.9,45.7,36.9,55.6,37.25,168.0,410.0
2023-12-10 00,49.0,192.5,982.9,1006.7,23.8,25.0,510.0,1.74,4.9,39.9,60.6,41.5,58.6,49.5,190.5,155.0
2023-12-10 00,40.0,173.5,991.0,1010.4,19.3,20.4,550.0,0.72,3.713,35.8,53.9,36.1,53.2,36.75,171.0,422.0
2023-12-10 00,55.5,226.5,992.6,1011.1,18.5,19.2,510.0,1.47,3.761,31.1,42.6,38.7,50.1,52.0,230.75,479.0
2023-12-10 06,48.75,193.25,985.1,1007.1,22.0,25.6,680.0,1.21,3.763,34.9,46.7,39.6,56.4,49.5,193.0,85.0
2023-12-10 06,39.5,175.5,990.2,1010.9,20.7,21.3,500.0,0.81,4.251,38.8,62.4,38.3,55.0,41.75,174.0,280.0
2023-12-10 12,48.0,193.75,986.6,1006.2,19.7,23.4,690.0,1.31,3.393,32.4,42.6,39.3,52.7,48.5,192.0,141.0
2023-12-10 12,52.5,201.0,986.9,1009.0,22.1,25.8,690.0,1.09,3.746,33.7,44.1,35.7,51.3,50.5,194.75,486.0
2023-12-10 12,39.25,181.5,992.8,1009.9,17.0,18.3,590.0,0.62,3.1,32.0,45.7,42.8,61.2,38.75,176.25,457.0
2023-12-10 18,55.25,203.5,983.6,1010.8,27.2,30.5,640.0,0.96,4.773,39.5,54.2,36.1,51.7,56.5,210.0,428.0
2023-12-10 18,47.5,194.5,987.9,1004.8,17.0,18.4,500.0,2.19,3.67,32.3,46.5,37.0,50.9,48.25,193.5,112.0
2023-12-10 18,39.75,186.75,992.7,1008.9,16.2,18.1,610.0,1.19,2.968,31.0,43.3,37.7,53.0,38.5,181.5,474.0
2023-12-10 18,55.25,150.75,1000.3,1017.0,16.7,32.8,1200.0,0.53,2.737,27.3,31.1,31.4,41.5,59.5,149.75,476.0
2023-12-11 00,56.75,204.75,980.4,1011.3,30.9,35.3,670.0,0.77,5.271,42.6,58.8,42.3,61.0,59.75,207.5,370.0
2023-12-11 00,40.75,191.75,993.2,1008.8,15.6,18.0,650.0,1.12,2.768,29.4,39.6,34.0,45.9,39.0,186.5,488.0
2023-12-11 00,56.5,154.5,997.9,1016.8,19.0,25.7,820.0,1.09,3.137,29.0,35.1,31.0,43.9,53.75,160.5,489.0
2023-12-11 06,58.0,149.5,993.5,1018.2,24.7,28.9,680.0,1.79,4.255,35.8,46.8,34.6,45.2,58.5,150.5,81.0
2023-12-11 06,54.75,159.0,995.7,1016.4,20.7,23.9,670.0,1.47,3.564,31.6,40.7,38.2,48.2,53.25,164.25,381.0
2023-12-11 12,55.75,159.75,993.7,1015.6,21.8,24.7,620.0,1.65,3.976,33.8,44.9,34.1,53.5,56.75,163.75,271.0
2023-12-11 18,46.25,204.75,988.4,1007.1,18.7,22.3,700.0,1.2,3.189,31.4,41.2,32.9,42.8,43.5,200.0,483.0
2023-12-12 00,48.75,209.0,983.6,1003.6,20.0,25.0,740.0,1.36,3.375,32.5,41.9,36.2,46.5,44.75,212.0,500.0
2023-12-12 00,52.5,173.25,1002.7,1018.2,15.5,14.9,340.0,0.91,4.372,32.2,51.4,32.0,42.7,52.25,176.0,189.0
2023-12-12 06,52.5,213.25,979.4,1001.3,21.9,27.7,780.0,1.07,3.553,33.0,41.8,34.4,47.4,49.0,217.5,491.0
2023-12-12 06,42.0,148.5,1000.8,1018.6,17.9,17.8,430.0,1.32,4.143,35.7,57.8,34.4,52.3,39.75,147.0,280.0
2023-12-12 06,53.75,174.5,1001.1,1017.6,16.5,15.9,340.0,1.04,4.678,33.6,54.1,36.5,43.7,53.5,173.0,103.0
2023-12-12 12,57.0,215.5,971.5,996.0,24.5,31.4,770.0,1.44,4.079,35.6,45.4,45.3,63.5,58.5,221.0,366.0
2023-12-12 12,43.0,152.5,998.1,1017.9,19.8,20.5,490.0,1.32,4.175,36.9,57.1,36.0,57.4,42.0,153.75,151.0
2023-12-12 12,37.5,147.75,999.5,1016.3,16.8,17.2,460.0,2.02,3.732,35.2,57.2,41.8,60.2,36.75,148.0,86.0
2023-12-12 18,46.0,157.25,995.1,1016.2,21.1,21.8,520.0,0.99,4.192,36.6,54.4,36.4,60.1,45.25,159.25,176.0
2023-12-12 18,39.5,152.75,995.8,1015.1,19.3,20.2,510.0,2.02,3.959,37.0,58.1,46.6,70.6,39.5,153.0,21.0
2023-12-12 18,46.5,190.5,1000.8,1016.4,15.5,15.0,290.0,0.97,5.178,36.0,66.6,45.4,62.3,45.75,188.75,159.0
2023-12-13 00,48.0,160.0,990.5,1014.1,23.6,25.3,570.0,1.16,4.437,38.4,55.7,36.7,66.3,45.5,161.0,288.0
2023-12-13 00,44.75,195.0,998.3,1016.1,17.9,17.4,380.0,0.93,4.585,36.3,60.8,45.1,69.2,44.0,192.5,215.0
2023-12-13 06,50.25,161.75,981.3,1010.1,28.8,31.4,580.0,1.53,5.422,44.1,65.8,42.2,61.4,48.25,164.0,276.0
2023-12-13 06,43.0,199.5,997.9,1016.9,19.0,18.9,440.0,0.77,4.291,36.5,58.7,43.8,63.9,41.0,198.75,231.0
2023-12-13 12,52.5,163.0,971.5,1007.0,35.6,39.8,610.0,2.26,6.528,50.5,76.8,39.9,58.8,48.75,166.75,494.0
2023-12-13 18,53.75,163.25,960.1,1003.9,43.8,49.0,620.0,3.3,7.901,57.9,91.4,46.6,67.3,57.5,167.0,479.0
2023-12-14 00,56.0,163.25,952.1,1002.3,50.3,55.0,600.0,3.07,9.164,63.2,103.2,49.1,75.2,59.75,166.5,459.0
2023-12-14 00,57.75,211.5,984.4,1003.3,18.9,25.1,800.0,1.0,3.143,28.6,34.7,33.7,52.3,57.25,204.5,422.0
2023-12-14 06,57.5,161.5,952.0,999.9,47.9,55.1,650.0,2.47,8.473,60.5,93.8,51.1,78.7,60.0,167.5,444.0
2023-12-14 06,57.5,211.5,989.4,1006.8,17.5,23.6,820.0,1.09,2.882,26.7,31.9,32.6,49.1,57.25,204.5,420.0
2023-12-14 06,51.0,218.5,991.2,1008.4,17.1,17.9,510.0,1.43,3.51,30.5,42.2,43.0,55.8,50.75,218.75,33.0
2023-12-14 12,57.75,157.5,958.1,1000.6,42.4,52.0,730.0,2.53,7.126,54.6,78.6,45.2,66.2,59.0,155.0,201.0
2023-12-14 12,55.75,220.5,990.0,1008.9,19.0,20.7,540.0,1.76,3.829,31.9,43.2,41.4,59.6,56.5,221.25,95.0
2023-12-14 12,57.75,211.0,992.9,1010.0,17.1,22.1,800.0,0.72,2.757,25.6,30.4,32.7,47.9,57.25,204.5,392.0
2023-12-14 18,57.25,156.5,961.2,999.7,38.5,48.4,750.0,2.79,6.449,51.0,71.6,42.0,60.3,60.5,156.0,363.0
2023-12-15 00,57.0,156.5,968.0,1000.0,32.0,41.4,770.0,2.46,5.377,44.5,59.8,40.2,57.2,59.0,155.0,239.0
2023-12-15 00,58.0,186.5,988.1,1004.8,16.6,17.0,510.0,0.89,3.327,27.7,36.6,39.9,56.5,60.0,182.5,319.0
2023-12-15 06,57.0,156.5,973.2,1001.7,28.5,36.8,770.0,1.95,4.781,40.5,53.2,40.1,55.1,59.0,155.0,239.0
2023-12-15 06,30.5,221.25,998.2,1013.3,15.1,16.8,620.0,1.07,2.712,32.8,49.9,33.1,44.6,30.25,220.75,55.0
2023-12-15 12,56.75,156.25,979.1,1004.4,25.3,33.0,790.0,1.57,4.179,36.5,46.6,36.0,52.6,59.75,155.75,335.0
2023-12-15 12,33.5,222.5,992.1,1011.6,19.5,22.8,680.0,1.28,3.359,37.8,56.8,37.5,52.7,29.75,224.5,458.0
2023-12-15 18,56.75,165.75,983.2,1002.2,19.0,28.2,940.0,0.43,2.998,28.4,33.5,35.0,50.9,60.5,161.0,499.0
2023-12-15 18,34.25,223.0,987.5,1013.0,25.4,28.7,640.0,1.41,4.481,45.6,74.3,39.3,61.6,34.75,222.0,107.0
2023-12-16 00,34.75,222.0,981.1,1011.3,30.2,33.0,590.0,1.93,5.592,51.8,91.6,43.5,69.8,37.25,220.25,319.0
2023-12-16 00,55.5,168.0,987.2,1003.9,16.7,23.5,880.0,0.64,2.669,25.7,30.2,36.0,49.9,59.75,169.75,484.0
2023-12-16 00,56.25,156.5,990.0,1008.9,19.0,25.1,820.0,0.66,3.061,28.4,34.4,35.9,50.7,58.0,153.5,266.0
2023-12-16 06,34.25,221.5,981.5,1012.9,31.3,34.1,590.0,1.88,5.776,53.2,95.8,45.7,73.5,36.5,217.75,422.0
2023-12-16 06,54.25,190.0,984.9,1005.9,20.9,22.1,520.0,2.22,4.252,34.7,48.9,34.5,42.3,53.75,189.0,86.0
2023-12-16 06,55.75,155.5,994.9,1010.7,15.8,19.5,750.0,0.5,2.606,24.6,29.4,35.2,47.6,58.0,153.0,293.0
2023-12-16 12,55.5,193.0,980.9,1006.7,25.8,27.6,540.0,2.21,5.119,40.0,58.0,42.2,56.4,54.75,192.25,96.0
2023-12-16 12,33.75,221.5,983.4,1011.4,28.0,31.0,610.0,1.57,5.088,49.5,85.5,45.6,63.8,33.25,217.75,352.0
2023-12-16 18,57.75,195.5,978.3,1006.8,28.5,31.2,570.0,1.92,5.469,42.1,60.4,39.2,53.5,56.25,196.75,183.0
2023-12-16 18,33.0,221.75,986.5,1012.1,25.5,28.6,620.0,1.49,4.611,46.7,79.0,37.8,53.9,34.5,216.75,491.0
2023-12-16 18,44.25,144.75,989.2,1010.8,21.7,25.1,670.0,0.59,3.743,36.1,50.1,38.1,49.2,43.5,140.25,370.0
2023-12-17 00,45.75,147.0,979.7,1008.7,29.0,30.6,520.0,2.82,5.888,47.1,76.7,38.7,55.0,45.75,145.5,116.0
2023-12-17 00,33.25,222.75,986.2,1010.5,24.3,27.0,600.0,1.78,4.498,45.4,76.6,37.7,51.6,30.75,224.0,302.0
2023-12-17 06,46.5,149.25,971.3,1005.5,34.2,35.4,470.0,3.83,7.527,54.1,96.8,42.2,64.0,45.5,148.5,125.0
2023-12-17 06,33.25,223.25,989.6,1012.4,22.8,24.7,570.0,1.59,4.336,43.5,73.8,34.9,47.3,33.25,226.5,302.0
2023-12-17 12,49.5,156.25,968.8,1003.7,34.8,40.4,650.0,2.22,6.219,50.5,76.3,44.0,66.4,46.25,152.75,446.0
2023-12-17 12,34.0,224.5,990.7,1011.5,20.8,22.6,570.0,1.42,3.964,40.5,66.2,34.7,46.1,33.5,228.0,328.0
2023-12-17 18,49.75,156.25,963.8,1002.6,38.8,43.7,620.0,2.43,7.043,54.6,86.1,44.7,71.6,46.5,157.0,366.0
2023-12-17 18,35.0,225.5,992.0,1013.2,21.2,22.7,560.0,1.3,4.061,40.5,66.1,32.5,44.6,33.75,227.75,249.0
2023-12-18 00,50.0,159.0,965.4,1001.4,36.0,42.2,680.0,1.84,6.203,50.8,75.6,42.1,61.3,48.75,159.25,140.0
2023-12-18 00,36.25,226.0,991.1,1011.4,20.3,21.9,570.0,1.29,3.842,38.6,60.6,32.5,43.4,35.5,223.0,283.0
2023-12-18 00,47.75,202.0,998.6,1014.0,15.4,14.7,340.0,0.85,4.335,33.0,54.7,39.5,50.8,47.75,200.75,93.0
2023-12-18 06,50.75,162.0,965.9,999.6,33.6,40.9,720.0,1.63,5.685,47.9,68.5,42.5,65.6,54.25,162.25,390.0
2023-12-18 06,36.75,226.75,993.6,1012.0,18.4,19.9,580.0,1.04,3.427,35.4,53.5,29.0,39.0,34.5,228.0,275.0
2023-12-18 06,48.0,207.5,995.7,1013.9,18.3,17.7,380.0,0.65,4.659,35.8,58.5,38.9,55.7,46.5,205.5,225.0
2023-12-18 12,51.25,163.75,967.2,999.3,32.0,38.8,710.0,1.64,5.468,46.2,65.4,43.2,63.2,53.5,161.5,293.0
2023-12-18 12,49.0,212.5,989.6,1010.9,21.2,21.0,410.0,0.96,5.116,38.9,63.3,37.2,50.2,46.5,211.5,288.0
2023-12-18 12,37.25,228.25,993.9,1010.5,16.6,17.8,570.0,0.87,3.122,32.7,48.1,28.0,36.3,34.0,229.25,373.0
2023-12-18 18,51.0,165.5,968.6,997.9,29.3,34.9,680.0,1.45,5.126,43.6,61.6,42.3,61.6,53.0,163.75,253.0
2023-12-18 18,49.0,215.5,987.0,1008.7,21.7,22.0,460.0,1.14,4.774,38.1,59.0,36.4,51.1,47.75,215.0,144.0
2023-12-19 00,51.25,168.75,971.2,997.8,26.6,31.9,690.0,1.04,4.617,40.2,55.3,41.2,62.2,47.25,168.0,448.0
2023-12-19 00,57.0,180.25,974.7,995.7,21.0,27.0,750.0,1.51,3.603,32.0,40.1,37.9,52.1,56.25,173.5,421.0
2023-12-19 00,48.0,218.5,985.9,1005.5,19.7,20.7,520.0,1.22,3.984,34.6,50.0,41.8,58.9,46.5,216.75,213.0
2023-12-19 06,51.5,172.0,972.5,997.3,24.8,29.7,700.0,0.86,4.247,37.7,50.6,39.6,59.2,47.25,171.0,478.0
2023-12-19 06,57.5,180.25,973.0,994.8,21.9,28.7,780.0,1.41,3.681,32.6,40.7,36.9,53.0,60.0,173.75,466.0
2023-12-19 06,45.75,221.25,989.6,1005.6,16.0,17.3,560.0,1.2,3.088,29.4,40.2,40.7,56.3,44.0,218.5,291.0
2023-12-19 12,57.0,179.5,973.6,995.2,21.6,30.0,850.0,1.29,3.524,32.0,39.2,36.0,50.0,59.25,173.75,420.0
2023-12-19 12,51.75,175.0,975.4,998.0,22.6,27.3,720.0,0.68,3.794,34.6,45.1,38.0,53.5,47.5,176.0,478.0
2023-12-19 18,57.0,180.0,974.1,995.3,21.3,28.5,820.0,1.04,3.471,31.5,38.6,35.6,48.5,60.25,180.75,364.0
2023-12-20 00,56.0,181.25,976.0,997.0,21.0,27.1,790.0,0.78,3.429,31.2,38.6,34.1,47.9,59.0,179.0,360.0
2023-12-20 06,56.0,185.75,977.9,997.6,19.7,27.2,870.0,0.2,3.123,29.2,35.2,34.1,49.4,55.25,178.5,463.0
2023-12-20 12,56.25,188.25,980.7,998.9,18.2,23.6,810.0,0.25,2.911,27.2,32.7,34.3,48.8,54.5,181.0,497.0
2023-12-20 18,42.25,164.0,994.7,1012.3,17.6,17.8,480.0,1.02,3.708,33.8,51.5,39.5,56.7,41.0,167.25,304.0
2023-12-21 00,57.5,211.5,981.5,998.5,17.0,17.8,520.0,2.05,3.43,28.6,38.0,31.7,42.0,56.0,211.75,167.0
2023-12-21 00,44.5,166.5,986.9,1010.5,23.6,25.2,540.0,1.42,4.667,40.5,62.1,40.1,62.0,44.0,162.0,363.0
2023-12-21 06,46.5,170.25,975.8,1008.0,32.3,33.8,510.0,2.35,6.631,50.7,85.3,44.6,64.5,44.5,170.25,222.0
2023-12-21 06,58.0,214.0,980.8,999.7,18.9,19.9,530.0,1.63,3.747,30.7,41.2,33.2,43.5,57.0,215.5,143.0
2023-12-21 12,47.75,173.25,968.1,1006.6,38.4,39.7,500.0,2.87,7.932,56.7,100.0,50.3,75.2,44.0,172.5,421.0
