when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,wind_kt,gust_kt,wind_lat,wind_lon,wind_dist_km
2022-12-06 18,43.25,169.25,1003.3,1020.1,16.7,16.1,360.0,0.94,4.466,35.4,60.8,40.4,56.9,43.0,169.5,34.0
2022-12-07 00,58.0,149.5,992.6,1004.3,11.7,11.9,490.0,0.7,2.43,21.3,26.7,25.4,35.9,57.75,148.0,93.0
2022-12-07 00,39.25,153.25,996.0,1014.5,18.5,17.6,290.0,1.74,6.064,41.8,89.5,38.8,52.9,38.75,153.25,56.0
2022-12-07 00,44.75,172.75,1004.8,1019.4,14.7,14.2,380.0,0.58,3.75,31.4,49.7,37.6,52.7,44.5,177.0,337.0
2022-12-07 06,41.25,157.75,988.5,1013.2,24.8,23.6,230.0,2.1,10.244,52.9,145.0,47.4,67.8,41.0,157.0,69.0
2022-12-07 06,55.75,214.0,993.9,1010.6,16.7,19.6,710.0,0.85,2.764,25.6,31.2,32.3,42.6,51.5,213.75,473.0
2022-12-07 06,46.25,178.5,1007.6,1020.0,12.3,11.9,400.0,0.52,2.98,26.4,38.5,30.0,42.4,45.5,183.0,358.0
2022-12-07 12,43.0,162.75,987.0,1013.9,26.9,25.7,280.0,2.08,9.176,52.8,125.6,47.8,70.2,42.75,161.75,86.0
2022-12-07 12,56.75,220.25,990.5,1008.7,18.2,24.0,810.0,1.0,2.968,27.5,33.1,33.3,46.8,55.75,215.0,343.0
2022-12-07 12,46.5,178.75,1009.7,1017.2,7.6,7.5,450.0,0.26,1.659,17.0,21.3,28.5,37.6,45.0,181.75,286.0
2022-12-07 18,46.25,168.75,990.8,1012.6,21.8,21.9,420.0,0.87,5.224,40.5,67.5,38.8,53.2,43.0,168.75,361.0
2022-12-08 00,48.25,173.25,991.9,1013.0,21.1,21.2,430.0,0.78,4.922,38.5,61.6,36.8,49.1,44.5,171.75,433.0
2022-12-08 00,57.5,154.0,996.0,1005.8,9.7,11.4,710.0,0.42,1.601,15.7,17.7,23.5,31.8,53.25,152.5,482.0
2022-12-08 00,37.5,149.0,1006.5,1016.5,10.1,9.9,310.0,0.63,3.197,28.1,49.0,31.5,45.8,35.25,147.25,295.0
2022-12-08 06,50.5,180.0,994.0,1014.4,20.4,20.4,480.0,0.65,4.255,35.0,51.5,32.6,45.4,46.25,178.5,485.0
2022-12-08 06,39.25,152.75,996.9,1014.0,17.1,16.5,270.0,1.43,6.113,41.0,90.2,41.4,57.2,38.5,152.0,106.0
2022-12-08 12,57.75,218.0,983.4,1007.0,23.6,26.2,620.0,1.54,4.231,35.0,46.7,36.8,53.3,56.25,215.25,236.0
2022-12-08 12,40.5,156.25,988.5,1013.8,25.3,24.3,290.0,2.37,8.364,51.1,120.2,48.6,60.5,40.0,155.5,85.0
2022-12-08 12,51.75,187.5,996.5,1015.4,18.9,19.1,520.0,0.6,3.671,31.5,43.6,30.6,42.1,47.75,188.75,454.0
2022-12-08 18,42.25,159.5,982.8,1012.2,29.4,28.8,370.0,2.42,7.784,52.6,108.0,55.8,78.6,42.5,158.5,87.0
2022-12-08 18,57.5,220.0,983.7,1006.4,22.7,24.8,610.0,1.78,4.065,33.9,45.0,34.3,46.9,56.0,216.75,259.0
2022-12-08 18,39.25,165.75,989.1,1013.7,24.6,23.1,350.0,3.2,6.597,47.2,97.3,48.1,75.2,39.0,166.5,70.0
2022-12-08 18,52.0,193.75,998.4,1015.3,16.9,17.0,500.0,0.73,3.395,29.3,40.2,29.7,39.7,53.25,193.5,140.0
2022-12-09 00,44.0,162.25,977.7,1013.0,35.3,34.7,400.0,2.64,8.675,57.4,116.5,53.4,77.6,44.0,160.75,120.0
2022-12-09 00,57.5,221.0,986.0,1005.0,19.1,20.5,600.0,1.8,3.418,29.3,37.8,28.9,39.3,55.25,218.5,294.0
2022-12-09 00,51.0,206.5,998.3,1011.3,13.0,14.8,600.0,1.12,2.463,23.6,29.6,30.7,42.1,48.0,205.25,346.0
2022-12-09 06,48.0,169.25,970.9,1013.0,42.1,41.8,450.0,3.75,9.288,61.0,116.6,48.1,70.9,47.75,170.0,62.0
2022-12-09 06,57.75,221.5,986.8,1004.9,18.0,20.1,650.0,1.56,3.095,27.4,34.1,25.3,36.9,58.25,222.5,81.0
2022-12-09 06,49.75,214.75,994.1,1009.6,15.5,19.7,710.0,1.57,2.775,27.1,33.9,32.6,45.2,47.75,209.5,444.0
2022-12-09 12,50.0,169.25,966.6,1011.4,44.8,45.2,480.0,3.58,9.424,62.2,114.8,45.8,64.2,46.0,172.25,498.0
2022-12-09 12,57.5,221.0,987.7,1005.7,18.0,20.1,620.0,1.52,3.242,28.3,35.9,28.2,37.1,55.75,213.5,498.0
2022-12-09 12,49.0,220.5,987.9,1008.5,20.6,24.0,650.0,1.85,3.691,33.9,45.6,34.7,47.1,46.25,215.5,483.0
2022-12-09 12,56.75,148.25,1002.6,1010.2,7.5,7.5,350.0,0.49,2.14,18.2,23.9,23.9,33.7,56.5,147.0,81.0
2022-12-09 18,51.5,172.25,970.6,1009.9,39.3,41.2,550.0,2.76,7.49,54.7,89.3,43.3,65.8,50.25,173.25,156.0
2022-12-09 18,48.5,225.0,984.9,1008.4,23.5,28.3,700.0,1.51,4.037,37.2,50.3,35.0,45.7,47.25,220.5,363.0
2022-12-09 18,57.25,220.5,990.3,1009.1,18.8,20.2,580.0,1.1,3.475,29.6,38.6,32.0,43.9,56.25,212.5,500.0
2022-12-09 18,57.25,150.0,1002.1,1008.9,6.8,6.9,320.0,0.43,2.161,18.0,24.0,24.3,35.4,56.5,149.25,95.0
2022-12-09 18,29.75,177.0,1007.6,1016.8,9.2,9.5,470.0,0.44,2.011,24.7,37.8,24.8,34.9,29.5,180.5,339.0
2022-12-10 00,54.0,176.5,975.5,1009.0,33.5,38.8,690.0,1.58,5.619,46.0,64.8,39.0,54.1,53.25,178.25,142.0
2022-12-10 00,48.75,228.25,981.1,1007.3,26.2,30.9,690.0,1.45,4.475,40.1,55.5,40.3,55.8,48.75,232.75,330.0
2022-12-10 00,31.5,177.75,1009.2,1018.3,9.1,9.4,520.0,0.3,1.807,22.8,32.3,27.8,36.6,31.0,179.75,198.0
2022-12-10 06,49.25,229.5,980.4,1007.0,26.6,33.3,740.0,1.63,4.494,40.7,55.4,36.0,51.0,46.0,226.75,416.0
2022-12-10 06,36.0,180.0,1005.3,1017.7,12.4,12.2,390.0,0.89,3.122,30.0,49.6,34.7,47.6,34.5,179.0,190.0
2022-12-10 12,49.0,230.5,980.9,1008.5,27.6,34.5,760.0,1.41,4.54,41.3,56.1,33.1,45.5,46.5,229.25,293.0
2022-12-10 12,39.25,184.0,1003.8,1017.1,13.3,13.1,390.0,1.19,3.351,30.6,49.4,43.2,61.3,37.25,182.5,258.0
2022-12-10 12,44.75,152.25,1008.3,1015.4,7.1,6.8,320.0,0.54,2.127,19.6,28.2,32.1,47.2,42.5,153.75,278.0
2022-12-10 12,37.75,153.25,1009.8,1016.8,7.0,6.8,220.0,0.4,3.088,24.6,47.1,30.8,43.0,37.0,154.75,157.0
2022-12-10 18,49.0,230.0,983.8,1010.6,26.7,31.8,710.0,1.63,4.474,40.2,55.3,36.9,51.6,49.0,228.75,91.0
2022-12-10 18,43.5,187.75,1000.3,1014.7,14.5,14.4,430.0,1.22,3.344,30.1,45.3,39.2,52.8,41.75,186.5,220.0
2022-12-10 18,45.75,155.5,1001.8,1013.2,11.4,11.0,230.0,0.72,4.792,31.8,62.4,31.8,46.0,43.5,158.25,332.0
2022-12-10 18,39.0,156.25,1007.9,1014.8,6.9,6.7,230.0,0.31,2.902,23.7,43.0,31.4,43.0,42.5,159.0,453.0
2022-12-11 00,47.5,230.0,988.4,1010.5,22.1,25.2,640.0,1.87,3.935,36.1,49.8,37.4,52.2,47.5,228.25,131.0
2022-12-11 00,47.5,191.5,996.5,1010.8,14.4,15.2,520.0,1.28,2.93,27.4,37.1,30.7,46.4,45.5,191.25,223.0
2022-12-11 00,46.75,158.75,1000.2,1012.1,12.0,11.5,250.0,0.83,4.591,31.6,58.8,34.2,47.5,44.25,162.75,418.0
2022-12-11 00,30.25,156.0,1001.0,1014.1,13.1,12.6,300.0,1.15,4.214,35.8,78.1,41.1,60.4,30.0,155.75,37.0
2022-12-11 00,52.5,152.0,1003.9,1010.2,6.3,7.3,620.0,0.96,1.17,12.2,13.8,20.7,25.5,51.5,150.0,176.0
2022-12-11 06,51.25,196.25,994.2,1009.0,14.8,17.0,650.0,1.13,2.608,25.0,31.2,29.2,39.1,50.75,196.25,56.0
2022-12-11 06,32.25,160.0,995.6,1012.9,17.3,16.4,260.0,1.58,6.3,43.2,110.2,44.2,68.3,32.0,159.0,98.0
2022-12-11 06,45.25,230.5,996.0,1011.9,16.0,18.4,620.0,1.56,2.97,29.3,39.0,39.1,53.8,45.0,228.75,140.0
2022-12-11 06,47.5,161.25,999.1,1010.3,11.2,10.9,370.0,0.86,2.951,25.5,37.4,31.5,42.5,46.5,160.5,125.0
2022-12-11 06,53.25,153.5,1000.3,1008.4,8.1,8.4,470.0,1.07,1.782,17.0,20.8,24.4,29.2,52.0,152.25,163.0
2022-12-11 06,37.0,146.75,1006.0,1011.3,5.3,5.1,210.0,0.3,2.444,20.8,37.9,25.8,39.1,37.0,143.25,311.0
2022-12-11 12,55.5,201.25,991.2,1007.3,16.1,18.4,670.0,0.62,2.749,25.3,31.1,28.2,39.7,51.25,200.0,480.0
2022-12-11 12,54.75,154.25,996.8,1008.6,11.8,11.9,410.0,1.44,2.893,24.3,33.1,28.9,37.1,54.25,155.25,85.0
2022-12-11 12,32.5,162.75,997.1,1013.8,16.7,16.3,340.0,0.72,4.808,39.9,83.5,40.2,58.4,33.0,164.5,173.0
2022-12-11 12,48.75,165.75,998.5,1010.1,11.7,11.6,420.0,0.65,2.76,24.7,34.3,30.7,46.4,47.0,170.0,372.0
2022-12-11 12,43.0,231.5,1000.1,1013.4,13.3,14.5,530.0,1.32,2.732,27.2,37.4,36.8,51.3,42.25,230.75,104.0
2022-12-11 12,37.25,152.0,1004.6,1011.2,6.7,6.7,210.0,0.42,3.167,24.8,48.8,25.7,36.0,37.25,149.0,266.0
2022-12-11 18,57.0,204.0,987.3,1007.2,19.9,22.3,610.0,1.09,3.655,31.2,40.7,34.8,51.4,59.0,208.25,335.0
2022-12-11 18,34.5,167.5,994.9,1014.2,19.3,18.7,310.0,1.28,6.022,44.1,99.2,44.3,59.2,34.25,168.25,74.0
2022-12-11 18,55.5,155.5,995.2,1008.0,12.8,13.2,480.0,1.55,2.74,23.9,31.0,28.2,41.0,55.25,154.75,55.0
2022-12-11 18,50.0,171.5,996.5,1010.2,13.7,13.3,430.0,0.64,3.101,26.9,37.8,33.0,44.1,48.75,177.25,439.0
2022-12-11 18,40.75,233.25,1003.8,1015.4,11.6,12.1,440.0,1.11,2.743,26.8,39.2,35.1,48.6,40.75,230.5,232.0
2022-12-11 18,37.75,154.75,1004.2,1010.9,6.7,6.6,210.0,0.46,3.138,24.5,47.8,26.1,35.0,37.5,154.75,28.0
2022-12-12 00,35.75,171.25,992.0,1016.0,24.0,23.0,210.0,1.53,10.944,54.4,174.8,48.9,72.6,35.25,172.0,88.0
2022-12-12 00,51.5,174.5,995.2,1010.2,15.1,15.2,490.0,0.87,3.107,27.3,37.0,35.7,48.1,50.75,181.5,495.0
2022-12-12 00,54.5,161.75,996.3,1006.8,10.5,11.1,490.0,1.76,2.271,20.7,26.0,23.8,34.9,54.5,163.25,97.0
2022-12-12 00,39.0,235.25,1003.2,1014.4,11.1,10.9,290.0,0.92,3.775,30.5,56.0,33.4,45.9,38.0,233.5,189.0
2022-12-12 00,37.75,157.75,1006.7,1012.6,5.9,5.8,280.0,0.31,2.071,20.0,31.6,25.2,34.4,39.5,153.25,437.0
2022-12-12 00,33.25,147.25,1008.1,1015.5,7.4,7.3,330.0,0.54,2.207,23.0,37.6,36.3,48.8,32.75,143.5,354.0
2022-12-12 06,56.25,163.25,994.4,1007.7,13.4,13.4,480.0,1.72,2.795,24.1,31.4,26.0,37.4,55.75,162.25,83.0
2022-12-12 06,36.75,174.75,994.5,1016.7,22.2,21.2,220.0,1.46,9.644,51.2,150.4,44.5,66.3,35.75,177.0,230.0
2022-12-12 06,53.5,180.5,995.0,1010.4,15.3,15.2,430.0,0.69,3.53,28.9,41.0,32.9,45.5,52.0,187.5,500.0
2022-12-12 06,33.0,150.75,1008.1,1014.1,6.0,5.8,400.0,0.58,1.444,17.6,24.7,40.9,49.5,33.0,149.25,140.0
2022-12-12 12,38.0,178.5,993.1,1017.4,24.2,23.1,200.0,1.56,11.568,54.6,175.4,46.0,64.7,37.25,179.25,106.0
2022-12-12 12,55.5,184.25,993.5,1009.7,16.2,15.8,410.0,0.8,3.849,30.2,43.6,32.0,50.0,55.0,189.75,353.0
2022-12-12 12,51.75,171.25,997.9,1008.4,10.5,10.4,370.0,1.39,2.804,23.7,33.3,32.4,44.7,51.25,171.75,65.0
2022-12-12 12,44.0,211.5,1004.2,1024.2,20.0,19.2,300.0,0.88,6.416,42.7,86.2,43.1,61.1,44.75,210.75,103.0
2022-12-12 12,39.25,165.75,1007.0,1013.6,6.6,6.5,390.0,0.57,1.656,17.9,24.4,22.3,30.3,42.0,161.25,487.0
2022-12-12 18,57.5,187.0,991.1,1008.2,17.1,16.9,410.0,0.94,4.119,31.4,45.6,35.0,45.9,58.0,191.5,273.0
2022-12-12 18,39.0,182.0,996.3,1017.8,21.5,20.6,230.0,1.36,8.943,49.2,132.6,43.5,63.8,38.25,182.75,106.0
2022-12-12 18,43.5,213.25,1002.2,1026.2,24.0,22.9,280.0,1.32,8.172,48.9,110.8,47.3,71.6,44.5,212.25,137.0
2022-12-12 18,40.0,168.75,1005.5,1014.2,8.6,8.4,410.0,0.79,2.056,21.3,29.9,32.1,43.4,38.5,165.25,344.0
2022-12-13 00,40.5,185.5,999.8,1018.6,18.8,17.9,290.0,1.36,6.166,42.0,88.6,40.6,63.5,40.0,187.5,179.0
2022-12-13 00,42.75,215.5,1003.8,1025.7,21.9,21.0,320.0,1.07,6.569,44.6,90.3,42.7,62.6,41.75,212.75,252.0
2022-12-13 00,40.25,171.75,1005.4,1015.7,10.2,10.2,430.0,0.82,2.362,23.9,34.1,36.6,51.0,40.0,170.25,131.0
2022-12-13 00,35.0,174.0,1005.6,1014.6,9.0,10.1,620.0,1.02,1.635,20.6,26.6,24.7,40.6,34.5,174.5,72.0
2022-12-13 06,42.75,188.0,999.6,1018.4,18.8,18.0,310.0,1.39,5.813,40.7,79.9,40.3,62.4,42.0,190.75,241.0
2022-12-13 06,37.0,177.25,1000.1,1015.1,15.1,16.5,600.0,1.31,2.753,30.1,42.7,37.1,53.2,40.0,173.0,498.0
2022-12-13 06,41.75,217.5,1006.4,1027.2,20.9,20.1,360.0,1.02,5.57,41.8,78.1,39.1,55.0,42.25,214.75,234.0
2022-12-13 12,38.25,180.25,992.3,1015.3,22.9,24.4,560.0,2.01,4.363,41.3,65.8,44.6,62.3,40.5,176.0,443.0
2022-12-13 12,45.0,190.25,999.6,1016.8,17.2,17.1,370.0,0.97,4.61,36.1,60.8,39.2,56.1,44.25,193.0,233.0
2022-12-13 12,41.0,218.75,1007.0,1026.9,20.0,19.2,390.0,0.87,4.931,39.6,70.1,40.6,55.6,41.5,215.0,318.0
2022-12-13 18,39.75,183.5,984.0,1015.5,31.5,33.0,540.0,2.49,6.118,51.3,89.3,45.4,63.3,40.0,178.0,470.0
2022-12-13 18,47.5,192.25,1001.8,1015.7,13.9,14.1,380.0,0.73,3.703,30.4,46.9,36.9,56.0,46.75,195.5,260.0
2022-12-13 18,40.5,219.25,1008.7,1027.5,18.7,18.2,410.0,0.75,4.44,37.5,63.8,37.4,53.1,40.25,214.75,382.0
2022-12-14 00,41.0,185.75,978.8,1015.6,36.8,39.0,570.0,2.47,6.837,55.8,97.3,43.0,60.7,40.0,185.75,111.0
2022-12-14 00,51.75,147.75,982.0,1012.4,30.4,36.8,750.0,0.51,4.908,42.8,58.3,43.7,59.6,51.5,152.5,329.0
2022-12-14 00,39.75,219.25,1009.2,1025.6,16.4,16.0,440.0,0.63,3.628,33.3,52.9,33.1,46.2,41.5,216.75,287.0
2022-12-14 06,54.5,144.75,971.8,1011.6,39.7,42.3,560.0,1.41,7.562,54.4,86.7,47.3,69.8,56.0,141.5,265.0
2022-12-14 06,41.5,187.5,976.4,1014.8,38.4,40.4,550.0,2.88,7.338,57.7,103.4,48.0,69.9,41.5,186.25,104.0
2022-12-14 06,41.75,148.0,992.6,1002.9,10.2,12.7,620.0,1.44,2.056,22.6,28.8,36.4,60.1,40.25,145.0,302.0
2022-12-14 06,56.25,188.25,1009.3,1015.0,5.7,6.3,180.0,0.49,3.491,22.4,39.2,36.3,52.0,56.0,186.75,97.0
2022-12-14 06,39.0,219.0,1010.3,1026.0,15.8,15.5,470.0,0.6,3.297,31.8,48.9,32.1,45.8,42.0,220.0,344.0
2022-12-14 12,42.0,189.5,974.9,1013.4,38.4,40.7,540.0,2.94,7.534,58.2,105.1,48.2,70.5,42.0,188.25,103.0
2022-12-14 12,44.75,152.0,985.7,1002.4,16.7,18.8,560.0,2.46,3.357,31.7,44.5,41.0,53.8,44.0,152.25,86.0
2022-12-14 12,38.5,218.25,1010.0,1024.5,14.5,14.3,480.0,0.52,2.976,29.8,44.6,34.8,47.3,41.75,217.75,364.0
2022-12-14 18,47.5,154.0,970.2,1000.2,29.9,30.6,410.0,4.6,7.466,51.2,94.5,50.8,69.2,46.75,154.0,83.0
2022-12-14 18,43.0,192.0,978.7,1013.4,34.7,37.8,590.0,1.9,6.413,53.0,87.8,46.2,66.2,46.0,187.5,488.0
2022-12-14 18,38.25,217.25,1009.8,1023.8,14.1,13.8,480.0,0.58,2.876,29.1,43.4,34.0,46.9,41.5,221.25,497.0
2022-12-15 00,51.75,157.5,964.3,1004.2,39.9,45.3,620.0,2.54,7.305,55.4,86.8,53.0,88.1,49.25,158.25,283.0
2022-12-15 00,44.25,193.0,980.5,1013.6,33.1,36.0,590.0,1.94,6.097,50.6,81.5,42.8,61.5,44.75,189.5,283.0
2022-12-15 00,37.75,216.0,1008.8,1020.2,11.5,11.2,480.0,0.53,2.331,25.0,35.5,33.4,44.8,42.0,217.75,496.0
2022-12-15 06,53.75,155.25,960.8,1005.0,44.2,54.3,730.0,1.85,7.443,57.8,86.1,49.7,69.5,51.5,159.5,381.0
2022-12-15 06,45.25,193.25,985.2,1015.3,30.1,33.2,620.0,1.16,5.361,46.2,70.4,42.7,60.5,46.0,188.25,398.0
2022-12-15 06,37.5,215.0,1010.7,1019.5,8.8,8.7,470.0,0.4,1.85,20.8,28.4,31.9,42.2,41.75,215.25,473.0
2022-12-15 12,54.75,152.25,962.6,1008.0,45.4,54.8,740.0,1.96,7.409,57.4,84.7,45.7,69.2,59.0,154.75,496.0
2022-12-15 12,45.75,192.0,988.0,1015.4,27.4,29.3,570.0,1.15,5.132,43.6,66.9,42.1,57.1,47.25,188.0,349.0
2022-12-15 12,35.5,197.25,994.2,1008.5,14.3,16.8,680.0,0.99,2.467,29.0,39.6,31.2,41.4,38.25,201.5,486.0
2022-12-15 12,40.25,169.25,1010.2,1015.6,5.3,5.3,220.0,0.86,2.386,20.2,34.5,32.4,44.7,44.0,171.75,465.0
2022-12-15 12,37.25,214.25,1010.7,1016.7,5.9,5.8,430.0,0.28,1.358,16.0,20.9,30.7,39.9,40.0,218.75,496.0
2022-12-15 18,55.0,151.5,965.6,1007.6,42.0,50.8,740.0,1.93,6.862,54.1,78.2,42.6,60.8,56.5,154.75,263.0
2022-12-15 18,45.0,191.0,991.0,1013.7,22.7,24.9,610.0,1.18,4.08,37.5,53.8,36.8,50.1,44.75,188.0,238.0
2022-12-15 18,36.5,199.0,992.2,1008.2,16.0,18.9,680.0,1.16,2.777,31.4,43.6,33.6,47.3,40.5,201.5,495.0
2022-12-15 18,41.5,171.75,1008.5,1013.8,5.2,5.5,190.0,1.26,2.876,21.8,40.5,29.4,37.2,41.75,171.0,68.0
2022-12-16 00,57.25,150.5,971.0,1011.8,40.8,43.9,580.0,2.61,7.568,54.1,84.0,42.5,60.7,58.75,150.5,167.0
2022-12-16 00,40.5,198.0,990.4,1008.5,18.1,23.7,790.0,1.12,3.001,32.7,43.1,33.8,46.7,41.25,202.25,367.0
2022-12-16 00,44.0,191.0,993.3,1011.4,18.1,22.1,740.0,1.0,2.987,30.9,40.1,32.2,44.0,42.25,188.5,281.0
2022-12-16 06,57.0,146.75,976.7,1012.7,36.0,37.7,500.0,2.04,7.55,51.9,84.0,44.2,62.0,58.0,146.0,120.0
2022-12-16 06,41.25,197.0,990.7,1010.1,19.4,24.4,760.0,1.16,3.216,34.0,45.5,31.7,43.6,43.5,200.0,351.0
2022-12-16 06,42.25,174.0,1003.1,1010.1,7.0,7.0,250.0,0.25,2.796,23.0,38.8,24.9,33.0,43.25,174.75,127.0
2022-12-16 12,55.5,144.75,981.7,1015.4,33.7,34.2,450.0,2.23,7.607,51.1,86.1,39.4,57.4,55.5,143.0,110.0
2022-12-16 12,42.0,196.0,989.7,1009.5,19.7,24.0,720.0,1.19,3.339,34.3,46.6,32.7,42.8,44.0,198.75,315.0
2022-12-16 12,42.25,174.5,1001.5,1008.3,6.8,6.7,360.0,0.37,1.848,18.6,25.6,28.8,37.5,42.5,176.25,146.0
2022-12-16 12,41.5,234.75,1020.8,1028.5,7.7,7.6,330.0,0.43,2.31,21.7,32.5,21.3,27.6,44.25,233.25,329.0
2022-12-16 18,54.75,144.5,985.4,1015.7,30.3,30.5,430.0,2.25,7.091,48.1,81.0,41.4,56.6,54.25,141.75,186.0
2022-12-16 18,43.0,194.5,989.5,1008.2,18.7,22.0,680.0,1.01,3.23,32.7,44.2,31.4,41.8,45.5,198.5,423.0
2022-12-16 18,51.5,153.75,990.4,1008.1,17.7,27.0,910.0,2.07,2.969,29.4,35.4,28.9,39.1,50.0,151.25,242.0
2022-12-16 18,51.0,165.0,994.1,1006.2,12.1,13.7,580.0,1.09,2.358,22.6,28.3,35.0,49.3,55.25,162.75,496.0
2022-12-16 18,41.0,179.25,998.0,1005.5,7.5,7.5,420.0,0.78,1.796,19.0,25.6,25.0,38.8,37.75,179.25,361.0
2022-12-16 18,41.0,234.0,1021.4,1028.5,7.1,7.0,410.0,0.3,1.696,18.1,24.1,20.9,27.4,43.75,232.5,330.0
2022-12-17 00,43.75,193.5,988.6,1005.5,16.9,20.7,710.0,0.88,2.914,30.1,39.3,28.9,38.3,46.75,198.25,499.0
2022-12-17 00,53.25,164.25,990.2,1008.2,18.0,19.6,530.0,1.96,3.697,31.4,43.1,35.3,46.8,54.5,164.5,140.0
2022-12-17 00,54.0,144.0,992.2,1016.9,24.7,24.6,410.0,2.21,5.99,42.2,69.1,38.2,53.4,55.75,140.5,297.0
2022-12-17 00,51.5,155.0,994.0,1009.2,15.2,25.0,970.0,2.07,2.574,26.2,30.7,30.4,41.0,50.75,152.0,225.0
2022-12-17 00,41.25,181.25,995.2,1003.1,7.9,9.1,600.0,1.13,1.524,17.6,21.6,30.2,40.2,42.5,176.75,398.0
2022-12-17 06,44.5,192.75,988.2,1004.5,16.2,22.1,830.0,0.82,2.665,28.5,35.5,29.2,39.4,48.75,194.75,497.0
2022-12-17 06,54.75,160.75,989.3,1010.4,21.1,23.5,630.0,1.66,3.731,32.4,42.6,33.8,51.6,56.0,162.75,188.0
2022-12-17 06,43.75,179.0,991.1,1002.0,10.9,11.3,460.0,1.69,2.455,24.1,33.1,33.0,42.5,42.75,178.75,113.0
2022-12-17 12,46.5,186.5,985.3,1001.7,16.4,29.6,1110.0,0.28,2.667,29.1,34.3,27.5,35.9,42.5,183.75,495.0
2022-12-17 12,56.25,155.0,990.8,1013.4,22.6,26.8,670.0,1.55,4.002,34.4,44.9,33.9,50.5,60.0,155.25,417.0
2022-12-17 18,47.25,185.25,981.4,1001.5,20.1,31.0,960.0,0.51,3.226,33.2,41.0,32.9,44.9,47.25,178.75,490.0
2022-12-17 18,57.0,151.5,990.5,1014.2,23.7,26.4,620.0,1.64,4.264,35.4,47.4,35.4,49.6,60.0,155.25,398.0
2022-12-17 18,39.5,145.75,995.6,1011.1,15.6,17.7,660.0,1.3,2.687,29.3,39.4,33.0,54.1,35.5,147.0,458.0
2022-12-18 00,47.25,185.5,979.2,1001.5,22.4,30.0,820.0,0.94,3.654,35.8,46.4,39.6,54.6,47.25,181.0,340.0
2022-12-18 00,41.5,148.25,987.2,1008.5,21.3,25.0,700.0,1.46,3.568,36.2,50.3,35.9,57.1,37.75,150.0,443.0
2022-12-18 00,57.0,147.25,990.0,1013.6,23.6,24.7,510.0,0.92,4.843,37.5,53.9,35.4,47.7,58.25,150.0,215.0
2022-12-18 00,30.25,214.0,1007.9,1013.8,5.9,5.5,240.0,0.54,2.301,22.2,42.6,23.6,38.2,30.75,214.25,61.0
2022-12-18 00,49.25,234.25,1015.1,1028.0,12.9,14.3,620.0,0.8,2.306,22.9,28.4,21.6,30.1,52.0,229.5,453.0
2022-12-18 06,44.0,152.25,975.6,1004.2,28.6,31.1,600.0,2.08,5.187,45.2,69.7,48.3,70.5,43.0,152.0,113.0
2022-12-18 06,46.75,185.75,982.0,1002.3,20.2,23.8,660.0,1.58,3.604,34.1,46.2,40.2,56.9,46.5,182.0,288.0
2022-12-18 06,57.0,144.5,987.5,1010.9,23.4,23.8,420.0,0.74,5.658,40.1,63.0,34.2,52.8,58.5,145.75,183.0
2022-12-18 06,39.25,189.5,989.1,1002.0,12.9,19.2,900.0,0.85,2.131,25.7,31.4,34.7,50.0,36.25,185.5,485.0
2022-12-18 06,30.75,214.0,1007.6,1014.5,6.9,6.4,240.0,0.62,2.652,24.3,48.4,26.9,40.5,31.0,216.0,193.0
2022-12-18 06,49.25,235.25,1013.8,1028.7,14.9,15.2,540.0,1.02,2.819,26.3,34.7,21.5,36.3,48.75,234.0,107.0
2022-12-18 12,47.0,153.5,969.0,1000.9,31.9,33.8,520.0,1.58,6.491,50.0,82.8,49.2,76.0,46.0,157.75,344.0
2022-12-18 12,39.0,192.75,985.6,1002.6,17.0,21.0,730.0,1.01,2.874,31.7,42.6,36.2,54.5,37.5,187.5,488.0
2022-12-18 12,47.5,186.25,989.6,1004.1,14.5,16.2,590.0,0.98,2.753,26.7,34.9,35.7,49.3,46.5,182.0,341.0
2022-12-18 12,31.75,215.5,1006.8,1012.7,5.9,5.6,330.0,0.46,1.704,19.4,30.2,25.8,38.3,31.5,217.75,215.0
2022-12-18 18,48.25,154.25,961.3,999.4,38.2,38.9,480.0,1.63,8.108,56.7,101.4,49.8,83.4,45.75,152.5,308.0
2022-12-18 18,38.0,192.75,985.8,1003.8,18.0,20.9,670.0,1.05,3.118,33.6,47.3,42.0,62.1,38.5,191.25,142.0
2022-12-18 18,32.0,216.25,1006.1,1012.9,6.8,6.5,330.0,0.39,1.976,21.6,34.8,27.2,35.2,32.5,218.5,219.0
2022-12-19 00,48.5,156.0,958.6,999.4,40.8,41.4,480.0,2.05,8.632,59.1,107.6,54.5,82.0,46.75,157.5,225.0
2022-12-19 00,37.5,197.75,984.8,1002.6,17.8,23.0,810.0,0.47,2.845,32.8,43.6,36.2,51.8,38.0,192.25,487.0
2022-12-19 00,33.5,217.0,1003.3,1010.6,7.3,6.8,300.0,0.56,2.277,22.8,38.5,26.6,36.6,33.5,219.25,209.0
2022-12-19 06,49.5,159.75,958.2,995.8,37.7,40.4,560.0,2.12,7.216,54.2,88.6,46.6,70.7,47.25,160.0,251.0
2022-12-19 06,33.25,195.5,986.2,1003.2,16.9,21.1,760.0,0.86,2.776,33.7,47.3,41.9,63.0,32.0,193.5,233.0
