when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,wind_kt,gust_kt,wind_lat,wind_lon,wind_dist_km
2022-10-01 18,37.75,216.25,997.5,1017.2,19.7,19.5,440.0,1.31,4.432,39.2,67.6,37.5,50.4,41.5,214.25,451.0
2022-10-01 18,35.5,149.5,1002.4,1017.4,15.0,14.4,310.0,1.06,4.643,36.9,74.6,36.7,53.5,36.25,149.5,83.0
2022-10-01 18,54.75,162.25,1004.7,1010.6,5.9,6.8,670.0,0.72,1.02,10.6,11.7,17.8,24.8,53.0,155.25,498.0
2022-10-02 00,57.0,186.5,978.2,1009.4,31.2,31.5,470.0,1.9,6.697,46.8,74.5,38.9,51.9,54.0,185.5,339.0
2022-10-02 00,38.5,215.25,994.1,1016.1,22.0,21.8,430.0,1.03,5.063,42.4,75.9,39.7,52.6,40.5,212.0,357.0
2022-10-02 00,51.25,166.25,1003.2,1013.6,10.4,10.1,340.0,0.67,2.982,24.4,35.7,32.5,40.5,51.0,166.75,45.0
2022-10-02 00,36.5,152.5,1003.4,1019.2,15.8,15.2,300.0,1.15,5.054,38.3,79.3,39.4,54.4,36.25,151.25,115.0
2022-10-02 06,57.0,189.5,983.6,1009.9,26.3,26.3,450.0,1.61,5.852,41.9,65.1,36.7,49.0,55.5,188.75,173.0
2022-10-02 06,38.5,214.0,996.0,1016.1,20.2,20.0,440.0,0.81,4.551,39.6,68.2,37.0,50.7,37.75,211.0,275.0
2022-10-02 06,52.25,170.25,1000.2,1012.4,12.2,12.0,400.0,0.87,3.012,25.4,35.6,28.5,36.5,52.0,172.0,123.0
2022-10-02 06,36.75,154.25,1000.3,1018.7,18.5,17.4,270.0,1.51,6.452,43.1,100.6,47.2,62.4,37.25,154.0,60.0
2022-10-02 12,57.0,192.0,989.1,1010.0,20.9,21.2,440.0,1.4,4.808,36.0,53.5,33.7,44.7,55.0,191.75,223.0
2022-10-02 12,37.5,213.0,996.2,1014.4,18.2,18.3,450.0,0.82,4.069,37.2,62.4,33.5,45.6,37.75,209.25,331.0
2022-10-02 12,53.25,173.75,996.9,1012.4,15.5,15.8,500.0,1.28,3.17,27.5,36.9,27.7,36.9,51.5,176.75,282.0
2022-10-02 12,37.0,156.0,1000.3,1020.2,20.0,19.0,270.0,1.47,7.022,45.5,108.9,42.7,65.1,36.75,155.25,72.0
2022-10-02 18,53.75,176.75,992.6,1011.9,19.3,20.3,530.0,1.67,3.825,32.2,44.3,30.4,38.3,52.25,175.75,180.0
2022-10-02 18,57.5,194.5,993.1,1010.0,16.9,17.2,440.0,1.33,3.908,30.6,43.2,32.3,42.0,56.0,194.5,167.0
2022-10-02 18,36.5,213.25,998.4,1014.5,16.1,16.5,470.0,0.93,3.521,34.3,55.2,32.2,43.8,37.0,209.75,317.0
2022-10-02 18,37.25,157.5,1000.4,1020.2,19.9,18.9,290.0,1.14,6.508,44.4,100.3,39.5,61.0,36.75,156.0,144.0
2022-10-03 00,53.5,179.75,990.6,1012.7,22.0,22.7,510.0,1.77,4.448,35.9,51.6,35.3,50.1,53.0,178.5,100.0
2022-10-03 00,36.0,214.5,997.9,1013.4,15.5,16.0,480.0,1.15,3.329,33.3,52.9,29.8,40.1,35.75,210.0,406.0
2022-10-03 00,57.5,148.0,1001.0,1016.2,15.3,15.3,430.0,1.01,3.559,28.3,39.4,28.7,39.0,56.0,151.25,259.0
2022-10-03 00,37.25,158.5,1004.4,1021.6,17.1,16.4,330.0,0.86,4.981,38.9,76.8,38.1,55.1,36.75,156.25,207.0
2022-10-03 06,55.75,187.0,989.1,1010.8,21.7,25.0,680.0,0.84,3.678,32.3,41.5,38.9,53.2,51.5,185.5,483.0
2022-10-03 06,58.0,150.5,999.2,1014.3,15.1,15.0,390.0,1.11,3.858,29.4,42.5,27.9,41.4,56.0,155.0,352.0
2022-10-03 06,36.5,215.5,1000.2,1014.4,14.2,15.0,540.0,1.08,2.787,29.9,43.7,26.2,36.5,35.5,217.25,193.0
2022-10-03 06,37.0,158.75,1004.3,1020.6,16.3,15.8,370.0,0.65,4.264,36.4,66.1,35.8,55.9,38.25,157.75,165.0
2022-10-03 12,55.75,187.75,986.9,1011.5,24.5,27.2,630.0,1.02,4.32,36.2,48.8,34.9,47.7,53.25,187.25,280.0
2022-10-03 12,37.5,216.75,1001.1,1014.1,13.0,13.7,540.0,1.06,2.545,27.5,39.0,27.1,36.1,36.5,218.75,210.0
2022-10-03 12,37.25,158.0,1004.1,1020.9,16.8,16.1,330.0,0.79,4.89,38.5,75.4,35.7,48.6,38.75,157.5,172.0
2022-10-03 18,54.5,190.75,987.5,1012.3,24.8,27.0,600.0,1.09,4.502,37.4,51.6,35.3,49.4,53.75,189.25,128.0
2022-10-03 18,37.5,158.0,1002.7,1019.2,16.4,15.8,340.0,0.71,4.651,37.5,71.3,32.7,44.5,40.25,157.25,313.0
2022-10-03 18,39.0,217.5,1003.8,1015.4,11.6,12.3,540.0,0.95,2.271,24.7,33.7,25.1,33.6,37.25,220.5,327.0
2022-10-04 00,55.0,194.5,990.3,1012.5,22.2,25.6,680.0,0.64,3.758,33.0,42.8,35.1,47.2,52.5,192.5,307.0
2022-10-04 00,52.25,148.5,994.6,1012.4,17.8,20.3,640.0,1.27,3.17,29.1,37.4,29.7,40.7,54.0,155.25,490.0
2022-10-04 00,40.25,219.0,1003.7,1014.3,10.5,10.9,490.0,0.86,2.226,23.5,32.1,23.0,29.6,38.5,220.75,246.0
2022-10-04 00,37.5,158.5,1003.9,1019.0,15.2,14.6,370.0,0.65,3.935,34.3,60.3,29.6,39.6,36.0,158.0,173.0
2022-10-04 06,55.25,153.25,990.7,1011.0,20.3,22.5,620.0,1.28,3.629,31.5,41.2,34.3,48.9,55.5,155.0,114.0
2022-10-04 06,55.5,195.75,991.8,1012.9,21.1,24.2,680.0,0.49,3.565,31.5,40.4,35.3,48.1,53.25,190.0,448.0
2022-10-04 06,38.0,159.5,1003.9,1016.9,12.9,12.4,380.0,0.5,3.271,30.2,49.6,27.6,38.3,36.75,160.25,154.0
2022-10-04 06,42.25,221.0,1004.3,1014.3,9.9,10.1,460.0,0.81,2.197,22.4,30.5,25.1,32.5,39.5,221.75,312.0
2022-10-04 12,57.75,155.0,985.8,1010.8,24.9,27.2,600.0,1.34,4.541,36.8,50.1,38.5,53.7,60.0,155.25,251.0
2022-10-04 12,54.5,196.5,995.4,1013.3,17.9,20.8,700.0,0.31,2.978,27.5,34.1,37.8,51.8,51.25,192.5,450.0
2022-10-04 12,44.75,222.75,1001.3,1012.3,11.0,11.0,450.0,0.85,2.448,23.6,32.5,24.6,32.3,44.25,224.5,150.0
2022-10-04 12,38.75,160.75,1006.0,1016.6,10.6,10.3,350.0,0.41,2.935,27.1,43.8,27.7,37.7,36.75,162.25,259.0
2022-10-04 18,53.75,207.0,994.2,1008.4,14.3,28.7,1200.0,0.19,2.395,24.6,27.7,29.4,44.5,58.0,206.0,477.0
2022-10-04 18,39.5,162.0,1006.6,1014.4,7.8,8.0,330.0,0.24,2.416,22.9,35.5,26.4,36.5,38.75,164.5,231.0
2022-10-05 00,53.5,210.75,992.7,1007.0,14.3,29.2,1200.0,0.3,2.431,25.0,28.2,22.5,30.8,57.75,208.5,493.0
2022-10-05 06,54.25,213.25,991.7,1008.5,16.8,23.4,840.0,0.93,2.791,26.8,32.1,25.9,34.9,57.5,217.5,448.0
2022-10-05 12,54.75,209.25,991.4,1010.8,19.4,24.0,740.0,1.01,3.248,29.8,37.1,30.5,41.3,58.0,206.0,413.0
2022-10-05 18,53.75,206.5,993.3,1012.6,19.3,22.3,680.0,1.16,3.272,29.8,37.9,31.1,41.2,58.0,206.0,474.0
2022-10-05 18,56.25,216.5,998.6,1014.0,15.4,15.8,500.0,1.42,3.159,26.8,35.5,31.9,49.3,55.5,217.75,114.0
2022-10-06 00,53.5,204.75,995.5,1012.6,17.1,17.4,520.0,1.23,3.35,28.9,38.9,26.9,37.5,53.5,198.0,446.0
2022-10-06 06,50.75,203.75,999.8,1013.6,13.8,15.0,600.0,0.48,2.499,24.0,30.1,30.2,39.8,47.25,200.0,476.0
2022-10-06 12,47.75,204.0,1000.2,1013.6,13.4,15.8,680.0,0.53,2.324,23.7,29.3,29.5,39.5,48.0,200.25,281.0
2022-10-06 12,39.75,215.5,1005.0,1013.8,8.8,9.4,540.0,0.84,1.746,19.8,25.5,28.2,37.8,40.25,216.0,70.0
2022-10-06 12,41.0,155.75,1013.7,1019.4,5.8,5.6,330.0,0.19,1.702,17.3,24.2,28.6,38.7,41.75,153.0,244.0
2022-10-06 18,46.25,204.5,1000.2,1013.6,13.3,16.1,680.0,0.91,2.368,24.5,30.6,29.9,40.4,46.5,200.25,327.0
2022-10-06 18,44.5,216.0,1001.2,1015.2,14.0,14.6,490.0,1.41,2.977,28.1,39.6,37.4,45.1,43.5,216.75,126.0
2022-10-06 18,41.25,156.25,1011.1,1019.0,7.9,7.7,350.0,0.28,2.192,21.3,31.0,27.9,38.8,41.0,154.0,190.0
2022-10-07 00,48.25,214.0,996.1,1015.5,19.4,19.6,440.0,1.88,4.458,36.0,55.8,41.3,59.5,48.25,214.5,37.0
2022-10-07 00,44.75,204.75,998.7,1012.8,14.1,17.0,700.0,1.01,2.427,25.6,32.2,27.3,37.6,44.25,200.75,322.0
2022-10-07 00,44.25,162.0,1009.8,1019.7,9.9,9.5,290.0,0.53,3.267,26.4,43.7,28.5,44.1,44.25,162.5,40.0
2022-10-07 06,50.25,210.75,996.8,1017.0,20.2,19.6,350.0,1.47,5.607,39.4,68.1,33.9,46.9,50.5,214.0,232.0
2022-10-07 06,43.25,204.75,999.7,1013.6,13.9,16.1,630.0,0.88,2.549,26.6,34.7,30.8,43.3,43.0,202.5,185.0
2022-10-07 06,46.25,166.75,1010.0,1019.2,9.2,8.9,320.0,0.41,2.788,23.8,36.0,27.9,40.6,44.75,165.25,204.0
2022-10-07 12,41.0,204.75,999.1,1014.7,15.6,17.1,620.0,0.53,2.764,29.0,39.3,34.3,48.8,42.0,201.75,273.0
2022-10-07 12,50.75,208.75,1002.9,1017.2,14.4,14.1,310.0,0.8,4.55,32.7,54.8,31.2,44.6,51.0,210.5,126.0
2022-10-07 12,48.25,171.25,1011.8,1020.5,8.7,8.5,340.0,0.34,2.488,21.8,31.1,25.3,33.9,47.0,171.25,139.0
2022-10-07 18,36.75,208.0,996.8,1014.5,17.6,20.2,650.0,1.3,3.103,33.8,48.4,34.7,48.5,37.5,203.0,451.0
2022-10-07 18,37.75,146.5,999.7,1019.1,19.5,19.0,390.0,1.26,4.884,40.4,74.5,44.8,61.6,37.5,146.75,35.0
2022-10-07 18,52.0,207.5,1009.8,1019.2,9.4,9.1,300.0,0.33,3.04,23.9,36.0,27.4,37.3,52.0,209.25,120.0
2022-10-07 18,51.25,177.5,1010.2,1019.5,9.3,9.2,380.0,0.39,2.424,21.3,29.0,23.8,32.7,48.25,176.5,341.0
2022-10-08 00,38.5,209.25,992.6,1014.2,21.6,23.4,590.0,1.82,3.974,39.0,59.6,32.5,46.8,37.25,210.75,191.0
2022-10-08 00,39.5,149.0,997.1,1020.8,23.7,23.1,350.0,1.54,6.61,47.2,97.0,43.4,64.6,40.75,150.0,163.0
2022-10-08 00,52.75,183.25,1007.6,1018.7,11.1,10.6,340.0,0.74,3.128,25.1,36.7,24.2,32.1,49.5,181.5,381.0
2022-10-08 00,53.5,206.5,1013.1,1018.6,5.5,5.1,250.0,0.59,2.048,16.8,23.8,22.9,29.8,52.75,208.5,157.0
2022-10-08 06,39.5,208.0,990.6,1015.7,25.0,25.8,500.0,2.14,5.154,44.5,75.6,33.6,52.4,41.0,208.5,172.0
2022-10-08 06,41.75,153.5,997.3,1020.1,22.8,22.3,360.0,1.21,6.19,44.9,86.8,46.4,65.2,43.5,154.5,211.0
2022-10-08 06,53.75,188.25,1005.2,1017.5,12.3,12.1,390.0,0.78,3.095,25.5,35.8,28.7,37.9,52.75,185.5,214.0
2022-10-08 12,38.25,206.0,993.9,1015.1,21.2,22.5,550.0,1.2,4.094,39.2,61.7,36.3,53.2,39.5,204.0,222.0
2022-10-08 12,44.5,158.0,996.4,1022.5,26.1,25.3,330.0,1.48,7.68,49.5,102.3,48.1,67.7,43.75,156.75,130.0
2022-10-08 12,55.25,196.5,1002.9,1016.0,13.1,13.7,550.0,0.78,2.495,22.7,28.3,28.5,40.2,52.25,191.0,492.0
2022-10-08 18,37.0,207.25,992.9,1015.9,23.0,24.1,530.0,1.53,4.54,42.4,70.4,37.2,51.9,36.5,203.5,339.0
2022-10-08 18,47.0,162.75,994.9,1022.9,28.0,27.3,360.0,1.53,7.582,49.8,96.8,42.7,60.9,46.75,161.5,99.0
2022-10-08 18,56.5,199.25,997.3,1015.2,17.9,18.6,540.0,1.12,3.439,29.1,38.5,30.6,40.6,53.25,196.25,409.0
2022-10-09 00,37.0,207.25,991.0,1014.8,23.8,24.2,470.0,1.87,5.148,44.7,79.8,36.5,49.8,37.5,202.0,468.0
2022-10-09 00,56.75,203.5,993.4,1013.3,19.9,20.8,490.0,1.07,4.245,33.6,47.4,33.2,47.7,56.0,202.0,124.0
2022-10-09 00,49.25,167.5,994.8,1022.9,28.1,27.2,360.0,1.56,7.553,49.0,93.0,37.0,52.3,49.25,166.25,91.0
2022-10-09 06,58.0,206.5,989.7,1012.2,22.6,23.5,490.0,1.29,4.787,36.6,52.7,34.8,48.6,55.75,207.75,261.0
2022-10-09 06,36.5,207.25,993.6,1016.0,22.4,22.9,480.0,1.7,4.775,42.8,74.9,33.1,46.3,37.25,201.75,496.0
2022-10-09 06,50.75,171.75,994.0,1021.1,27.1,26.5,370.0,1.46,7.158,47.3,86.3,36.6,52.1,51.0,170.75,75.0
2022-10-09 12,36.0,206.75,995.2,1015.9,20.7,21.5,490.0,1.53,4.393,40.8,69.7,31.9,42.2,35.25,204.75,199.0
2022-10-09 12,52.25,176.75,996.4,1020.3,24.0,23.9,410.0,0.89,5.825,41.8,68.8,35.6,50.5,52.5,175.5,89.0
2022-10-09 18,53.75,182.25,995.9,1019.3,23.4,23.2,430.0,0.81,5.405,39.8,62.5,34.9,47.1,50.25,180.0,419.0
2022-10-09 18,35.75,206.5,996.7,1017.2,20.5,21.5,510.0,1.44,4.211,40.2,67.3,30.9,42.0,36.0,202.25,384.0
2022-10-10 00,55.0,187.25,997.0,1018.7,21.6,21.5,440.0,0.61,4.889,36.9,55.7,35.4,47.6,51.0,185.5,460.0
2022-10-10 00,35.75,205.5,997.4,1017.0,19.6,20.5,520.0,1.36,3.951,38.6,63.1,30.8,41.5,38.5,204.75,313.0
2022-10-10 06,55.75,190.5,995.8,1018.8,23.0,22.7,420.0,0.94,5.394,39.0,60.9,33.2,46.5,52.25,192.0,401.0
2022-10-10 06,35.5,204.0,998.8,1017.8,19.0,20.0,530.0,1.26,3.778,37.7,60.7,33.4,45.3,37.5,203.25,232.0
2022-10-10 12,56.75,194.75,996.0,1018.8,22.7,22.4,420.0,1.0,5.328,38.5,59.5,37.5,54.6,56.0,193.0,136.0
2022-10-10 12,35.0,202.0,999.1,1017.2,18.0,18.9,510.0,1.35,3.7,36.9,60.2,31.2,41.6,36.25,201.0,166.0
2022-10-10 18,57.25,198.5,995.9,1018.9,23.0,22.4,390.0,1.42,5.756,39.8,63.9,40.5,57.5,56.75,197.0,107.0
2022-10-10 18,34.5,201.25,1000.0,1017.5,17.5,18.5,540.0,1.21,3.425,35.7,56.4,27.4,37.5,36.0,200.75,173.0
2022-10-11 00,34.25,201.5,999.4,1016.0,16.6,17.9,550.0,1.3,3.246,34.6,53.8,26.3,35.0,33.25,202.25,131.0
2022-10-11 06,51.0,146.25,991.1,1014.8,23.6,26.7,650.0,1.39,4.108,36.3,49.3,37.7,54.9,51.0,152.5,437.0
2022-10-11 06,34.75,202.0,1000.7,1016.8,16.1,17.6,580.0,1.22,3.03,33.1,49.6,28.3,39.2,35.25,204.0,190.0
2022-10-11 12,52.5,146.75,984.8,1015.0,30.2,32.7,580.0,1.98,5.639,44.7,66.3,37.0,64.0,54.25,149.25,256.0
2022-10-11 12,35.5,203.0,1000.3,1016.0,15.7,17.1,580.0,1.27,2.941,32.0,47.3,27.9,37.8,33.5,204.5,261.0
2022-10-11 18,53.0,148.0,981.6,1013.7,32.1,33.8,530.0,2.49,6.381,47.7,74.6,34.6,53.7,56.75,151.25,466.0
2022-10-11 18,36.5,204.5,1000.8,1015.4,14.6,17.0,650.0,1.15,2.614,29.7,41.0,26.3,37.2,35.0,205.25,180.0
2022-10-11 18,43.5,201.75,1004.2,1018.8,14.6,18.5,790.0,0.33,2.34,25.7,31.7,31.2,44.3,47.75,203.0,482.0
2022-10-12 00,53.0,150.75,984.7,1013.5,28.9,31.1,570.0,1.85,5.458,43.3,63.8,38.6,52.5,57.25,152.0,479.0
2022-10-12 00,54.5,162.25,990.0,1014.8,24.7,26.9,600.0,2.51,4.489,37.3,51.5,37.8,54.4,52.25,168.0,456.0
2022-10-12 00,38.5,206.0,998.8,1014.0,15.3,18.6,720.0,0.99,2.588,29.3,38.8,31.1,42.8,39.0,211.5,480.0
2022-10-12 00,45.5,203.0,999.0,1017.2,18.2,20.6,650.0,0.85,3.172,31.1,41.5,37.4,52.5,49.5,204.0,451.0
2022-10-12 06,55.75,164.0,986.2,1012.4,26.3,28.3,580.0,2.64,4.882,39.2,55.1,34.4,48.4,55.25,170.25,397.0
2022-10-12 06,53.25,154.25,986.9,1012.3,25.3,27.8,600.0,1.42,4.63,38.5,53.9,36.4,53.2,55.5,150.25,360.0
2022-10-12 06,41.25,207.0,998.1,1014.9,16.7,21.4,780.0,0.68,2.746,30.1,38.9,31.9,45.8,43.5,201.75,498.0
2022-10-12 12,56.25,165.0,984.2,1011.2,27.0,29.1,580.0,2.58,5.012,39.8,56.3,36.5,50.5,59.0,166.5,319.0
2022-10-12 12,53.75,155.75,990.9,1012.8,21.9,24.3,620.0,1.13,3.919,33.9,45.4,37.8,53.9,53.25,152.25,238.0
2022-10-12 12,44.0,207.5,994.8,1014.3,19.6,22.0,630.0,0.92,3.485,33.8,46.8,33.6,46.0,45.5,202.25,447.0
2022-10-12 12,50.75,207.0,997.7,1015.5,17.7,20.2,640.0,1.09,3.158,29.4,38.1,34.2,47.3,50.75,205.75,88.0
2022-10-12 18,56.0,166.0,982.2,1009.9,27.7,30.5,620.0,2.12,4.916,39.9,55.3,35.3,48.0,58.5,165.0,284.0
2022-10-12 18,54.75,210.5,994.5,1015.7,21.3,22.0,520.0,1.43,4.224,34.4,48.3,34.0,47.3,55.0,209.5,70.0
2022-10-12 18,46.75,208.25,996.1,1014.6,18.4,19.8,570.0,0.9,3.475,32.1,44.5,32.4,43.1,47.5,204.0,332.0
2022-10-12 18,35.0,201.75,1008.4,1015.3,6.9,8.1,680.0,0.24,1.196,16.1,19.5,26.8,36.1,36.0,196.5,488.0
2022-10-13 00,54.75,166.5,983.7,1010.3,26.7,29.7,640.0,1.74,4.638,38.7,53.0,36.2,50.5,54.25,164.0,171.0
2022-10-13 00,50.0,210.5,996.2,1012.9,16.6,17.8,550.0,1.07,3.234,29.3,39.4,32.3,43.3,48.75,212.0,176.0
2022-10-13 00,35.25,203.25,1005.3,1015.0,9.8,10.5,580.0,0.44,1.812,22.1,29.3,28.0,39.6,36.25,200.75,252.0
2022-10-13 06,54.25,182.0,983.3,1005.7,22.4,26.5,690.0,1.42,3.839,33.9,44.1,34.9,48.6,55.5,184.25,200.0
2022-10-13 06,35.5,203.0,1004.8,1016.1,11.2,11.3,490.0,0.56,2.314,25.6,37.2,33.0,45.6,35.25,202.0,95.0
2022-10-13 12,54.5,181.75,980.8,1005.8,25.0,29.3,690.0,1.52,4.253,36.8,48.8,37.1,52.7,55.75,184.0,199.0
2022-10-13 12,33.75,203.0,1004.8,1015.4,10.6,10.8,520.0,0.64,2.069,24.4,34.8,33.0,46.9,36.25,203.0,278.0
2022-10-13 18,53.5,181.0,981.5,1006.8,25.3,30.0,710.0,1.37,4.229,37.1,49.1,35.0,49.1,55.5,182.5,243.0
2022-10-13 18,33.5,204.75,1006.9,1016.1,9.2,9.5,550.0,0.33,1.721,21.5,29.1,30.4,44.0,34.25,202.5,224.0
2022-10-14 00,54.5,188.25,983.5,1006.7,23.2,28.1,730.0,1.16,3.853,34.3,44.2,38.5,51.6,56.0,187.5,173.0
2022-10-14 00,34.25,206.75,1006.4,1015.0,8.6,8.8,540.0,0.19,1.634,20.3,27.1,30.0,41.8,34.5,203.0,345.0
2022-10-14 06,54.0,186.75,985.9,1007.7,21.9,26.8,740.0,0.92,3.617,32.8,41.7,36.5,49.8,55.5,185.75,179.0
2022-10-14 06,34.25,207.5,1008.1,1015.0,6.9,7.2,520.0,0.23,1.378,17.6,22.8,26.5,37.1,32.5,204.5,340.0
2022-10-14 12,51.0,191.25,988.3,1006.7,18.4,35.9,1200.0,0.6,2.988,30.8,35.9,30.6,43.2,47.25,187.5,498.0
2022-10-14 12,46.75,202.5,990.1,1004.4,14.3,16.0,570.0,2.1,2.805,27.1,35.9,29.3,41.0,46.5,203.25,64.0
2022-10-14 12,34.25,208.5,1007.9,1013.8,5.9,6.2,550.0,0.37,1.119,15.0,18.6,25.7,34.8,31.75,205.75,378.0
2022-10-14 18,49.25,204.25,989.0,1004.3,15.3,20.0,760.0,1.69,2.626,26.3,32.3,27.9,37.2,47.75,204.75,171.0
2022-10-14 18,50.25,194.25,989.2,1005.9,16.7,32.6,1200.0,0.68,2.719,28.6,33.0,30.0,42.5,46.25,191.25,497.0
2022-10-15 00,51.5,205.0,986.4,1003.5,17.2,23.3,810.0,1.5,2.877,28.1,34.3,28.1,40.4,55.75,202.75,495.0
2022-10-15 00,36.0,163.25,1008.4,1017.8,9.3,9.3,460.0,0.93,2.012,22.6,32.0,32.7,45.6,35.5,163.25,56.0
2022-10-15 06,54.25,204.5,984.7,1003.5,18.8,25.9,810.0,1.53,3.196,29.9,36.7,34.2,53.6,57.5,204.5,361.0
2022-10-15 06,36.5,166.25,1005.5,1017.0,11.5,11.2,420.0,1.3,2.67,27.2,41.9,34.5,42.4,36.0,166.25,56.0
2022-10-15 12,55.5,202.0,983.3,1002.4,19.1,27.0,830.0,1.79,3.253,30.2,36.8,38.0,54.8,57.5,204.5,270.0
2022-10-15 12,37.0,169.5,1005.9,1017.2,11.3,11.4,490.0,0.92,2.322,25.2,36.0,30.6,41.7,40.75,170.0,419.0
2022-10-15 12,34.25,162.75,1005.9,1014.6,8.6,9.4,590.0,0.82,1.6,20.3,26.5,32.4,40.1,33.5,163.0,87.0
2022-10-15 12,43.0,235.5,1008.0,1015.8,7.8,7.3,390.0,0.6,1.86,18.8,25.5,17.4,24.6,44.25,231.75,332.0
2022-10-15 18,56.5,201.75,984.3,1000.8,16.5,27.4,960.0,1.59,2.852,27.3,31.9,32.3,45.8,59.5,207.0,455.0
2022-10-15 18,35.75,166.25,1000.2,1014.0,13.8,13.8,450.0,1.66,3.077,31.0,49.1,35.1,40.2,35.5,166.75,53.0
2022-10-15 18,37.75,173.25,1002.9,1015.8,12.9,13.1,510.0,0.68,2.569,27.3,39.2,33.0,44.3,35.0,175.75,379.0
2022-10-16 00,57.75,200.5,983.8,1000.1,16.3,25.3,910.0,1.64,2.783,26.2,30.7,25.0,35.5,59.5,206.75,411.0
2022-10-16 00,35.75,169.0,1000.5,1013.8,13.3,13.8,510.0,1.12,2.713,29.1,43.3,37.7,49.8,35.0,170.25,141.0
2022-10-16 00,38.0,177.25,1001.6,1014.5,13.0,13.3,530.0,0.52,2.519,27.0,38.2,39.4,47.1,37.0,180.25,287.0
2022-10-16 06,36.25,175.0,997.5,1012.4,14.9,15.9,570.0,1.26,2.787,30.4,44.0,40.3,48.8,35.75,175.0,56.0
2022-10-16 06,38.5,182.0,997.9,1012.5,14.6,14.9,490.0,0.65,3.032,30.4,45.5,35.9,44.2,37.75,185.0,275.0
2022-10-16 06,41.5,220.0,1003.5,1009.0,5.6,5.8,480.0,0.39,1.216,14.0,17.1,24.6,32.9,42.5,219.25,127.0
2022-10-16 12,56.25,203.0,985.4,998.9,13.5,26.5,1160.0,0.34,2.288,23.0,25.7,21.6,28.3,54.0,209.75,496.0
2022-10-16 12,39.5,188.0,995.2,1010.4,15.2,14.8,380.0,0.93,3.906,33.8,57.3,36.6,57.6,38.25,189.25,176.0
2022-10-16 12,36.75,179.25,995.6,1011.4,15.8,16.8,550.0,1.36,3.054,32.1,47.6,40.5,61.9,36.5,179.25,28.0
2022-10-16 12,42.5,220.75,1000.4,1008.8,8.4,8.4,360.0,0.87,2.323,22.1,32.1,28.7,35.4,42.5,220.0,61.0
2022-10-16 18,57.75,202.0,985.6,999.0,13.4,24.0,1080.0,0.5,2.22,21.9,24.5,21.1,34.2,57.5,210.25,492.0
2022-10-16 18,40.25,192.25,992.4,1009.3,16.9,16.5,360.0,0.9,4.588,37.0,66.3,35.4,55.4,38.75,194.25,239.0
2022-10-16 18,37.0,184.75,992.7,1010.7,18.0,18.9,540.0,1.76,3.5,35.2,54.3,43.6,69.6,36.5,184.75,56.0
2022-10-16 18,55.5,144.5,997.7,1015.6,17.9,18.1,460.0,0.63,3.941,31.5,44.6,36.0,52.0,55.25,141.5,192.0
2022-10-16 18,43.0,222.0,1001.4,1011.3,9.9,9.6,360.0,0.97,2.656,24.3,36.3,34.1,39.8,43.0,221.25,61.0
