track,when,lat,lon,lead_h,hf24,hf48,depth,scale_km,grad,vg_kt,gust_kt,p_centre,up_high_hpa,up_high_rel,down_low_hpa,down_low_rel,thick_anom_m,thick_anom_east_m,thick_m,trough_km,trough_bearing,trough_anom_m,sst_grad,sst_c,hvtl,hvtu
122,2020-11-15 00,50.75,224.5,0.0,1,1,34.0,390.0,8.742,55.1,71.0,974.0,1026.1909264395745,52.20301140051197,997.9963830012518,24.008467962189343,78.33056640625,-66.58512825937967,5383.18798828125,208.46967048169236,216.43311973802108,-222.8056640625,3.185607433319092,10.349114990234398,75.76626586914062,-439.3639831542969
141,2020-11-19 12,52.75,186.0,nan,0,0,25.7,290.0,8.564,48.8,59.1,975.1,1020.8038144951192,45.71152933886924,996.1155070305343,21.02322187428433,24.8115234375,10.719465592970709,5298.533203125,936.4898839133424,276.7301442676953,-384.4560546875,3.5373847484588623,5.814843750000023,-3.0025529861450195,-330.9510498046875
151,2020-11-22 06,45.25,178.5,24.0,1,1,24.0,580.0,4.464,39.6,64.0,982.7,1021.1389166856418,38.40484686142304,987.4702750914382,4.736205267219475,238.02392578125,189.66727932351804,5618.58349609375,1463.972107235553,332.8265719889999,-266.1044921875,5.2311530113220215,8.543359375000023,-267.88482666015625,-523.1865234375
163,2020-11-25 18,38.5,149.5,nan,0,0,8.0,310.0,2.503,23.4,46.2,1010.9,1033.241928409945,22.329086613070103,1019.0524798211845,8.139638024309534,91.333984375,43.841517627228,5582.28173828125,1510.6272847845707,315.06236548683285,-291.30712890625,14.515503883361816,16.504296875000023,-476.1590270996094,-488.68255615234375
170,2020-11-28 00,39.5,148.5,24.0,1,1,13.2,480.0,2.811,28.2,45.7,1003.0,1034.6038737197246,31.64885662988081,1015.3539360226008,12.398918932757056,40.1279296875,79.01572409694818,5507.0966796875,819.274766103149,287.49668691689163,-283.99951171875,12.55997085571289,15.337854003906273,-455.46807861328125,-491.8473205566406
173,2020-11-30 06,53.75,153.5,nan,0,0,8.1,870.0,1.249,13.2,30.8,1006.1,1032.1249402936155,25.99908580142801,975.8639797360897,-30.261874756097768,-148.86083984375,-41.311700349084376,5107.40283203125,991.9765480805512,255.04939145464607,-314.1552734375,4.739363193511963,3.4926086425781477,-16.76545524597168,-240.5279083251953
178,2020-12-02 06,37.75,197.0,18.0,1,1,9.4,230.0,3.939,29.4,56.3,998.6,1015.2632980303229,16.638908381885358,997.8980405721352,-0.7263490763023128,47.38818359375,-26.223673109981313,5502.4873046875,1987.2262390358153,309.36402110316294,-408.7001953125,2.6480093002319336,15.653131103515648,-336.14251708984375,-461.6314392089844
181,2020-12-03 18,38.25,157.25,24.0,1,1,13.2,430.0,3.08,29.8,56.7,999.3,1026.2445663668007,26.926512167581905,1001.510010550577,2.1919563513582716,153.4453125,-18.677903838026186,5601.83203125,1987.9111268335407,336.55446706846556,-344.60107421875,8.573970794677734,16.892022705078148,-506.3237609863281,-490.9706115722656
195,2020-12-08 06,44.0,166.0,nan,0,0,11.6,470.0,2.449,24.1,37.6,998.0,1017.5597970917345,19.59824924017198,1005.6476526850616,7.686104833499144,23.5263671875,-119.99602971423919,5377.83349609375,1819.341816142353,292.1028189785558,-375.49853515625,9.11401653289795,8.177697753906273,-331.0168762207031,-270.7778015136719
195,2020-12-11 00,52.25,177.25,nan,0,0,27.4,980.0,4.327,40.5,43.7,973.9,1016.6182390548519,42.73963798063312,983.8527324195163,9.974131345297565,-12.0703125,143.96853874061796,5226.5576171875,201.43134784974455,194.70180895239164,-324.017578125,1.5038788318634033,4.674707031250023,17.180089950561523,-117.62940216064453
207,2020-12-12 18,34.0,184.5,36.0,0,1,26.5,320.0,7.844,52.9,63.9,987.7,1017.1998252156786,29.49670021567863,1014.946574587,27.243449586999986,155.095703125,0.9758635292819333,5701.12841796875,1980.2361501544422,354.6633339426698,-200.87353515625,4.040592193603516,18.027398681640648,21.537811279296875,-341.7199401855469
222,2020-12-14 06,44.25,180.0,0.0,1,1,18.4,260.0,6.858,42.4,66.9,983.6,1013.0240955140847,29.431077935959706,973.2988593817674,-10.294158196357557,147.52197265625,9.46035762074072,5461.83447265625,1981.2682655808796,287.0734525154013,-404.8681640625,5.594008445739746,8.531518554687523,-164.2041015625,-156.98583984375
207,2020-12-14 06,44.75,206.25,0.0,1,1,39.3,440.0,8.913,60.1,74.0,968.3,1016.3654210293971,48.01581165439711,1003.977235564895,35.627626189894954,235.4892578125,123.93499188291236,5540.50048828125,269.65266531769566,201.53158588284606,-197.6474609375,2.409712076187134,10.001153564453148,72.84355163574219,-363.28668212890625
221,2020-12-14 06,40.5,156.25,6.0,1,1,13.8,210.0,6.668,39.3,60.8,986.6,1020.1559220895456,33.528419648139334,983.9625015069652,-2.665000934441082,86.02587890625,-14.305139929543333,5473.921875,1321.028643603528,300.4168717439549,-412.40185546875,10.53502082824707,15.385400390625023,-463.8096008300781,-379.3713684082031
218,2020-12-14 06,56.75,217.75,nan,0,0,20.6,610.0,3.649,31.2,49.3,989.1,1005.4818966554424,16.39626433122362,1007.0389646996748,17.953332375456057,196.57080078125,61.42487561791727,5398.384765625,1824.7449937892136,206.13156003536315,-197.6474609375,6.539373874664307,6.237847900390648,231.10157775878906,-89.62382507324219
246,2020-12-21 06,45.25,227.5,nan,0,0,11.2,310.0,3.564,28.5,37.0,1008.4,1025.8593009186056,17.43791419985564,1006.4618518665006,-1.9595348522493623,190.91162109375,155.57283602218754,5518.953125,1998.2903759615103,320.53403297025847,-41.23876953125,3.3920938968658447,12.255334472656273,-256.5755310058594,-328.7634582519531
256,2020-12-24 12,48.25,151.25,nan,0,0,7.2,890.0,1.237,14.0,33.5,999.5,1019.309986668289,19.767384129226457,983.2383774787634,-16.30422506029913,-129.15234375,-159.63907452923408,5142.7978515625,760.1872181487673,329.7729349844654,-322.61376953125,5.400041103363037,1.9984680175781477,-573.2106323242188,-239.28236389160156
266,2020-12-26 06,47.75,169.25,12.0,1,1,40.1,620.0,7.192,56.3,58.9,952.2,1014.2169559344145,61.97299841488325,972.1724746186612,19.928517099129976,142.8935546875,95.87762447680682,5441.3662109375,1994.898373476674,269.2036488306876,-472.64501953125,8.233010292053223,3.5575195312500227,7.225576400756836,-357.7403869628906
278,2020-12-29 00,35.5,161.75,12.0,1,1,12.5,360.0,3.303,30.7,52.5,1001.1,1022.397769152481,21.261660754043533,996.2449554718714,-4.891152926566065,61.5888671875,-27.88602666029754,5531.1748046875,1990.637201491589,322.30602711282853,-396.90283203125,6.7105278968811035,17.811883544921898,-333.6612243652344,-514.8051147460938
276,2020-12-29 00,54.0,216.5,nan,0,0,10.3,390.0,2.611,22.3,44.8,997.1,999.7967734307615,2.6679282159177546,1012.3036064222811,15.174761207437314,216.96240234375,83.13383021520873,5417.71240234375,1997.4939868167057,267.60441162464383,-336.5546875,2.042900562286377,6.156457519531273,-61.982086181640625,-330.78802490234375
289,2021-01-04 12,52.5,220.0,nan,0,0,27.6,480.0,5.843,43.7,63.9,968.3,993.217414731862,24.91883074748705,989.5624930492331,21.263909064858126,90.5947265625,123.1320986724411,5298.279296875,1999.002157163835,265.9844248358379,-363.3896484375,2.8350024223327637,6.972619628906273,29.65058708190918,0.5025650262832642
305,2021-01-06 18,54.75,163.75,nan,0,0,6.9,810.0,1.115,11.7,35.3,997.7,1029.825403756763,32.09389740910683,979.9180186353306,-17.813487712325696,-133.0751953125,-119.61452799765277,5077.55322265625,774.8864071142394,246.0951534247327,-387.31494140625,6.837496757507324,2.7679077148437727,-86.40892028808594,-54.32120895385742
309,2021-01-08 06,48.75,227.5,0.0,1,1,29.1,390.0,7.227,48.9,74.1,983.9,1009.6643105964024,25.7756387214024,1012.9511113536574,29.06243947865744,126.578125,104.396973407933,5365.70947265625,1902.9371933428024,281.3271697005997,-274.578125,4.793140888214111,9.184930419921898,15.999130249023438,-130.8614044189453
306,2021-01-08 06,41.0,198.75,0.0,1,1,44.1,280.0,15.083,72.4,94.5,961.9,1018.564410477841,56.676287919247216,991.5396762891014,29.651553730507658,118.37353515625,65.99967722899488,5462.15283203125,1992.460315630876,331.37812518596024,-278.33203125,2.336493730545044,10.649194335937523,2.1004087924957275,-314.630126953125
315,2021-01-11 06,55.25,203.0,nan,0,0,23.4,920.0,3.805,35.1,44.1,959.4,1005.1431132072853,45.765122484629046,971.7915431364868,12.41355241383053,75.06640625,91.39024670150349,5266.52978515625,556.2289659906065,181.63247854879097,-336.91943359375,6.283447742462158,4.954248046875023,165.4703369140625,14.194263458251953
330,2021-01-13 12,43.5,160.5,6.0,1,1,38.6,320.0,11.618,64.2,78.5,970.3,1018.6795021701265,48.33874289278276,994.1143036003461,23.773544323002398,63.22021484375,-80.70731489387018,5412.7412109375,1985.0490823282385,278.6229674518942,-307.318359375,7.867966651916504,7.571710205078148,183.28936767578125,-578.2042846679688
348,2021-01-17 18,34.0,155.5,30.0,0,1,13.8,450.0,3.062,31.5,50.2,1000.8,1022.1931588901804,21.41770723002412,1010.0519707390403,9.276519078884007,182.455078125,24.727780686092224,5686.83740234375,1992.4867906175987,309.594860928384,-381.744140625,9.442597389221191,18.702264404296898,-392.7863464355469,-361.4894104003906
352,2021-01-19 06,42.25,150.0,12.0,1,1,16.1,390.0,4.093,34.4,57.9,993.5,1032.4205609605515,38.925016526957734,985.5672415755838,-7.928302858009943,-164.38623046875,61.302110873592795,5178.59423828125,877.9916704654123,330.9625597911303,-421.783203125,14.068928718566895,3.3259521484375227,12.285231590270996,-584.1133422851562
354,2021-01-19 06,41.0,164.75,12.0,1,1,20.0,350.0,5.592,41.7,63.2,985.2,1017.6448805806785,32.412275600209796,988.5528236640681,3.3202186835993643,73.47998046875,21.976170235457893,5434.005859375,1809.3895611857351,298.65959827085356,-421.783203125,9.307926177978516,7.163812255859398,-237.9306640625,-710.6644897460938
346,2021-01-19 06,53.75,167.5,nan,0,0,28.0,540.0,5.479,42.6,56.7,972.1,1024.9333473207116,52.86047134414912,984.2070711838454,12.134195207282914,-9.74560546875,72.86913528836104,5182.34814453125,1644.0694536413978,251.50411687780917,-421.783203125,6.168217658996582,2.5853515625000227,163.14175415039062,-150.66976928710938
365,2021-01-23 06,46.0,167.25,0.0,1,1,26.0,320.0,7.786,49.0,60.2,984.1,1027.2089138062177,43.0976467163739,1002.2696783461037,18.15841125625991,-35.92333984375,10.273934085461118,5253.419921875,524.3442482689186,279.08752421204235,-344.92333984375,10.443816184997559,2.8609863281250227,-96.0837173461914,-195.83506774902344
366,2021-01-25 06,34.5,162.25,6.0,1,1,30.0,490.0,6.252,52.8,78.0,981.5,1027.448841994322,45.95915693572829,1002.8543743857828,21.364689327189012,130.4833984375,81.52479546493461,5632.94921875,1823.0956572612797,333.68872259071856,-338.71337890625,6.426025867462158,16.398004150390648,91.45700073242188,-459.045654296875
385,2021-01-29 12,45.25,156.75,nan,0,0,24.5,690.0,4.182,39.3,56.2,983.3,1024.7237017721575,41.46564513153248,1001.4755424983232,18.217485857698193,120.8427734375,138.98850401656875,5448.0029296875,1539.0914725467912,240.77031221380662,-422.1923828125,11.456928253173828,2.1304870605468977,-253.64683532714844,-469.9531555175781
394,2021-02-03 00,51.75,156.25,nan,0,0,31.6,590.0,5.976,47.1,60.5,963.8,1020.9919659001775,57.23586238455255,970.5283811786668,6.772277663041791,-121.10302734375,11.562664909634913,5139.953125,970.2186904394921,243.68905523605173,-594.22216796875,4.247175693511963,nan,160.42979431152344,-311.5276794433594
406,2021-02-05 00,43.25,158.25,0.0,1,1,29.5,200.0,14.052,60.1,85.4,976.6,1024.442830701125,47.826680798781354,999.3631228991328,22.746972996789054,-151.56298828125,-12.181090240314813,5241.10986328125,829.4023697361291,306.0112880781104,-500.365234375,11.689322471618652,4.996850585937523,-82.31275939941406,-299.9554748535156
410,2021-02-05 00,47.0,203.25,nan,0,0,6.7,280.0,2.238,19.4,33.6,1015.7,1024.55784152158,8.90391085751753,1012.7741608320413,-2.879769832021225,187.6357421875,200.88074146575843,5517.892578125,1983.2772413584773,184.94096393882012,-261.0205078125,1.7109085321426392,5.912744140625023,-372.1871643066406,-302.8604736328125
424,2021-02-09 12,40.0,168.75,6.0,1,1,23.3,290.0,7.625,48.3,76.5,977.2,1017.0127197162701,39.80294188423886,994.9911140749552,17.781336242924,-11.09619140625,50.72064208649399,5407.0712890625,734.8517384437307,282.97267916166334,-436.423828125,9.035018920898438,12.105615234375023,-264.4668273925781,-556.9169921875
428,2021-02-09 12,36.25,210.0,nan,0,0,11.2,440.0,2.543,26.6,45.4,1002.2,1022.2693273584059,20.118631557624667,1012.9755664160076,10.82487061522636,51.390625,55.69059912853982,5539.1748046875,1070.9553840171948,203.64304439424032,-191.44091796875,3.16850209236145,15.629449462890648,-314.09149169921875,-166.2094268798828
437,2021-02-12 00,55.5,197.75,nan,0,0,24.3,640.0,4.341,36.5,60.1,974.9,1023.9873066028588,49.10107613410878,1000.390020931713,25.503790462963025,187.02880859375,184.62327203513198,5345.83935546875,1461.1466170312417,219.12150146771552,-404.15576171875,9.29941463470459,nan,215.83145141601562,-199.44471740722656
461,2021-02-18 06,47.5,160.5,0.0,1,1,33.3,480.0,7.219,52.5,65.2,962.6,1010.2828170836306,47.66471405628681,993.018833938583,30.400730911239293,5.478515625,109.06745211652841,5308.7470703125,555.2189248595561,232.32211027612556,-466.55322265625,6.8098249435424805,1.1857238769531477,-187.16598510742188,-218.65480041503906
455,2021-02-18 06,51.25,219.25,nan,0,0,42.3,440.0,9.625,61.0,74.6,970.1,1026.1214207972203,56.06404775034525,1007.3103890978092,37.25301605093421,202.333984375,13.953327758707523,5447.453125,1123.8749240984046,272.8142882136609,-104.8427734375,1.6108636856079102,6.142236328125023,88.90044403076172,-118.93067169189453
474,2021-02-23 18,47.5,202.75,42.0,0,1,10.9,430.0,2.531,23.4,39.7,1008.6,1022.8787619964601,14.30429910583507,1023.3106861967349,14.736223306109878,240.08349609375,122.07254177574553,5521.90087890625,1560.5730537400436,289.85066085169376,-196.42431640625,1.7555370330810547,5.646478271484398,-365.3621826171875,-342.9006652832031
474,2021-02-25 06,57.25,220.5,6.0,1,1,35.3,540.0,6.9,49.6,69.6,978.7,1040.2171121612243,61.5572610870056,1000.4515636206868,21.791712546468034,217.63427734375,120.15395093888154,5383.9150390625,1973.7405273863633,359.56345134869275,-109.19970703125,6.791353225708008,4.605126953125023,33.217586517333984,-147.90895080566406
486,2021-02-28 18,56.25,171.75,0.0,1,1,61.0,620.0,10.853,71.9,85.8,946.5,1018.951000741881,72.44978003875599,985.4583862601667,38.95716555704166,156.654296875,161.9042863402746,5309.40380859375,395.53406101641906,203.14000875427874,-463.36083984375,8.215401649475098,1.9323974609375227,238.02359008789062,-119.53641510009766
507,2021-03-08 06,48.5,223.5,nan,0,0,22.5,560.0,4.271,37.0,45.6,998.2,1035.9374125440813,37.749668403456326,1010.3873739723955,12.199629831770494,-53.7900390625,3.8820493209360145,5227.94287109375,472.9673548523499,182.23212490131874,-223.75048828125,1.590468168258667,7.302819824218773,6.096721172332764,21.672334671020508
525,2021-03-14 12,40.0,145.75,nan,0,0,21.4,470.0,4.569,40.0,46.8,994.8,1020.5702140692069,25.81093672545694,1008.4525407092688,13.69326336551876,-6.4951171875,0.5501802338985524,5451.236328125,695.5635287852581,223.1150585409346,-188.08984375,13.281343460083008,2.2448364257812727,-149.76715087890625,-150.9326629638672
544,2021-03-21 06,57.75,215.0,nan,0,0,20.7,710.0,3.508,30.8,42.1,991.9,1019.6319988685649,27.709879727939892,1002.7116200417352,10.78950090111016,50.982421875,-40.24816612915287,5284.4560546875,333.9419323244027,182.54614427963818,-154.92041015625,9.075364112854004,4.574456787109398,20.38189125061035,-149.68458557128906
555,2021-03-24 12,57.5,147.0,nan,0,0,24.8,420.0,5.884,41.2,51.1,987.9,1016.7965043065641,28.86413125968909,998.2093617468811,10.276988700006086,-207.150390625,-78.45331086729308,5006.67138671875,222.9183896605399,183.84235456192803,-362.3974609375,1.8784027099609375,-1.6902221679687273,-104.34745788574219,52.991371154785156
574,2021-04-01 18,30.0,178.25,nan,0,0,7.3,700.0,1.231,18.2,34.7,1014.4,1025.3126793402016,10.886348773795362,1015.6546216818806,1.2282911154743488,-36.19189453125,-26.447999868420347,5579.36181640625,224.21152111437013,255.6083986030791,-63.677734375,4.396561622619629,19.379022216796898,45.010887145996094,-203.78904724121094
585,2021-04-07 06,38.5,154.25,30.0,0,1,26.3,440.0,5.986,47.9,51.6,985.8,1017.4633773991773,31.67400972339601,1008.8294347498852,23.040067074103945,97.68212890625,80.70266660287851,5614.6455078125,1995.1839992298133,302.57407503127575,-376.43408203125,10.351158142089844,13.466485595703148,-29.05382537841797,-479.0670471191406
589,2021-04-08 18,36.25,182.75,nan,0,0,9.1,510.0,1.819,21.2,40.0,1012.8,1019.1240193381224,6.299983693591116,1022.0647877525403,9.24075210800902,154.5556640625,7.542571443567227,5693.20068359375,1994.700317596056,302.7633026457483,-309.412109375,2.9518704414367676,14.425744628906273,93.34319305419922,-151.26039123535156
603,2021-04-15 18,57.5,150.5,nan,0,0,12.5,500.0,2.646,23.0,35.5,1000.2,1016.4071098250176,16.188176719548892,1006.1282052256136,5.909272120144806,-202.83056640625,114.82970219006566,5132.85693359375,203.13290716800807,342.9320294946691,-359.6005859375,2.575655460357666,-1.6902832031249773,-157.500732421875,-280.77899169921875
607,2021-04-15 18,34.5,220.25,nan,0,0,7.5,410.0,1.802,20.6,28.7,1013.8,1031.1231078070093,17.29937733825932,1014.9859398746395,1.1622094058894845,-2.06689453125,-18.972806444818175,5564.73583984375,1549.8453162061855,308.45764449810656,-207.88720703125,2.3404457569122314,16.345635986328148,-103.71976470947266,-189.98406982421875
611,2021-04-19 18,53.25,206.0,nan,0,0,22.2,650.0,3.881,34.1,40.3,996.5,1036.5681770835326,40.063050130407646,1018.2055519761834,21.700425023058415,6.0751953125,88.61749689135965,5333.162109375,1996.9916223362095,208.3456632807531,-283.96142578125,7.902838230133057,4.157617187500023,-94.09325408935547,-162.75064086914062
615,2021-04-19 18,51.25,146.75,nan,0,0,22.8,940.0,3.667,35.4,47.7,985.6,1021.7041962107812,36.12625431624997,1005.9227068072721,20.344764912740857,-18.94580078125,56.751859302628596,5335.3115234375,1088.2775357398004,274.3505715294665,-306.0419921875,5.359869956970215,-1.0511535644531023,-135.98060607910156,-161.98289489746094
620,2021-04-23 00,33.25,151.75,nan,0,0,16.3,460.0,3.532,35.4,58.7,997.4,1026.8577662846037,29.442971362728713,1000.4162082576513,3.0014133357763058,-254.7919921875,-61.40435038926427,5346.248046875,223.57381712678455,354.0322167168601,-370.8779296875,8.308113098144531,17.439691162109398,-158.03610229492188,-382.7462158203125
619,2021-04-23 00,43.5,167.75,nan,0,0,9.0,550.0,1.782,19.3,31.6,1000.6,1025.2535177765317,24.62674775700043,998.966361901677,-1.6604081178542174,-13.7666015625,70.98063530501312,5446.62353515625,1598.074223095193,223.86426772449315,-424.3232421875,8.09715461730957,4.368432617187523,136.2689208984375,-283.8652038574219
645,2021-04-29 06,44.0,192.5,nan,0,0,5.8,360.0,1.601,16.2,28.7,1002.1,1016.9373338821133,14.817399800082057,999.448277310555,-2.6716567714762505,0.26904296875,-122.42296696181154,5496.63623046875,1720.4306648001527,279.96892499740795,-330.703125,3.2297139167785645,6.915185546875023,-199.69454956054688,-121.75872802734375
651,2021-10-01 18,53.25,214.25,6.0,1,1,42.4,440.0,9.671,60.6,74.5,966.9,1027.4483153571828,60.528454517339014,1002.3885117084735,35.468650868629766,91.71923828125,-7.578083096414312,5507.357421875,624.0154672292846,347.7253089019645,-370.08935546875,2.547029972076416,10.792382812500023,60.027034759521484,-580.952880859375
654,2021-10-01 18,37.5,145.5,6.0,1,1,44.7,290.0,14.998,74.2,84.3,965.7,1013.8272565625967,48.164109589940495,1009.5628514954738,43.8997045228175,229.54248046875,95.40385369960819,5909.14013671875,1999.2966879268129,317.8017325151656,-216.1171875,9.045964241027832,23.820550537109398,121.52561950683594,-133.3619384765625
679,2021-10-16 18,55.5,173.25,nan,0,0,33.0,650.0,5.836,46.2,59.1,970.0,1018.2493692100302,48.21506745221768,973.92972363318,3.8954218753674468,-6.51318359375,55.99427228400999,5368.09033203125,204.09533826976806,342.06527064399984,-299.3427734375,3.646474838256836,8.174066162109398,45.4066276550293,-153.83139038085938
696,2021-10-20 18,57.0,208.0,nan,0,0,9.1,870.0,1.499,15.1,39.4,987.9,1024.26386871752,36.38685455736368,980.0232878230495,-7.853726337106764,-39.546875,67.17995768642612,5316.02685546875,1999.0185773066169,282.74491348625185,-315.98486328125,34.19754409790039,7.484216308593773,201.15040588378906,-195.02481079101562
706,2021-10-22 18,35.5,152.0,36.0,0,1,15.2,570.0,2.863,31.3,61.8,999.4,1026.4418780727904,27.02781557279036,1011.0202640269665,11.606201526966515,134.01806640625,93.91967630810817,5760.349609375,1318.1016697733105,298.0597363556615,-295.56982421875,5.799815654754639,23.807550048828148,-283.2030944824219,-407.5212707519531
706,2021-10-24 06,48.0,172.5,0.0,1,1,39.7,410.0,9.694,60.9,72.3,969.8,1022.5798540078613,52.797383304736286,999.323168648216,29.540697945090983,127.1591796875,20.99566313734019,5571.25146484375,204.60023918731443,270.0,-244.26806640625,4.782355308532715,9.096520996093773,-186.85267639160156,-647.9124145507812
728,2021-11-01 00,48.25,219.25,nan,0,0,17.8,560.0,3.491,31.7,41.1,986.6,1010.1759456821738,23.588909549361347,995.6458591328247,9.05882300001224,89.4482421875,40.842525786898754,5504.35498046875,472.9709192743434,182.2431009045236,-286.859375,2.0623769760131836,10.205865478515648,-124.34966278076172,-52.12982940673828
732,2021-11-03 00,50.5,227.75,0.0,1,1,15.8,430.0,3.612,30.1,60.3,994.1,1017.9452654605046,23.81971614409838,1016.4284856439081,22.30293632750181,203.82080078125,156.80138209119113,5544.00439453125,1999.9752780449544,278.47929856723533,-175.18896484375,4.859394550323486,10.971490478515648,-294.28411865234375,-225.65431213378906
728,2021-11-03 00,57.0,214.0,nan,0,0,18.7,400.0,4.592,34.0,43.5,984.5,1011.5744658111537,27.040408193966186,996.052852740002,11.518795122814481,83.0146484375,127.68711582577049,5374.89111328125,1575.2642639481917,245.82854238119836,-291.60107421875,10.091506958007812,7.278039550781273,54.387325286865234,-106.81919860839844
740,2021-11-05 06,36.75,194.5,nan,0,0,6.3,230.0,2.692,22.9,38.0,1016.7,1021.6048259064887,4.888212136957463,1012.2522231156445,-4.464390653886767,94.2158203125,-37.48694816803459,5662.1103515625,1973.8052334307279,359.3534293942196,-214.5693359375,3.523249626159668,20.475183105468773,-312.3033142089844,-162.2758026123047
763,2021-11-14 12,56.75,165.75,nan,0,0,19.2,630.0,3.396,29.6,46.0,988.4,1019.3119807258976,30.93173170246007,992.8115396455814,4.431290622143933,83.44970703125,100.23826050686108,5334.44482421875,1985.873665848133,247.2348879857152,-269.3212890625,10.427217483520508,3.5931640625000227,102.3996810913086,-79.02678680419922
782,2021-11-17 12,47.75,183.25,nan,0,0,13.5,310.0,4.35,32.2,35.6,1001.7,1017.0562771117291,15.37445338126031,1012.0501579565187,10.36833422604991,102.38525390625,28.010710895630844,5455.2041015625,1994.898373476674,269.2036488306876,-282.0234375,4.1424736976623535,7.401177978515648,0.3187001347541809,-204.72425842285156
786,2021-11-19 18,41.75,199.75,nan,0,0,17.2,520.0,3.455,32.9,47.0,994.7,1021.4579502452629,26.7821079601066,1009.8657318243359,15.189889539179603,161.57666015625,39.09085373324393,5599.947265625,1587.1607881422333,297.860946346271,-300.6962890625,3.7341561317443848,12.836358642578148,-165.90589904785156,-333.748779296875
796,2021-11-21 06,41.75,213.5,30.0,0,1,7.6,360.0,1.999,19.8,44.5,1010.2,1022.7673546696701,12.544515314201362,1020.5652771237812,10.342437768312493,174.068359375,127.477690405542,5606.29541015625,1663.023478227264,288.7439538580951,-253.09765625,3.8670849800109863,13.238702392578148,-399.3495178222656,-308.6654968261719
792,2021-11-21 06,38.5,171.75,6.0,1,1,29.9,380.0,7.746,54.2,69.5,981.0,1022.6671966909581,41.66914981595812,1003.4521058513228,22.454058976322813,177.10888671875,-4.849608916171159,5663.1005859375,1600.766774284784,317.2342454896135,-285.451171875,7.260940074920654,18.610864257812523,87.04931640625,-454.65826416015625
