track,hf,onset,n,start,peak_when,peak_lat,peak_lon,min_p,peak_depth,peak_scale_km,peak_grad,peak_vg_kt,max_wind_kt,max_gust_kt,peak_wind_dist_km,pre_depth,pre_scale_km,pre_grad,pre_vg_kt,pre_p,pre_lat,deepen24,month,season
754,0,,13,2021-11-09 12,2021-11-09 18,35.5,157.25,1000.9,14.2,270.0,5.016,37.0,42.2,59.8,123.0,nan,nan,nan,nan,nan,nan,nan,11,2021
757,0,,5,2021-11-10 06,2021-11-10 18,48.0,197.25,993.7,10.3,930.0,1.778,19.6,26.7,35.3,133.0,nan,nan,nan,nan,nan,nan,nan,11,2021
761,0,,7,2021-11-11 06,2021-11-12 06,55.75,221.25,973.1,32.9,620.0,5.967,46.4,40.3,54.2,223.0,17.9,730.0,3.009,30.5,988.5,45.5,-15.399999999999977,11,2021
762,0,,6,2021-11-11 06,2021-11-12 12,30.25,185.25,1009.2,7.7,470.0,1.65,21.1,28.9,38.8,362.0,7.6,300.0,2.447,23.8,1010.7,34.25,-1.5,11,2021
763,0,,9,2021-11-12 18,2021-11-14 12,56.75,165.75,988.4,19.2,630.0,3.396,29.6,33.5,46.0,486.0,15.8,610.0,2.864,26.4,993.6,52.75,-5.2000000000000455,11,2021
764,0,,3,2021-11-12 18,2021-11-13 00,31.75,198.5,1003.0,11.0,560.0,2.121,26.1,33.3,49.6,330.0,nan,nan,nan,nan,nan,nan,nan,11,2021
767,0,,5,2021-11-13 12,2021-11-14 06,51.25,229.25,994.6,19.6,430.0,4.604,35.9,34.9,50.2,139.0,nan,nan,nan,nan,nan,nan,nan,11,2021
771,0,,6,2021-11-14 06,2021-11-15 12,48.5,233.75,999.9,13.3,560.0,2.578,24.8,34.3,55.3,140.0,12.7,390.0,3.165,28.8,1005.4,41.25,-5.5,11,2021
772,0,,6,2021-11-14 12,2021-11-15 12,55.0,223.5,997.9,14.9,470.0,3.302,27.7,33.8,48.1,352.0,15.3,500.0,3.113,26.2,999.0,58.0,-1.1000000000000227,11,2021
773,0,,5,2021-11-14 12,2021-11-15 06,53.5,154.0,993.0,13.1,470.0,2.96,25.7,28.5,39.2,103.0,nan,nan,nan,nan,nan,nan,nan,11,2021
776,0,,6,2021-11-15 00,2021-11-16 00,36.25,188.5,1010.7,8.6,350.0,2.343,23.6,30.2,43.1,135.0,6.3,240.0,2.489,22.1,1014.3,36.5,-3.599999999999909,11,2021
777,0,,4,2021-11-15 06,2021-11-15 06,56.25,144.0,993.2,16.1,450.0,3.593,29.1,28.1,45.1,247.0,nan,nan,nan,nan,nan,nan,nan,11,2021
778,0,,6,2021-11-15 12,2021-11-16 06,55.0,161.75,980.0,26.9,540.0,5.259,41.0,33.2,46.7,112.0,nan,nan,nan,nan,nan,nan,nan,11,2021
779,0,,4,2021-11-15 12,2021-11-15 12,57.0,190.5,1000.9,11.6,730.0,1.953,18.8,30.5,40.1,487.0,nan,nan,nan,nan,nan,nan,nan,11,2021
780,0,,5,2021-11-15 18,2021-11-16 12,55.5,204.0,999.7,19.2,620.0,3.444,30.1,28.9,40.0,189.0,nan,nan,nan,nan,nan,nan,nan,11,2021
781,0,,8,2021-11-15 18,2021-11-16 00,37.75,171.25,1002.1,14.4,330.0,4.173,34.4,37.0,55.3,135.0,nan,nan,nan,nan,nan,nan,nan,11,2021
782,0,,11,2021-11-16 06,2021-11-16 12,44.25,175.5,999.1,14.6,260.0,5.453,36.4,36.1,52.3,179.0,nan,nan,nan,nan,nan,nan,nan,11,2021
783,0,,13,2021-11-16 06,2021-11-18 06,43.0,224.25,997.9,20.8,400.0,5.198,40.8,41.3,62.6,196.0,16.6,390.0,4.133,35.6,1005.5,39.0,-7.600000000000023,11,2021
784,0,,9,2021-11-16 18,2021-11-16 18,58.0,152.0,983.6,25.3,630.0,4.507,36.9,33.7,48.1,398.0,nan,nan,nan,nan,nan,nan,nan,11,2021
785,0,,8,2021-11-17 12,2021-11-18 18,53.25,172.5,993.0,22.2,620.0,3.901,33.9,36.4,52.6,185.0,9.8,570.0,1.833,18.3,1000.6,51.0,-7.600000000000023,11,2021
786,0,,16,2021-11-17 18,2021-11-21 00,54.5,209.5,973.2,36.8,480.0,7.946,53.9,46.2,67.8,195.0,20.8,620.0,3.683,34.5,991.1,46.0,-17.899999999999977,11,2021
787,0,,8,2021-11-17 18,2021-11-19 12,45.75,200.25,1001.8,8.9,710.0,1.524,17.0,32.6,47.2,487.0,9.9,270.0,3.602,28.3,1004.4,41.75,-2.6000000000000227,11,2021
788,0,,3,2021-11-18 18,2021-11-19 06,50.75,147.0,999.4,17.0,550.0,3.267,29.3,31.3,42.1,88.0,nan,nan,nan,nan,nan,nan,nan,11,2021
789,0,,11,2021-11-19 00,2021-11-20 00,53.0,183.75,986.3,27.7,530.0,5.47,42.6,39.3,54.6,197.0,8.6,650.0,1.636,17.5,999.8,47.75,-13.5,11,2021
791,0,,13,2021-11-19 18,2021-11-20 06,49.0,154.5,980.3,35.9,500.0,7.369,53.4,43.4,61.5,100.0,nan,nan,nan,nan,nan,nan,nan,11,2021
792,1,2021-11-21 12,19,2021-11-20 00,2021-11-22 18,45.25,185.75,961.0,47.9,420.0,11.366,69.2,52.7,78.6,242.0,36.8,420.0,8.7,59.9,974.1,40.0,-13.100000000000023,11,2021
796,1,2021-11-22 12,11,2021-11-21 00,2021-11-22 12,55.25,227.25,981.8,28.5,610.0,5.184,41.6,43.5,70.5,390.0,9.4,390.0,2.333,22.3,1006.9,43.75,-25.100000000000023,11,2021
800,0,,15,2021-11-23 12,2021-11-23 18,45.75,158.75,989.4,18.1,370.0,4.835,37.1,39.9,63.2,116.0,nan,nan,nan,nan,nan,nan,nan,11,2021
801,0,,5,2021-11-23 12,2021-11-24 12,57.0,218.5,984.7,22.6,670.0,3.944,33.8,37.0,49.8,204.0,10.0,390.0,2.494,22.3,998.3,49.5,-13.599999999999909,11,2021
802,0,,4,2021-11-24 00,2021-11-24 12,44.25,203.0,980.8,21.7,500.0,4.59,39.3,40.2,56.5,172.0,nan,nan,nan,nan,nan,nan,nan,11,2021
803,0,,3,2021-11-24 00,2021-11-24 12,40.75,158.75,996.0,9.0,250.0,3.566,27.6,32.2,44.4,450.0,nan,nan,nan,nan,nan,nan,nan,11,2021
804,0,,6,2021-11-24 06,2021-11-25 12,46.75,170.5,991.2,16.3,510.0,3.296,30.1,32.4,43.4,271.0,10.8,660.0,1.956,21.2,996.6,44.5,-5.399999999999977,11,2021
807,0,,3,2021-11-25 00,2021-11-25 06,53.0,219.75,980.4,21.0,870.0,3.411,32.4,34.9,49.0,473.0,nan,nan,nan,nan,nan,nan,nan,11,2021
808,0,,10,2021-11-25 06,2021-11-26 18,45.0,196.5,980.6,27.4,430.0,6.361,47.3,39.6,53.4,177.0,14.1,700.0,2.369,26.0,995.4,41.75,-14.799999999999955,11,2021
811,0,,4,2021-11-26 00,2021-11-26 18,51.25,158.25,996.5,11.0,890.0,1.814,19.1,29.7,41.8,495.0,nan,nan,nan,nan,nan,nan,nan,11,2021
812,0,,3,2021-11-26 06,2021-11-26 06,45.0,187.25,991.2,16.5,630.0,2.91,29.0,39.9,56.5,472.0,nan,nan,nan,nan,nan,nan,nan,11,2021
813,0,,10,2021-11-26 06,2021-11-27 00,46.75,209.25,988.8,17.9,660.0,3.19,30.9,35.6,50.3,439.0,nan,nan,nan,nan,nan,nan,nan,11,2021
814,0,,8,2021-11-26 12,2021-11-28 00,51.5,173.0,972.2,30.2,600.0,5.573,45.0,41.7,57.5,409.0,21.9,320.0,6.547,43.7,985.2,45.75,-13.0,11,2021
818,0,,4,2021-11-27 06,2021-11-28 00,56.0,225.75,983.8,22.5,590.0,4.218,35.0,34.9,54.1,64.0,nan,nan,nan,nan,nan,nan,nan,11,2021
819,0,,14,2021-11-27 06,2021-11-29 00,50.75,193.75,959.2,39.2,480.0,8.412,57.3,50.8,65.1,85.0,15.5,380.0,4.203,34.5,985.9,43.0,-26.699999999999932,11,2021
821,0,,3,2021-11-29 00,2021-11-29 00,48.5,181.25,975.3,20.9,720.0,3.556,33.8,41.0,54.6,494.0,nan,nan,nan,nan,nan,nan,nan,11,2021
822,0,,13,2021-11-29 06,2021-11-30 18,55.75,171.0,997.0,19.0,460.0,4.247,33.4,39.7,57.4,121.0,14.5,440.0,3.379,28.4,999.8,52.25,-2.7999999999999545,11,2021
828,1,2021-12-02 00,4,2021-12-02 00,2021-12-02 06,53.75,148.0,950.9,47.1,590.0,8.738,61.5,47.3,72.2,116.0,nan,nan,nan,nan,nan,nan,nan,12,2021
829,0,,3,2021-12-02 00,2021-12-02 00,47.25,193.75,1017.8,12.5,400.0,3.007,26.4,35.6,51.5,99.0,nan,nan,nan,nan,nan,nan,nan,12,2021
831,0,,4,2021-12-02 18,2021-12-03 12,38.5,213.25,1008.6,12.1,580.0,2.254,25.1,36.9,50.8,258.0,nan,nan,nan,nan,nan,nan,nan,12,2021
833,0,,7,2021-12-03 00,2021-12-03 00,58.0,214.5,1006.1,23.1,580.0,4.262,34.7,31.1,46.5,215.0,nan,nan,nan,nan,nan,nan,nan,12,2021
834,0,,6,2021-12-03 12,2021-12-04 18,57.5,168.5,975.1,32.3,720.0,5.316,43.4,37.2,50.8,491.0,13.9,770.0,2.29,25.3,1000.0,42.75,-24.899999999999977,12,2021
835,0,,4,2021-12-03 12,2021-12-04 06,33.75,206.0,990.0,23.8,660.0,4.131,43.6,41.7,61.0,69.0,nan,nan,nan,nan,nan,nan,nan,12,2021
837,0,,5,2021-12-03 18,2021-12-04 06,45.75,224.25,1006.0,14.0,210.0,6.613,38.1,37.5,54.4,82.0,nan,nan,nan,nan,nan,nan,nan,12,2021
839,0,,7,2021-12-04 12,2021-12-04 18,35.0,206.5,984.5,27.2,590.0,5.079,48.3,46.7,69.9,141.0,nan,nan,nan,nan,nan,nan,nan,12,2021
842,0,,5,2021-12-04 18,2021-12-05 18,47.25,172.0,998.8,13.9,410.0,3.313,28.6,44.5,69.0,284.0,6.7,460.0,1.442,16.2,1009.2,40.75,-10.400000000000091,12,2021
843,0,,5,2021-12-06 00,2021-12-06 12,50.75,223.75,1004.6,14.6,530.0,2.775,25.5,33.8,48.9,376.0,nan,nan,nan,nan,nan,nan,nan,12,2021
844,0,,3,2021-12-06 12,2021-12-07 00,57.5,205.5,977.6,25.7,530.0,5.108,39.3,38.6,51.9,363.0,nan,nan,nan,nan,nan,nan,nan,12,2021
846,0,,3,2021-12-06 18,2021-12-07 06,31.25,146.0,1007.2,9.3,770.0,1.541,21.8,39.6,54.0,479.0,nan,nan,nan,nan,nan,nan,nan,12,2021
850,1,2021-12-09 12,8,2021-12-08 00,2021-12-09 18,57.25,199.0,959.6,41.3,510.0,8.476,56.7,52.4,81.1,160.0,26.0,430.0,6.049,44.4,988.2,49.25,-28.600000000000023,12,2021
852,0,,17,2021-12-08 18,2021-12-12 18,50.5,165.5,969.6,30.3,740.0,5.069,44.2,44.0,66.2,393.0,26.4,600.0,4.895,42.6,983.7,46.0,-14.100000000000023,12,2021
854,0,,4,2021-12-10 00,2021-12-10 00,57.0,148.5,1013.7,11.1,430.0,2.533,21.7,24.5,35.0,424.0,nan,nan,nan,nan,nan,nan,nan,12,2021
855,0,,9,2021-12-11 12,2021-12-11 12,56.75,215.25,968.4,29.8,680.0,5.089,41.6,43.0,62.9,491.0,nan,nan,nan,nan,nan,nan,nan,12,2021
856,1,2021-12-13 00,4,2021-12-13 00,2021-12-13 06,56.25,164.75,962.6,36.0,580.0,6.722,49.8,53.9,76.5,223.0,nan,nan,nan,nan,nan,nan,nan,12,2021
859,0,,3,2021-12-13 12,2021-12-13 18,50.0,158.0,968.7,22.4,1000.0,3.753,36.9,37.7,50.9,210.0,nan,nan,nan,nan,nan,nan,nan,12,2021
861,0,,11,2021-12-14 00,2021-12-14 18,52.75,217.25,978.6,31.5,600.0,5.73,45.5,41.9,59.7,263.0,nan,nan,nan,nan,nan,nan,nan,12,2021
862,0,,3,2021-12-14 00,2021-12-14 00,47.5,234.75,992.6,16.3,950.0,2.551,27.1,23.1,30.7,489.0,nan,nan,nan,nan,nan,nan,nan,12,2021
865,0,,10,2021-12-14 18,2021-12-15 12,45.25,201.75,1003.0,11.7,280.0,3.987,29.9,26.4,36.4,161.0,nan,nan,nan,nan,nan,nan,nan,12,2021
866,0,,9,2021-12-15 00,2021-12-16 18,56.5,151.0,985.2,20.7,420.0,4.904,36.2,36.0,48.4,95.0,18.0,440.0,4.169,32.4,991.6,56.25,-6.399999999999977,12,2021
868,0,,4,2021-12-15 18,2021-12-16 12,50.0,169.25,986.1,21.2,390.0,5.348,39.3,38.8,50.9,123.0,nan,nan,nan,nan,nan,nan,nan,12,2021
869,1,2021-12-16 12,8,2021-12-15 18,2021-12-16 18,36.5,171.75,994.9,22.2,240.0,8.803,50.2,58.1,86.6,72.0,6.3,230.0,2.624,23.4,1011.0,32.75,-16.100000000000023,12,2021
870,0,,4,2021-12-15 18,2021-12-16 00,32.25,192.0,1012.1,6.5,420.0,1.53,18.8,26.8,40.9,56.0,nan,nan,nan,nan,nan,nan,nan,12,2021
871,0,,3,2021-12-16 00,2021-12-16 06,37.75,200.0,1011.8,7.8,380.0,1.963,20.7,27.2,42.1,35.0,nan,nan,nan,nan,nan,nan,nan,12,2021
872,0,,4,2021-12-16 18,2021-12-17 00,55.0,172.0,970.2,36.3,400.0,8.943,55.3,44.6,63.6,140.0,nan,nan,nan,nan,nan,nan,nan,12,2021
876,0,,4,2021-12-17 06,2021-12-17 12,38.75,206.0,1007.4,14.9,390.0,3.718,33.1,36.3,52.3,91.0,nan,nan,nan,nan,nan,nan,nan,12,2021
877,1,2021-12-17 18,5,2021-12-17 12,2021-12-18 00,48.5,160.0,952.9,46.2,430.0,10.818,66.4,54.2,76.8,171.0,nan,nan,nan,nan,nan,nan,nan,12,2021
878,0,,4,2021-12-17 12,2021-12-18 00,55.0,222.25,1003.1,18.3,440.0,4.007,31.7,31.2,43.6,255.0,nan,nan,nan,nan,nan,nan,nan,12,2021
879,0,,13,2021-12-17 18,2021-12-18 12,49.5,149.5,972.9,24.4,230.0,10.541,52.1,45.9,66.8,61.0,nan,nan,nan,nan,nan,nan,nan,12,2021
880,0,,3,2021-12-17 18,2021-12-17 18,35.5,180.25,1004.9,16.8,410.0,3.982,36.3,39.2,58.5,319.0,nan,nan,nan,nan,nan,nan,nan,12,2021
881,0,,10,2021-12-18 00,2021-12-19 06,52.0,166.75,967.7,28.8,390.0,7.548,49.5,45.9,64.4,119.0,23.0,650.0,4.223,39.7,973.3,43.5,-5.599999999999909,12,2021
882,0,,5,2021-12-18 06,2021-12-18 18,51.75,231.25,998.5,20.4,550.0,3.937,33.7,36.9,58.6,492.0,nan,nan,nan,nan,nan,nan,nan,12,2021
884,0,,5,2021-12-18 18,2021-12-19 12,40.25,230.5,1006.8,11.6,570.0,2.258,24.5,31.0,43.2,375.0,nan,nan,nan,nan,nan,nan,nan,12,2021
885,0,,3,2021-12-19 06,2021-12-19 06,54.5,157.0,987.2,8.5,1200.0,1.43,15.2,34.9,50.3,495.0,nan,nan,nan,nan,nan,nan,nan,12,2021
887,0,,10,2021-12-20 00,2021-12-21 06,41.25,225.25,994.2,24.8,500.0,5.094,43.5,39.8,59.7,216.0,13.9,730.0,2.348,26.7,1003.9,39.75,-9.699999999999932,12,2021
888,1,2021-12-22 06,11,2021-12-20 00,2021-12-22 12,57.25,168.5,970.5,42.1,440.0,9.63,59.4,50.9,77.6,369.0,32.7,570.0,6.171,48.1,983.4,51.0,-12.899999999999977,12,2021
889,0,,7,2021-12-21 06,2021-12-22 18,47.75,162.0,988.5,19.7,620.0,3.508,32.6,33.9,50.0,393.0,15.3,560.0,2.982,29.0,994.1,44.5,-5.600000000000023,12,2021
890,0,,4,2021-12-21 18,2021-12-22 06,53.0,226.5,994.5,21.3,570.0,3.967,33.8,36.4,51.5,253.0,nan,nan,nan,nan,nan,nan,nan,12,2021
893,0,,3,2021-12-23 00,2021-12-23 00,50.25,163.25,988.8,21.0,610.0,3.855,34.3,33.1,43.7,71.0,nan,nan,nan,nan,nan,nan,nan,12,2021
894,0,,9,2021-12-23 00,2021-12-24 00,42.5,176.5,992.5,18.1,510.0,3.726,34.4,42.8,60.8,99.0,11.5,650.0,1.988,25.5,1004.3,32.25,-11.799999999999955,12,2021
895,0,,5,2021-12-23 00,2021-12-24 00,35.25,169.5,990.2,16.5,380.0,4.337,37.7,39.2,52.6,260.0,5.5,460.0,1.185,15.4,1006.4,33.5,-16.199999999999932,12,2021
896,0,,6,2021-12-23 18,2021-12-24 06,50.0,231.25,983.9,26.0,550.0,4.922,40.5,38.0,57.5,413.0,nan,nan,nan,nan,nan,nan,nan,12,2021
898,0,,11,2021-12-23 18,2021-12-26 06,47.75,151.25,976.2,23.9,790.0,3.867,37.0,44.3,66.3,499.0,24.6,500.0,5.159,41.0,986.7,50.0,-10.5,12,2021
901,1,2021-12-25 06,7,2021-12-24 12,2021-12-25 12,42.5,176.25,973.5,32.5,570.0,6.091,50.8,53.3,77.1,409.0,16.2,520.0,3.349,36.0,989.8,31.5,-16.299999999999955,12,2021
903,1,2021-12-26 06,16,2021-12-24 18,2021-12-26 18,50.75,158.25,956.8,39.7,520.0,8.051,56.9,47.8,65.7,132.0,18.0,280.0,6.262,40.8,978.7,45.0,-21.90000000000009,12,2021
904,0,,3,2021-12-25 06,2021-12-25 18,39.5,160.5,982.7,18.5,330.0,5.411,40.5,50.7,73.8,102.0,nan,nan,nan,nan,nan,nan,nan,12,2021
905,0,,5,2021-12-25 12,2021-12-26 12,47.5,235.5,991.6,24.5,570.0,4.499,38.9,37.5,55.8,282.0,24.0,540.0,4.561,38.2,994.1,49.5,-2.5,12,2021
906,0,,4,2021-12-26 06,2021-12-26 06,51.5,174.25,981.5,16.2,800.0,2.713,26.7,38.5,51.9,495.0,nan,nan,nan,nan,nan,nan,nan,12,2021
908,0,,4,2021-12-26 18,2021-12-27 12,55.25,176.25,984.2,21.0,580.0,3.95,33.3,38.2,54.4,321.0,nan,nan,nan,nan,nan,nan,nan,12,2021
913,0,,4,2021-12-27 18,2021-12-27 18,53.0,226.75,1003.3,13.0,470.0,2.911,25.4,32.1,44.7,492.0,nan,nan,nan,nan,nan,nan,nan,12,2021
914,0,,3,2021-12-28 00,2021-12-28 00,58.0,227.5,1005.7,8.1,150.0,4.667,25.6,16.4,28.0,496.0,nan,nan,nan,nan,nan,nan,nan,12,2021
917,1,2021-12-29 18,13,2021-12-28 18,2021-12-30 18,54.75,181.5,983.9,32.3,680.0,5.42,44.3,48.6,67.1,324.0,22.4,390.0,5.758,42.7,990.8,45.25,-6.899999999999977,12,2021
918,0,,4,2021-12-28 18,2021-12-29 12,50.75,183.75,999.8,15.1,450.0,3.428,29.2,31.0,46.9,496.0,nan,nan,nan,nan,nan,nan,nan,12,2021
920,0,,3,2021-12-28 18,2021-12-29 06,43.5,235.75,1004.2,11.5,790.0,1.824,20.8,26.6,35.2,488.0,nan,nan,nan,nan,nan,nan,nan,12,2021
923,0,,5,2021-12-29 18,2021-12-30 18,51.5,145.0,989.2,25.0,400.0,6.248,43.9,40.9,62.0,59.0,10.7,370.0,2.968,25.6,1003.9,47.25,-14.699999999999932,12,2021
924,0,,3,2021-12-29 18,2021-12-29 18,57.75,151.0,1006.2,11.0,450.0,2.457,21.2,27.7,37.5,486.0,nan,nan,nan,nan,nan,nan,nan,12,2021
925,0,,3,2021-12-30 00,2021-12-30 00,56.0,226.25,997.2,17.9,510.0,3.754,31.0,37.1,50.7,361.0,nan,nan,nan,nan,nan,nan,nan,12,2021
928,0,,7,2021-12-30 12,2021-12-31 06,50.5,157.5,975.5,33.1,540.0,6.525,49.5,46.0,68.1,411.0,nan,nan,nan,nan,nan,nan,nan,12,2021
931,1,2022-01-01 06,6,2021-12-31 06,2022-01-01 12,51.75,161.0,967.6,38.0,540.0,7.607,54.9,48.2,68.6,165.0,15.1,620.0,2.706,28.8,991.0,40.25,-23.399999999999977,1,2021
932,0,,6,2021-12-31 06,2022-01-01 06,33.25,183.0,999.7,14.7,420.0,3.375,33.4,39.6,60.1,454.0,7.3,810.0,1.179,18.3,1008.4,29.25,-8.699999999999932,1,2021
933,0,,3,2021-12-31 12,2021-12-31 18,44.75,151.5,991.6,8.6,890.0,1.697,19.5,31.4,44.7,65.0,nan,nan,nan,nan,nan,nan,nan,12,2021
935,0,,7,2022-01-01 06,2022-01-02 00,47.0,168.0,986.2,18.8,450.0,4.288,35.6,44.0,64.3,389.0,nan,nan,nan,nan,nan,nan,nan,1,2021
937,0,,6,2022-01-01 18,2022-01-03 00,44.5,181.75,986.2,17.5,710.0,3.038,30.9,43.3,65.8,161.0,20.3,440.0,4.637,42.0,989.5,33.75,-3.2999999999999545,1,2021
938,1,2022-01-02 00,4,2022-01-02 00,2022-01-02 00,58.0,213.0,973.0,41.6,670.0,7.22,53.9,48.1,73.6,496.0,nan,nan,nan,nan,nan,nan,nan,1,2021
939,0,,11,2022-01-02 00,2022-01-03 18,43.5,175.5,978.1,20.6,700.0,3.543,35.2,42.7,62.7,248.0,13.6,690.0,2.356,26.1,987.6,40.75,-9.5,1,2021
942,0,,10,2022-01-02 18,2022-01-04 00,46.0,147.25,982.7,28.2,430.0,6.524,47.8,41.7,61.8,170.0,22.0,340.0,6.297,42.7,987.7,48.5,-5.0,1,2021
943,0,,4,2022-01-03 00,2022-01-03 00,50.75,216.0,982.1,22.3,1010.0,3.898,37.8,40.2,55.2,432.0,nan,nan,nan,nan,nan,nan,nan,1,2021
944,0,,5,2022-01-03 12,2022-01-03 12,54.25,222.5,984.6,26.0,1070.0,4.146,39.0,42.0,62.1,418.0,nan,nan,nan,nan,nan,nan,nan,1,2021
947,0,,9,2022-01-04 06,2022-01-05 12,46.0,156.0,976.6,30.7,300.0,9.8,55.6,50.4,78.6,80.0,12.0,430.0,2.825,28.3,993.8,37.25,-17.199999999999932,1,2021
949,0,,9,2022-01-04 18,2022-01-05 18,50.25,187.5,967.6,31.9,450.0,7.156,50.3,43.5,58.7,99.0,16.1,890.0,2.652,28.2,981.2,46.0,-13.600000000000023,1,2021
950,0,,5,2022-01-04 18,2022-01-05 00,47.75,202.25,982.5,16.1,720.0,2.834,28.3,37.7,50.9,208.0,nan,nan,nan,nan,nan,nan,nan,1,2021
954,1,2022-01-05 12,6,2022-01-05 06,2022-01-06 06,44.0,170.5,979.5,12.1,770.0,2.16,23.8,34.1,50.6,489.0,8.9,520.0,1.943,21.3,989.5,40.25,-10.0,1,2021
956,0,,16,2022-01-05 18,2022-01-07 00,48.75,185.0,971.8,20.1,530.0,4.191,35.9,35.4,49.1,478.0,15.5,590.0,2.909,29.9,977.9,41.0,-6.100000000000023,1,2021
957,0,,6,2022-01-05 18,2022-01-06 00,49.75,218.5,987.3,25.4,550.0,5.078,41.6,35.7,51.4,319.0,nan,nan,nan,nan,nan,nan,nan,1,2021
958,0,,3,2022-01-06 06,2022-01-06 18,43.25,224.25,999.7,12.1,520.0,2.501,25.2,31.5,45.8,165.0,nan,nan,nan,nan,nan,nan,nan,1,2021
961,0,,4,2022-01-06 18,2022-01-07 06,33.75,153.5,997.3,15.7,220.0,6.787,42.0,41.1,57.7,116.0,nan,nan,nan,nan,nan,nan,nan,1,2021
962,0,,25,2022-01-07 00,2022-01-10 00,49.0,192.5,963.0,23.5,680.0,4.004,36.5,36.0,51.6,419.0,22.8,640.0,3.98,35.7,967.6,49.75,-4.600000000000023,1,2021
963,0,,4,2022-01-07 00,2022-01-07 18,50.25,151.75,999.1,8.7,480.0,1.969,19.0,31.0,43.1,231.0,nan,nan,nan,nan,nan,nan,nan,1,2021
967,1,2022-01-08 06,9,2022-01-08 00,2022-01-09 12,41.5,206.5,968.1,21.5,390.0,5.52,42.6,51.6,76.5,256.0,17.1,320.0,5.136,39.0,982.3,38.5,-14.199999999999932,1,2021
968,0,,11,2022-01-08 06,2022-01-09 12,51.75,212.25,958.6,30.9,660.0,5.602,46.1,40.7,60.7,230.0,18.1,530.0,3.62,33.7,977.0,43.25,-18.399999999999977,1,2021
969,0,,6,2022-01-09 06,2022-01-09 06,53.75,151.25,999.2,16.1,800.0,2.542,24.7,33.4,46.0,473.0,nan,nan,nan,nan,nan,nan,nan,1,2021
970,0,,8,2022-01-09 12,2022-01-11 00,47.75,160.5,995.9,12.5,320.0,3.795,29.5,38.6,52.9,172.0,11.6,410.0,2.855,25.5,1000.5,47.25,-4.600000000000023,1,2021
971,0,,4,2022-01-10 00,2022-01-10 00,38.75,199.75,978.2,12.8,210.0,5.916,36.8,45.5,64.2,94.0,nan,nan,nan,nan,nan,nan,nan,1,2021
972,0,,4,2022-01-10 00,2022-01-10 18,31.5,156.5,1004.0,10.2,400.0,2.456,26.8,35.7,51.4,421.0,nan,nan,nan,nan,nan,nan,nan,1,2021
980,1,2022-01-12 00,11,2022-01-11 18,2022-01-12 12,44.0,196.5,958.1,37.7,450.0,8.565,59.2,50.1,73.6,140.0,nan,nan,nan,nan,nan,nan,nan,1,2021
981,0,,3,2022-01-12 00,2022-01-12 06,41.75,219.25,996.0,18.1,410.0,4.304,36.3,44.5,59.6,496.0,nan,nan,nan,nan,nan,nan,nan,1,2021
982,0,,3,2022-01-12 12,2022-01-12 18,43.75,148.75,975.1,26.9,760.0,4.337,41.9,41.3,64.9,406.0,nan,nan,nan,nan,nan,nan,nan,1,2021
987,1,2022-01-13 18,3,2022-01-13 12,2022-01-13 18,38.25,177.75,977.6,24.3,290.0,8.068,50.6,46.8,69.5,249.0,nan,nan,nan,nan,nan,nan,nan,1,2021
988,0,,4,2022-01-13 18,2022-01-13 18,47.75,149.25,974.4,26.8,750.0,4.354,40.3,40.4,59.3,389.0,nan,nan,nan,nan,nan,nan,nan,1,2021
991,0,,19,2022-01-14 06,2022-01-16 06,48.5,174.0,964.0,32.0,750.0,5.351,47.0,43.2,60.6,476.0,24.0,660.0,4.25,39.2,971.7,45.75,-7.7000000000000455,1,2021
993,0,,6,2022-01-14 06,2022-01-14 12,50.5,215.75,978.4,30.7,440.0,6.972,49.0,40.9,58.2,451.0,nan,nan,nan,nan,nan,nan,nan,1,2021
994,0,,5,2022-01-14 12,2022-01-14 18,48.0,155.5,983.7,15.1,900.0,2.501,26.3,37.4,51.8,421.0,nan,nan,nan,nan,nan,nan,nan,1,2021
995,0,,7,2022-01-14 18,2022-01-14 18,38.5,197.75,988.5,20.4,640.0,3.529,36.4,36.6,49.9,495.0,nan,nan,nan,nan,nan,nan,nan,1,2021
999,0,,4,2022-01-17 00,2022-01-17 18,43.0,149.25,995.0,10.6,500.0,2.299,23.4,27.8,40.5,184.0,nan,nan,nan,nan,nan,nan,nan,1,2021
1002,0,,17,2022-01-17 18,2022-01-18 12,49.0,179.5,969.4,22.8,480.0,5.054,40.2,43.0,59.5,137.0,nan,nan,nan,nan,nan,nan,nan,1,2021
1004,0,,9,2022-01-17 18,2022-01-19 00,51.0,208.25,987.4,16.7,610.0,3.026,28.1,35.4,46.2,408.0,13.0,520.0,2.6,26.2,992.3,42.5,-4.899999999999977,1,2021
1005,0,,3,2022-01-18 06,2022-01-18 12,46.5,192.0,984.1,9.3,460.0,2.198,21.4,29.4,39.0,113.0,nan,nan,nan,nan,nan,nan,nan,1,2021
1008,1,2022-01-19 12,18,2022-01-18 12,2022-01-19 18,40.25,178.0,954.5,30.1,470.0,6.633,51.8,47.5,73.0,199.0,13.6,570.0,2.658,29.1,978.7,36.75,-24.200000000000045,1,2021
1009,0,,3,2022-01-18 18,2022-01-19 06,41.0,189.0,982.7,11.3,280.0,3.964,30.7,35.9,51.8,428.0,nan,nan,nan,nan,nan,nan,nan,1,2021
