track,hf,onset,n,start,peak_when,peak_lat,peak_lon,min_p,peak_depth,peak_scale_km,peak_grad,peak_vg_kt,max_wind_kt,max_gust_kt,peak_wind_dist_km,pre_depth,pre_scale_km,pre_grad,pre_vg_kt,pre_p,pre_lat,deepen24,month,season
213,0,,4,2021-02-11 12,2021-02-11 12,46.5,225.0,1003.9,16.1,640.0,2.761,27.4,30.4,41.5,369.0,nan,nan,nan,nan,nan,nan,nan,2,2020
214,0,,4,2021-02-11 18,2021-02-12 12,37.75,183.0,973.5,20.2,470.0,4.376,39.6,43.8,67.2,35.0,nan,nan,nan,nan,nan,nan,nan,2,2020
215,0,,6,2021-02-12 06,2021-02-13 00,51.75,220.0,984.3,30.9,450.0,6.86,48.4,39.6,55.8,90.0,nan,nan,nan,nan,nan,nan,nan,2,2020
217,0,,6,2021-02-13 00,2021-02-13 12,49.5,193.75,954.5,35.0,560.0,6.735,51.5,46.8,66.7,448.0,nan,nan,nan,nan,nan,nan,nan,2,2020
218,0,,3,2021-02-13 06,2021-02-13 12,47.25,234.5,994.0,25.5,420.0,5.928,44.0,36.2,49.2,86.0,nan,nan,nan,nan,nan,nan,nan,2,2020
219,0,,13,2021-02-14 12,2021-02-14 12,51.0,184.25,966.7,25.1,940.0,4.004,38.1,36.1,48.2,477.0,nan,nan,nan,nan,nan,nan,nan,2,2020
224,0,,10,2021-02-17 12,2021-02-18 18,55.0,220.75,965.4,40.9,460.0,9.065,58.3,45.3,74.6,240.0,30.3,440.0,6.889,49.6,985.9,47.25,-20.5,2,2020
225,1,2021-02-18 06,13,2021-02-17 18,2021-02-18 18,51.0,161.0,954.3,39.5,540.0,7.849,56.4,43.3,65.2,175.0,15.7,550.0,3.174,30.9,982.1,42.75,-27.800000000000068,2,2020
226,0,,5,2021-02-20 00,2021-02-21 00,57.5,211.5,973.1,24.0,730.0,3.974,34.4,35.4,47.1,498.0,19.7,620.0,3.517,31.3,981.4,52.75,-8.299999999999955,2,2020
227,0,,5,2021-02-20 12,2021-02-20 12,51.75,180.0,975.7,17.3,720.0,2.993,28.4,35.5,49.3,197.0,nan,nan,nan,nan,nan,nan,nan,2,2020
228,0,,5,2021-02-20 12,2021-02-21 12,49.5,161.0,978.5,22.6,760.0,3.795,35.6,35.4,50.3,499.0,15.5,640.0,2.765,27.2,986.0,47.5,-7.5,2,2020
229,0,,3,2021-02-21 18,2021-02-21 18,49.75,160.25,978.3,24.0,730.0,4.036,37.1,42.4,58.9,480.0,nan,nan,nan,nan,nan,nan,nan,2,2020
231,0,,7,2021-02-22 12,2021-02-22 12,49.0,170.75,984.0,21.5,850.0,3.446,33.7,34.6,48.4,446.0,nan,nan,nan,nan,nan,nan,nan,2,2020
232,0,,18,2021-02-22 18,2021-02-23 18,46.25,155.0,976.2,28.5,570.0,5.454,45.4,43.4,62.4,366.0,15.3,640.0,2.662,28.1,996.8,41.75,-20.59999999999991,2,2020
234,1,2021-02-25 12,6,2021-02-24 06,2021-02-25 06,57.25,220.5,978.7,35.3,540.0,6.9,49.6,48.5,69.6,334.0,17.1,580.0,3.206,28.8,999.6,52.25,-20.899999999999977,2,2020
236,0,,4,2021-02-26 18,2021-02-27 12,49.5,160.75,982.9,34.9,520.0,7.02,52.0,47.3,64.9,218.0,nan,nan,nan,nan,nan,nan,nan,2,2020
238,0,,4,2021-02-27 06,2021-02-28 00,41.75,169.25,991.6,23.1,570.0,4.424,40.5,50.1,71.4,246.0,nan,nan,nan,nan,nan,nan,nan,2,2020
239,0,,3,2021-02-27 18,2021-02-28 06,50.75,166.5,976.1,33.8,910.0,5.321,47.9,42.2,60.5,410.0,nan,nan,nan,nan,nan,nan,nan,2,2020
241,1,2021-02-28 18,4,2021-02-28 12,2021-03-01 00,56.75,170.75,944.9,59.7,570.0,11.291,71.9,56.4,85.8,393.0,nan,nan,nan,nan,nan,nan,nan,3,2020
245,0,,3,2021-03-02 18,2021-03-03 06,52.75,159.25,986.1,30.7,650.0,5.332,43.9,38.8,53.0,233.0,nan,nan,nan,nan,nan,nan,nan,3,2020
246,0,,5,2021-03-03 12,2021-03-03 18,55.25,219.0,981.6,18.5,940.0,3.156,30.0,28.9,40.9,376.0,nan,nan,nan,nan,nan,nan,nan,3,2020
247,0,,4,2021-03-04 12,2021-03-05 00,52.0,227.0,982.3,27.2,330.0,7.901,48.5,45.5,65.7,120.0,nan,nan,nan,nan,nan,nan,nan,3,2020
249,0,,5,2021-03-05 12,2021-03-06 00,54.75,209.75,985.5,21.9,420.0,5.135,37.8,46.9,67.2,85.0,nan,nan,nan,nan,nan,nan,nan,3,2020
250,0,,4,2021-03-05 12,2021-03-06 06,56.5,166.25,987.7,18.0,500.0,3.762,30.8,36.1,50.0,204.0,nan,nan,nan,nan,nan,nan,nan,3,2020
252,0,,3,2021-03-06 12,2021-03-07 00,57.0,168.0,973.4,30.2,540.0,5.916,44.3,40.3,56.2,484.0,nan,nan,nan,nan,nan,nan,nan,3,2020
253,0,,12,2021-03-06 18,2021-03-07 06,49.75,222.25,987.5,27.9,620.0,4.946,41.9,46.8,66.8,250.0,nan,nan,nan,nan,nan,nan,nan,3,2020
255,0,,8,2021-03-10 06,2021-03-12 00,56.0,162.5,987.2,25.2,770.0,4.087,35.9,40.9,57.6,497.0,28.8,470.0,6.24,47.1,991.3,47.5,-4.099999999999909,3,2020
257,0,,7,2021-03-11 00,2021-03-12 12,53.75,172.75,981.9,29.7,600.0,5.505,43.9,48.4,67.1,279.0,22.8,350.0,6.361,45.7,997.3,40.25,-15.399999999999977,3,2020
259,0,,9,2021-03-12 18,2021-03-14 06,57.5,232.5,998.2,21.9,240.0,8.495,44.7,37.4,51.7,496.0,20.2,580.0,3.829,33.1,1001.6,52.5,-3.3999999999999773,3,2020
260,0,,7,2021-03-14 06,2021-03-14 06,39.75,144.25,991.9,23.8,430.0,5.473,44.3,34.6,51.1,152.0,nan,nan,nan,nan,nan,nan,nan,3,2020
261,0,,6,2021-03-15 12,2021-03-16 18,50.5,157.5,989.1,16.5,890.0,2.697,27.2,39.3,58.5,278.0,18.7,540.0,3.674,34.3,996.8,43.0,-7.699999999999932,3,2020
262,0,,3,2021-03-15 18,2021-03-16 06,57.0,224.0,995.1,15.6,350.0,4.387,31.7,34.6,51.9,217.0,nan,nan,nan,nan,nan,nan,nan,3,2020
263,0,,6,2021-03-16 12,2021-03-17 06,54.0,220.0,976.6,33.4,340.0,9.638,55.4,44.8,66.8,141.0,nan,nan,nan,nan,nan,nan,nan,3,2020
264,0,,10,2021-03-16 18,2021-03-18 06,50.75,162.0,980.1,23.5,670.0,4.171,37.1,36.3,52.9,361.0,23.3,490.0,5.07,39.8,982.3,51.75,-2.199999999999932,3,2020
267,0,,9,2021-03-17 12,2021-03-18 18,44.0,226.0,983.9,28.7,540.0,5.536,46.1,44.1,66.8,372.0,21.3,560.0,4.04,36.7,990.7,44.5,-6.800000000000068,3,2020
268,0,,8,2021-03-19 06,2021-03-19 18,57.75,181.0,976.4,29.6,490.0,6.268,44.9,38.9,55.8,239.0,nan,nan,nan,nan,nan,nan,nan,3,2020
271,0,,5,2021-03-21 00,2021-03-21 12,58.0,219.5,991.6,23.2,690.0,3.865,33.2,34.4,46.3,493.0,nan,nan,nan,nan,nan,nan,nan,3,2020
272,0,,9,2021-03-21 06,2021-03-21 18,44.0,186.75,981.8,36.0,480.0,7.712,56.3,42.8,63.1,188.0,nan,nan,nan,nan,nan,nan,nan,3,2020
273,0,,5,2021-03-22 00,2021-03-22 18,55.0,150.5,958.8,44.2,570.0,8.459,59.1,47.4,65.9,335.0,nan,nan,nan,nan,nan,nan,nan,3,2020
274,0,,3,2021-03-23 06,2021-03-23 06,56.75,212.0,1003.7,16.4,720.0,2.744,25.3,25.4,36.2,494.0,nan,nan,nan,nan,nan,nan,nan,3,2020
277,0,,4,2021-03-24 12,2021-03-24 12,57.5,147.0,987.9,24.8,420.0,5.884,41.2,35.9,51.1,89.0,nan,nan,nan,nan,nan,nan,nan,3,2020
278,0,,7,2021-03-25 06,2021-03-26 00,37.5,191.75,997.2,21.6,490.0,4.568,41.4,35.6,55.1,248.0,nan,nan,nan,nan,nan,nan,nan,3,2020
280,0,,10,2021-03-26 12,2021-03-27 06,45.75,160.5,968.2,42.7,600.0,7.846,60.2,46.9,66.1,177.0,nan,nan,nan,nan,nan,nan,nan,3,2020
281,0,,4,2021-03-30 06,2021-03-30 18,55.5,147.0,990.9,22.3,540.0,4.468,36.0,37.2,49.2,412.0,nan,nan,nan,nan,nan,nan,nan,3,2020
283,0,,5,2021-03-31 18,2021-04-01 18,57.75,160.0,990.2,28.6,660.0,4.917,40.0,41.1,57.0,489.0,25.0,440.0,5.665,44.3,994.8,43.75,-4.599999999999909,4,2020
287,0,,5,2021-04-03 18,2021-04-04 00,55.5,148.75,984.1,30.4,650.0,5.224,42.4,40.8,56.0,298.0,nan,nan,nan,nan,nan,nan,nan,4,2020
288,0,,7,2021-04-04 00,2021-04-04 06,35.0,219.0,1001.4,23.4,460.0,5.126,45.0,38.1,56.2,284.0,nan,nan,nan,nan,nan,nan,nan,4,2020
290,1,2021-04-08 12,16,2021-04-07 00,2021-04-07 18,41.75,156.0,966.9,44.3,460.0,9.736,65.8,47.3,67.3,118.0,nan,nan,nan,nan,nan,nan,nan,4,2020
291,0,,3,2021-04-07 00,2021-04-07 12,58.0,179.0,999.8,29.1,360.0,7.795,48.1,37.3,53.2,125.0,nan,nan,nan,nan,nan,nan,nan,4,2020
295,0,,3,2021-04-13 00,2021-04-13 06,45.5,199.0,1000.8,18.1,290.0,5.975,39.9,39.0,53.9,113.0,nan,nan,nan,nan,nan,nan,nan,4,2020
296,0,,3,2021-04-13 06,2021-04-13 06,53.5,177.75,998.3,16.4,410.0,4.032,31.6,36.6,52.1,264.0,nan,nan,nan,nan,nan,nan,nan,4,2020
297,0,,4,2021-04-13 18,2021-04-14 06,54.5,210.5,992.9,25.9,440.0,5.883,42.4,37.9,50.9,154.0,nan,nan,nan,nan,nan,nan,nan,4,2020
298,0,,4,2021-04-14 00,2021-04-14 06,31.0,168.75,1005.3,17.0,450.0,3.768,37.7,45.3,65.3,368.0,nan,nan,nan,nan,nan,nan,nan,4,2020
299,0,,3,2021-04-14 18,2021-04-14 18,55.25,144.25,981.8,27.4,430.0,6.464,44.9,34.3,49.5,127.0,nan,nan,nan,nan,nan,nan,nan,4,2020
301,0,,10,2021-04-17 18,2021-04-18 12,45.25,212.0,986.0,30.9,560.0,5.887,48.2,37.3,52.0,171.0,nan,nan,nan,nan,nan,nan,nan,4,2020
303,0,,7,2021-04-19 00,2021-04-19 00,46.75,144.0,980.2,27.7,730.0,4.576,42.0,34.9,47.7,281.0,nan,nan,nan,nan,nan,nan,nan,4,2020
305,0,,4,2021-04-20 12,2021-04-20 12,47.5,144.5,992.3,20.6,400.0,5.178,39.4,31.4,47.8,167.0,nan,nan,nan,nan,nan,nan,nan,4,2020
306,0,,9,2021-04-21 00,2021-04-21 12,49.5,200.5,984.7,30.3,640.0,5.369,45.1,34.6,47.4,448.0,nan,nan,nan,nan,nan,nan,nan,4,2020
307,0,,3,2021-04-21 12,2021-04-21 18,43.5,166.75,997.6,17.1,360.0,4.631,36.3,30.7,42.1,137.0,nan,nan,nan,nan,nan,nan,nan,4,2020
310,0,,7,2021-04-23 12,2021-04-24 06,50.0,188.0,984.8,24.7,510.0,5.013,40.3,33.5,46.5,366.0,nan,nan,nan,nan,nan,nan,nan,4,2020
312,0,,3,2021-04-24 06,2021-04-24 06,35.5,166.0,988.0,18.9,590.0,3.486,36.6,39.0,54.6,473.0,nan,nan,nan,nan,nan,nan,nan,4,2020
313,0,,11,2021-04-24 18,2021-04-25 06,44.25,183.5,983.6,22.4,340.0,6.484,44.7,35.3,48.9,85.0,nan,nan,nan,nan,nan,nan,nan,4,2020
314,0,,4,2021-04-26 00,2021-04-26 12,55.0,201.5,983.0,18.9,600.0,3.601,31.2,32.6,46.2,184.0,nan,nan,nan,nan,nan,nan,nan,4,2020
315,1,2021-04-26 18,17,2021-04-26 06,2021-04-27 00,42.75,159.5,945.6,67.2,420.0,15.885,86.7,58.6,87.9,126.0,nan,nan,nan,nan,nan,nan,nan,4,2020
317,0,,4,2021-04-30 00,2021-04-30 06,43.5,145.5,978.6,32.5,340.0,9.321,57.0,41.8,55.7,103.0,nan,nan,nan,nan,nan,nan,nan,4,2020
318,1,2021-10-02 00,6,2021-10-01 00,2021-10-02 00,55.0,219.75,957.6,50.7,400.0,12.526,69.4,57.6,90.6,105.0,15.6,330.0,4.611,34.2,995.8,48.0,-38.19999999999993,10,2021
321,1,2021-10-02 00,10,2021-10-01 18,2021-10-03 18,55.5,165.0,963.6,48.0,520.0,9.556,62.6,53.0,84.3,89.0,34.2,430.0,7.975,54.9,979.3,46.0,-15.699999999999932,10,2021
324,0,,5,2021-10-07 00,2021-10-08 00,57.0,186.5,972.1,32.5,560.0,6.219,46.4,45.2,64.3,267.0,19.1,310.0,5.984,40.2,992.5,47.75,-20.399999999999977,10,2021
325,0,,9,2021-10-09 00,2021-10-10 18,57.75,186.5,988.9,25.2,480.0,5.392,39.9,40.2,55.5,198.0,23.4,370.0,6.273,42.7,992.3,52.75,-3.3999999999999773,10,2021
326,0,,4,2021-10-11 00,2021-10-11 06,53.5,150.5,973.5,32.9,510.0,6.786,49.3,37.9,56.4,86.0,nan,nan,nan,nan,nan,nan,nan,10,2021
327,0,,5,2021-10-11 12,2021-10-11 18,55.0,167.5,975.9,33.3,570.0,6.246,47.3,40.3,61.4,195.0,nan,nan,nan,nan,nan,nan,nan,10,2021
330,0,,6,2021-10-14 18,2021-10-15 12,52.0,150.75,984.5,28.8,460.0,6.386,46.2,40.7,59.0,103.0,nan,nan,nan,nan,nan,nan,nan,10,2021
331,0,,6,2021-10-15 06,2021-10-15 12,53.25,207.0,995.4,17.8,510.0,3.61,30.6,33.8,48.9,187.0,nan,nan,nan,nan,nan,nan,nan,10,2021
332,0,,7,2021-10-15 06,2021-10-16 12,56.25,169.75,968.7,36.4,610.0,6.636,49.9,44.7,65.2,421.0,21.8,680.0,3.826,33.9,991.4,53.5,-22.699999999999932,10,2021
333,0,,5,2021-10-16 00,2021-10-16 06,30.25,165.0,995.6,17.4,240.0,6.916,44.9,38.3,51.1,96.0,nan,nan,nan,nan,nan,nan,nan,10,2021
335,0,,4,2021-10-17 06,2021-10-17 18,55.5,154.0,975.7,36.6,650.0,6.299,49.0,47.6,73.5,475.0,nan,nan,nan,nan,nan,nan,nan,10,2021
336,0,,3,2021-10-17 18,2021-10-17 18,56.75,204.5,972.9,26.3,870.0,4.273,37.9,43.8,59.7,431.0,nan,nan,nan,nan,nan,nan,nan,10,2021
338,0,,3,2021-10-18 00,2021-10-18 06,41.75,170.5,1002.1,16.5,310.0,5.079,37.4,33.3,46.0,153.0,nan,nan,nan,nan,nan,nan,nan,10,2021
340,0,,4,2021-10-18 18,2021-10-19 12,57.5,214.5,977.1,24.2,270.0,8.521,46.6,43.2,65.0,276.0,nan,nan,nan,nan,nan,nan,nan,10,2021
341,0,,8,2021-10-19 06,2021-10-20 12,53.75,222.0,977.7,19.1,420.0,4.643,35.3,40.6,60.7,85.0,18.3,620.0,3.302,31.3,985.8,47.0,-8.099999999999909,10,2021
343,0,,3,2021-10-20 06,2021-10-20 18,45.75,163.0,979.7,26.9,460.0,5.948,45.8,43.0,59.5,78.0,nan,nan,nan,nan,nan,nan,nan,10,2021
346,1,2021-10-22 00,11,2021-10-21 00,2021-10-22 00,56.5,190.25,946.2,49.1,430.0,11.438,66.5,55.7,87.3,313.0,30.2,560.0,5.715,45.3,974.9,50.75,-28.699999999999932,10,2021
347,1,2021-10-21 06,6,2021-10-21 06,2021-10-21 12,47.25,224.25,955.5,51.2,460.0,11.2,70.0,52.8,78.7,135.0,nan,nan,nan,nan,nan,nan,nan,10,2021
348,0,,3,2021-10-22 00,2021-10-22 06,46.5,167.0,996.0,18.5,270.0,6.594,41.3,39.7,56.4,100.0,nan,nan,nan,nan,nan,nan,nan,10,2021
349,1,2021-10-24 06,19,2021-10-22 18,2021-10-24 12,50.0,177.25,969.1,39.5,440.0,9.064,59.0,50.2,72.3,256.0,24.8,530.0,4.858,42.8,989.0,41.0,-19.899999999999977,10,2021
350,0,,7,2021-10-23 00,2021-10-23 18,57.5,215.5,965.3,22.8,540.0,4.575,36.2,38.7,54.8,185.0,nan,nan,nan,nan,nan,nan,nan,10,2021
352,1,2021-10-24 00,8,2021-10-24 00,2021-10-24 18,46.25,229.0,947.7,47.2,530.0,9.425,65.6,54.4,82.1,306.0,nan,nan,nan,nan,nan,nan,nan,10,2021
353,1,2021-10-26 06,10,2021-10-26 06,2021-10-26 18,41.0,150.25,978.1,39.3,270.0,14.011,68.2,53.3,81.0,134.0,nan,nan,nan,nan,nan,nan,nan,10,2021
354,0,,11,2021-10-28 18,2021-10-30 12,51.0,206.25,970.4,34.9,760.0,5.698,48.5,42.1,61.6,439.0,32.7,730.0,5.369,46.0,975.9,50.75,-5.5,10,2021
355,0,,13,2021-10-29 00,2021-10-29 00,29.75,144.25,971.9,44.8,180.0,23.585,80.6,70.8,110.8,56.0,nan,nan,nan,nan,nan,nan,nan,10,2021
357,0,,4,2021-10-31 12,2021-11-01 00,48.25,219.25,986.6,17.8,560.0,3.491,31.7,35.0,50.9,186.0,nan,nan,nan,nan,nan,nan,nan,11,2021
358,0,,10,2021-10-31 12,2021-11-01 12,55.5,173.75,981.6,29.1,500.0,6.033,44.4,40.5,58.8,205.0,17.3,540.0,3.314,28.3,997.0,56.25,-15.399999999999977,11,2021
359,0,,12,2021-11-01 06,2021-11-01 06,41.0,198.0,984.1,22.0,700.0,3.653,37.1,42.5,57.1,425.0,nan,nan,nan,nan,nan,nan,nan,11,2021
361,1,2021-11-03 00,5,2021-11-02 00,2021-11-02 00,41.75,218.0,988.0,15.3,500.0,3.268,31.2,41.0,60.3,453.0,nan,nan,nan,nan,nan,nan,nan,11,2021
362,0,,6,2021-11-02 00,2021-11-03 00,57.0,214.0,984.5,18.7,400.0,4.592,34.0,36.3,48.9,339.0,16.6,610.0,2.977,27.4,988.3,52.25,-3.7999999999999545,11,2021
363,0,,9,2021-11-03 00,2021-11-03 18,56.5,199.0,979.1,23.6,460.0,5.294,39.2,38.5,55.9,137.0,nan,nan,nan,nan,nan,nan,nan,11,2021
364,1,2021-11-04 06,15,2021-11-03 00,2021-11-04 06,40.75,158.25,981.3,33.1,350.0,9.151,57.8,45.7,67.9,221.0,19.8,520.0,3.978,38.1,994.4,37.5,-13.100000000000023,11,2021
365,0,,4,2021-11-04 06,2021-11-04 18,51.75,228.75,986.6,17.8,560.0,3.392,30.1,31.6,42.9,233.0,nan,nan,nan,nan,nan,nan,nan,11,2021
366,0,,5,2021-11-05 00,2021-11-05 12,51.75,225.75,985.7,19.9,410.0,4.865,36.8,35.4,53.8,287.0,nan,nan,nan,nan,nan,nan,nan,11,2021
367,0,,4,2021-11-07 12,2021-11-07 18,50.5,176.25,1000.8,16.5,450.0,3.625,30.5,33.8,46.0,421.0,nan,nan,nan,nan,nan,nan,nan,11,2021
369,0,,6,2021-11-08 18,2021-11-09 06,51.75,222.5,965.7,38.3,550.0,7.385,54.0,44.9,73.7,495.0,nan,nan,nan,nan,nan,nan,nan,11,2021
370,0,,6,2021-11-08 18,2021-11-09 18,52.0,184.25,989.8,19.5,670.0,3.362,30.8,41.6,59.0,490.0,15.2,520.0,3.044,27.1,998.9,52.25,-9.100000000000023,11,2021
371,0,,6,2021-11-09 18,2021-11-10 12,46.0,209.0,983.0,22.3,370.0,6.044,43.3,37.8,53.3,113.0,nan,nan,nan,nan,nan,nan,nan,11,2021
373,0,,7,2021-11-11 06,2021-11-12 06,55.75,221.25,973.1,32.9,620.0,5.967,46.4,40.3,54.2,223.0,17.9,730.0,3.009,30.5,988.5,45.5,-15.399999999999977,11,2021
375,0,,6,2021-11-13 12,2021-11-14 12,56.75,165.75,988.4,19.2,630.0,3.396,29.6,33.5,46.0,486.0,15.8,610.0,2.864,26.4,993.6,52.75,-5.2000000000000455,11,2021
376,0,,3,2021-11-13 18,2021-11-14 06,51.25,229.25,994.6,19.6,430.0,4.604,35.9,34.9,49.0,139.0,nan,nan,nan,nan,nan,nan,nan,11,2021
377,0,,4,2021-11-14 12,2021-11-15 06,55.25,220.25,998.1,16.0,520.0,3.234,27.7,31.8,48.1,128.0,nan,nan,nan,nan,nan,nan,nan,11,2021
380,0,,5,2021-11-15 18,2021-11-16 06,55.0,161.75,980.0,26.9,540.0,5.259,41.0,33.2,46.7,112.0,nan,nan,nan,nan,nan,nan,nan,11,2021
381,0,,3,2021-11-16 06,2021-11-16 12,55.5,204.0,999.7,19.2,620.0,3.444,30.1,28.9,40.0,189.0,nan,nan,nan,nan,nan,nan,nan,11,2021
382,0,,7,2021-11-16 18,2021-11-16 18,58.0,152.0,983.6,25.3,630.0,4.507,36.9,33.7,48.1,398.0,nan,nan,nan,nan,nan,nan,nan,11,2021
383,0,,8,2021-11-17 06,2021-11-18 06,43.0,224.25,997.9,20.8,400.0,5.198,40.8,41.3,62.6,196.0,16.6,390.0,4.133,35.6,1005.5,39.0,-7.600000000000023,11,2021
384,0,,5,2021-11-18 06,2021-11-18 18,53.25,172.5,993.0,22.2,620.0,3.901,33.9,36.4,52.6,185.0,nan,nan,nan,nan,nan,nan,nan,11,2021
386,0,,7,2021-11-19 12,2021-11-20 00,53.0,183.75,986.3,27.7,530.0,5.47,42.6,39.3,54.6,197.0,nan,nan,nan,nan,nan,nan,nan,11,2021
387,0,,9,2021-11-19 12,2021-11-21 00,54.5,209.5,973.2,36.8,480.0,7.946,53.9,46.2,67.8,195.0,20.8,620.0,3.683,34.5,991.1,46.0,-17.899999999999977,11,2021
388,0,,11,2021-11-19 18,2021-11-20 06,49.0,154.5,980.3,35.9,500.0,7.369,53.4,43.4,61.5,100.0,nan,nan,nan,nan,nan,nan,nan,11,2021
389,1,2021-11-21 12,16,2021-11-20 12,2021-11-22 18,45.25,185.75,961.0,47.9,420.0,11.366,69.2,52.7,78.6,242.0,36.8,420.0,8.7,59.9,974.1,40.0,-13.100000000000023,11,2021
390,1,2021-11-22 12,5,2021-11-22 00,2021-11-22 12,55.25,227.25,981.8,28.5,610.0,5.184,41.6,43.5,70.5,390.0,nan,nan,nan,nan,nan,nan,nan,11,2021
392,0,,3,2021-11-23 12,2021-11-23 18,45.75,158.75,989.4,18.1,370.0,4.835,37.1,39.9,63.2,116.0,nan,nan,nan,nan,nan,nan,nan,11,2021
393,0,,4,2021-11-24 00,2021-11-24 12,44.25,203.0,980.8,21.7,500.0,4.59,39.3,40.2,56.5,172.0,nan,nan,nan,nan,nan,nan,nan,11,2021
394,0,,3,2021-11-24 00,2021-11-24 12,57.0,218.5,984.7,22.6,670.0,3.944,33.8,37.0,49.8,204.0,nan,nan,nan,nan,nan,nan,nan,11,2021
395,0,,3,2021-11-25 00,2021-11-25 06,53.0,219.75,980.4,21.0,870.0,3.411,32.4,34.9,49.0,473.0,nan,nan,nan,nan,nan,nan,nan,11,2021
396,0,,8,2021-11-25 00,2021-11-25 00,50.25,157.5,992.1,15.2,460.0,3.435,29.5,38.1,54.7,83.0,nan,nan,nan,nan,nan,nan,nan,11,2021
399,0,,7,2021-11-26 00,2021-11-26 18,45.0,196.5,980.6,27.4,430.0,6.361,47.3,39.6,53.4,177.0,nan,nan,nan,nan,nan,nan,nan,11,2021
401,0,,5,2021-11-26 06,2021-11-27 00,46.75,209.25,988.8,17.9,660.0,3.19,30.9,33.2,50.3,439.0,nan,nan,nan,nan,nan,nan,nan,11,2021
402,0,,6,2021-11-27 00,2021-11-28 00,51.5,173.0,972.2,30.2,600.0,5.573,45.0,41.7,57.5,409.0,21.9,320.0,6.547,43.7,985.2,45.75,-13.0,11,2021
403,0,,4,2021-11-27 06,2021-11-28 00,56.0,225.75,983.8,22.5,590.0,4.218,35.0,34.9,54.1,64.0,nan,nan,nan,nan,nan,nan,nan,11,2021
404,0,,11,2021-11-28 00,2021-11-29 00,50.75,193.75,959.2,39.2,480.0,8.412,57.3,50.8,65.1,85.0,15.5,380.0,4.203,34.5,985.9,43.0,-26.699999999999932,11,2021
407,0,,7,2021-11-30 00,2021-11-30 18,55.75,171.0,997.0,19.0,460.0,4.247,33.4,39.5,57.4,121.0,nan,nan,nan,nan,nan,nan,nan,11,2021
412,1,2021-12-02 00,4,2021-12-02 00,2021-12-02 06,53.75,148.0,950.9,47.1,590.0,8.738,61.5,47.3,72.2,116.0,nan,nan,nan,nan,nan,nan,nan,12,2021
413,0,,3,2021-12-03 00,2021-12-03 00,58.0,214.5,1006.1,23.1,580.0,4.262,34.7,31.1,46.5,215.0,nan,nan,nan,nan,nan,nan,nan,12,2021
414,0,,3,2021-12-03 18,2021-12-04 06,33.75,206.0,990.0,23.8,660.0,4.131,43.6,41.7,61.0,69.0,nan,nan,nan,nan,nan,nan,nan,12,2021
415,0,,4,2021-12-04 00,2021-12-04 18,57.5,168.5,975.1,32.3,720.0,5.316,43.4,37.2,50.8,491.0,nan,nan,nan,nan,nan,nan,nan,12,2021
416,0,,6,2021-12-04 12,2021-12-04 18,35.0,206.5,984.5,27.2,590.0,5.079,48.3,46.7,69.9,141.0,nan,nan,nan,nan,nan,nan,nan,12,2021
418,0,,3,2021-12-06 12,2021-12-07 00,57.5,205.5,977.6,25.7,530.0,5.108,39.3,38.6,51.9,363.0,nan,nan,nan,nan,nan,nan,nan,12,2021
421,1,2021-12-09 12,8,2021-12-08 00,2021-12-09 18,57.25,199.0,959.6,41.3,510.0,8.476,56.7,52.4,81.1,160.0,26.0,430.0,6.049,44.4,988.2,49.25,-28.600000000000023,12,2021
422,0,,17,2021-12-08 18,2021-12-12 18,50.5,165.5,969.6,30.3,740.0,5.069,44.2,44.0,66.2,393.0,26.4,600.0,4.895,42.6,983.7,46.0,-14.100000000000023,12,2021
423,0,,9,2021-12-11 12,2021-12-11 12,56.75,215.25,968.4,29.8,680.0,5.089,41.6,43.0,62.9,491.0,nan,nan,nan,nan,nan,nan,nan,12,2021
424,1,2021-12-13 00,4,2021-12-13 00,2021-12-13 06,56.25,164.75,962.6,36.0,580.0,6.722,49.8,53.9,76.5,223.0,nan,nan,nan,nan,nan,nan,nan,12,2021
427,0,,3,2021-12-13 12,2021-12-13 18,50.0,158.0,968.7,22.4,1000.0,3.753,36.9,37.7,50.9,210.0,nan,nan,nan,nan,nan,nan,nan,12,2021
429,0,,9,2021-12-14 00,2021-12-14 18,52.75,217.25,978.6,31.5,600.0,5.73,45.5,41.9,59.7,263.0,nan,nan,nan,nan,nan,nan,nan,12,2021
434,0,,7,2021-12-15 12,2021-12-16 18,56.5,151.0,985.2,20.7,420.0,4.904,36.2,36.0,48.4,95.0,18.0,440.0,4.169,32.4,991.6,56.25,-6.399999999999977,12,2021
435,1,2021-12-16 12,6,2021-12-16 06,2021-12-16 18,36.5,171.75,994.9,22.2,240.0,8.803,50.2,58.1,86.6,72.0,nan,nan,nan,nan,nan,nan,nan,12,2021
436,0,,5,2021-12-16 12,2021-12-17 00,55.0,172.0,970.2,36.3,400.0,8.943,55.3,44.6,63.6,140.0,nan,nan,nan,nan,nan,nan,nan,12,2021
438,1,2021-12-17 18,5,2021-12-17 12,2021-12-18 00,48.5,160.0,952.9,46.2,430.0,10.818,66.4,54.2,76.8,171.0,nan,nan,nan,nan,nan,nan,nan,12,2021
439,0,,8,2021-12-17 18,2021-12-18 12,49.5,149.5,972.9,24.4,230.0,10.541,52.1,45.9,66.8,61.0,nan,nan,nan,nan,nan,nan,nan,12,2021
