track,when,lat,lon,lead_h,hf24,hf48,depth,scale_km,grad,vg_kt,gust_kt,p_centre,up_high_hpa,up_high_rel,down_low_hpa,down_low_rel,thick_anom_m,thick_anom_east_m,thick_m,trough_km,trough_bearing,trough_anom_m,sst_grad,sst_c,hvtl,hvtu,depth_pw
354,2021-01-19 12,42.5,168.5,6.0,1,1,25.6,280.0,8.949,52.1,67.7,976.6,1018.9253442886418,42.29857426911053,991.8354460334929,15.208676013961622,60.00537109375,44.54864979781168,5403.203125,1774.8823647763854,292.77364089640145,-429.1181640625,9.307926177978516,6.655847167968773,-161.3736114501953,-588.49853515625,23.78
366,2021-01-24 00,31.25,148.0,36.0,0,1,15.1,590.0,2.716,32.1,50.8,1003.4,1028.2826504749744,24.88665438122439,1014.5276044606783,11.131608366928276,116.04296875,-16.778172969435833,5681.54443359375,1973.8242468824174,359.31013415526695,-126.01416015625,8.534324645996094,20.042138671875023,-22.292903900146484,-401.41534423828125,14.09
366,2021-01-25 12,35.25,164.75,0.0,1,1,34.2,480.0,7.25,57.6,76.3,976.6,1030.9992840389843,54.38935972257809,999.7291012876349,23.119176971228626,112.947265625,108.58543506364147,5606.56787109375,1600.3999822311341,330.038578198499,-356.44677734375,6.426025867462158,15.158074951171898,-2.373429536819458,-415.2826843261719,30.77
390,2021-01-30 12,48.75,222.0,nan,0,0,16.3,810.0,2.777,28.0,44.3,989.9,1034.9184899484474,45.04226924532236,1003.0383625389686,13.162141835843613,-41.23974609375,-11.343276417028742,5250.884765625,215.76452257363098,205.2186206389488,-241.08447265625,1.8105947971343994,8.047875976562523,-94.5923843383789,-151.4378204345703,11.11
399,2021-02-03 12,57.25,215.0,nan,0,0,15.7,640.0,2.788,25.1,32.0,1002.4,1014.11566255576,11.762391071384968,1010.477499788091,8.124228303715995,206.67822265625,-89.9047910426969,5384.197265625,1990.2022730612719,215.6791281722922,-71.0859375,8.65925407409668,4.759790039062523,-309.6444091796875,-166.2377166748047,12.82
410,2021-02-06 06,53.5,226.25,nan,0,0,17.9,580.0,3.237,28.7,38.1,1014.1,1038.2906878124036,24.223243964747326,1014.3910009341306,0.3235570864743522,222.01806640625,-254.87878142578967,5431.44580078125,1973.7507095854785,359.51999946583885,-105.88427734375,4.266777992248535,7.721795654296898,-578.2058715820312,-361.42132568359375,15.12
424,2021-02-09 18,41.5,172.75,0.0,1,1,28.4,330.0,8.407,53.4,65.6,968.9,1014.7061165145994,45.804016905224444,987.8404861117076,18.938386502332605,-1.14892578125,55.39754958525677,5385.4921875,665.294671415197,272.3892669321427,-416.390625,7.479172229766846,10.990777587890648,-138.90060424804688,-476.2389831542969,26.46
441,2021-02-13 12,49.5,193.75,nan,0,0,35.0,560.0,6.735,51.5,63.6,954.5,1003.6435772927864,49.161643699036404,977.1828812736363,22.700947679886326,234.04150390625,212.4535842758622,5437.6123046875,1348.3208219602163,244.64957141276068,-398.74658203125,2.489955186843872,4.341455078125023,169.6398468017578,-173.8885040283203,28.08
455,2021-02-19 00,56.5,220.75,nan,0,0,37.1,480.0,8.043,53.9,59.3,966.2,1022.2196990543065,56.03061214024399,998.6458190225578,32.456732108495316,188.9169921875,132.831977547228,5363.80224609375,1751.360108603738,359.4980499876534,-159.03369140625,6.530341625213623,5.199945068359398,113.60601806640625,101.3888168334961,31.32
474,2021-02-24 00,49.75,203.75,36.0,0,1,13.4,530.0,2.677,25.0,45.3,1004.4,1024.932904214655,20.493634195123832,1018.9877579964815,14.548487976950241,255.1865234375,124.71977199457821,5497.8994140625,1445.4878388741758,296.98104229630707,-173.4775390625,1.307407021522522,5.223931884765648,-417.7326354980469,-418.9169006347656,13.89
474,2021-02-25 12,55.75,225.75,0.0,1,1,26.4,600.0,4.927,39.7,69.6,988.5,1046.2229754705422,57.765455939292224,995.3365799678546,6.879060436604618,142.0908203125,107.2177245689199,5327.26171875,1890.3509831323377,359.52579984158467,-111.17333984375,6.791353225708008,5.989160156250023,-91.33757781982422,-117.27117156982422,27.67
496,2021-03-04 06,43.5,227.0,nan,0,0,12.0,500.0,2.523,25.1,43.3,994.3,1023.2816249769767,29.031014625414173,1007.4721152066691,13.22150485510656,19.4755859375,109.8449666517783,5392.0634765625,1007.628851316507,257.0599473137315,-356.373046875,2.8825278282165527,10.635461425781273,-310.1805419921875,-358.9715881347656,15.41
507,2021-03-09 00,46.5,224.5,nan,0,0,16.6,580.0,3.026,29.0,45.0,1004.3,1033.7008640428442,29.43346902331291,1004.7595206691309,0.4921256495996431,-91.40234375,6.063107164219022,5227.38623046875,223.24172391576786,184.91786369499926,-208.6171875,1.7735328674316406,8.937677001953148,-58.203670501708984,-47.50971603393555,13.95
508,2021-03-09 00,30.5,156.25,nan,0,0,6.8,350.0,1.884,21.6,43.8,1014.3,1027.1722681981169,12.893581674679353,1016.5264190480698,2.2477325246322835,33.58935546875,31.889741737088322,5613.12255859375,1973.8268070831807,359.3047142099002,-204.63427734375,3.827460289001465,19.733544921875023,-206.95022583007812,-412.15289306640625,10.28
