track,when,lat,lon,lead_h,hf24,hf48,depth,scale_km,grad,vg_kt,gust_kt,p_centre,up_high_hpa,up_high_rel,down_low_hpa,down_low_rel,thick_anom_m,thick_anom_east_m,thick_m,trough_km,trough_bearing,trough_anom_m,sst_grad,sst_c,hvtl,hvtu,depth_pw
311,2021-01-10 00,47.0,163.5,nan,0,0,6.3,200.0,3.304,23.4,44.0,996.7,1018.4251744556541,21.698795061122837,962.7237867780026,-34.00259261652866,-142.9521484375,-85.97231995176503,5132.9326171875,1996.0431329105136,259.31233466034365,-375.2685546875,6.486059188842773,3.5574279785156477,-311.0262756347656,-627.9027709960938,10.95
327,2021-01-12 12,55.25,225.0,nan,0,0,25.0,300.0,8.115,47.2,62.9,966.4,996.6564406036688,30.257942068512534,992.4383517034363,26.039853168280047,189.08544921875,206.7352546240655,5358.7763671875,1998.7578555224784,235.49968213568968,-291.6015625,7.477278232574463,7.441918945312523,-27.99172592163086,-207.90248107910156,26.51
316,2021-01-12 12,56.75,168.0,nan,0,0,11.1,490.0,2.301,20.5,41.8,998.8,1022.7521385692814,23.957949116156442,970.4737197985769,-28.320469654548106,-115.60400390625,-3.7338558207636847,5040.228515625,1325.147813384562,268.79904457576833,-228.32373046875,8.132720947265625,2.0811706542968977,-106.8595199584961,-61.9114990234375,13.28
339,2021-01-15 18,51.5,151.0,nan,0,0,9.7,240.0,4.024,27.7,42.6,1006.1,1029.4055027453796,23.262192198504636,994.0559285467577,-12.087382000117259,-141.72314453125,-121.83500806109699,5085.26904296875,943.321492758126,284.9883525188057,-294.4267578125,4.124325275421143,0.5348754882812727,-166.23989868164062,-168.3964080810547,14.67
348,2021-01-18 06,38.25,169.0,18.0,1,1,24.5,310.0,7.614,49.9,65.8,988.1,1014.9997086978874,26.91322188148115,1007.05301962185,18.966532805443762,250.3154296875,-62.39411474071765,5675.25146484375,1714.5023582340095,340.910702530476,-346.205078125,8.915691375732422,14.578820800781273,-94.70045471191406,-448.8428955078125,22.78
349,2021-01-18 06,50.75,206.25,nan,0,0,41.0,510.0,8.362,58.1,63.6,971.1,1024.5264231038855,53.39000952966671,1008.6158387384808,37.47942516426201,216.015625,183.65042609422346,5449.80615234375,1941.2778966589074,194.30398116373118,-224.9033203125,1.3435934782028198,5.096765136718773,28.706605911254883,-433.4864196777344,28.59
352,2021-01-19 18,42.5,156.5,0.0,1,1,24.9,320.0,7.491,48.7,77.3,982.4,1033.08915496803,50.726606139905016,977.4192190599538,-4.943329768171225,-136.34326171875,77.05024108480785,5208.72265625,836.4751811760423,324.7096650869156,-439.54541015625,12.580612182617188,8.774926757812523,107.7107925415039,-501.7434387207031,28.32
354,2021-01-19 18,43.0,172.75,0.0,1,1,26.5,330.0,7.904,50.8,78.3,974.2,1015.894218014448,41.65117602226053,995.57773563656,21.334693644372464,42.275390625,74.2340264800179,5381.38525390625,1829.2532828150047,289.46107977295657,-439.54541015625,8.836030960083008,7.440850830078148,-234.8202362060547,-578.848876953125,26.95
366,2021-01-24 06,31.5,150.25,30.0,0,1,17.9,570.0,3.325,36.8,53.1,997.9,1027.4084480877477,29.53234945493523,1009.7716683491806,11.895569716368072,116.18212890625,-16.565837247413036,5680.11376953125,1975.483378326556,357.24985016704704,-150.08251953125,9.359208106994629,19.175378417968773,-18.289569854736328,-420.2449645996094,17.88
382,2021-01-28 00,36.25,189.5,nan,0,0,7.1,370.0,1.818,19.8,32.9,1016.3,1031.8740388133385,15.60249340318228,1022.1263293427592,5.854783932602913,177.02099609375,119.89309393735681,5631.45703125,1993.7103084382177,331.92034113536397,-143.80908203125,2.98195743560791,14.272637939453148,-340.45361328125,-239.4430389404297,10.07
385,2021-01-31 06,50.25,163.25,nan,0,0,26.9,740.0,4.643,41.4,52.2,967.1,1029.3309412166682,62.25110723229318,979.9279084852083,12.848074500833263,-37.19140625,242.2714718587825,5219.9658203125,202.0224955178464,195.32538371480263,-397.78466796875,4.2323126792907715,2.0132385253906477,104.13665771484375,-82.1102066040039,17.61
399,2021-02-03 18,57.25,219.25,nan,0,0,16.3,630.0,2.899,25.9,31.6,1004.3,1015.0836852279091,10.810613938846586,1015.9128386413854,11.639767352322906,195.39501953125,-114.7593724703801,5371.6220703125,1547.7491673154232,337.7906597800923,-44.77392578125,7.240424633026123,5.016809082031273,-308.3597106933594,-278.1905212402344,15.67
412,2021-02-08 12,46.25,204.75,nan,0,0,20.0,510.0,4.076,35.5,41.0,997.6,1025.8569754722923,28.293682015261084,1005.0208430928512,7.457549635819987,188.28857421875,141.67427959839682,5471.646484375,1820.9297927457646,201.3980968889518,-169.8994140625,1.5734219551086426,6.539056396484398,70.36051940917969,-158.57510375976562,17.61
428,2021-02-10 06,44.5,211.25,nan,0,0,15.5,500.0,3.15,29.5,39.5,997.7,1011.3680192219571,13.71036541336332,1011.7664439256605,14.108790117066746,174.142578125,122.5993152271295,5503.703125,1994.959258204625,266.7901414995872,-193.33154296875,2.709934711456299,8.922967529296898,-149.59259033203125,-127.44490051269531,14.15
445,2021-02-14 18,50.5,185.0,nan,0,0,26.4,890.0,4.216,39.6,48.2,966.8,1016.0980979661542,49.30628888412298,981.4497154221984,14.657906340167187,80.51318359375,154.41938526296235,5275.3603515625,533.3522981950531,187.62717213524252,-334.36572265625,2.1968789100646973,3.3175598144531477,33.84885025024414,-75.74996185302734,14.91
465,2021-02-21 06,49.0,155.25,nan,0,0,21.9,720.0,3.717,34.8,48.2,979.3,1013.7096439030312,34.36235386396868,986.1564458233349,6.809155784272434,-33.45849609375,-8.005378667390078,5208.81982421875,319.80179739711207,196.60503564995352,-398.8125,4.729769706726074,1.4193969726562727,140.35845947265625,-68.35700988769531,15.12
474,2021-02-24 06,52.25,205.25,30.0,0,1,17.1,580.0,3.206,28.8,41.2,999.6,1025.2651365429513,25.710082832013768,1016.268692726832,16.7136390158945,242.6005859375,128.25799616071632,5459.57275390625,1374.144850873856,296.0077850480105,-163.41796875,5.98065710067749,4.191705322265648,-404.6730651855469,-488.3709716796875,15.04
471,2021-02-26 06,53.75,173.25,nan,0,0,18.8,720.0,3.182,29.4,44.1,993.4,1022.9430874458708,29.513155805245788,1006.1982075932983,12.76827595267332,-10.07763671875,215.34188366723063,5192.23779296875,1990.074784174125,241.57900576229778,-359.126953125,2.828524112701416,2.7747741699218977,-48.59576416015625,-134.44886779785156,11.44
494,2021-03-04 18,55.0,217.0,nan,0,0,12.0,500.0,2.618,23.2,34.0,994.9,1028.2467588219047,33.38433206409218,987.181122531181,-7.681304226631482,31.04638671875,179.92070804303734,5210.3603515625,1807.0169997682056,180.50557932418198,-337.02978515625,3.2400383949279785,4.845483398437523,38.877174377441406,-302.17535400390625,12.2
507,2021-03-09 18,41.75,229.0,nan,0,0,14.8,620.0,2.619,27.5,44.2,1008.3,1036.0324509614989,27.739848422436353,1009.3268653762575,1.0342628371950013,-143.60009765625,-31.335870075490554,5259.5712890625,223.38472439672915,185.32783280615857,-236.19873046875,3.0235586166381836,10.968774414062523,-71.03254699707031,-269.11175537109375,13.33
529,2021-03-16 06,48.0,162.0,nan,0,0,17.6,610.0,3.24,30.5,51.0,992.1,1018.2184230457849,26.078103221566153,1004.0263119492988,11.885992125080065,150.25390625,66.20651753710165,5461.14990234375,1999.1186474229344,261.01759647002007,-198.509765625,6.188070774078369,1.7099243164062727,67.03398132324219,-186.641357421875,20.68
532,2021-03-16 06,47.75,152.75,nan,0,0,14.0,730.0,2.379,24.5,36.9,992.2,1019.7154723158758,27.485797022907036,992.7048026069481,0.4751273139793284,104.84765625,174.24244515763212,5418.1455078125,1591.574483453525,261.84207871032186,-266.59814453125,4.107436656951904,0.7119079589843977,41.228240966796875,-82.83490753173828,12.14
545,2021-03-22 00,45.0,189.5,nan,0,0,35.8,530.0,7.152,54.6,63.1,982.2,1035.6958294629846,53.50369079110965,1002.5644712964307,20.372332624555725,9.451171875,107.33973144937457,5402.19970703125,205.15909033989612,215.26438968275465,-250.62158203125,3.4782567024230957,5.491571044921898,-97.9087905883789,-144.96519470214844,28.77
544,2021-03-22 00,57.75,221.5,nan,0,0,15.0,760.0,2.38,22.4,38.7,1000.3,1018.0755805131361,17.75160590376106,1002.702143480192,2.378168870817035,67.13720703125,29.050863475878504,5281.595703125,1998.7630941355028,240.43109536055476,-51.16357421875,7.111400127410889,5.689996337890648,-124.00743103027344,-202.73184204101562,11.51
563,2021-03-27 06,45.75,160.5,nan,0,0,42.7,600.0,7.846,60.2,66.1,968.2,1024.2237578519548,56.006960976954815,994.2526416495919,26.03584477459185,31.01708984375,62.49362037684634,5456.73095703125,202.8422960416632,343.35054487367887,-351.29931640625,9.224430084228516,2.1106506347656477,44.98333740234375,-172.70359802246094,35.66
579,2021-04-05 00,55.25,154.25,nan,0,0,14.8,570.0,2.876,25.7,41.4,999.8,1022.3233851463317,22.475973036956702,996.9143352613844,-2.9330768479906055,-116.52587890625,-15.895024567110793,5201.80810546875,542.4688055233369,251.79141893486673,-267.5859375,3.5609347820281982,0.04543457031252274,-130.09902954101562,-448.20941162109375,12.75
585,2021-04-07 18,41.75,156.0,18.0,1,1,44.3,460.0,9.736,65.8,64.2,966.9,1019.091518285076,52.18307101945095,1000.9805207338104,34.07207346818541,30.43896484375,108.67187068097562,5513.36376953125,1708.7879386846014,286.3954461504555,-413.181640625,10.351158142089844,9.197015380859398,16.152029037475586,-153.18496704101562,34.37
589,2021-04-10 06,39.75,189.5,nan,0,0,8.1,490.0,1.588,18.0,32.7,1015.2,1023.4973359449041,8.30910352302908,1020.7210814024343,5.532848980559265,143.6103515625,0.928536738666365,5640.02099609375,1736.2079830037092,306.32162650375744,-307.52392578125,4.331507205963135,10.171289062500023,-92.23382568359375,-170.70303344726562,8.44
612,2021-04-18 00,40.5,185.0,nan,0,0,13.6,400.0,3.36,30.5,40.0,1008.5,1037.1203472887603,28.646043089541536,1001.4017288949564,-7.0725753042623865,25.17626953125,-259.39255309221,5508.88330078125,947.3791553124059,344.54327894771785,-140.2060546875,4.2258734703063965,12.842248535156273,-192.9559326171875,-258.71051025390625,13.27
618,2021-04-20 18,47.5,146.0,nan,0,0,22.1,390.0,5.621,41.4,43.2,992.9,1022.3745015872437,29.519032837243685,1010.140172942021,17.284704192020968,-168.25244140625,43.912870853174056,5229.48095703125,202.8422960416632,196.14777374459896,-312.314453125,8.524176597595215,-0.24234619140622726,-110.43791198730469,92.78450775146484,20.34
617,2021-04-20 18,49.5,194.0,nan,0,0,13.5,1070.0,2.225,23.8,31.5,1003.1,1032.971128987501,29.89794783515731,1000.356385744697,-2.716795407646714,-86.13037109375,69.46351256202149,5295.21826171875,1529.0668347492806,180.67652550676502,-269.27294921875,1.7516993284225464,4.231164550781273,-91.40040588378906,-163.34420776367188,8.16
635,2021-04-25 06,55.75,159.25,nan,0,0,8.6,520.0,1.677,16.0,29.7,1003.8,1022.265525646296,18.513572521296055,995.2247654684115,-8.527187656588467,45.38720703125,27.914350137763687,5347.92041015625,1978.17062070938,221.64451243372508,-295.68359375,5.182864189147949,nan,-318.8032531738281,-279.0489196777344,7.71
645,2021-04-30 00,43.25,204.5,nan,0,0,6.8,390.0,1.723,17.7,31.3,1007.3,1018.8000132522589,11.4763438186651,1008.173210896489,0.8495414628952176,-3.50048828125,-20.578258685804855,5504.51708984375,1998.7087321489769,274.70914209005343,-256.6103515625,2.6564619541168213,9.122125244140648,-239.2509307861328,-165.4434051513672,9.18
661,2021-10-05 18,52.25,174.25,nan,0,0,14.0,510.0,3.008,26.7,40.6,990.6,1018.4207887995141,27.77991965888907,1000.4188869763241,9.778017835699075,-26.6337890625,140.97400911936148,5418.5,527.3339226416002,270.0,-320.27490234375,4.307122230529785,8.334558105468773,-372.12786865234375,-438.432373046875,16.99
682,2021-10-18 00,39.75,168.25,nan,0,0,15.1,300.0,4.779,36.0,43.9,1003.6,1023.904646243304,20.341413821429,1013.1617766878618,9.598544265986789,194.087890625,134.41427701334385,5779.5224609375,1969.383318488051,325.7602454910875,-384.30126953125,9.506882667541504,21.113000488281273,-63.55134582519531,-146.1155548095703,13.91
700,2021-10-21 06,53.0,179.25,18.0,1,1,34.6,530.0,6.87,50.4,56.5,966.6,1014.423593157286,47.8572479424422,992.0833172657381,25.51697205089431,139.5556640625,-76.00406323014936,5533.63330078125,891.903861263238,321.7976479913291,-390.60546875,4.0457024574279785,7.297448730468773,-189.59010314941406,-615.9727172851562,25.79
701,2021-10-21 06,45.75,223.75,0.0,1,1,50.1,410.0,12.019,71.0,78.7,956.6,1027.0573288160572,70.44868623793218,1003.3379895250717,46.72934694694675,72.310546875,53.75027579899789,5549.7255859375,365.8502456324632,219.94107346966408,-418.7294921875,2.894174814224243,14.108331298828148,-32.46464157104492,-156.0457000732422,36.14
706,2021-10-23 06,39.5,157.5,24.0,1,1,21.6,570.0,4.011,38.5,64.5,992.5,1025.9808925607565,33.460750959194,1004.9191849002452,12.399043298682727,145.34228515625,121.78581487279695,5723.44482421875,1007.4436591086121,270.0,-294.48486328125,8.552903175354004,18.977258300781273,-202.52374267578125,-541.8959350585938,15.36
705,2021-10-23 06,57.5,150.5,nan,0,0,14.1,470.0,3.042,25.5,32.7,996.5,1023.7918360439611,27.249233504898598,995.5781114598946,-0.9644910791679422,-158.1005859375,-166.77426328546062,5195.41943359375,1978.8281880296395,188.72758007449946,-291.62158203125,4.602199554443359,3.3735290527343977,-16.550697326660156,-159.2903594970703,14.33
715,2021-10-26 18,37.75,202.0,nan,0,0,7.8,300.0,2.553,23.7,41.1,1011.4,1033.8177361240844,22.377245401428127,1006.6818860109372,-4.758604711719045,72.1181640625,63.92654457253611,5649.87353515625,1006.9855154546481,321.6669454775991,-241.9658203125,3.6719136238098145,21.413568115234398,-444.5997314453125,-370.9691467285156,9.15
713,2021-10-26 18,45.25,196.0,nan,0,0,6.6,210.0,3.232,23.7,47.2,1010.5,1034.2061948385608,23.754717787779555,978.7634448859043,-31.688032164876972,-157.87744140625,2.0139103009751786,5316.9619140625,209.59374488284536,237.73578521704297,-235.77197265625,3.9635043144226074,11.467401123046898,-177.32693481445312,-559.4212036132812,12.16
732,2021-11-02 00,41.75,218.0,24.0,1,1,15.3,500.0,3.268,31.2,52.3,988.0,1017.1561581029655,29.10708583734049,1004.5159303829041,16.466858117279116,101.11962890625,29.516335010240198,5592.22314453125,1104.436759320952,247.2727211408788,-234.029296875,3.5814921855926514,15.382531738281273,-105.532470703125,-295.3514099121094,16.32
728,2021-11-02 00,52.25,219.25,nan,0,0,16.6,610.0,2.977,27.4,39.5,988.3,1015.9531606178857,27.666356418666965,1003.6810985152113,15.39429431599251,129.39501953125,112.65199580640116,5482.34521484375,1888.4979842273149,209.6508975141355,-234.029296875,1.9161326885223389,8.520196533203148,-164.3129425048828,-26.73014259338379,12.6
737,2021-11-03 12,38.25,154.25,18.0,1,1,19.5,640.0,3.404,35.5,62.7,995.9,1019.4639075083728,23.613138465404063,1003.5530135853213,7.70224454235256,75.9638671875,59.87538774533164,5626.37890625,1303.816081003645,245.46370154057678,-136.13037109375,6.827252388000488,20.612237548828148,26.349811553955078,-319.2711486816406,18.56
730,2021-11-03 12,40.75,221.25,nan,0,0,20.2,460.0,4.406,38.4,53.1,994.7,1024.306383600801,29.566942682832178,1005.1438404330256,10.404399515056866,47.69091796875,125.4926762014346,5551.70703125,1993.262521756048,301.5483529435721,-300.15771484375,2.782402276992798,16.430474853515648,-2.90666127204895,-369.5980529785156,19.53
746,2021-11-07 06,42.0,182.5,nan,0,0,8.7,460.0,2.025,21.1,40.9,1005.8,1022.2435438767986,16.40711809554864,1010.4761022679945,4.63967648674452,186.34912109375,133.38673615670837,5668.52001953125,1112.7943637033193,289.91472926951485,-138.3037109375,5.29419469833374,14.535882568359398,-284.875244140625,-330.925537109375,10.98
783,2021-11-16 06,31.5,206.5,nan,0,0,12.6,400.0,3.113,31.7,49.8,1007.9,1019.2203613408217,11.333825696290432,1018.9481750678408,11.061639423309543,46.50390625,38.69309185440644,5668.43701171875,1302.771683484516,270.0,-92.1630859375,2.334702253341675,22.733300781250023,-9.201471328735352,-295.33251953125,13.28
782,2021-11-16 06,43.5,173.25,nan,0,0,13.6,360.0,3.628,30.5,48.6,999.7,1017.461156209074,17.724828084074034,1012.1277748772472,12.391446752247248,108.9755859375,-6.232891940898704,5546.43408203125,1409.2661905456898,311.26015096983457,-284.89990234375,8.743029594421387,11.795800781250023,-346.30377197265625,-315.9414367675781,15.9
783,2021-11-18 12,43.5,227.25,nan,0,0,20.5,430.0,4.715,38.7,57.7,998.5,1025.3317758531111,26.79130954451739,1012.1887876816518,13.648321373058025,174.138671875,36.90617803135798,5587.0126953125,1994.6694529208714,330.83934415352695,-235.37744140625,2.8018789291381836,12.646356201171898,-52.71104049682617,-210.91575622558594,18.81
792,2021-11-20 06,35.0,161.5,30.0,0,1,10.6,350.0,2.942,28.2,44.3,1003.0,1021.913774867329,18.88893355873529,1012.4465160754993,9.42167476690554,122.96044921875,-40.60935950195474,5673.283203125,1691.6374703883698,337.3755021965598,-351.6748046875,4.531711578369141,22.314355468750023,-49.77130126953125,-353.0067443847656,12.4
796,2021-11-21 18,45.5,218.25,18.0,1,1,13.3,440.0,3.004,27.4,56.0,1002.4,1022.2105045666176,19.83971599239885,1015.2075105362989,12.836721962080105,185.84423828125,192.03228201449417,5564.91943359375,1465.5231264989977,267.8211860317014,-211.3037109375,3.353870153427124,10.524987792968773,-316.636474609375,-428.2821350097656,18.01
791,2021-11-21 18,50.0,161.25,nan,0,0,20.7,730.0,3.498,32.9,47.8,992.6,1035.1082654399809,42.47069219779337,975.2133702944268,-17.424202947760705,-72.94287109375,47.626310462598916,5243.921875,202.09677518955831,195.40183799905023,-257.62841796875,5.2769622802734375,6.264154052734398,75.994384765625,-85.81546020507812,16.2
800,2021-11-25 06,50.75,155.0,nan,0,0,15.3,530.0,3.142,28.2,47.2,992.3,1022.890014935091,30.639221478059767,992.5812269332976,0.3304334762663075,-43.69970703125,-28.239294833836375,5277.81005859375,1217.4572819356658,247.81069381997676,-399.23291015625,4.880423545837402,4.679193115234398,138.20396423339844,-72.65076446533203,17.01
818,2021-11-27 18,53.75,222.75,nan,0,0,21.4,600.0,4.089,34.8,52.8,984.7,1017.6285527365073,32.967297853694845,1006.9979386886159,22.336683805803432,109.607421875,90.57816274283547,5406.5244140625,1035.8135299013413,294.27424865607907,-269.6318359375,5.333057403564453,7.316766357421898,-387.3907470703125,-371.5828552246094,16.77
828,2021-12-02 00,53.0,145.25,0.0,1,1,46.1,620.0,8.264,60.1,69.4,954.2,1019.5088348751672,65.30204776579217,980.4698902547775,26.26310314540251,22.6904296875,133.1072887749613,5298.20068359375,528.4700436249369,181.8142071778156,-466.87939453125,5.235479831695557,1.4294982910156477,368.987548828125,-40.46119689941406,38.83
850,2021-12-08 12,46.75,170.25,24.0,1,1,24.7,410.0,5.968,44.1,59.7,993.0,1030.9005940138277,37.858968037265186,1014.8488026948266,21.807176718264145,215.1806640625,65.1638663323316,5582.55029296875,1531.7763454085643,331.87804840672305,-274.912109375,5.450117588043213,7.092340087890648,-180.048828125,-601.615478515625,21.23
856,2021-12-13 00,55.75,166.25,0.0,1,1,38.0,700.0,6.335,50.0,75.5,965.4,1017.9232403780777,52.52126283901521,983.9729144135285,18.570936874466042,171.92529296875,214.9624490187889,5400.5400390625,1998.0325928172392,226.78774238894485,-461.78955078125,7.536289215087891,2.7461791992187727,281.8690490722656,-186.1159210205078,35.92
855,2021-12-13 00,56.0,220.5,nan,0,0,27.6,650.0,4.805,39.6,49.5,982.3,1033.3399965536837,51.024811006808704,994.1806344294836,11.865448882608575,-1.849609375,-67.78102312753957,5222.5537109375,1167.6787728128982,180.76279762719025,-356.48486328125,7.0794172286987305,6.060632324218773,336.61114501953125,-224.9923553466797,31.43
869,2021-12-16 06,35.25,165.25,6.0,1,1,17.2,160.0,9.957,46.1,67.3,998.9,1021.1950420585806,22.24612848436186,1017.7545494038612,18.805635829642483,102.8115234375,-14.676366577343408,5598.583984375,1995.644336439441,320.76349602331464,-348.171875,6.193885803222656,19.810205078125023,-35.463783264160156,-416.46649169921875,18.07
870,2021-12-16 06,33.0,193.75,nan,0,0,7.3,440.0,1.627,19.8,40.3,1012.7,1024.6485578206527,11.98840157065274,1015.8781520493274,3.2179957993273547,81.97216796875,63.21866350526724,5615.78515625,1997.2911668594827,345.2337043301667,-102.361328125,3.3831300735473633,20.460778808593773,-178.5228271484375,-206.7364501953125,7.52
865,2021-12-16 06,48.25,207.75,nan,0,0,9.7,320.0,2.932,24.3,29.4,1005.8,1024.1922465996015,18.385972185539003,1003.3497025145826,-2.4565718994798544,181.88525390625,120.15998431367356,5478.5830078125,1990.872478259367,303.3824519530397,-171.54296875,1.8522887229919434,5.765069580078148,-364.5568542480469,-254.31387329101562,9.61
887,2021-12-20 00,37.5,229.0,nan,0,0,11.7,730.0,1.988,24.0,34.2,1004.6,1042.1774847973973,37.534723566928506,1008.6899710846086,4.047209854139851,31.677734375,50.93819379961104,5494.8740234375,666.9317700977491,255.3835340735418,-242.04443359375,3.20043683052063,15.496850585937523,-296.0160217285156,-261.6454162597656,9.63
888,2021-12-21 12,51.0,175.0,18.0,1,1,32.7,570.0,6.171,48.1,60.3,983.4,1020.8441396335805,37.41548973123679,1010.9479648493009,27.519314946957138,284.3857421875,284.9989705293119,5533.099609375,1995.3674289794817,248.52925729270055,-277.169921875,1.6928189992904663,4.354425048828148,168.87057495117188,-342.57318115234375,27.52
901,2021-12-24 12,31.5,176.5,18.0,1,1,16.2,520.0,3.349,36.0,57.8,989.8,1021.5003265815315,31.655783124500203,1004.8847233138076,15.040179856776376,79.267578125,67.03935013822276,5636.79833984375,673.5429626599196,281.8286894112575,-260.27880859375,4.049666881561279,21.328485107421898,-205.53543090820312,-318.0045166015625,13.97
896,2021-12-24 12,48.75,232.25,nan,0,0,26.6,610.0,4.723,40.6,54.6,984.1,1039.2426097380026,55.17309069503381,986.0326282827572,1.963109239788423,10.29443359375,7.861904707650807,5260.84326171875,223.17385839540944,184.711567622377,-230.00830078125,3.936816692352295,8.798181152343773,-59.13685989379883,-93.59039306640625,22.59
903,2021-12-26 00,46.75,161.25,6.0,1,1,19.7,340.0,5.762,40.6,56.4,974.1,1027.7264477361914,53.59149900572265,981.6365099727132,7.5015612422444065,40.89697265625,184.58589647727217,5345.86865234375,860.5943004415753,281.0118645837816,-449.82861328125,9.360125541687012,5.395349121093773,-221.83319091796875,-341.6065368652344,19.11
917,2021-12-29 00,41.0,168.5,18.0,1,1,12.7,430.0,2.984,28.3,45.3,999.7,1026.2962283006955,26.566919218664225,1005.1869414297829,5.457632347751655,-38.71826171875,162.2709216141815,5365.88671875,1529.7938757145855,300.20807882489026,-305.02099609375,8.309028625488281,15.129022216796898,-295.6258239746094,-528.763671875,11.79
931,2021-12-31 06,38.25,154.25,24.0,1,1,9.9,720.0,1.72,21.0,50.8,995.1,1026.0944753635551,30.956535910430148,1000.733453816681,5.595514363556049,-90.86083984375,-5.339002101585352,5359.08251953125,1268.470854964751,301.9724758259929,-512.09423828125,12.673737525939941,14.666955566406273,-700.3170166015625,-461.3095703125,8.21
939,2022-01-02 18,40.75,171.0,nan,0,0,13.6,690.0,2.356,26.1,62.7,987.6,1018.4220105241437,30.78211794601873,989.5473286802671,1.9074361021421282,-48.15087890625,165.8716398032278,5365.7763671875,344.51219161301424,194.17214428127843,-374.89306640625,7.352190017700195,13.596612548828148,107.3633804321289,-311.6496887207031,14.78
954,2022-01-05 06,40.25,167.75,6.0,1,1,8.9,520.0,1.943,21.3,45.5,989.5,1017.649866894945,28.150721387132535,973.2976841223833,-16.201461385429184,-19.37939453125,-79.38743989265097,5385.14794921875,1010.91510987162,284.08436599296306,-456.43017578125,6.9350738525390625,16.009271240234398,-288.15496826171875,-167.7502899169922,9.06
949,2022-01-05 06,47.5,190.75,nan,0,0,24.3,690.0,4.221,38.7,48.4,972.6,1009.7971399172282,37.1819665773844,988.1616333352893,15.546459995445502,95.923828125,186.09146483032774,5390.0419921875,423.95296819098166,285.0628348658299,-291.75,2.1099355220794678,7.510369873046898,2.412015199661255,107.9100341796875,19.01
956,2022-01-07 00,48.75,185.0,nan,0,0,20.1,530.0,4.191,35.9,46.2,971.8,1007.0476510134753,35.283734997850274,984.8743543966755,13.110438381050471,109.787109375,133.1566143388149,5385.85498046875,939.3169187140184,215.30560121738776,-381.99169921875,3.571666717529297,5.697686767578148,30.477153778076172,-128.60867309570312,18.22
962,2022-01-10 12,49.75,192.5,nan,0,0,23.7,700.0,4.012,36.6,47.6,964.0,1010.5961851343716,46.60881941171533,980.3455461494663,16.35818042681001,56.23388671875,80.01461278725182,5295.693359375,424.4560499555106,258.5869346380228,-359.63720703125,2.3385581970214844,5.251824951171898,98.46575164794922,19.483291625976562,16.88
970,2022-01-10 12,48.75,157.25,nan,0,0,10.4,410.0,2.576,23.2,44.9,1000.4,1026.2416713204166,25.88766741416657,982.0600583655283,-18.293945540721666,-77.8671875,-25.510664830133962,5174.2744140625,1999.7082662269736,261.8573485822835,-257.35400390625,4.044402599334717,2.7448669433593977,71.35391235351562,-165.28819274902344,12.57
988,2022-01-14 00,47.0,147.0,nan,0,0,25.9,730.0,4.291,39.9,59.3,977.1,1028.9572927691224,51.83455106990368,986.7173226894304,9.594580990211625,-123.70166015625,-9.466481558874206,5189.869140625,223.22662166480865,184.8726721550034,-437.28466796875,12.13902473449707,2.9304138183593977,170.07989501953125,18.29277229309082,19.71
1002,2022-01-18 00,46.0,182.25,nan,0,0,17.9,440.0,4.271,35.5,45.5,972.7,1004.9781460928571,32.24840976473206,987.6322802549487,14.902543926823682,12.24609375,88.27054748325969,5341.72265625,876.1390052846303,282.6220732458155,-356.96875,4.016796588897705,7.243157958984398,1.8542903661727905,-86.44805908203125,17.38
991,2022-01-18 00,48.0,171.0,nan,0,0,20.7,770.0,3.419,33.3,47.0,974.2,1017.8888497465739,43.6714425200114,975.2446151726947,1.0272079461321937,-38.6865234375,62.655522948887906,5266.53515625,1780.3258599746239,243.79895109255995,-353.9189453125,4.6877617835998535,5.030053710937523,89.09586334228516,59.21481704711914,13.71
1013,2022-01-20 06,34.5,149.25,30.0,0,1,6.6,410.0,1.577,18.6,41.7,1003.7,1030.6935199063826,26.996071175913812,985.5849767085411,-18.1124720219276,-106.412109375,-93.55943580075082,5350.1689453125,732.720553276435,321.8722667157729,-318.91162109375,8.832819938659668,17.208917236328148,-313.8501281738281,-612.945068359375,6.31
1018,2022-01-23 00,40.25,169.25,nan,0,0,10.4,880.0,1.645,20.2,38.3,991.4,1023.6141429382407,32.16876940308441,974.0627119629144,-17.382661572241886,-106.22509765625,22.005322567209454,5275.76953125,269.23252104341395,251.8635740671771,-352.15087890625,7.284165859222412,13.402612304687523,-42.35340118408203,-353.1957702636719,7.55
1016,2022-01-23 00,36.25,178.25,nan,0,0,10.0,210.0,4.534,31.6,60.9,989.5,1017.9601682011189,28.504296619087654,990.561048079567,1.1051764975356946,-34.10888671875,147.17950649956504,5407.02587890625,1112.4727379737524,288.5639177731568,-352.15087890625,4.745291709899902,16.122308349609398,-269.6277770996094,-672.1273193359375,15.61
1032,2022-01-26 06,35.25,144.0,48.0,0,1,7.5,300.0,2.383,23.1,35.7,1008.7,1029.1869370982524,20.49199080918993,989.6097208704077,-19.085225418654773,-17.53125,-122.24864867180679,5430.18798828125,1598.4288995455963,320.76349602331464,-248.03173828125,9.347073554992676,17.456689453125023,-300.95135498046875,-478.66302490234375,7.57
