id,season,onset,lead_h,when,lat,lon,p_centre,depth,scale_km,grad_hpa_per_100km,vg_kt,gust_kt,step_km,identifiable
2020202104,2020,2020-10-28 06,0,2020-10-28 06,36.25,157.5,996.1,20.5,360.0,5.496,43.1,80.6,0.0,1
2020202104,2020,2020-10-28 06,6,2020-10-28 00,36.0,155.75,1003.0,15.7,450.0,3.483,33.8,48.5,160.0,1
2020202104,2020,2020-10-28 06,12,2020-10-27 18,33.25,153.75,1008.7,8.6,640.0,1.485,19.7,42.4,356.0,1
2020202104,2020,2020-10-28 06,18,2020-10-27 12,31.75,150.5,1013.2,4.7,670.0,0.798,12.1,40.5,347.0,1
2020202104,2020,2020-10-28 06,24,2020-10-27 06,29.0,145.0,1010.8,4.1,210.0,1.799,18.3,31.3,610.0,0
2020202104,2020,2020-10-28 06,30,2020-10-27 00,24.0,138.75,1014.3,0.6,660.0,0.125,2.7,31.9,834.0,0
2020202104,2020,2020-10-28 06,36,2020-10-26 18,16.5,133.5,1008.8,1.0,1200.0,0.175,5.3,17.0,997.0,0
2020202104,2020,2020-10-28 06,42,2020-10-26 12,8.5,127.0,1009.0,-0.1,150.0,0.288,7.0,23.5,1135.0,0
2020202104,2020,2020-10-28 06,48,2020-10-26 06,-1.0,120.75,1006.3,1.4,150.0,0.912,15.7,18.3,1263.0,0
2020202104,2020,2020-10-28 06,54,2020-10-26 00,-8.0,114.75,1011.1,0.7,150.0,0.4,8.7,16.2,1024.0,0
2020202104,2020,2020-10-28 06,60,2020-10-25 18,-14.0,111.25,1010.7,-0.1,1200.0,-0.008,,17.3,769.0,0
2020202104,2020,2020-10-28 06,66,2020-10-25 12,-18.75,110.25,1013.3,-1.1,1200.0,-0.156,,23.2,539.0,0
2020202104,2020,2020-10-28 06,72,2020-10-25 06,-24.25,112.0,1011.5,0.9,1200.0,0.096,2.1,28.6,638.0,0
2020202104,2020,2020-10-28 06,78,2020-10-25 00,-27.5,114.0,1010.2,6.5,510.0,1.293,18.7,36.0,413.0,1
2020202104,2020,2020-10-28 06,84,2020-10-24 18,-28.5,114.5,1008.6,7.2,530.0,1.387,19.6,29.5,122.0,1
2020202104,2020,2020-10-28 06,90,2020-10-24 12,-27.0,115.0,1008.8,7.8,590.0,1.394,20.7,29.1,174.0,1
2020202104,2020,2020-10-28 06,96,2020-10-24 06,-24.5,116.5,1005.5,8.4,620.0,1.497,23.2,25.7,316.0,1
2020202110,2020,2020-12-04 18,0,2020-12-04 18,41.75,178.5,958.3,41.4,330.0,12.229,67.6,93.0,0.0,1
2020202110,2020,2020-12-04 18,6,2020-12-04 12,42.0,174.5,972.6,30.9,390.0,7.828,53.8,71.7,332.0,1
2020202110,2020,2020-12-04 18,12,2020-12-04 06,41.0,168.5,982.3,25.2,400.0,6.185,46.6,63.8,512.0,0
2020202110,2020,2020-12-04 18,18,2020-12-04 00,39.75,163.75,993.3,17.9,440.0,4.048,36.0,71.2,426.0,1
2020202110,2020,2020-12-04 18,24,2020-12-03 18,38.25,157.25,999.3,13.2,430.0,3.08,29.8,56.7,586.0,0
2020202110,2020,2020-12-04 18,30,2020-12-03 12,37.5,154.0,1005.2,9.5,320.0,2.887,26.4,47.7,297.0,1
2020202110,2020,2020-12-04 18,36,2020-12-03 06,36.25,151.0,1006.0,8.9,240.0,3.604,28.4,54.5,301.0,1
2020202110,2020,2020-12-04 18,42,2020-12-03 00,35.5,146.25,1011.5,7.4,270.0,2.628,24.0,42.1,436.0,1
2020202110,2020,2020-12-04 18,48,2020-12-02 18,34.5,142.25,1014.3,5.3,230.0,2.219,20.5,37.1,381.0,1
2020202110,2020,2020-12-04 18,54,2020-12-02 12,33.25,140.5,1017.9,3.7,270.0,1.358,15.3,36.9,213.0,1
2020202110,2020,2020-12-04 18,60,2020-12-02 06,29.5,138.75,1018.0,0.7,1200.0,0.106,2.0,38.0,449.0,0
2020202110,2020,2020-12-04 18,66,2020-12-02 00,24.0,134.75,1013.3,4.1,520.0,0.85,14.5,42.7,729.0,0
2020202110,2020,2020-12-04 18,72,2020-12-01 18,16.25,129.25,1007.5,3.2,1200.0,0.534,14.6,22.8,1035.0,0
2020202110,2020,2020-12-04 18,78,2020-12-01 12,10.5,125.5,1007.4,3.1,950.0,0.522,17.7,32.7,757.0,0
2020202110,2020,2020-12-04 18,84,2020-12-01 06,6.5,123.75,1006.5,1.7,900.0,0.287,14.0,27.1,485.0,0
2020202110,2020,2020-12-04 18,90,2020-12-01 00,2.75,124.5,1009.9,1.0,420.0,0.223,11.4,24.8,425.0,0
2020202110,2020,2020-12-04 18,96,2020-11-30 18,-1.0,127.75,1007.8,0.5,150.0,0.279,8.6,26.4,552.0,0
2020202116,2020,2020-12-14 12,0,2020-12-14 12,42.5,162.5,981.0,16.9,170.0,10.313,46.9,69.3,0.0,1
2020202116,2020,2020-12-14 12,6,2020-12-14 06,44.75,160.25,994.0,1.2,1200.0,0.228,3.0,58.9,309.0,0
2020202116,2020,2020-12-14 12,12,2020-12-14 00,49.5,156.5,959.8,37.9,480.0,8.22,56.8,71.9,599.0,0
2020202116,2020,2020-12-14 12,18,2020-12-13 18,51.75,154.25,977.5,23.3,780.0,3.837,35.4,75.3,296.0,1
2020202116,2020,2020-12-14 12,24,2020-12-13 12,51.5,153.5,990.3,12.9,1200.0,2.154,22.9,58.3,59.0,1
2020202116,2020,2020-12-14 12,30,2020-12-13 06,48.75,153.75,991.8,10.5,940.0,1.793,19.6,52.3,306.0,1
2020202116,2020,2020-12-14 12,36,2020-12-13 00,43.5,155.25,987.7,18.8,560.0,3.6,33.9,54.8,595.0,0
2020202116,2020,2020-12-14 12,42,2020-12-12 18,39.0,153.5,994.8,13.7,650.0,2.326,26.2,62.2,521.0,0
2020202116,2020,2020-12-14 12,48,2020-12-12 12,36.25,149.25,1001.0,9.1,730.0,1.485,19.2,53.3,483.0,1
2020202116,2020,2020-12-14 12,54,2020-12-12 06,33.0,142.5,1002.7,7.3,660.0,1.298,17.8,42.6,715.0,0
2020202116,2020,2020-12-14 12,60,2020-12-12 00,29.25,137.25,1008.1,5.6,390.0,1.435,18.5,45.3,651.0,0
2020202116,2020,2020-12-14 12,66,2020-12-11 18,26.0,129.5,1009.0,5.5,330.0,1.62,20.3,44.5,844.0,0
2020202116,2020,2020-12-14 12,72,2020-12-11 12,20.25,122.75,1012.3,1.9,1110.0,0.303,7.4,30.0,941.0,0
2020202116,2020,2020-12-14 12,78,2020-12-11 06,12.75,118.0,1008.5,1.6,830.0,0.26,8.9,19.4,975.0,0
2020202116,2020,2020-12-14 12,84,2020-12-11 00,5.5,111.0,1009.3,1.7,500.0,0.362,14.2,21.3,1113.0,0
2020202116,2020,2020-12-14 12,90,2020-12-10 18,-0.75,106.5,1009.0,0.9,270.0,0.313,12.2,27.6,856.0,0
2020202116,2020,2020-12-14 12,96,2020-12-10 12,-8.25,104.25,1008.2,0.5,180.0,0.363,8.8,25.4,870.0,0
2020202122,2020,2021-01-05 18,0,2021-01-05 18,55.25,221.75,958.2,27.9,450.0,6.509,45.7,72.1,0.0,1
2020202122,2020,2021-01-05 18,6,2021-01-05 12,52.75,221.25,963.7,24.6,600.0,4.604,38.5,73.8,280.0,1
2020202122,2020,2021-01-05 18,12,2021-01-05 06,51.75,217.25,967.8,18.3,1150.0,3.047,30.9,64.9,294.0,1
2020202122,2020,2021-01-05 18,18,2021-01-05 00,51.0,209.0,959.4,22.2,660.0,4.064,36.1,67.5,578.0,0
2020202122,2020,2021-01-05 18,24,2021-01-04 18,49.75,204.25,956.9,26.7,390.0,7.005,47.6,61.6,364.0,1
2020202122,2020,2021-01-05 18,30,2021-01-04 12,47.25,201.5,966.7,23.5,440.0,5.454,42.0,66.9,344.0,1
2020202122,2020,2021-01-05 18,36,2021-01-04 06,44.5,196.25,977.2,20.1,470.0,4.354,37.1,60.8,508.0,0
2020202122,2020,2021-01-05 18,42,2021-01-04 00,44.25,192.0,987.2,11.6,500.0,2.36,23.6,62.8,339.0,1
2020202122,2020,2021-01-05 18,48,2021-01-03 18,42.5,185.5,994.7,7.8,410.0,1.854,19.1,56.0,560.0,0
2020202122,2020,2021-01-05 18,54,2021-01-03 12,39.75,176.75,1000.3,7.2,350.0,1.962,19.9,57.0,794.0,0
2020202122,2020,2021-01-05 18,60,2021-01-03 06,38.25,170.75,1004.0,6.1,290.0,2.031,19.8,48.3,545.0,0
2020202122,2020,2021-01-05 18,66,2021-01-03 00,37.5,166.0,1007.7,4.4,230.0,1.834,17.4,51.8,425.0,1
2020202122,2020,2021-01-05 18,72,2021-01-02 18,36.25,160.75,1008.9,4.3,210.0,1.926,17.7,48.4,487.0,1
2020202122,2020,2021-01-05 18,78,2021-01-02 12,35.5,156.0,1011.8,3.1,170.0,1.813,16.1,45.9,436.0,1
2020202122,2020,2021-01-05 18,84,2021-01-02 06,35.25,149.75,1012.0,3.3,170.0,1.9,16.6,43.5,567.0,0
2020202122,2020,2021-01-05 18,90,2021-01-02 00,35.0,145.25,1014.9,3.4,280.0,1.166,13.4,42.6,410.0,1
2020202122,2020,2021-01-05 18,96,2021-01-01 18,34.75,143.0,1014.9,2.7,240.0,1.105,12.4,40.8,207.0,0
2020202128,2020,2021-01-13 06,0,2021-01-13 06,42.25,198.5,964.4,36.5,310.0,11.346,62.9,82.4,0.0,1
2020202128,2020,2021-01-13 06,6,2021-01-13 00,41.5,197.5,968.7,32.8,280.0,11.171,60.1,72.1,118.0,1
2020202128,2020,2021-01-13 06,12,2021-01-12 18,39.0,194.0,982.3,23.9,340.0,6.781,47.6,69.4,407.0,1
2020202128,2020,2021-01-13 06,18,2021-01-12 12,37.25,188.0,996.4,14.7,350.0,4.015,34.3,54.4,560.0,0
2020202128,2020,2021-01-13 06,24,2021-01-12 06,36.5,182.75,1006.3,7.6,330.0,2.217,22.2,52.1,474.0,1
2020202128,2020,2021-01-13 06,30,2021-01-12 00,38.25,177.75,1012.0,1.9,770.0,0.299,4.3,47.4,483.0,0
2020202128,2020,2021-01-13 06,36,2021-01-11 18,42.5,174.0,1007.8,2.9,690.0,0.412,5.4,46.5,569.0,0
2020202128,2020,2021-01-13 06,42,2021-01-11 12,47.75,171.25,1001.2,4.5,270.0,1.618,14.9,39.0,622.0,0
2020202128,2020,2021-01-13 06,48,2021-01-11 06,55.5,168.0,996.6,5.8,580.0,1.145,11.6,43.8,890.0,0
2020202128,2020,2021-01-13 06,54,2021-01-11 00,60.75,164.25,1003.6,2.3,400.0,0.69,6.7,44.5,624.0,0
2020202128,2020,2021-01-13 06,60,2021-01-10 18,63.5,158.25,1011.8,-3.5,880.0,-0.447,,45.9,436.0,0
