track,when,lat,lon,lead_h,hf24,hf48,depth,scale_km,grad,vg_kt,gust_kt,p_centre,up_high_hpa,up_high_rel,down_low_hpa,down_low_rel,thick_anom_m,thick_anom_east_m,thick_m,trough_km,trough_bearing,trough_anom_m,sst_grad,sst_c,hvtl,hvtu,depth_pw,dt,gfs_f024_kt
865,2021-12-15 00,42.25,196.75,nan,0,0,9.4,280.0,3.263,26.6,36.1,1006.4,1019.8361048283715,13.405318695559004,986.792325051124,-19.638461081688547,181.66796875,117.40085600643343,5592.95263671875,1993.316656760497,304.03810432275924,-293.9306640625,3.508579969406128,10.811456298828148,-211.4822998046875,-215.14857482910156,11.66,2021-12-15 00,29.0
877,2021-12-17 12,41.75,152.25,6.0,1,1,32.8,570.0,6.253,52.0,76.8,971.9,1029.8064706033636,57.85871669711355,996.5744286097222,24.62667470347219,161.81982421875,41.95570496917405,5556.70849609375,1209.7489327976004,283.012604105638,-513.39013671875,13.320076942443848,9.553155517578148,-52.03813934326172,-504.98504638671875,26.55,2021-12-17 12,51.4
888,2021-12-21 06,46.25,176.25,24.0,1,1,26.7,650.0,4.62,41.4,56.1,988.9,1015.2186002011564,26.28952305271889,1015.415906206807,26.486829058369494,237.947265625,203.9133824426254,5566.33544921875,1994.9420689703206,269.20336217738316,-237.50634765625,5.4925689697265625,7.058801269531273,-93.52275848388672,-340.4471435546875,21.21,2021-12-21 06,60.9
903,2021-12-25 06,41.5,154.5,24.0,1,1,10.9,290.0,3.816,30.1,47.8,994.5,1031.272133331895,36.77347610533252,977.5173024670976,-16.98135475946492,57.9462890625,24.11093699757229,5427.8779296875,1492.6547065468983,280.5057799570064,-440.853515625,14.782449722290039,13.175134277343773,-412.85498046875,-360.0467224121094,15.33,2021-12-25 06,55.9
917,2021-12-29 00,41.0,168.5,18.0,1,1,12.7,430.0,2.984,28.3,45.3,999.7,1026.2962283006955,26.566919218664225,1005.1869414297829,5.457632347751655,-38.71826171875,162.2709216141815,5365.88671875,1529.7938757145855,300.20807882489026,-305.02099609375,8.309028625488281,15.129022216796898,-295.6258239746094,-528.763671875,11.79,2021-12-29 00,52.1
931,2021-12-31 12,40.25,157.25,18.0,1,1,15.1,620.0,2.706,28.8,50.8,991.0,1028.1053887405828,37.14304743198909,1003.4258467745269,12.463505465933167,-31.25634765625,13.077483454610384,5388.11767578125,1374.6757377863564,289.47107665623287,-520.373046875,10.347991943359375,12.060662841796898,-651.5791625976562,-425.4123229980469,10.39,2021-12-31 12,48.9
954,2022-01-05 06,40.25,167.75,6.0,1,1,8.9,520.0,1.943,21.3,45.5,989.5,1017.649866894945,28.150721387132535,973.2976841223833,-16.201461385429184,-19.37939453125,-79.38743989265097,5385.14794921875,1010.91510987162,284.08436599296306,-456.43017578125,6.9350738525390625,16.009271240234398,-288.15496826171875,-167.7502899169922,9.06,2022-01-05 06,33.8
949,2022-01-05 06,47.5,190.75,nan,0,0,24.3,690.0,4.221,38.7,48.4,972.6,1009.7971399172282,37.1819665773844,988.1616333352893,15.546459995445502,95.923828125,186.09146483032774,5390.0419921875,423.95296819098166,285.0628348658299,-291.75,2.1099355220794678,7.510369873046898,2.412015199661255,107.9100341796875,19.01,2022-01-05 06,45.7
956,2022-01-07 12,51.75,180.25,nan,0,0,18.7,520.0,3.928,33.2,44.5,976.5,1006.1886443037536,29.692001237347313,976.664401781222,0.16775871481570448,122.9462890625,184.80720041012134,5346.5732421875,1048.340779887674,234.75199642487877,-326.9091796875,1.5054831504821777,4.172540283203148,-13.181922912597656,-94.15362548828125,19.6,2022-01-07 12,32.1
993,2022-01-14 12,50.5,215.75,nan,0,0,30.7,440.0,6.972,49.0,58.2,978.4,1004.9641932570962,26.574300678971213,1008.9702598334716,30.580367255346573,156.26220703125,193.19114552763915,5412.16552734375,1988.7291198578523,286.0179934303301,-207.8251953125,1.7702372074127197,5.511590576171898,51.50514221191406,-193.68504333496094,26.7,2022-01-14 12,32.8
994,2022-01-14 12,47.75,156.75,nan,0,0,12.4,1170.0,2.166,24.0,46.2,984.6,1025.0868684809384,40.46577473093839,984.7544041007874,0.13331035078738296,-71.23828125,34.987892669765905,5221.21337890625,796.1043716803437,232.54151963452756,-444.5009765625,6.614633560180664,2.4626403808593977,-5.467341899871826,-85.54421997070312,14.76,2022-01-14 12,41.1
1008,2022-01-19 06,38.25,172.25,6.0,1,1,24.0,420.0,5.841,46.5,70.1,962.7,1010.2362195702336,47.52778451163988,980.7721791333736,18.063744074779834,27.13671875,72.30560117518665,5443.3310546875,771.9872193893906,297.3528450460086,-422.29931640625,7.337352752685547,14.493737792968773,2.4706482887268066,-515.1703491210938,23.08,2022-01-19 06,48.3
1013,2022-01-21 06,36.5,164.0,6.0,1,1,17.1,420.0,4.099,37.0,59.8,983.6,1019.3371111553986,35.75117365539859,983.1039656333049,-0.4819718666950621,-19.435546875,-39.28025541878016,5400.88818359375,584.1900094287764,307.5997538599685,-367.47509765625,4.6940226554870605,17.618646240234398,-157.47813415527344,-448.9385070800781,15.82,2022-01-21 06,53.4
1028,2022-01-25 12,41.25,166.75,6.0,1,1,47.5,390.0,11.954,71.1,68.9,960.4,1021.5127167679939,61.06862497111888,1002.067551907172,41.623460110296946,195.54248046875,17.36474132661752,5544.50439453125,1512.8718326956196,324.90019155664953,-325.19140625,7.731997013092041,12.484490966796898,202.98707580566406,-395.5849609375,38.53,2022-01-25 12,52.0
1032,2022-01-27 06,35.25,159.75,24.0,1,1,13.5,320.0,4.086,34.3,56.6,994.2,1020.4464610665523,26.261463507958524,997.1157123628321,2.9307148042383915,28.4150390625,-73.67866108708893,5470.5693359375,1362.2974223188194,359.04518810089746,-321.86865234375,6.132778167724609,15.993035888671898,-209.9779815673828,-365.4114074707031,13.43,2022-01-27 06,67.6
1038,2022-01-29 12,33.0,185.75,12.0,1,1,23.4,420.0,5.582,47.2,66.8,985.6,1014.081954497014,28.523116606388953,1012.1877300911642,26.628892200539212,160.1494140625,58.654508122895734,5637.3583984375,1991.8150944715958,288.0808469029486,-327.001953125,2.1154303550720215,17.827813720703148,-45.998085021972656,-432.3809509277344,21.24,2022-01-29 12,51.0
1052,2022-02-01 12,43.0,182.0,0.0,1,1,40.3,380.0,10.449,64.0,82.1,954.6,1007.897732055595,53.32961682122004,990.9613323019479,36.39321706757289,193.41845703125,143.331359229641,5526.32568359375,1643.5237668514428,287.99070093565103,-510.1044921875,4.183205604553223,10.566552734375023,250.97860717773438,-383.1716003417969,34.6,2022-02-01 12,48.0
1057,2022-02-03 12,39.75,184.25,0.0,1,1,29.8,320.0,9.035,55.8,73.2,968.3,1012.1607451398485,43.84525441719222,990.4143981321888,22.098907409532558,61.96240234375,-13.582501260712919,5437.2744140625,1398.835045399015,296.12388154042515,-444.1748046875,3.2615723609924316,13.284570312500023,-36.69334411621094,-230.75526428222656,29.35,2022-02-03 12,50.8
1066,2022-02-06 00,38.5,168.0,6.0,1,1,27.6,330.0,8.158,53.3,73.6,972.6,1015.1762088123463,42.54864533578382,991.2813555389425,18.653792062380035,26.05224609375,34.5989065439507,5426.64111328125,1164.68932608017,291.8444541041135,-427.34912109375,7.044368267059326,12.490533447265648,-112.08045196533203,-500.8856506347656,26.51,2022-02-06 00,49.7
1085,2022-02-12 00,32.5,163.0,24.0,1,1,24.7,630.0,4.428,45.9,75.7,980.3,1025.1359525857122,44.807217234149675,987.3772499946017,7.048514643039198,-35.623046875,14.326240914639385,5479.31884765625,200.05263367855827,346.45178326382637,-359.6181640625,4.343948841094971,16.740655517578148,-4.454871654510498,-520.573486328125,21.03,2022-02-12 00,60.7
1093,2022-02-14 06,34.25,149.0,30.0,0,1,16.9,300.0,5.324,40.3,61.8,997.7,1021.4905269422088,23.836962489083817,986.568122663296,-11.08544178982902,61.32470703125,-136.90788923240936,5552.03466796875,834.2495872774018,358.4217291759442,-279.5322265625,10.00780200958252,16.342950439453148,-111.86832427978516,-421.609130859375,16.64,2022-02-14 06,63.5
1097,2022-02-18 18,47.75,166.5,nan,0,0,25.0,700.0,4.259,39.0,44.5,981.6,1025.1501492577638,43.576846035107565,995.1037374262289,13.530434203572668,43.47607421875,132.19515735529825,5331.87451171875,1280.2284123457475,220.3760521866551,-342.72119140625,4.3556623458862305,2.9757629394531477,141.4080352783203,-172.21578979492188,17.55,2022-02-18 18,44.4
1101,2022-02-20 18,45.0,147.25,12.0,1,1,45.5,510.0,9.209,64.3,64.0,959.8,1029.0759774764656,69.2698251327156,973.8551446103447,14.048992266594723,-66.1865234375,-12.703541903612413,5274.28369140625,223.28703374362377,185.05115252801792,-556.5205078125,11.833312034606934,nan,328.7089538574219,-122.6482925415039,37.02,2022-02-20 18,55.2
1126,2022-03-01 18,51.0,188.25,nan,0,0,20.4,510.0,4.27,35.5,55.4,977.6,1011.8869034516404,34.307008432109114,998.6966946638056,21.11679964427435,114.3173828125,-16.48481019232303,5342.4287109375,1015.4231399268826,244.95060862861442,-356.857421875,2.5378246307373047,4.469689941406273,59.248287200927734,-146.16525268554688,22.09,2022-03-01 18,40.6
1122,2022-03-01 18,53.5,171.0,nan,0,0,35.2,700.0,5.852,47.7,61.5,960.7,1004.1196960451612,43.43823852562991,980.0727795299883,19.39132201045709,62.6171875,105.40491733043538,5273.482421875,223.03270552024514,184.25227989868156,-350.2685546875,3.724949359893799,2.8544860839843977,19.327983856201172,-53.67256546020508,21.8,2022-03-01 18,39.6
1155,2022-03-09 12,49.75,167.75,nan,0,0,18.7,790.0,3.057,30.0,42.0,988.7,1022.0502674553709,33.390843627245886,990.0388718463832,1.3794480182582447,19.2509765625,30.807255031126502,5282.4150390625,667.4412272759915,181.54213487802875,-220.10791015625,3.1276051998138428,2.7629333496093977,139.88377380371094,-102.4774169921875,12.33,2022-03-09 12,35.2
1159,2022-03-11 18,36.5,178.5,6.0,1,1,26.1,360.0,7.035,50.6,72.4,985.3,1021.926276483986,36.623053827736044,1008.2293631342825,22.926140478032494,86.69482421875,60.67805184542861,5588.994140625,736.6414639749357,296.4549849054932,-253.22119140625,4.28793478012085,14.142633056640648,-195.99205017089844,-420.4289855957031,23.76,2022-03-11 18,65.6
1181,2022-03-18 06,33.5,179.5,18.0,1,1,19.1,360.0,5.188,42.5,58.1,994.2,1018.1892824486611,24.00703147209856,1016.3517977984885,22.16954682192602,87.09521484375,16.063599759657585,5650.40771484375,1284.8877540324884,304.5631493923384,-296.80322265625,4.340704917907715,16.175317382812523,-206.1055145263672,-377.2173767089844,18.06,2022-03-18 06,52.5
1193,2022-03-23 00,45.25,195.75,nan,0,0,12.0,370.0,3.257,28.0,45.1,1003.5,1029.1947637674402,25.656921970565236,1003.4597677960421,-0.07807400083288485,32.037109375,-116.44739229065006,5372.7958984375,1998.8596643242868,295.33638241199026,-210.28515625,2.2254457473754883,7.752221679687523,-278.2586975097656,-337.3148193359375,13.89,2022-03-23 00,40.5
1209,2022-03-31 18,53.5,210.0,nan,0,0,24.3,440.0,5.63,41.3,53.0,984.4,1020.0845934580022,35.666075391595996,1007.4411286183496,23.02261055194333,88.7646484375,31.603060323436843,5377.55078125,1910.6232499168989,269.1696778151009,-289.51611328125,2.3319010734558105,3.5259643554687727,71.6816177368164,-186.79847717285156,21.61,2022-03-31 18,42.4
1211,2022-04-03 00,48.5,194.0,18.0,1,1,13.5,470.0,2.965,26.8,45.1,993.6,1030.1484627796597,36.56283045544092,978.1485910671381,-15.437041257080637,51.53515625,-40.39087505478047,5405.1201171875,1705.8204769825368,287.1357396999995,-304.6796875,1.8754100799560547,5.658837890625023,-466.86138916015625,-455.926025390625,17.03,2022-04-03 00,56.4
1230,2022-04-11 12,49.5,172.0,nan,0,0,21.4,770.0,3.483,33.3,48.4,992.4,1025.198837998521,32.83915782273971,1000.720154730527,8.360474554745792,-111.46337890625,28.064614948906087,5253.17431640625,202.24552893876782,195.55373972481107,-276.11376953125,3.986591339111328,3.2050720214843977,80.7724838256836,-131.95025634765625,13.07,2022-04-11 12,30.9
1280,2022-04-29 18,37.5,146.5,6.0,1,1,30.0,330.0,8.817,56.3,69.9,983.1,1020.9797842776895,37.90416171909578,1005.4912946102767,22.415672051682918,120.1318359375,47.82701181696385,5685.31494140625,223.43008194562498,308.23087219166894,-238.29833984375,19.626419067382812,17.260675048828148,-134.32984924316406,-448.9938049316406,31.1,2022-04-29 18,60.9
1977,2023-10-10 06,39.0,147.75,24.0,1,1,15.8,540.0,3.056,31.1,50.0,999.4,1024.3135114001802,24.915440111117732,1015.632709038937,16.234637749874537,93.08203125,-43.55456285183077,5708.61328125,1751.422724187831,359.2932551536211,-253.609375,12.164958000183105,20.442987060546898,-80.39476013183594,-510.6380310058594,13.98,2023-10-10 06,66.7
1985,2023-10-13 18,31.75,153.0,18.0,1,1,57.8,240.0,22.99,89.7,107.4,950.3,1014.104167487749,63.83469727290526,1000.9479719510382,50.67850173619445,218.3623046875,47.661701746465084,5926.35107421875,200.09356620263304,236.09927633621157,-183.55224609375,2.5020205974578857,26.874993896484398,154.38339233398438,126.63764953613281,51.1,2023-10-13 18,64.4
2024,2023-10-27 00,40.5,167.0,nan,0,0,15.2,400.0,3.794,33.3,53.1,998.8,1013.1367080070443,14.344593749231763,1004.0003094185253,5.208195160712762,113.21728515625,-76.76208080946371,5690.978515625,1006.2660741974863,263.6139015735499,-194.48388671875,6.556571960449219,19.706323242187523,-27.860904693603516,-289.6049499511719,19.72,2023-10-27 00,31.9
2042,2023-11-01 18,50.0,203.0,nan,0,0,15.8,760.0,2.602,25.9,35.1,988.3,1013.347234030904,25.06299330824777,997.4152414781839,9.13100075552768,44.87451171875,139.2924360809929,5412.9892578125,1533.4050988374668,265.81281557811405,-203.89599609375,2.105302095413208,9.965081787109398,-6.559033393859863,28.764219284057617,10.0,2023-11-01 18,24.8
2086,2023-11-13 00,37.75,151.0,nan,0,0,20.8,270.0,7.194,46.0,67.5,991.4,1031.840153459253,40.39844203347184,1001.6907177400374,10.249006314256121,89.8681640625,116.30710624097203,5636.9833984375,957.7347300797661,283.24065078716205,-334.13818359375,11.861709594726562,22.402795410156273,-309.0724792480469,-557.8513793945312,18.64,2023-11-13 00,42.5
2098,2023-11-19 00,46.5,157.0,6.0,1,1,28.1,670.0,5.046,44.5,67.2,966.8,1015.983633156772,49.20043003177204,987.2965631926689,20.51336006766894,91.74267578125,44.866740330130526,5504.46728515625,669.9511704208693,277.0979665349231,-374.533203125,9.561652183532715,8.105218505859398,-251.83380126953125,-497.7068786621094,22.21,2023-11-19 00,49.2
2093,2023-11-19 00,41.0,203.0,18.0,1,1,27.9,540.0,5.401,46.4,59.8,987.6,1030.1163605408312,42.55190741583124,1006.8289908660812,19.2645377410812,81.466796875,-23.914713844254102,5587.96630859375,663.8632469896055,233.42431610651286,-270.28369140625,2.5134317874908447,14.671533203125023,-127.09667205810547,-405.5050048828125,20.62,2023-11-19 00,55.7
2104,2023-11-22 18,50.0,190.0,nan,0,0,34.3,760.0,5.7,48.9,68.8,956.6,1015.507510192239,58.88525677427026,982.7947262771323,26.172472859163577,71.65478515625,151.41792828955255,5406.625,228.18950180927064,232.1220128556669,-423.47998046875,3.1837117671966553,7.960717773437523,15.410751342773438,20.91690444946289,24.22,2023-11-22 18,36.4
2115,2023-11-29 12,51.0,163.75,6.0,1,1,42.2,440.0,9.836,62.0,67.9,952.5,1017.9688648095708,65.51744879394585,977.5624067481341,25.110990732509094,141.7998046875,156.80808607077273,5418.2919921875,1991.9981913817796,247.5523223447771,-379.89306640625,3.6015007495880127,4.199761962890648,166.6077423095703,-189.84213256835938,37.67,2023-11-29 12,47.2
2118,2023-12-01 06,41.75,171.0,24.0,1,1,11.2,280.0,3.856,30.0,45.6,995.0,1014.5963202342456,19.57562931627683,1002.1117192794668,7.091028361498047,64.3134765625,147.3189191640525,5496.2587890625,1984.5129038083364,279.4151243466236,-357.7890625,7.739078998565674,13.220025634765648,-633.0104370117188,-554.4898681640625,13.49,2023-12-01 06,55.8
2123,2023-12-03 00,43.25,184.25,0.0,1,1,32.8,370.0,8.718,56.3,73.4,969.1,1020.8819182904774,51.803976395946165,969.0424518967158,-0.035489997815489005,89.87841796875,44.05198254462327,5511.89453125,455.45812908880856,284.0159143812887,-303.03466796875,8.74178695678711,11.042657470703148,9.96831226348877,-429.42724609375,32.0,2023-12-03 00,57.5
2153,2023-12-12 06,42.0,148.5,42.0,0,1,17.9,430.0,4.143,35.7,52.3,1000.8,1033.2515999026573,32.48072587921979,1019.7705349042992,18.99966088086171,92.525390625,17.2146257448738,5513.34130859375,1699.3238796579335,338.97397618128764,-301.2568359375,19.357908248901367,11.972802734375023,-364.54327392578125,-417.11199951171875,16.56,2023-12-12 06,54.5
2153,2023-12-13 18,53.75,163.25,6.0,1,1,43.8,620.0,7.901,57.9,67.3,960.1,1036.2279815824133,76.1685943753821,988.527977062933,28.46858985590177,157.29736328125,142.7735679806167,5359.99609375,889.1920707239359,224.841291508395,-417.1015625,4.010251522064209,3.4953857421875227,76.7021713256836,-468.9556884765625,30.65,2023-12-13 18,53.3
2188,2023-12-20 18,42.25,164.0,18.0,1,1,17.6,480.0,3.708,33.8,56.7,994.7,1020.2866079830142,25.590440990826664,1006.3215792195392,11.625412227351717,90.201171875,-34.45812688907308,5494.5361328125,1989.690222499955,280.92340399511085,-474.05517578125,7.793107032775879,11.796929931640648,-347.20721435546875,-436.0997619628906,17.71,2023-12-20 18,59.1
2196,2023-12-23 18,54.5,170.25,nan,0,0,23.2,450.0,5.174,38.8,56.3,982.4,1024.7758147048758,42.384152107219506,977.2675995746356,-5.124063023020653,-146.498046875,-153.24784842201157,5133.22021484375,1605.2910212683896,221.74252195950717,-362.951171875,5.752661228179932,3.3276916503906477,136.9053497314453,-30.75811004638672,21.1,2023-12-23 18,42.4
2211,2023-12-26 06,41.0,171.75,24.0,1,1,16.0,420.0,3.709,33.0,58.3,999.6,1021.9706846679295,22.378887792929504,998.631143310922,-0.9606535640780294,7.18310546875,-112.91031482522772,5423.830078125,1997.6748319486792,297.26127395707573,-274.83837890625,7.101055145263672,14.964593505859398,-242.10284423828125,-617.7376708984375,13.54,2023-12-26 06,57.0
2222,2023-12-29 12,34.0,161.25,48.0,0,1,7.8,340.0,2.149,22.5,46.9,1008.8,1023.9103149375393,15.147131343789283,1006.4690319573854,-2.2941516363646315,28.82177734375,-42.95741407341759,5555.25634765625,1556.870183580138,359.1518413522555,-345.9462890625,6.00802755355835,21.120141601562523,-373.5467224121094,-416.1405944824219,8.05,2023-12-29 12,49.4
2222,2023-12-31 00,38.75,194.5,12.0,1,1,32.7,370.0,8.585,57.3,65.3,976.2,1020.9306059718895,44.75122364767071,1006.8893526007049,30.70997027648616,163.98779296875,-36.86716991745368,5619.1865234375,1996.71621839448,293.374779336911,-372.3212890625,2.928096055984497,13.673883056640648,29.361419677734375,-425.61395263671875,27.21,2023-12-31 00,56.0
2229,2024-01-01 12,44.5,176.25,18.0,1,1,25.2,450.0,5.66,44.3,67.3,972.7,1015.1969858337523,42.5290781189085,974.2968792308156,1.628971515971898,168.1552734375,-66.59410163974619,5523.76318359375,1221.9902540002906,285.4193669105131,-344.9658203125,5.489193916320801,9.541894531250023,-148.93629455566406,-468.9195556640625,21.14,2024-01-01 12,63.8
2231,2024-01-01 12,55.5,171.75,nan,0,0,16.3,660.0,2.875,26.2,48.3,981.8,1019.3364513518301,37.50759392995508,972.2886475523997,-9.540209869475348,-44.40478515625,-26.5788499641116,5176.072265625,1157.0959120170187,217.27506702182097,-344.9658203125,3.8270456790924072,3.2896972656250227,116.17779541015625,-224.51058959960938,12.8,2024-01-01 12,41.3
2239,2024-01-04 18,38.75,158.75,0.0,1,1,25.0,470.0,5.378,45.3,79.9,985.5,1022.141842909437,36.642331190686946,995.0252615330608,9.525749814310757,50.77685546875,46.4160590009953,5502.67431640625,244.98277582871697,242.84687248887525,-233.80810546875,8.413729667663574,15.907464599609398,-71.02291107177734,-543.0115356445312,24.93,2024-01-04 18,52.7
2251,2024-01-08 12,39.5,162.75,12.0,1,1,23.0,500.0,4.751,42.0,74.1,983.7,1023.1641350183443,39.43177417850052,990.947695169205,7.215334329361212,21.4638671875,66.36982245893995,5439.84423828125,1742.5076320011872,309.51261619198647,-349.32470703125,9.072402000427246,12.519281005859398,-260.0821533203125,-517.96435546875,22.37,2024-01-08 12,56.3
2269,2024-01-12 06,42.0,181.75,0.0,1,1,30.3,400.0,7.551,53.0,70.8,971.0,1011.2334987594706,40.2563869430644,996.3959023540264,25.41879053762011,243.12548828125,28.197259815067007,5616.02978515625,744.3700093844719,317.1100344488129,-273.005859375,6.447056293487549,11.438775634765648,39.9583625793457,-393.5635986328125,29.75,2024-01-12 06,45.5
2280,2024-01-14 18,39.5,201.5,0.0,1,1,28.9,430.0,6.72,51.1,64.8,980.4,1023.3749819857176,43.01328764978007,989.9438618778325,9.582167541895046,-2.76953125,141.0487365227524,5403.76611328125,223.45144347861975,185.5093114455657,-331.359375,1.979529619216919,12.510766601562523,220.5011444091797,-110.1511001586914,30.19,2024-01-14 18,37.2
2298,2024-01-17 00,34.5,162.75,6.0,1,1,23.1,570.0,4.349,43.0,66.5,986.6,1029.2796673617433,42.65808533049335,997.814800702117,11.193218670867054,-15.99658203125,-17.18217751648004,5481.07958984375,572.4648558475089,272.7787419903762,-312.03125,6.7442450523376465,18.432977294921898,-95.29603576660156,-617.2239990234375,19.81,2024-01-17 00,61.3
2325,2024-01-25 00,39.0,199.75,nan,0,0,31.0,600.0,5.655,50.4,55.9,967.3,1009.8056298817739,42.46242919818019,989.9779024026645,22.63470171907079,107.087890625,136.58321520907933,5521.2109375,206.52448356691437,237.24359019460258,-336.5234375,2.159944534301758,12.343652343750023,39.52080154418945,-104.87010192871094,21.27,2024-01-25 00,40.7
2340,2024-01-30 12,41.0,213.5,12.0,1,1,38.0,460.0,8.364,59.8,65.2,963.2,1012.7116475172975,49.46775103292248,989.687246490663,26.44335000628803,120.06591796875,179.67377302208695,5507.23681640625,204.77103243673787,197.92364330157315,-321.21142578125,2.4782650470733643,12.313348388671898,202.3404541015625,-342.0005798339844,32.51,2024-01-30 12,52.1
