track,hf,when,lat,lon,p_centre,p_env,depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,wind_kt,gust_kt,wind_dist_km
0,0,2020-10-01 00,43.25,203.75,976.8,1003.0,26.3,430.0,1.68,6.141,46.7,83.6,46.4,66.3,258.0
0,0,2020-10-01 06,43.75,205.5,973.1,1005.0,32.0,480.0,1.67,6.831,51.8,92.2,44.1,63.6,103.0
0,0,2020-10-01 12,45.25,206.25,969.0,1005.1,36.1,500.0,2.1,7.468,55.3,98.1,42.5,63.8,145.0
0,0,2020-10-01 18,47.0,207.0,968.7,1005.8,37.1,540.0,2.05,7.229,54.6,92.2,43.5,62.6,174.0
0,0,2020-10-02 00,49.25,208.5,968.4,1005.4,36.9,570.0,2.02,6.94,53.0,85.5,45.1,63.2,202.0
0,0,2020-10-02 06,52.75,208.25,968.9,1005.0,36.2,600.0,1.49,6.5,50.0,76.2,41.4,57.8,292.0
0,0,2020-10-02 12,54.75,207.75,970.9,1002.9,32.0,580.0,1.44,5.941,45.8,67.9,38.5,52.4,291.0
0,0,2020-10-02 18,56.5,204.5,975.5,1000.2,24.7,700.0,0.75,4.204,36.0,47.0,37.4,52.2,332.0
3,0,2020-10-03 00,46.0,184.5,982.8,1001.4,18.7,480.0,1.02,3.994,34.6,51.8,35.4,48.6,392.0
3,0,2020-10-03 06,46.5,189.0,981.3,1001.6,20.3,480.0,1.18,4.321,36.5,55.6,33.8,47.0,421.0
3,0,2020-10-03 12,47.5,193.25,981.8,1002.4,20.6,520.0,1.09,4.164,35.9,52.7,35.4,52.7,493.0
3,0,2020-10-03 18,48.75,197.75,984.6,1004.2,19.6,550.0,1.02,3.805,33.6,47.2,35.3,47.4,464.0
3,0,2020-10-04 00,51.0,203.0,986.3,1006.1,19.8,540.0,1.02,3.889,33.4,46.7,34.2,47.2,491.0
3,0,2020-10-04 06,53.0,207.0,988.5,1007.9,19.4,570.0,0.74,3.598,31.3,42.0,30.1,42.2,451.0
3,0,2020-10-04 12,55.0,210.5,988.9,1008.3,19.4,560.0,0.51,3.618,30.9,41.2,29.0,39.7,477.0
3,0,2020-10-04 18,56.75,212.0,986.9,1007.8,20.9,550.0,0.86,3.98,32.8,44.4,30.2,44.2,494.0
3,0,2020-10-05 00,58.0,212.5,980.5,1006.9,26.5,480.0,1.73,5.667,41.4,62.4,36.0,53.2,330.0
4,0,2020-10-05 12,48.5,146.5,987.4,1007.5,20.2,610.0,2.02,3.754,34.1,46.8,28.1,38.3,443.0
4,0,2020-10-05 18,49.5,147.75,979.7,1006.3,26.6,470.0,2.98,5.896,44.6,72.4,37.5,59.1,72.0
4,0,2020-10-06 00,50.25,150.25,979.3,1006.4,27.2,470.0,2.59,5.998,44.9,72.8,39.8,54.2,195.0
4,0,2020-10-06 06,50.5,153.75,980.5,1004.9,24.4,490.0,2.29,5.263,41.2,63.7,35.3,50.0,245.0
5,0,2020-10-06 06,53.75,161.75,982.7,1006.4,23.7,1020.0,2.0,3.812,36.2,44.1,30.8,43.2,57.0
5,0,2020-10-06 12,55.5,164.5,976.1,1005.7,29.5,840.0,2.12,4.766,41.5,54.0,34.3,45.3,115.0
5,0,2020-10-06 18,57.5,167.0,969.0,1003.1,34.2,720.0,2.08,5.79,46.4,64.1,37.3,56.5,173.0
5,0,2020-10-07 00,57.75,171.5,965.8,1002.2,36.4,780.0,1.35,5.962,48.2,65.8,40.6,55.7,293.0
6,0,2020-10-10 00,56.0,221.75,980.8,997.2,16.3,470.0,1.72,3.649,29.7,41.1,32.5,46.0,95.0
6,0,2020-10-10 06,56.5,221.25,979.5,997.2,17.7,410.0,1.98,4.343,32.9,48.6,31.9,38.3,112.0
6,0,2020-10-10 12,57.0,221.5,978.7,997.1,18.4,300.0,2.06,5.91,37.7,65.8,32.6,45.4,111.0
7,0,2020-10-10 12,58.0,178.0,988.8,1004.5,15.7,810.0,0.87,2.548,23.9,28.0,26.9,37.0,335.0
6,0,2020-10-10 18,57.5,221.5,981.2,998.2,17.0,310.0,1.94,5.199,34.6,57.5,32.7,44.0,56.0
7,0,2020-10-10 18,57.25,177.0,991.3,1006.7,15.4,760.0,0.75,2.544,23.8,28.2,30.2,39.7,412.0
7,0,2020-10-11 00,56.0,176.75,993.9,1009.0,15.1,720.0,0.65,2.529,23.8,28.5,28.2,38.5,479.0
9,0,2020-10-13 06,48.5,227.25,996.0,1017.0,21.0,400.0,0.94,5.155,39.0,64.2,34.6,51.5,295.0
9,0,2020-10-13 12,49.75,230.5,983.9,1015.8,31.9,310.0,2.64,9.873,55.6,120.7,42.4,63.7,56.0
9,0,2020-10-13 18,50.0,234.5,994.0,1014.9,20.8,420.0,1.61,4.912,37.7,59.8,35.8,56.8,299.0
10,0,2020-10-14 12,37.25,200.5,999.0,1015.0,15.9,650.0,0.99,2.803,31.0,43.2,35.2,53.1,86.0
10,0,2020-10-14 18,41.75,204.25,997.2,1017.3,20.1,600.0,1.16,3.682,35.7,51.6,37.8,57.3,173.0
10,0,2020-10-15 00,45.0,206.0,996.6,1018.7,22.1,540.0,1.31,4.327,38.1,57.1,39.7,63.3,294.0
10,0,2020-10-15 06,47.0,207.5,1000.8,1020.9,20.1,560.0,1.11,3.838,34.5,49.0,34.6,56.1,144.0
10,0,2020-10-15 12,49.0,209.5,1004.8,1022.7,17.9,570.0,1.03,3.365,30.7,41.6,32.1,45.6,235.0
10,0,2020-10-15 18,51.5,213.25,1008.4,1025.3,16.9,570.0,1.08,3.197,28.8,38.1,28.6,41.9,148.0
10,0,2020-10-16 00,54.25,222.0,1009.6,1026.7,17.1,540.0,0.94,3.361,29.0,38.6,35.1,48.9,461.0
15,0,2020-10-18 12,54.25,144.5,997.8,1013.7,15.9,590.0,0.77,2.879,26.0,33.1,29.5,47.4,90.0
15,0,2020-10-18 18,55.75,147.25,994.2,1012.7,18.5,570.0,0.71,3.482,29.9,39.3,35.1,53.3,390.0
15,0,2020-10-19 00,57.5,149.0,991.1,1012.3,21.2,530.0,0.87,4.224,33.9,46.7,34.0,49.9,425.0
15,0,2020-10-19 06,57.75,150.5,990.4,1011.6,21.2,530.0,1.03,4.231,33.9,46.7,32.9,48.6,205.0
17,0,2020-10-20 18,52.5,167.0,1000.1,1016.9,16.8,490.0,1.28,3.551,30.1,41.8,34.3,46.3,44.0
17,0,2020-10-21 00,53.75,167.5,997.3,1017.3,20.0,500.0,1.26,4.149,33.8,48.0,34.5,47.7,166.0
17,0,2020-10-21 06,54.75,165.75,993.8,1017.5,23.7,440.0,1.6,5.374,39.6,61.4,38.2,56.0,162.0
18,0,2020-10-21 06,46.25,176.0,994.1,1011.5,17.4,370.0,1.11,4.728,36.4,61.1,39.0,52.4,213.0
18,0,2020-10-21 12,48.25,176.25,987.3,1011.4,24.1,400.0,1.95,6.112,44.0,76.5,42.1,62.3,111.0
17,0,2020-10-21 12,54.25,164.75,994.7,1017.3,22.6,380.0,1.82,5.845,40.6,67.2,41.4,61.2,101.0
18,0,2020-10-21 18,49.5,175.25,977.8,1011.7,33.9,400.0,3.14,8.479,54.8,104.1,43.6,68.2,78.0
18,0,2020-10-22 00,49.0,175.5,971.9,1011.6,39.6,380.0,3.61,10.314,61.6,127.5,45.0,66.5,231.0
18,0,2020-10-22 06,47.5,177.25,974.8,1010.4,35.6,430.0,3.16,8.351,56.1,105.7,45.1,67.3,260.0
18,0,2020-10-22 12,47.0,181.5,977.9,1008.8,30.9,510.0,2.75,6.384,49.2,81.5,43.1,67.3,147.0
19,0,2020-10-22 18,50.5,181.0,976.7,1010.6,33.9,680.0,1.96,5.807,48.2,70.2,40.2,56.6,475.0
20,0,2020-10-22 18,53.0,217.25,1010.2,1027.0,16.8,510.0,0.95,3.303,28.6,38.6,32.6,46.9,129.0
19,0,2020-10-23 00,49.75,183.5,976.8,1009.8,33.0,660.0,2.06,5.766,47.8,70.5,37.6,50.9,208.0
20,0,2020-10-23 00,52.75,222.25,1009.9,1028.4,18.6,490.0,0.85,3.759,31.4,44.1,31.4,43.9,90.0
19,0,2020-10-23 06,50.5,186.25,978.7,1009.6,30.9,670.0,2.04,5.381,45.3,65.1,35.8,49.8,209.0
20,0,2020-10-23 06,51.75,227.0,1008.8,1029.4,20.6,470.0,0.66,4.38,35.3,52.1,34.5,44.6,312.0
19,0,2020-10-23 12,52.25,187.75,981.1,1010.8,29.7,710.0,1.86,5.036,43.0,59.4,34.0,47.5,228.0
20,0,2020-10-23 12,51.0,230.25,1007.0,1028.5,21.5,480.0,1.0,4.528,36.5,54.4,30.0,42.9,147.0
19,0,2020-10-23 18,53.75,188.25,983.3,1012.5,29.3,690.0,1.6,4.999,42.0,57.8,30.5,45.8,252.0
20,0,2020-10-23 18,50.0,231.75,1006.9,1028.1,21.2,490.0,1.24,4.349,35.9,53.0,27.7,42.9,248.0
19,0,2020-10-24 00,54.75,188.5,986.4,1013.8,27.4,680.0,1.22,4.696,39.6,53.7,32.7,43.9,497.0
20,0,2020-10-24 00,48.25,234.75,1007.4,1025.0,17.7,530.0,1.06,3.447,31.0,43.1,29.5,43.0,185.0
19,0,2020-10-24 06,55.5,188.75,989.5,1015.4,25.8,660.0,0.98,4.44,37.4,50.3,26.8,37.4,200.0
19,0,2020-10-24 12,56.25,189.0,992.5,1016.5,24.0,640.0,1.0,4.165,35.2,46.7,27.2,37.6,222.0
19,0,2020-10-24 18,56.75,189.75,996.5,1017.2,20.7,620.0,0.85,3.655,31.3,40.8,27.4,36.4,442.0
21,0,2020-10-25 00,51.0,153.25,990.2,1007.3,17.1,730.0,1.36,2.921,28.1,35.1,34.5,51.9,175.0
19,0,2020-10-25 00,57.5,191.0,1000.5,1017.4,16.9,580.0,0.73,3.094,26.9,34.2,24.4,30.8,489.0
21,0,2020-10-25 06,52.25,153.5,988.1,1007.5,19.4,670.0,1.81,3.44,31.3,40.6,29.8,47.4,143.0
22,0,2020-10-25 06,45.0,198.75,1000.5,1016.0,15.5,520.0,1.06,3.126,29.5,41.3,31.4,44.8,498.0
21,0,2020-10-25 12,53.25,152.0,988.1,1009.9,21.9,700.0,1.79,3.723,33.4,43.4,28.2,37.7,174.0
22,0,2020-10-25 12,47.75,199.5,999.2,1015.5,16.3,500.0,1.16,3.385,30.3,42.7,33.1,47.3,368.0
21,0,2020-10-25 18,53.25,150.75,987.7,1010.7,23.0,680.0,1.57,3.906,34.6,45.5,28.6,38.0,452.0
22,0,2020-10-25 18,50.5,200.75,996.3,1015.1,18.8,490.0,1.7,4.005,33.6,48.4,33.2,46.9,364.0
21,0,2020-10-26 00,53.25,150.25,989.7,1012.1,22.4,640.0,1.44,3.89,34.0,45.3,30.7,44.2,422.0
22,0,2020-10-26 00,54.25,203.5,991.3,1014.4,23.1,580.0,1.59,4.357,36.2,50.1,33.4,44.3,492.0
21,0,2020-10-26 06,52.25,149.75,992.6,1011.3,18.7,610.0,1.11,3.374,30.3,39.8,31.4,44.5,401.0
23,0,2020-10-27 12,55.25,169.25,1003.4,1019.6,16.2,560.0,0.89,3.082,27.1,35.0,25.0,33.3,288.0
23,0,2020-10-27 18,55.25,170.0,1003.1,1020.4,17.3,540.0,0.95,3.342,28.7,38.0,26.6,36.6,392.0
23,0,2020-10-28 00,55.25,170.0,1004.9,1021.6,16.7,510.0,0.87,3.342,28.4,38.0,29.3,40.7,446.0
25,0,2020-10-28 12,40.0,162.5,994.3,1017.5,23.2,490.0,1.28,4.852,42.2,70.4,44.8,68.0,282.0
25,0,2020-10-28 18,42.0,166.0,987.4,1015.9,28.5,460.0,2.01,6.266,48.8,87.4,49.0,67.1,100.0
25,0,2020-10-29 00,44.75,171.0,980.4,1016.0,35.6,500.0,1.86,7.341,54.8,97.3,47.0,67.8,308.0
25,0,2020-10-29 06,47.0,174.5,971.9,1014.7,42.8,460.0,2.93,9.445,62.5,120.5,46.3,67.0,99.0
25,0,2020-10-29 12,47.75,178.25,968.0,1014.5,46.5,470.0,2.89,10.081,65.5,127.1,48.9,76.6,144.0
26,0,2020-10-29 12,48.5,217.25,1003.1,1019.0,15.9,300.0,0.9,5.103,35.5,63.6,31.5,41.5,59.0
25,0,2020-10-29 18,49.0,182.5,969.2,1013.6,44.4,530.0,2.4,8.841,61.8,109.3,47.9,67.3,279.0
26,0,2020-10-29 18,49.25,221.0,999.6,1019.0,19.4,350.0,1.14,5.374,38.4,66.2,39.0,52.7,73.0
25,0,2020-10-30 00,50.25,185.5,971.2,1013.8,42.6,580.0,2.11,7.947,58.4,96.5,44.9,64.0,390.0
26,0,2020-10-30 00,50.5,225.5,990.2,1016.5,26.3,330.0,1.18,7.698,48.0,93.1,46.2,63.5,110.0
25,0,2020-10-30 06,51.0,188.25,971.8,1013.6,41.8,590.0,1.84,7.68,56.9,92.2,41.2,58.0,398.0
26,0,2020-10-30 06,51.5,230.0,987.4,1014.7,27.3,360.0,1.79,7.541,48.4,89.9,45.1,61.9,121.0
25,0,2020-10-30 12,51.25,189.75,973.4,1013.1,39.7,580.0,1.95,7.402,55.1,88.6,40.2,57.4,429.0
26,0,2020-10-30 12,51.75,236.0,992.9,1014.1,21.2,520.0,2.05,4.268,35.4,50.7,37.5,56.5,327.0
25,0,2020-10-30 18,50.75,190.75,976.3,1013.5,37.2,570.0,1.77,6.996,52.8,84.3,40.0,56.3,431.0
25,0,2020-10-31 00,49.5,192.5,980.2,1013.9,33.7,540.0,1.64,6.534,49.9,80.2,38.9,52.6,224.0
28,0,2020-10-31 00,45.5,161.0,1004.0,1019.5,15.5,670.0,0.79,2.624,26.8,34.3,34.9,46.9,129.0
25,0,2020-10-31 06,48.75,194.75,984.4,1014.1,29.7,540.0,1.43,5.757,45.7,71.5,37.8,49.6,427.0
28,0,2020-10-31 06,48.25,160.75,997.4,1018.5,21.1,600.0,0.85,3.795,34.3,47.5,36.5,54.9,453.0
25,0,2020-10-31 12,47.75,196.0,989.5,1014.0,24.4,510.0,1.17,4.914,40.4,62.0,34.0,46.6,454.0
28,0,2020-10-31 12,49.75,160.25,989.7,1018.5,28.8,490.0,1.81,5.976,45.5,73.1,38.5,63.0,235.0
28,0,2020-10-31 18,49.0,160.5,986.7,1017.2,30.4,480.0,1.9,6.422,47.9,79.4,41.0,57.4,107.0
25,0,2020-10-31 18,46.75,197.25,993.7,1013.1,19.4,500.0,0.89,3.987,34.6,51.1,30.8,42.0,356.0
28,0,2020-11-01 00,47.5,165.0,987.6,1016.7,29.0,570.0,1.33,5.392,44.6,68.2,42.7,65.4,253.0
28,0,2020-11-01 06,47.5,170.0,988.7,1015.2,26.4,640.0,1.1,4.575,40.5,57.9,39.6,56.2,376.0
29,0,2020-11-01 06,46.5,210.75,991.9,1008.5,16.6,610.0,1.42,3.072,29.6,39.5,33.9,49.7,480.0
29,0,2020-11-01 12,47.0,211.75,986.3,1007.4,21.1,630.0,1.03,3.788,35.0,48.3,33.0,46.5,447.0
28,0,2020-11-01 12,47.25,174.0,991.9,1013.8,21.9,700.0,0.86,3.676,34.9,46.7,36.6,54.7,430.0
29,0,2020-11-01 18,50.0,213.75,982.2,1007.6,25.3,600.0,1.34,4.709,40.0,57.4,36.5,52.4,168.0
28,0,2020-11-01 18,47.0,178.0,993.1,1012.3,19.2,710.0,0.66,3.215,31.5,41.0,31.0,45.4,251.0
29,0,2020-11-02 00,53.25,218.25,977.7,1008.9,31.2,640.0,1.8,5.446,44.3,63.4,37.6,58.8,104.0
28,0,2020-11-02 00,46.5,181.5,994.5,1011.3,16.8,750.0,0.54,2.759,28.2,35.5,31.8,43.0,369.0
29,0,2020-11-02 06,57.0,222.5,977.0,1010.2,33.2,530.0,1.91,6.481,47.2,72.1,39.1,71.9,463.0
28,0,2020-11-02 06,46.25,184.0,994.3,1010.8,16.5,740.0,0.54,2.743,28.1,35.4,32.7,43.4,378.0
28,0,2020-11-02 12,45.75,186.25,994.8,1011.1,16.4,720.0,0.42,2.724,27.9,35.5,31.8,42.6,303.0
28,0,2020-11-02 18,44.75,187.75,996.0,1012.2,16.2,740.0,0.29,2.663,27.9,35.3,32.9,43.5,328.0
31,0,2020-11-03 06,53.5,146.75,991.7,1011.2,19.4,950.0,1.07,3.034,29.5,35.2,37.7,56.7,423.0
31,0,2020-11-03 12,55.5,146.0,985.8,1009.8,24.0,660.0,1.35,4.175,35.6,47.3,36.9,54.3,491.0
31,0,2020-11-03 18,56.25,144.5,977.3,1005.1,27.8,500.0,1.93,5.875,43.4,65.9,34.7,49.7,390.0
34,0,2020-11-03 18,47.75,207.0,993.8,1009.5,15.7,500.0,1.27,3.263,29.5,41.1,36.1,47.9,475.0
31,0,2020-11-04 00,56.5,144.0,970.3,1002.0,31.8,410.0,2.41,7.893,50.8,88.3,38.3,51.9,173.0
34,0,2020-11-04 00,48.0,208.75,991.0,1010.3,19.3,480.0,1.45,4.141,34.9,52.0,37.9,56.5,62.0
35,0,2020-11-04 06,51.5,161.0,980.6,1002.2,21.6,710.0,0.84,3.675,33.7,43.8,44.0,70.6,357.0
34,0,2020-11-04 06,48.5,214.75,988.5,1010.5,22.0,520.0,0.96,4.4,37.2,54.8,41.4,55.8,486.0
36,0,2020-11-04 12,56.0,145.0,970.3,996.4,26.0,390.0,2.14,6.815,45.2,76.7,38.0,52.3,157.0
35,0,2020-11-04 12,54.5,163.75,974.0,999.7,25.7,720.0,1.21,4.362,37.8,50.0,43.5,63.9,386.0
34,0,2020-11-04 12,50.25,216.75,981.6,1010.1,28.5,510.0,2.28,5.892,45.4,71.5,39.7,57.0,490.0
35,0,2020-11-04 18,57.25,165.5,967.3,995.8,28.5,790.0,1.23,4.67,39.9,51.8,39.4,63.7,481.0
36,0,2020-11-04 18,55.5,147.0,970.8,994.5,23.8,420.0,2.11,5.808,41.2,65.8,37.5,52.3,178.0
34,0,2020-11-04 18,52.5,220.5,974.0,1011.2,37.2,550.0,3.17,7.308,53.4,86.0,45.9,71.6,291.0
35,0,2020-11-05 00,57.75,167.0,959.9,992.6,32.7,780.0,1.74,5.418,44.7,59.8,41.8,53.8,397.0
34,0,2020-11-05 00,52.5,222.5,972.6,1012.0,39.4,560.0,3.17,7.664,55.5,90.2,47.9,71.5,98.0
36,0,2020-11-05 00,55.0,149.5,972.9,994.0,21.1,480.0,2.06,4.606,36.0,52.5,37.8,53.6,129.0
36,0,2020-11-05 06,55.0,153.25,974.4,991.7,17.4,550.0,2.1,3.533,30.2,40.2,35.8,51.3,174.0
34,0,2020-11-05 06,54.25,227.75,977.0,1013.6,36.7,590.0,2.05,6.822,51.2,78.4,45.7,70.0,278.0
34,0,2020-11-05 12,55.0,228.75,985.2,1015.8,30.6,520.0,2.06,6.212,46.0,70.8,41.5,61.6,290.0
37,0,2020-11-05 12,31.0,199.25,1004.4,1024.2,19.8,380.0,2.42,5.038,43.4,91.3,41.2,58.5,83.0
34,0,2020-11-05 18,56.75,231.5,996.7,1017.9,21.2,450.0,1.59,4.793,36.2,53.5,29.7,52.3,499.0
37,0,2020-11-05 18,32.5,197.25,1001.5,1025.7,24.2,330.0,2.73,6.979,50.2,121.2,54.5,78.8,83.0
37,0,2020-11-06 00,33.25,193.75,1000.0,1023.1,23.1,310.0,2.85,7.045,49.1,119.9,44.4,72.2,120.0
37,0,2020-11-06 06,32.75,191.25,999.1,1021.2,22.1,360.0,2.43,5.887,46.4,101.6,38.8,55.4,94.0
37,0,2020-11-06 12,31.75,190.5,998.0,1018.8,20.8,390.0,2.33,5.185,44.3,92.0,34.1,48.2,110.0
37,0,2020-11-06 18,32.0,191.25,998.7,1017.6,18.9,420.0,2.06,4.429,40.8,78.0,33.0,46.7,76.0
37,0,2020-11-07 00,33.75,192.5,999.9,1016.5,16.6,540.0,1.39,3.24,34.6,54.4,33.1,45.2,488.0
37,0,2020-11-07 06,37.0,193.0,1000.0,1017.1,17.1,630.0,1.05,3.048,33.0,47.3,33.7,46.9,93.0
37,0,2020-11-07 12,40.25,193.0,997.6,1016.4,18.8,630.0,1.05,3.302,33.7,47.7,35.9,50.7,486.0
37,0,2020-11-07 18,43.25,193.75,997.3,1016.0,18.6,620.0,0.78,3.298,32.5,44.9,31.4,43.5,145.0
39,0,2020-11-08 12,50.75,167.5,988.0,1005.3,17.3,430.0,1.17,4.075,32.9,49.1,29.5,41.9,175.0
39,0,2020-11-08 18,53.5,171.75,983.2,1006.4,23.1,470.0,1.4,4.96,38.3,57.6,33.1,45.8,256.0
39,0,2020-11-09 00,56.0,173.75,977.9,1007.3,29.3,480.0,1.97,6.261,45.0,70.5,33.2,50.0,457.0
39,0,2020-11-09 06,57.0,174.5,973.5,1006.8,33.3,480.0,2.68,7.161,49.4,79.7,36.2,50.3,106.0
40,0,2020-11-09 06,45.75,156.0,988.8,1004.4,15.6,480.0,1.33,3.324,30.1,43.3,33.4,46.5,162.0
40,0,2020-11-09 12,47.25,157.75,980.3,1004.8,24.4,390.0,2.4,6.193,44.4,78.7,33.7,45.9,67.0
40,0,2020-11-09 18,48.0,160.75,977.9,1003.9,26.1,430.0,1.87,6.055,44.8,76.0,42.4,60.5,85.0
40,0,2020-11-10 00,49.75,162.25,975.2,1004.2,29.0,430.0,1.66,6.751,47.8,82.6,42.5,67.6,253.0
40,0,2020-11-10 06,50.25,164.25,975.1,1004.2,29.1,450.0,1.59,6.549,47.3,79.5,44.2,74.4,311.0
43,0,2020-11-13 12,54.25,146.25,1006.8,1021.8,15.0,470.0,0.74,3.233,27.4,37.2,26.8,36.4,182.0
43,0,2020-11-13 18,55.0,147.75,1004.5,1021.0,16.6,460.0,0.84,3.655,29.8,41.6,28.9,37.5,84.0
43,0,2020-11-14 00,55.75,149.25,1005.2,1020.7,15.5,450.0,0.65,3.501,28.6,39.5,29.1,40.8,227.0
45,1,2020-11-14 06,48.75,210.75,995.2,1010.9,15.7,340.0,1.61,4.499,33.7,55.8,35.2,47.2,313.0
46,0,2020-11-14 06,52.0,150.0,1001.9,1019.3,17.4,670.0,0.7,3.0,28.1,35.5,35.2,50.3,405.0
45,1,2020-11-14 12,49.25,215.75,987.3,1008.8,21.5,320.0,2.46,6.598,43.1,81.3,41.6,59.7,138.0
46,0,2020-11-14 12,52.5,153.0,1000.0,1019.0,19.0,720.0,0.41,3.143,29.4,37.0,34.3,48.3,491.0
45,1,2020-11-14 18,49.75,220.0,981.4,1008.8,27.4,360.0,2.88,7.525,48.8,92.0,42.6,59.4,106.0
46,0,2020-11-14 18,52.5,156.0,995.3,1017.0,21.7,650.0,0.99,3.795,33.7,44.6,34.7,49.8,381.0
45,1,2020-11-15 00,50.75,224.5,974.0,1008.0,34.0,390.0,2.39,8.742,55.1,105.4,50.4,71.0,165.0
48,0,2020-11-15 00,38.25,165.5,1002.4,1020.6,18.2,490.0,1.75,3.795,36.0,57.2,39.6,55.8,324.0
45,1,2020-11-15 06,51.5,227.5,970.1,1008.5,38.4,400.0,2.2,9.553,58.8,113.9,47.4,76.5,222.0
48,0,2020-11-15 06,41.5,168.0,994.1,1019.9,25.8,420.0,2.92,6.07,46.6,85.5,51.6,66.0,68.0
45,1,2020-11-15 12,52.25,229.75,975.7,1009.1,33.4,390.0,2.23,8.464,53.5,99.9,43.9,68.8,279.0
48,0,2020-11-15 12,45.25,169.75,988.4,1019.2,30.8,480.0,2.52,6.48,49.4,85.2,49.4,69.2,102.0
48,0,2020-11-15 18,49.0,169.75,978.9,1014.9,36.0,480.0,2.02,7.595,53.9,93.9,47.4,69.2,353.0
45,1,2020-11-15 18,52.75,231.25,989.4,1011.3,21.8,460.0,1.37,4.872,37.7,57.1,33.5,46.1,279.0
50,0,2020-11-16 00,49.5,171.25,974.3,1013.3,39.0,470.0,2.05,8.426,57.4,103.4,47.1,71.2,306.0
50,0,2020-11-16 06,50.5,176.25,976.6,1013.3,36.8,490.0,1.77,7.651,54.0,92.5,45.7,63.1,376.0
50,0,2020-11-16 12,52.0,179.25,981.3,1012.9,31.6,490.0,1.73,6.562,48.0,77.7,40.4,55.5,346.0
50,0,2020-11-16 18,53.0,182.5,987.4,1013.1,25.7,480.0,1.16,5.417,41.2,63.3,39.2,54.5,313.0
51,0,2020-11-16 18,43.5,227.25,992.6,1012.7,20.1,530.0,1.56,4.022,36.4,54.5,40.6,52.4,66.0
51,0,2020-11-17 00,45.25,228.75,987.0,1009.1,22.1,650.0,1.16,3.9,36.7,51.3,37.6,58.6,288.0
50,0,2020-11-17 00,54.5,185.0,992.0,1013.0,20.9,460.0,1.02,4.549,35.4,52.2,37.0,52.7,235.0
52,0,2020-11-17 00,48.5,162.5,994.2,1010.9,16.7,530.0,1.37,3.289,29.8,41.0,31.0,44.8,283.0
51,0,2020-11-17 06,46.75,229.25,980.4,1007.4,27.0,690.0,1.47,4.641,42.0,59.5,39.0,60.1,323.0
52,0,2020-11-17 06,51.25,165.5,984.6,1006.7,22.1,510.0,2.17,4.583,37.3,54.8,33.6,47.7,45.0
50,0,2020-11-17 06,56.5,186.25,995.3,1012.0,16.7,420.0,0.7,3.875,30.3,43.4,33.6,48.8,226.0
51,0,2020-11-17 12,47.0,230.75,972.6,1005.3,32.7,640.0,2.09,5.817,48.8,74.2,43.6,62.1,366.0
52,0,2020-11-17 12,54.25,167.0,973.7,1003.5,29.8,470.0,3.2,6.673,47.4,76.7,36.3,51.3,174.0
52,0,2020-11-17 18,56.0,167.0,961.8,1001.5,39.7,420.0,4.14,9.535,58.4,107.3,42.0,61.4,178.0
53,0,2020-11-17 18,50.25,230.75,962.9,1005.1,42.2,520.0,3.47,8.503,59.3,103.2,44.4,73.7,66.0
52,0,2020-11-18 00,56.25,168.0,955.0,1000.6,45.6,420.0,4.9,10.845,63.7,121.7,45.9,68.3,125.0
53,0,2020-11-18 00,52.5,231.25,972.4,1004.2,31.8,550.0,2.56,6.162,47.1,72.5,33.5,58.7,83.0
52,0,2020-11-18 06,57.5,169.5,955.4,998.9,43.5,520.0,4.24,8.727,58.1,96.6,41.2,63.9,195.0
54,0,2020-11-18 06,54.75,226.5,986.6,1007.1,20.4,610.0,0.45,3.661,31.7,41.8,37.3,52.5,397.0
53,0,2020-11-18 06,53.5,235.5,988.7,1004.0,15.4,580.0,1.88,2.984,26.9,34.6,17.0,38.8,490.0
54,0,2020-11-18 12,54.75,225.75,991.9,1009.0,17.0,590.0,0.34,3.092,27.5,35.3,34.5,50.7,399.0
54,0,2020-11-18 18,54.75,225.0,995.0,1011.0,16.1,560.0,0.29,2.999,26.6,34.3,35.0,50.0,382.0
54,0,2020-11-19 00,55.25,224.75,997.4,1012.4,15.1,510.0,0.37,2.954,25.7,33.6,29.0,43.6,324.0
55,0,2020-11-19 12,52.75,186.0,975.1,1000.8,25.7,290.0,2.88,8.564,48.8,100.4,39.4,59.1,380.0
55,0,2020-11-19 18,54.0,188.75,969.7,999.6,29.9,390.0,3.28,7.617,49.4,87.9,43.7,62.2,396.0
55,0,2020-11-20 00,55.25,190.75,968.0,998.8,30.7,490.0,2.94,6.539,47.0,74.3,39.7,59.0,447.0
55,0,2020-11-20 06,56.75,191.5,968.5,998.4,29.9,570.0,2.51,5.739,43.9,64.0,37.5,58.2,492.0
55,0,2020-11-20 12,57.0,191.0,971.5,998.8,27.3,650.0,2.12,4.838,39.5,53.8,37.0,52.4,346.0
55,0,2020-11-20 18,58.0,195.0,969.6,1000.2,30.6,610.0,1.41,5.567,43.2,61.3,45.7,64.0,102.0
59,1,2020-11-22 00,44.25,174.0,987.8,1007.1,19.3,690.0,0.65,3.258,32.6,43.6,40.2,59.6,398.0
59,1,2020-11-22 06,45.25,178.5,982.7,1006.8,24.0,580.0,1.36,4.464,39.6,58.7,43.5,64.0,167.0
59,1,2020-11-22 12,48.5,186.0,979.2,1004.3,25.1,620.0,1.19,4.51,39.5,56.2,44.6,70.9,389.0
