label,id,when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,max_step_km,season,month,stratum
0,pool_2023021912_39_152,2023-02-19 12,39.25,152.5,993.0,1010.2,17.2,18.2,510.0,0.77,3.564,34.3,52.6,0.0,2022,2,s0120
0,pool_2023022612_45_154,2023-02-26 12,45.0,153.5,996.9,1016.0,19.1,19.5,460.0,0.54,4.248,36.1,56.1,0.0,2022,2,s0120
1,2022202334,2023-02-08 00,34.5,155.25,999.1,1016.3,17.2,17.5,470.0,1.24,3.721,36.4,61.3,548.0,2022,2,s0121
0,pool_2023020806_36_159,2023-02-08 06,35.75,159.0,992.7,1013.4,20.7,21.6,540.0,1.17,4.009,39.4,64.0,0.0,2022,2,s0121
0,pool_2023020800_34_155,2023-02-08 00,34.5,154.75,998.9,1016.3,17.4,17.7,470.0,1.33,3.764,36.7,62.0,0.0,2022,2,s0121
0,pool_2023021312_34_145,2023-02-13 12,34.25,144.75,993.1,1012.0,18.8,19.5,510.0,1.37,3.821,38.1,63.4,0.0,2022,2,s0121
1,2022202335,2023-02-08 06,44.75,205.0,982.7,1015.5,32.8,34.1,540.0,1.61,6.319,50.4,83.8,545.0,2022,2,s0122
0,pool_2023022312_46_235,2023-02-23 12,46.5,234.75,995.4,1024.6,29.2,32.6,660.0,1.83,4.939,43.7,63.6,0.0,2022,2,s0122
0,pool_2023022012_43_168,2023-02-20 12,43.25,168.5,977.8,1006.3,28.4,30.3,540.0,2.03,5.607,46.8,76.4,0.0,2022,2,s0122
0,pool_2023020800_44_203,2023-02-08 00,43.75,203.25,982.8,1016.2,33.4,34.1,510.0,2.47,6.682,52.0,90.2,0.0,2022,2,s0122
1,2022202336,2023-02-09 06,44.75,176.75,962.0,1005.3,43.3,43.2,400.0,2.98,10.804,66.0,143.2,549.0,2022,2,s0123
0,pool_2023020806_44_204,2023-02-08 06,44.25,204.0,977.1,1015.4,38.4,38.1,430.0,3.23,8.868,59.6,118.6,0.0,2022,2,s0123
1,2022202337,2023-02-10 06,32.25,133.75,1006.9,1019.7,12.8,12.9,460.0,0.83,2.798,30.3,48.9,477.0,2022,2,s0124
1,2022202338,2023-02-13 12,34.5,145.25,993.6,1012.0,18.5,19.1,520.0,1.22,3.68,37.2,60.6,536.0,2022,2,s0125
1,2022202339,2023-03-18 18,39.75,150.75,999.5,1014.4,14.9,15.3,510.0,0.67,3.004,30.0,43.9,539.0,2022,3,s0126
0,pool_2023031018_36_207,2023-03-10 18,35.5,207.25,991.6,1009.6,17.9,19.7,610.0,0.85,3.23,34.8,51.9,0.0,2022,3,s0126
0,pool_2023031418_39_236,2023-03-14 18,38.75,235.5,996.4,1012.9,16.5,16.4,380.0,1.0,4.32,36.5,64.4,0.0,2022,3,s0126
0,pool_2023030806_41_160,2023-03-08 06,40.75,160.5,1007.2,1022.5,15.3,14.8,310.0,0.61,4.766,36.1,68.1,0.0,2022,3,s0126
1,2022202340,2023-03-26 06,34.0,138.0,1006.2,1015.8,9.6,10.4,570.0,0.53,1.818,22.4,30.3,546.0,2022,3,s0127
1,2022202341,2023-05-23 06,31.5,141.25,992.8,1007.2,14.4,14.6,450.0,1.34,3.248,33.8,58.0,408.0,2022,5,s0128
1,2023202401,2023-08-30 00,42.0,173.5,985.0,1009.2,24.2,24.8,470.0,2.19,5.278,43.5,73.6,477.0,2023,8,s0129
0,pool_2023082806_40_146,2023-08-28 06,40.0,145.5,985.9,1013.7,27.9,26.4,190.0,1.85,13.908,59.1,201.9,0.0,2023,8,s0129
0,pool_2023082500_44_182,2023-08-25 00,44.25,182.5,985.3,1011.5,26.2,26.8,480.0,1.33,5.58,44.8,74.6,0.0,2023,8,s0129
1,2023202402,2023-09-15 12,49.0,169.0,992.2,1010.7,18.4,17.9,410.0,1.25,4.374,34.7,54.1,545.0,2023,9,s0130
0,pool_2023092700_47_193,2023-09-27 00,47.0,193.0,1000.1,1015.4,15.2,14.9,410.0,0.58,3.631,30.7,46.3,0.0,2023,9,s0130
1,2023202403,2023-09-27 18,37.5,162.0,998.5,1014.2,15.7,15.2,320.0,1.31,4.738,37.2,72.6,485.0,2023,9,s0131
0,pool_2023092718_38_162,2023-09-27 18,37.5,162.0,998.5,1014.2,15.7,15.2,320.0,1.31,4.738,37.2,72.6,0.0,2023,9,s0131
1,2023202404,2023-10-10 06,39.0,147.75,999.4,1015.2,15.8,16.5,540.0,0.9,3.056,31.1,45.3,481.0,2023,10,s0132
0,pool_2023102512_42_198,2023-10-25 12,41.75,198.5,991.6,1006.8,15.1,21.8,870.0,1.13,2.505,28.2,35.1,0.0,2023,10,s0132
0,pool_2023102418_42_208,2023-10-24 18,41.5,207.75,993.9,1009.6,15.7,18.4,650.0,1.73,2.836,29.7,39.9,0.0,2023,10,s0132
0,pool_2023102606_39_151,2023-10-26 06,38.75,151.0,996.2,1012.6,16.4,16.6,470.0,1.16,3.525,33.5,52.6,0.0,2023,10,s0132
1,2023202405,2023-10-13 12,29.25,150.75,953.8,1009.3,55.6,52.7,220.0,4.36,23.943,89.1,457.3,481.0,2023,10,s0133
0,pool_2023101312_29_151,2023-10-13 12,29.25,150.75,953.8,1009.3,55.6,52.7,220.0,4.36,23.943,89.1,457.3,0.0,2023,10,s0133
1,2023202406,2023-10-14 18,33.0,136.25,1001.3,1010.4,9.1,8.5,260.0,0.82,3.26,28.1,55.9,356.0,2023,10,s0134
1,2023202407,2023-11-08 00,55.5,201.5,972.1,1001.0,28.9,34.9,720.0,1.35,4.847,40.9,54.9,544.0,2023,11,s0135
0,pool_2023112312_51_146,2023-11-23 12,50.75,146.25,986.2,1012.6,26.4,26.8,470.0,2.41,5.702,43.2,68.7,0.0,2023,11,s0135
0,pool_2023112618_58_190,2023-11-26 18,58.0,189.5,971.6,997.4,25.8,27.2,520.0,2.38,5.24,39.8,57.7,0.0,2023,11,s0135
0,pool_2023110418_58_144,2023-11-04 18,57.75,144.5,993.3,1019.4,26.1,26.0,410.0,1.88,6.34,43.2,70.0,0.0,2023,11,s0135
1,2023202408,2023-11-18 06,48.75,143.5,972.8,1001.6,28.7,30.2,510.0,2.67,5.918,46.0,73.5,548.0,2023,11,s0136
0,pool_2023112418_53_194,2023-11-24 18,52.75,194.0,987.2,1011.0,23.7,27.7,690.0,0.97,4.012,35.6,47.0,0.0,2023,11,s0136
0,pool_2023110718_48_152,2023-11-07 18,48.5,151.75,988.0,1016.2,28.2,29.5,520.0,2.33,5.673,44.9,70.7,0.0,2023,11,s0136
0,pool_2023110418_52_226,2023-11-04 18,52.0,226.5,977.0,1004.6,27.5,31.0,660.0,0.57,4.691,40.1,55.6,0.0,2023,11,s0136
1,2023202409,2023-11-18 18,39.5,200.75,994.4,1017.2,22.8,23.8,530.0,1.34,4.486,41.0,65.8,254.0,2023,11,s0137
0,pool_2023111406_38_228,2023-11-14 06,38.0,228.5,998.6,1017.6,19.0,21.7,680.0,0.6,3.198,34.4,48.5,0.0,2023,11,s0137
0,pool_2023110906_37_168,2023-11-09 06,37.25,168.5,1003.3,1021.4,18.1,17.2,240.0,1.31,7.15,43.9,110.2,0.0,2023,11,s0137
0,pool_2023110300_40_210,2023-11-03 00,40.5,210.5,988.5,1007.5,19.0,19.5,510.0,1.13,3.821,35.7,54.9,0.0,2023,11,s0137
1,2023202410,2023-11-20 06,54.0,168.0,949.5,988.0,38.5,49.6,780.0,0.87,6.353,52.0,73.3,549.0,2023,11,s0138
0,pool_2023111500_55_176,2023-11-15 00,55.25,176.0,965.4,1002.2,36.7,40.1,580.0,1.73,6.91,51.1,78.5,0.0,2023,11,s0138
0,pool_2023111412_52_169,2023-11-14 12,52.5,169.25,964.4,1004.1,39.7,40.8,460.0,3.28,8.861,58.1,104.2,0.0,2023,11,s0138
0,pool_2023111118_57_162,2023-11-11 18,57.0,162.5,967.2,1005.5,38.3,42.9,640.0,1.13,6.705,50.7,74.6,0.0,2023,11,s0138
1,2023202411,2023-11-28 18,44.5,156.5,984.5,1004.6,20.1,23.7,680.0,1.22,3.492,34.2,46.5,431.0,2023,11,s0139
0,pool_2023111818_49_145,2023-11-18 18,48.75,145.25,973.4,995.2,21.9,24.3,570.0,2.15,4.26,37.0,52.9,0.0,2023,11,s0139
0,pool_2023110412_44_203,2023-11-04 12,44.0,203.25,995.2,1010.9,15.7,16.8,550.0,0.6,3.046,29.5,40.9,0.0,2023,11,s0139
0,pool_2023112812_47_145,2023-11-28 12,46.75,145.0,990.7,1008.4,17.7,18.8,520.0,1.08,3.609,32.4,46.2,0.0,2023,11,s0139
1,2023202412,2023-12-01 06,42.0,171.75,995.1,1006.0,10.9,10.5,290.0,0.71,3.622,29.0,50.5,537.0,2023,12,s0140
0,pool_2023120512_40_172,2023-12-05 12,40.25,172.0,1003.5,1019.0,15.5,16.5,590.0,0.55,2.789,29.2,40.3,0.0,2023,12,s0140
0,pool_2023121100_41_192,2023-12-11 00,40.75,191.75,993.2,1008.8,15.6,18.0,650.0,1.12,2.768,29.4,39.6,0.0,2023,12,s0140
0,pool_2023121218_46_190,2023-12-12 18,46.5,190.5,1000.8,1016.4,15.5,15.0,290.0,0.97,5.178,36.0,66.6,0.0,2023,12,s0140
1,2023202413,2023-12-02 00,39.0,161.25,1004.5,1013.1,8.6,8.7,530.0,0.34,1.65,19.0,24.5,548.0,2023,12,s0141
1,2023202414,2023-12-05 12,29.75,138.0,1003.4,1015.9,12.5,12.5,420.0,0.66,2.987,31.9,56.2,524.0,2023,12,s0142
0,pool_2023121506_30_221,2023-12-15 06,30.5,221.25,998.2,1013.3,15.1,16.8,620.0,1.07,2.712,32.8,49.9,0.0,2023,12,s0142
1,2023202415,2023-12-13 00,48.0,160.0,990.5,1014.1,23.6,25.3,570.0,1.16,4.437,38.4,55.7,306.0,2023,12,s0143
0,pool_2023121618_44_145,2023-12-16 18,44.25,144.75,989.2,1010.8,21.7,25.1,670.0,0.59,3.743,36.1,50.1,0.0,2023,12,s0143
0,pool_2023121206_52_213,2023-12-12 06,52.5,213.25,979.4,1001.3,21.9,27.7,780.0,1.07,3.553,33.0,41.8,0.0,2023,12,s0143
0,pool_2023121900_48_218,2023-12-19 00,48.0,218.5,985.9,1005.5,19.7,20.7,520.0,1.22,3.984,34.6,50.0,0.0,2023,12,s0143
1,2023202416,2023-12-16 18,44.25,144.75,989.2,1010.8,21.7,25.1,670.0,0.59,3.743,36.1,50.1,541.0,2023,12,s0144
0,pool_2023120518_40_177,2023-12-05 18,39.75,176.75,999.3,1018.5,19.2,20.7,620.0,0.48,3.334,34.1,48.7,0.0,2023,12,s0144
0,pool_2023122306_48_148,2023-12-23 06,47.5,148.0,1000.0,1018.2,18.2,17.7,330.0,0.99,5.37,38.1,68.0,0.0,2023,12,s0144
0,pool_2023121306_43_200,2023-12-13 06,43.0,199.5,997.9,1016.9,19.0,18.9,440.0,0.77,4.291,36.5,58.7,0.0,2023,12,s0144
1,2023202417,2023-12-20 12,39.75,159.75,1000.8,1014.7,13.9,13.9,440.0,0.8,3.151,30.0,46.0,452.0,2023,12,s0145
0,pool_2023121018_40_187,2023-12-10 18,39.75,186.75,992.7,1008.9,16.2,18.1,610.0,1.19,2.968,31.0,43.3,0.0,2023,12,s0145
0,pool_2023122400_41_189,2023-12-24 00,41.0,188.75,988.0,1005.4,17.3,18.7,580.0,1.08,3.222,32.2,45.8,0.0,2023,12,s0145
0,pool_2023121012_39_182,2023-12-10 12,39.25,181.5,992.8,1009.9,17.0,18.3,590.0,0.62,3.1,32.0,45.7,0.0,2023,12,s0145
1,2023202418,2023-12-23 00,51.0,200.25,966.0,994.7,28.6,40.7,880.0,0.61,4.623,42.4,55.5,540.0,2023,12,s0146
0,pool_2023121018_55_204,2023-12-10 18,55.25,203.5,983.6,1010.8,27.2,30.5,640.0,0.96,4.773,39.5,54.2,0.0,2023,12,s0146
0,pool_2023120818_48_166,2023-12-08 18,47.75,165.5,976.3,1009.8,33.5,34.8,520.0,1.88,6.69,50.8,84.3,0.0,2023,12,s0146
0,pool_2023121000_49_192,2023-12-10 00,49.0,192.5,982.9,1006.7,23.8,25.0,510.0,1.74,4.9,39.9,60.6,0.0,2023,12,s0146
1,2023202419,2023-12-24 18,43.75,210.0,976.5,1000.3,23.7,25.6,570.0,1.86,4.484,40.1,60.5,537.0,2023,12,s0147
0,pool_2023120818_47_213,2023-12-08 18,47.0,213.25,992.5,1012.8,20.3,22.4,620.0,0.98,3.612,33.6,46.1,0.0,2023,12,s0147
0,pool_2023121218_40_153,2023-12-12 18,39.5,152.75,995.8,1015.1,19.3,20.2,510.0,2.02,3.959,37.0,58.1,0.0,2023,12,s0147
0,pool_2023122312_46_148,2023-12-23 12,46.25,148.5,1001.3,1020.2,18.9,18.0,300.0,1.14,5.999,40.2,77.5,0.0,2023,12,s0147
1,2023202420,2023-12-25 00,47.5,190.0,994.5,997.1,2.6,5.9,1200.0,0.82,0.493,6.0,6.2,534.0,2023,12,s0148
1,2023202421,2023-12-26 06,40.5,174.25,1001.6,1015.8,14.2,14.0,460.0,0.47,3.042,29.3,43.7,530.0,2023,12,s0149
0,pool_2023121206_42_148,2023-12-12 06,42.0,148.5,1000.8,1018.6,17.9,17.8,430.0,1.32,4.143,35.7,57.8,0.0,2023,12,s0149
0,pool_2023122406_41_186,2023-12-24 06,41.0,186.25,987.0,1004.2,17.2,16.9,360.0,1.61,4.706,37.4,66.9,0.0,2023,12,s0149
0,pool_2023122018_42_164,2023-12-20 18,42.25,164.0,994.7,1012.3,17.6,17.8,480.0,1.02,3.708,33.8,51.5,0.0,2023,12,s0149
1,2023202422,2023-12-26 06,49.5,149.25,1001.7,1013.7,12.0,11.9,250.0,1.32,4.741,31.7,58.2,550.0,2023,12,s0150
0,pool_2023122600_53_198,2023-12-26 00,53.25,198.0,978.6,993.7,15.1,14.9,340.0,0.44,4.396,32.2,51.2,0.0,2023,12,s0150
0,pool_2023122218_48_147,2023-12-22 18,47.5,147.25,1002.2,1017.7,15.6,15.5,340.0,0.83,4.568,34.3,57.8,0.0,2023,12,s0150
0,pool_2023121906_46_221,2023-12-19 06,45.75,221.25,989.6,1005.6,16.0,17.3,560.0,1.2,3.088,29.4,40.2,0.0,2023,12,s0150
1,2023202423,2023-12-30 12,35.75,184.0,990.0,1011.3,21.3,20.7,380.0,1.81,5.44,43.8,86.9,549.0,2023,12,s0151
0,pool_2023121718_35_226,2023-12-17 18,35.0,225.5,992.0,1013.2,21.2,22.7,560.0,1.3,4.061,40.5,66.1,0.0,2023,12,s0151
0,pool_2023121712_34_224,2023-12-17 12,34.0,224.5,990.7,1011.5,20.8,22.6,570.0,1.42,3.964,40.5,66.2,0.0,2023,12,s0151
0,pool_2023120706_38_193,2023-12-07 06,38.0,193.0,994.2,1016.8,22.6,27.5,750.0,0.33,3.666,39.1,55.6,0.0,2023,12,s0151
1,2023202424,2024-01-01 06,42.75,171.0,974.4,1001.6,27.2,27.1,390.0,2.1,6.955,49.5,95.6,465.0,2023,1,s0152
0,pool_2024012606_44_203,2024-01-26 06,44.0,202.75,967.2,991.0,23.9,26.9,640.0,1.33,4.203,39.2,56.5,0.0,2023,1,s0152
0,pool_2024011812_44_217,2024-01-18 12,44.5,216.75,975.5,999.9,24.3,29.9,710.0,1.57,4.204,40.0,56.0,0.0,2023,1,s0152
0,pool_2024012418_38_197,2024-01-24 18,37.75,197.0,970.5,999.7,29.2,30.9,540.0,2.08,5.723,49.8,87.2,0.0,2023,1,s0152
1,2023202425,2024-01-03 18,38.5,143.5,1003.8,1014.5,10.8,10.5,370.0,1.09,2.848,27.0,42.7,541.0,2023,1,s0153
0,pool_2024012000_39_229,2024-01-20 00,39.25,229.25,991.5,1006.9,15.3,15.8,520.0,0.59,3.044,30.7,44.9,0.0,2023,1,s0153
0,pool_2024011918_40_201,2024-01-19 18,39.5,201.0,978.5,994.2,15.6,15.2,280.0,1.81,5.434,38.4,79.7,0.0,2023,1,s0153
0,pool_2024011900_38_189,2024-01-19 00,38.5,188.75,983.0,998.2,15.2,16.0,540.0,1.29,2.967,30.6,44.5,0.0,2023,1,s0153
1,2023202426,2024-01-08 00,36.5,153.25,996.0,1009.1,13.1,14.3,560.0,1.63,2.556,28.2,40.1,503.0,2023,1,s0154
0,pool_2024012218_37_198,2024-01-22 18,36.75,197.75,977.0,994.8,17.7,18.0,450.0,1.83,3.998,37.0,62.4,0.0,2023,1,s0154
0,pool_2024011106_32_147,2024-01-11 06,31.5,147.25,992.8,1008.9,16.1,17.0,550.0,1.31,3.09,34.5,55.2,0.0,2023,1,s0154
0,pool_2024011006_34_201,2024-01-10 06,33.75,201.0,995.1,1011.8,16.7,23.4,890.0,0.54,2.625,33.1,44.1,0.0,2023,1,s0154
1,2023202427,2024-01-08 06,49.25,225.0,1010.2,1015.9,5.7,6.1,640.0,0.29,0.946,10.5,11.6,548.0,2023,1,s0155
1,2023202428,2024-01-11 06,32.75,160.5,1000.9,1009.4,8.5,9.2,620.0,0.16,1.478,19.7,25.5,545.0,2023,1,s0156
1,2023202429,2024-01-13 18,37.75,198.0,999.2,1011.6,12.4,12.1,400.0,0.77,3.036,29.1,46.3,245.0,2023,1,s0157
0,pool_2024012306_43_146,2024-01-23 06,42.75,145.5,996.4,1012.4,15.9,19.2,730.0,1.23,2.629,28.2,36.2,0.0,2023,1,s0157
1,2023202430,2024-01-14 18,47.5,174.75,986.5,1002.7,16.2,17.1,540.0,1.2,3.174,29.4,40.2,549.0,2023,1,s0158
0,pool_2024011012_48_156,2024-01-10 12,47.75,155.5,991.1,1008.8,17.7,18.4,490.0,1.31,3.758,32.7,47.4,0.0,2023,1,s0158
0,pool_2024011618_52_159,2024-01-16 18,52.5,158.75,993.8,1010.0,16.2,23.2,890.0,0.82,2.608,25.9,30.7,0.0,2023,1,s0158
0,pool_2024012112_48_204,2024-01-21 12,48.5,203.75,967.6,988.6,21.0,25.0,700.0,1.35,3.565,33.6,44.4,0.0,2023,1,s0158
1,2023202431,2024-01-16 06,35.75,161.0,1001.4,1008.2,6.7,6.9,540.0,0.31,1.28,16.3,20.5,536.0,2023,1,s0159
1,2023202432,2024-01-30 00,38.5,210.5,973.3,998.0,24.6,25.0,450.0,2.04,5.545,45.8,83.1,310.0,2023,1,s0160
0,pool_2024012412_36_196,2024-01-24 12,36.5,195.75,975.5,1000.6,25.1,26.2,520.0,1.75,5.042,45.6,79.1,0.0,2023,1,s0160
0,pool_2024012012_40_193,2024-01-20 12,39.75,193.25,969.2,990.1,20.9,22.4,530.0,1.43,4.233,39.2,61.8,0.0,2023,1,s0160
0,pool_2024012606_42_154,2024-01-26 06,41.75,153.5,983.8,1003.6,19.8,23.9,710.0,1.33,3.364,34.6,47.2,0.0,2023,1,s0160
1,2023202433,2024-02-01 00,46.5,145.75,994.9,1014.4,19.6,19.8,410.0,1.7,4.836,38.0,62.2,394.0,2023,2,s0161
0,pool_2024021418_44_229,2024-02-14 18,43.75,229.0,999.2,1014.4,15.3,15.7,540.0,0.8,2.914,28.5,39.3,0.0,2023,2,s0161
0,pool_2024021306_44_210,2024-02-13 06,43.5,209.75,982.8,1006.2,23.4,24.4,530.0,1.24,4.601,40.2,62.4,0.0,2023,2,s0161
0,pool_2024020300_46_230,2024-02-03 00,46.0,230.5,998.3,1013.7,15.5,14.9,360.0,0.39,4.131,32.8,53.6,0.0,2023,2,s0161
1,2023202434,2024-02-02 00,56.0,177.25,973.2,1005.1,31.8,32.5,530.0,1.07,6.134,45.5,69.1,193.0,2023,2,s0162
0,pool_2024020912_55_202,2024-02-09 12,55.0,201.5,964.7,995.9,31.2,36.6,690.0,1.01,5.297,43.6,60.4,0.0,2023,2,s0162
0,pool_2024022012_56_163,2024-02-20 12,55.5,162.75,965.8,999.2,33.4,37.1,620.0,2.67,5.985,46.6,67.8,0.0,2023,2,s0162
0,pool_2024022118_54_171,2024-02-21 18,54.25,171.0,960.7,994.4,33.7,38.2,630.0,1.96,6.059,47.6,69.7,0.0,2023,2,s0162
1,2023202435,2024-02-03 06,50.0,172.75,985.1,990.6,5.6,13.4,1200.0,2.64,1.114,12.7,13.6,550.0,2023,2,s0163
1,2023202436,2024-02-05 12,54.25,185.25,968.3,999.6,31.2,35.0,640.0,1.15,5.468,44.2,62.9,549.0,2023,2,s0164
0,pool_2024020900_51_199,2024-02-09 00,51.25,199.25,966.2,999.1,32.9,38.4,690.0,0.57,5.559,46.5,66.5,0.0,2023,2,s0164
0,pool_2024022806_58_218,2024-02-28 06,57.75,217.5,972.4,1006.7,34.4,37.9,610.0,2.06,6.221,47.2,68.6,0.0,2023,2,s0164
0,pool_2024022618_58_194,2024-02-26 18,57.75,194.5,989.3,1016.8,27.5,29.8,570.0,1.17,5.231,40.6,57.7,0.0,2023,2,s0164
1,2023202437,2024-02-13 12,42.5,188.5,983.1,997.7,14.6,15.0,450.0,1.67,3.343,30.7,46.2,543.0,2023,2,s0165
0,pool_2024020218_47_230,2024-02-02 18,46.75,230.25,995.3,1011.5,16.2,15.9,410.0,0.34,3.875,32.3,49.6,0.0,2023,2,s0165
0,pool_2024020518_42_235,2024-02-05 18,42.0,235.25,998.0,1013.4,15.5,16.5,550.0,1.62,3.005,29.8,41.9,0.0,2023,2,s0165
0,pool_2024022418_45_172,2024-02-24 18,45.0,172.5,1001.0,1019.0,18.0,18.1,450.0,0.75,4.025,34.5,53.1,0.0,2023,2,s0165
1,2023202438,2024-02-15 12,39.75,141.25,1002.5,1018.8,16.3,17.5,590.0,0.78,2.973,30.8,43.4,542.0,2023,2,s0166
0,pool_2024021118_37_216,2024-02-11 18,36.75,216.25,1006.5,1022.6,16.1,15.3,220.0,0.92,6.967,42.0,108.7,0.0,2023,2,s0166
0,pool_2024020512_41_235,2024-02-05 12,41.25,235.25,991.5,1012.3,20.8,21.9,530.0,1.85,4.137,38.0,58.6,0.0,2023,2,s0166
0,pool_2024021118_42_196,2024-02-11 18,41.75,196.0,989.2,1010.1,20.9,20.2,380.0,2.1,5.319,41.2,74.5,0.0,2023,2,s0166
1,2023202439,2024-02-26 00,32.5,144.75,993.7,1017.0,23.4,24.1,490.0,2.19,4.914,45.7,85.4,249.0,2023,2,s0167
0,pool_2024020412_36_233,2024-02-04 12,36.0,233.25,986.5,1014.8,28.4,29.9,560.0,1.54,5.346,48.8,84.9,0.0,2023,2,s0167
0,pool_2024021806_37_222,2024-02-18 06,37.25,221.75,987.0,1009.0,22.0,23.5,570.0,0.43,4.129,40.2,63.7,0.0,2023,2,s0167
0,pool_2024020700_34_170,2024-02-07 00,34.0,169.75,983.3,1005.9,22.6,23.1,490.0,1.43,4.722,43.8,78.8,0.0,2023,2,s0167
1,2023202440,2024-02-29 06,32.25,129.25,1009.1,1022.0,12.9,13.3,480.0,1.03,2.762,30.4,48.3,510.0,2023,3,s0168
1,2023202441,2024-03-07 06,44.25,160.25,974.9,1009.1,34.2,35.9,540.0,1.89,6.655,52.5,89.0,339.0,2023,3,s0169
0,pool_2024032706_48_222,2024-03-27 06,47.5,221.75,979.4,1012.2,32.8,33.9,510.0,2.17,6.642,50.4,84.1,0.0,2023,3,s0169
0,pool_2024032718_48_225,2024-03-27 18,47.75,224.75,981.2,1011.4,30.2,32.2,560.0,1.43,5.745,46.5,72.4,0.0,2023,3,s0169
0,pool_2024032700_47_219,2024-03-27 00,47.25,218.75,982.7,1012.4,29.7,29.6,430.0,2.74,6.878,49.2,87.4,0.0,2023,3,s0169
1,2023202442,2024-03-07 12,28.25,144.0,1007.9,1013.7,5.8,6.1,580.0,0.23,1.048,16.0,20.7,475.0,2023,3,s0170
1,2023202443,2024-03-10 12,39.75,159.75,996.9,1014.2,17.3,17.1,440.0,0.74,3.896,35.1,56.9,503.0,2023,3,s0171
0,pool_2024032006_44_163,2024-03-20 06,44.5,163.0,980.7,1000.9,20.2,23.3,710.0,0.25,3.285,32.9,43.7,0.0,2023,3,s0171
0,pool_2024031506_44_212,2024-03-15 06,43.5,211.5,997.6,1014.8,17.2,20.1,690.0,0.61,2.916,30.0,39.5,0.0,2023,3,s0171
0,pool_2024032300_42_232,2024-03-23 00,42.0,232.0,998.5,1014.2,15.8,17.5,600.0,1.26,2.909,29.7,40.6,0.0,2023,3,s0171
1,2023202444,2024-03-12 06,33.75,137.25,996.8,1013.7,16.9,17.6,500.0,1.22,3.513,35.9,59.0,545.0,2023,3,s0172
0,pool_2024032706_37_159,2024-03-27 06,37.25,159.25,988.1,1009.9,21.8,22.6,510.0,1.4,4.438,41.1,68.4,0.0,2023,3,s0172
1,2023202445,2024-03-15 18,40.25,148.25,997.2,1013.3,16.1,15.8,370.0,0.51,4.273,35.5,61.7,467.0,2023,3,s0173
0,pool_2024031500_42_212,2024-03-15 00,41.75,211.75,997.9,1014.4,16.5,19.5,700.0,1.0,2.791,29.7,39.1,0.0,2023,3,s0173
0,pool_2024032200_40_225,2024-03-22 00,40.5,225.25,1003.3,1019.8,16.5,17.0,520.0,1.03,3.269,31.9,47.0,0.0,2023,3,s0173
0,pool_2024030406_43_154,2024-03-04 06,43.25,154.25,994.8,1010.1,15.3,14.6,240.0,1.25,6.084,38.3,82.9,0.0,2023,3,s0173
1,2023202446,2024-03-20 00,35.5,139.25,999.4,1013.7,14.4,15.6,620.0,0.51,2.511,28.8,40.4,384.0,2023,3,s0174
0,pool_2024031518_40_148,2024-03-15 18,40.25,148.25,997.2,1013.3,16.1,15.8,370.0,0.51,4.273,35.5,61.7,0.0,2023,3,s0174
1,2023202447,2024-03-30 00,44.25,192.75,997.3,1014.9,17.6,18.8,550.0,1.15,3.412,32.2,45.6,530.0,2023,3,s0175
0,pool_2024030712_48_198,2024-03-07 12,48.0,197.75,994.6,1011.8,17.2,17.8,480.0,0.88,3.714,32.2,46.6,0.0,2023,3,s0175
0,pool_2024030306_48_234,2024-03-03 06,47.5,234.0,995.9,1011.6,15.7,20.3,820.0,0.91,2.48,25.9,31.4,0.0,2023,3,s0175
0,pool_2024030318_48_235,2024-03-03 18,48.25,234.75,1001.0,1016.5,15.6,17.0,630.0,0.87,2.702,26.4,33.8,0.0,2023,3,s0175
1,2023202448,2024-04-01 00,33.75,147.5,1002.8,1013.8,11.0,12.0,630.0,0.35,1.907,23.9,32.0,548.0,2023,4,s0176
1,2023202449,2024-04-05 00,45.0,161.75,987.6,1014.7,27.1,27.6,460.0,1.59,6.0,46.3,79.2,407.0,2023,4,s0177
0,pool_2024041406_44_160,2024-04-14 06,44.0,160.5,995.2,1018.6,23.4,23.1,380.0,1.13,6.09,44.5,81.8,0.0,2023,4,s0177
0,pool_2024040412_40_154,2024-04-04 12,40.25,154.25,992.5,1016.5,24.0,24.0,440.0,1.22,5.458,44.3,78.8,0.0,2023,4,s0177
0,pool_2024040500_45_162,2024-04-05 00,45.0,161.75,987.6,1014.7,27.1,27.6,460.0,1.59,6.0,46.3,79.2,0.0,2023,4,s0177
1,2023202450,2024-04-18 06,30.75,136.5,995.7,1008.8,13.1,13.1,450.0,1.1,2.92,31.6,53.3,427.0,2023,4,s0178
0,pool_2024041418_32_197,2024-04-14 18,32.0,196.75,1001.2,1017.5,16.3,19.5,690.0,0.97,2.819,33.9,49.7,0.0,2023,4,s0178
1,2024202501,2024-09-20 06,46.25,146.75,995.8,1010.1,14.3,13.9,350.0,1.44,3.959,31.5,51.1,417.0,2024,9,s0179
0,pool_2024091918_51_194,2024-09-19 18,51.25,194.5,998.4,1017.4,18.9,18.9,470.0,0.8,4.02,33.2,48.1,0.0,2024,9,s0179
0,pool_2024091906_49_189,2024-09-19 06,49.25,189.25,1001.3,1018.4,17.1,16.8,400.0,0.99,4.191,33.3,51.6,0.0,2024,9,s0179
