label,id,when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,max_step_km,season,month,stratum,tend12,tend24,back_path_km
1,2024202513,2024-11-29 12,45.0,152.25,991.6,994.2,2.5,7.0,1200.0,0.78,0.579,7.3,7.6,539.0,2024,11,t0191,2.9,-0.9,1821.0
0,pool_2024112418_49_156,2024-11-24 18,48.75,156.5,989.6,1015.5,25.9,27.5,560.0,1.47,4.919,41.1,61.1,0.0,2024,11,t0191,4.1,,246.0
0,pool_2024111112_48_189,2024-11-11 12,48.25,189.25,981.9,1011.4,29.5,31.3,590.0,0.75,5.31,44.2,66.4,0.0,2024,11,t0191,2.2,,689.0
0,pool_2024112206_48_178,2024-11-22 06,48.25,178.25,998.6,1015.3,16.8,17.4,520.0,0.95,3.342,30.1,41.8,0.0,2024,11,t0191,3.5,,321.0
1,2024202514,2024-12-06 06,36.5,174.0,991.9,1007.6,15.7,16.1,510.0,0.69,3.154,32.3,49.5,405.0,2024,12,t0192,-4.8,-4.5,1536.0
0,pool_2024120606_36_174,2024-12-06 06,36.5,174.0,991.9,1007.6,15.7,16.1,510.0,0.69,3.154,32.3,49.5,0.0,2024,12,t0192,-4.8,,977.0
1,2024202515,2024-12-07 12,44.0,191.25,959.7,1001.3,41.6,43.8,530.0,2.32,8.273,60.9,111.2,550.0,2024,12,t0193,-11.0,-25.0,1353.0
0,pool_2024120512_48_168,2024-12-05 12,48.25,168.0,988.2,1005.7,17.5,16.9,400.0,1.06,4.232,33.8,52.9,0.0,2024,12,t0193,-10.1,,827.0
0,pool_2024121206_47_163,2024-12-12 06,47.25,162.75,979.5,998.1,18.6,19.4,470.0,1.91,4.134,34.9,52.5,0.0,2024,12,t0193,-11.6,,638.0
0,pool_2024120618_44_155,2024-12-06 18,44.0,155.0,983.6,1001.8,18.2,17.7,280.0,1.6,6.33,41.3,85.0,0.0,2024,12,t0193,-11.1,,804.0
1,2024202516,2024-12-09 06,43.25,174.5,976.0,994.3,18.3,19.2,540.0,1.48,3.547,33.3,48.3,439.0,2024,12,t0194,-11.0,-22.8,1755.0
0,pool_2024122118_39_146,2024-12-21 18,38.75,146.0,992.0,1008.5,16.4,19.7,690.0,1.24,2.862,31.3,42.7,0.0,2024,12,t0194,-11.0,,772.0
0,pool_2024122200_38_151,2024-12-22 00,38.5,150.75,986.5,1006.4,19.9,23.8,710.0,0.74,3.352,35.8,50.3,0.0,2024,12,t0194,-13.0,,751.0
0,pool_2024122306_46_168,2024-12-23 06,46.25,167.75,943.9,983.0,39.1,46.2,690.0,2.13,6.692,55.6,86.5,0.0,2024,12,t0194,-8.9,,491.0
1,2024202518,2024-12-14 06,44.0,199.5,985.7,1009.3,23.6,23.2,410.0,1.87,5.651,43.2,75.9,291.0,2024,12,t0196,-8.1,-5.8,1719.0
0,pool_2024121318_46_227,2024-12-13 18,45.5,227.0,980.9,1010.4,29.6,30.5,490.0,1.99,6.224,48.2,81.4,0.0,2024,12,t0196,-5.8,,401.0
0,pool_2024120112_43_198,2024-12-01 12,42.75,197.5,977.1,995.5,18.4,19.8,510.0,2.45,3.874,35.3,53.3,0.0,2024,12,t0196,-5.7,,507.0
0,pool_2024120300_46_208,2024-12-03 00,46.5,208.25,974.7,995.1,20.4,23.5,640.0,1.82,3.671,34.5,47.2,0.0,2024,12,t0196,-5.2,,1091.0
1,2024202519,2024-12-18 06,51.0,192.0,949.4,981.8,32.5,36.3,590.0,3.36,6.159,48.4,74.0,547.0,2024,12,t0197,-5.0,-19.6,889.0
0,pool_2024122718_51_163,2024-12-27 18,51.0,162.75,970.0,992.8,22.8,26.4,630.0,2.16,4.197,36.7,50.4,0.0,2024,12,t0197,-6.7,,718.0
0,pool_2024121800_52_223,2024-12-18 00,51.5,223.0,983.0,1009.9,26.9,27.4,430.0,2.31,6.362,45.4,75.9,0.0,2024,12,t0197,-2.6,,314.0
0,pool_2024122000_56_206,2024-12-20 00,55.75,206.25,968.7,992.1,23.5,23.4,410.0,1.88,5.71,40.4,64.5,0.0,2024,12,t0197,-2.1,,554.0
1,2024202522,2024-12-23 00,55.5,213.25,962.2,983.6,21.4,28.0,770.0,1.41,3.634,32.7,41.2,549.0,2024,12,t0200,4.0,7.6,843.0
0,pool_2024121906_54_188,2024-12-19 06,53.75,187.75,961.3,984.9,23.6,31.8,820.0,1.28,3.884,35.5,44.9,0.0,2024,12,t0200,6.6,,187.0
0,pool_2024120718_54_224,2024-12-07 18,53.75,223.5,992.0,1011.0,19.0,19.5,510.0,0.58,3.822,31.9,44.2,0.0,2024,12,t0200,5.6,,466.0
0,pool_2024122012_55_165,2024-12-20 12,54.75,165.25,977.0,996.9,19.9,26.6,830.0,1.34,3.206,30.0,36.6,0.0,2024,12,t0200,3.2,,749.0
1,2024202523,2024-12-26 06,53.5,197.0,967.5,980.3,12.8,26.2,1200.0,0.4,2.182,22.7,25.3,546.0,2024,12,t0201,6.2,10.5,599.0
0,pool_2024121812_53_227,2024-12-18 12,53.0,227.25,991.8,1014.5,22.7,22.3,360.0,1.18,6.188,41.9,72.3,0.0,2024,12,t0201,8.8,,343.0
0,pool_2024122500_52_186,2024-12-25 00,51.75,185.5,958.4,974.7,16.3,33.4,1200.0,0.55,2.782,28.7,33.1,0.0,2024,12,t0201,7.8,,897.0
0,pool_2024120806_51_158,2024-12-08 06,51.25,158.25,970.0,996.3,26.2,29.8,630.0,2.01,4.731,40.2,56.6,0.0,2024,12,t0201,6.3,,35.0
1,2024202524,2024-12-28 12,49.25,184.0,983.2,998.5,15.3,18.1,710.0,0.29,2.544,25.4,31.3,548.0,2024,12,t0202,3.5,6.4,1718.0
0,pool_2024121706_47_220,2024-12-17 06,46.75,220.25,986.3,1004.5,18.2,19.1,480.0,1.64,3.978,34.2,51.0,0.0,2024,12,t0202,0.9,,858.0
0,pool_2024120818_51_155,2024-12-08 18,51.0,155.25,975.2,997.4,22.2,27.7,750.0,0.92,3.695,34.3,44.4,0.0,2024,12,t0202,5.2,,244.0
0,pool_2024121000_47_170,2024-12-10 00,46.75,170.5,971.1,989.8,18.8,18.7,240.0,0.89,7.773,44.1,99.6,0.0,2024,12,t0202,1.7,,394.0
1,2024202526,2024-12-31 00,39.75,142.25,1002.2,1013.2,11.0,13.3,740.0,0.35,1.803,21.5,26.3,454.0,2024,1,t0204,-8.6,-10.8,1763.0
0,pool_2025012212_35_160,2025-01-22 12,35.0,159.75,992.0,1013.1,21.1,21.4,460.0,2.16,4.656,42.2,75.8,0.0,2024,1,t0204,-10.5,,710.0
0,pool_2025012818_38_210,2025-01-28 18,38.25,209.5,999.2,1020.5,21.3,21.7,490.0,1.65,4.438,40.3,66.9,0.0,2024,1,t0204,-11.3,,774.0
0,pool_2025012606_36_153,2025-01-26 06,35.75,153.0,996.3,1013.4,17.2,23.0,830.0,1.09,2.767,33.0,44.2,0.0,2024,1,t0204,-10.8,,715.0
1,2024202527,2024-12-31 18,42.0,151.75,983.5,1005.8,22.3,24.0,550.0,1.28,4.362,39.6,60.8,538.0,2024,1,t0205,-11.5,-21.9,1369.0
0,pool_2025012218_41_172,2025-01-22 18,41.0,172.5,988.1,1010.8,22.7,23.2,480.0,1.52,4.826,41.4,68.7,0.0,2024,1,t0205,-12.5,,1048.0
0,pool_2025010606_44_209,2025-01-06 06,44.25,209.25,974.2,999.3,25.1,25.8,500.0,1.95,5.163,42.8,69.1,0.0,2024,1,t0205,-14.2,,1083.0
0,pool_2025012212_38_168,2025-01-22 12,38.25,167.75,994.7,1012.6,17.9,18.9,550.0,1.17,3.441,34.5,51.9,0.0,2024,1,t0205,-10.6,,1042.0
1,2024202528,2025-01-06 00,40.0,206.25,981.3,998.6,17.2,18.5,570.0,1.35,3.252,32.7,47.2,545.0,2024,1,t0206,1.9,12.4,1807.0
0,pool_2025010600_40_206,2025-01-06 00,40.0,206.25,981.3,998.6,17.2,18.5,570.0,1.35,3.252,32.7,47.2,0.0,2024,1,t0206,1.9,,1094.0
1,2024202529,2025-01-08 00,34.25,202.5,987.1,1005.5,18.4,22.7,750.0,0.82,3.023,35.4,50.1,535.0,2024,1,t0207,-6.2,9.9,1839.0
0,pool_2025012306_32_203,2025-01-23 06,32.0,203.0,992.5,1019.1,26.5,27.8,530.0,2.04,5.255,49.3,92.5,0.0,2024,1,t0207,-6.9,,109.0
1,2024202531,2025-01-09 18,49.0,181.25,959.4,995.5,36.0,37.9,510.0,1.76,7.437,54.1,92.0,544.0,2024,1,t0209,-8.3,-21.1,1011.0
0,pool_2025012206_52_173,2025-01-22 06,51.75,173.0,981.9,1007.7,25.8,28.2,560.0,1.94,5.034,40.9,59.8,0.0,2024,1,t0209,-6.4,,634.0
0,pool_2025010718_48_148,2025-01-07 18,47.75,147.5,965.8,1009.1,43.3,44.1,460.0,2.96,9.595,62.9,121.0,0.0,2024,1,t0209,-9.6,,381.0
0,pool_2025010106_46_213,2025-01-01 06,46.25,213.0,985.9,1005.5,19.5,20.2,420.0,1.63,4.808,38.2,62.1,0.0,2024,1,t0209,-6.5,,822.0
1,2024202534,2025-01-15 12,37.5,151.0,1004.2,1011.9,7.7,8.1,490.0,0.58,1.645,19.1,25.2,439.0,2024,1,t0212,6.1,1.4,1350.0
0,pool_2025012406_33_200,2025-01-24 06,33.0,200.25,998.4,1016.0,17.6,18.0,460.0,1.11,3.911,38.1,67.0,0.0,2024,1,t0212,3.2,,92.0
1,2024202535,2025-01-16 00,45.5,147.75,1000.8,1010.4,9.6,9.4,400.0,0.6,2.353,22.2,30.8,547.0,2024,1,t0213,4.2,2.7,288.0
0,pool_2025010200_49_214,2025-01-02 00,48.75,213.75,991.5,1007.9,16.3,18.8,650.0,1.6,2.899,28.0,36.0,0.0,2024,1,t0213,2.2,,254.0
0,pool_2025012100_49_190,2025-01-21 00,48.75,190.5,987.7,1010.1,22.3,24.6,580.0,2.16,4.242,37.0,52.7,0.0,2024,1,t0213,6.5,,310.0
0,pool_2025011606_48_180,2025-01-16 06,48.25,180.0,978.0,998.5,20.6,29.7,920.0,0.08,3.232,32.7,40.4,0.0,2024,1,t0213,4.8,,499.0
1,2024202536,2025-01-26 06,35.75,153.0,996.3,1013.4,17.2,23.0,830.0,1.09,2.767,33.0,44.2,531.0,2024,1,t0214,-10.8,-12.9,1803.0
0,pool_2025012218_32_202,2025-01-22 18,31.75,202.25,999.4,1019.9,20.4,21.0,490.0,1.8,4.291,42.0,76.1,0.0,2024,1,t0214,-9.8,,443.0
0,pool_2025012206_34_156,2025-01-22 06,34.25,156.25,992.4,1013.3,20.9,21.2,460.0,2.28,4.603,42.1,76.3,0.0,2024,1,t0214,-13.0,,894.0
1,2024202537,2025-02-03 06,34.5,154.25,993.6,1009.7,16.1,16.7,520.0,0.6,3.212,33.7,52.9,542.0,2024,2,t0215,-6.3,-9.2,1034.0
0,pool_2025020406_38_150,2025-02-04 06,37.75,150.5,988.2,1003.2,15.0,15.4,470.0,1.02,3.28,32.1,50.0,0.0,2024,2,t0215,-5.4,,972.0
0,pool_2025022506_37_170,2025-02-25 06,36.75,170.0,991.9,1009.8,17.9,17.8,430.0,1.28,4.135,37.4,64.5,0.0,2024,2,t0215,-8.1,,964.0
1,2024202538,2025-02-07 12,49.0,174.25,973.9,989.2,15.3,32.0,1200.0,0.6,2.669,28.5,33.0,548.0,2024,2,t0216,-2.1,-2.4,1190.0
0,pool_2025020212_50_232,2025-02-02 12,49.5,232.5,1005.6,1023.6,18.0,18.3,560.0,0.78,3.262,29.7,40.0,0.0,2024,2,t0216,-1.0,,299.0
0,pool_2025020218_50_235,2025-02-02 18,49.5,235.25,1005.5,1023.7,18.2,18.5,530.0,1.18,3.496,31.0,42.9,0.0,2024,2,t0216,-0.8,,412.0
0,pool_2025020206_53_174,2025-02-02 06,53.25,174.5,973.5,1002.6,29.1,36.7,750.0,1.51,4.888,42.2,56.9,0.0,2024,2,t0216,-3.8,,601.0
1,2024202539,2025-02-13 00,41.5,151.0,987.2,1004.0,16.8,20.3,730.0,0.75,2.783,29.9,39.2,332.0,2024,2,t0217,-9.4,-1.3,1967.0
0,pool_2025021700_44_188,2025-02-17 00,44.5,188.5,967.7,993.3,25.6,25.6,310.0,1.76,8.272,50.8,110.1,0.0,2024,2,t0217,-10.5,,366.0
0,pool_2025022412_44_226,2025-02-24 12,43.5,226.5,984.9,1010.6,25.6,25.6,450.0,1.22,5.698,44.9,77.3,0.0,2024,2,t0217,-9.8,,1038.0
0,pool_2025021406_42_198,2025-02-14 06,42.5,198.25,970.1,999.2,29.1,32.1,610.0,2.02,5.27,46.6,72.8,0.0,2024,2,t0217,-8.2,,267.0
1,2024202540,2025-02-25 06,36.75,170.0,991.9,1009.8,17.9,17.8,430.0,1.28,4.135,37.4,64.5,400.0,2024,2,t0218,-8.1,-14.3,1985.0
0,pool_2025020618_40_160,2025-02-06 18,40.25,160.5,984.1,999.6,15.5,15.0,250.0,1.05,5.981,39.1,86.4,0.0,2024,2,t0218,-6.0,,489.0
1,2024202541,2025-03-09 18,37.75,153.0,1008.5,1023.2,14.7,14.2,360.0,0.71,3.955,34.0,60.3,327.0,2024,3,t0219,-7.2,-10.6,1563.0
0,pool_2025032618_43_223,2025-03-26 18,42.75,222.75,978.0,1012.5,34.6,37.8,610.0,1.47,6.205,52.3,85.3,0.0,2024,3,t0219,-8.3,,398.0
0,pool_2025031612_37_144,2025-03-16 12,37.0,144.0,990.9,1014.1,23.2,24.5,550.0,1.67,4.449,42.2,69.0,0.0,2024,3,t0219,-10.0,,712.0
0,pool_2025031618_39_144,2025-03-16 18,38.75,144.5,985.9,1010.9,25.0,28.6,670.0,1.17,4.265,42.3,63.6,0.0,2024,3,t0219,-8.5,,500.0
1,2024202542,2025-03-19 12,38.75,149.25,996.0,1015.7,19.7,20.2,510.0,0.55,3.962,37.3,59.1,532.0,2024,3,t0220,-4.7,-13.6,1309.0
0,pool_2025032518_35_183,2025-03-25 18,35.0,183.25,1001.4,1017.8,16.4,16.9,490.0,1.26,3.449,34.7,56.1,0.0,2024,3,t0220,-2.3,,285.0
1,2025202601,2025-09-04 18,33.25,133.5,1002.2,1011.5,9.4,9.2,350.0,0.49,2.638,26.6,44.9,395.0,2025,9,t0221,0.5,-1.3,641.0
0,pool_2025092300_30_153,2025-09-23 00,30.5,152.75,972.3,1017.1,44.8,42.7,170.0,2.96,25.131,81.2,462.1,0.0,2025,9,t0221,-1.4,,109.0
0,pool_2025092800_34_162,2025-09-28 00,34.25,162.25,992.1,1017.1,25.0,23.7,200.0,1.86,11.835,56.2,196.3,0.0,2025,9,t0221,-1.6,,379.0
0,pool_2025092712_32_159,2025-09-27 12,32.5,158.75,993.7,1015.3,21.6,20.5,210.0,1.71,9.755,51.6,169.4,0.0,2025,9,t0221,1.4,,304.0
1,2025202602,2025-09-25 12,58.5,212.0,987.1,1005.1,18.1,23.0,780.0,0.89,2.949,26.9,32.3,548.0,2025,9,t0222,0.9,3.5,586.0
0,pool_2025092812_58_176,2025-09-28 12,57.75,176.0,983.6,1001.1,17.5,19.3,650.0,0.43,2.973,26.5,32.8,0.0,2025,9,t0222,-1.9,,691.0
0,pool_2025091618_54_174,2025-09-16 18,54.5,174.5,977.4,1005.1,27.7,27.7,440.0,1.11,6.285,44.5,72.1,0.0,2025,9,t0222,2.4,,129.0
0,pool_2025092818_58_148,2025-09-28 18,57.5,148.0,979.9,1001.2,21.3,23.4,610.0,0.39,3.839,32.3,42.5,0.0,2025,9,t0222,-1.9,,401.0
1,2025202603,2025-09-28 06,35.75,164.5,988.3,1016.6,28.3,26.9,200.0,2.06,13.443,60.2,214.7,389.0,2025,9,t0223,-4.7,-3.5,795.0
0,pool_2025092412_38_163,2025-09-24 12,38.0,163.0,1001.0,1017.9,16.9,16.7,350.0,1.65,4.759,38.3,72.1,0.0,2025,9,t0223,-3.6,,848.0
0,pool_2025092606_32_154,2025-09-26 06,32.25,153.75,986.2,1013.9,27.7,26.3,230.0,2.03,11.417,58.9,199.7,0.0,2025,9,t0223,-2.2,,112.0
1,2025202604,2025-10-02 00,38.25,149.5,1001.0,1017.1,16.1,15.9,410.0,1.52,3.877,34.7,58.5,545.0,2025,10,t0224,-4.8,-8.9,1018.0
0,pool_2025100200_38_150,2025-10-02 00,38.25,149.5,1001.0,1017.1,16.1,15.9,410.0,1.52,3.877,34.7,58.5,0.0,2025,10,t0224,-4.8,,456.0
0,pool_2025102706_40_206,2025-10-27 06,40.5,205.75,1004.3,1019.9,15.5,15.7,480.0,0.8,3.281,31.4,47.1,0.0,2025,10,t0224,-3.5,,434.0
1,2025202605,2025-10-08 00,49.25,143.0,1001.0,1016.1,15.1,16.1,540.0,0.74,2.974,27.4,36.6,339.0,2025,10,t0225,-5.2,-5.7,1626.0
0,pool_2025101400_51_172,2025-10-14 00,50.75,171.75,987.4,1002.6,15.1,19.9,770.0,1.14,2.581,25.6,31.1,0.0,2025,10,t0225,-2.8,,976.0
0,pool_2025101600_48_168,2025-10-16 00,48.5,168.5,998.1,1014.0,15.8,15.5,380.0,1.23,4.079,32.4,50.8,0.0,2025,10,t0225,-3.9,,799.0
0,pool_2025102112_51_172,2025-10-21 12,51.0,171.75,992.6,1015.6,23.0,23.8,520.0,1.65,4.574,37.5,54.9,0.0,2025,10,t0225,-7.2,,570.0
1,2025202607,2025-10-13 12,52.75,177.25,990.2,1004.6,14.3,17.2,700.0,1.06,2.462,23.8,28.9,544.0,2025,10,t0227,3.6,9.3,739.0
0,pool_2025100600_55_155,2025-10-06 00,55.25,154.75,986.7,1009.2,22.4,25.2,610.0,1.69,4.131,34.8,46.9,0.0,2025,10,t0227,5.9,,598.0
0,pool_2025100600_55_164,2025-10-06 00,55.25,164.25,982.8,1008.4,25.6,29.7,690.0,2.47,4.302,36.9,48.9,0.0,2025,10,t0227,2.0,,1071.0
0,pool_2025102818_50_154,2025-10-28 18,50.25,154.5,982.5,1010.3,27.8,32.3,690.0,0.86,4.686,41.0,56.9,0.0,2025,10,t0227,2.8,,458.0
1,2025202608,2025-10-13 18,34.25,147.75,986.8,1015.9,29.1,27.9,220.0,1.99,12.701,60.9,210.6,322.0,2025,10,t0228,1.6,1.2,914.0
0,pool_2025101318_34_148,2025-10-13 18,34.25,147.75,986.8,1015.9,29.1,27.9,220.0,1.99,12.701,60.9,210.6,0.0,2025,10,t0228,1.6,,492.0
0,pool_2025101312_34_145,2025-10-13 12,34.0,145.0,987.1,1016.6,29.6,28.2,180.0,1.87,15.68,63.3,261.7,0.0,2025,10,t0228,2.6,,454.0
1,2025202611,2025-10-28 06,45.25,180.5,989.8,1012.4,22.6,22.8,450.0,1.16,5.057,40.7,66.5,547.0,2025,10,t0231,-1.4,-1.6,2000.0
0,pool_2025100100_50_226,2025-10-01 00,49.5,225.75,976.0,1008.7,32.7,33.2,480.0,1.32,6.919,50.3,84.9,0.0,2025,10,t0231,-1.3,,221.0
0,pool_2025102512_48_230,2025-10-25 12,47.5,229.75,989.5,1006.7,17.2,16.8,440.0,0.39,3.824,32.3,48.4,0.0,2025,10,t0231,-4.1,,787.0
0,pool_2025102600_48_234,2025-10-26 00,48.5,234.25,989.8,1005.1,15.3,15.4,440.0,0.39,3.509,30.1,43.7,0.0,2025,10,t0231,0.3,,427.0
1,2025202612,2025-10-29 06,48.75,177.0,996.7,1003.2,6.5,6.6,400.0,0.76,1.66,16.2,20.6,548.0,2025,10,t0232,2.7,17.0,2023.0
0,pool_2025101818_51_219,2025-10-18 18,51.25,219.25,982.2,1011.0,28.8,30.6,540.0,1.98,5.661,44.4,67.7,0.0,2025,10,t0232,2.8,,660.0
0,pool_2025100112_49_228,2025-10-01 12,48.75,227.5,981.3,1011.4,30.1,30.2,440.0,1.41,6.872,49.0,85.3,0.0,2025,10,t0232,5.3,,162.0
0,pool_2025102000_52_170,2025-10-20 00,51.5,170.25,982.4,1012.7,30.3,32.7,600.0,0.73,5.453,44.2,65.0,0.0,2025,10,t0232,1.1,,725.0
1,2025202613,2025-10-31 06,31.75,135.0,1005.9,1014.7,8.8,8.7,350.0,0.91,2.496,26.0,44.3,496.0,2025,11,t0233,-5.1,-3.2,2101.0
0,pool_2025111412_34_160,2025-11-14 12,33.75,160.5,997.8,1012.9,15.1,14.7,360.0,1.06,4.071,36.0,68.4,0.0,2025,11,t0233,-6.9,,1001.0
0,pool_2025110612_36_152,2025-11-06 12,36.25,152.0,999.1,1015.8,16.7,16.5,400.0,1.45,4.131,36.7,65.2,0.0,2025,11,t0233,-5.6,,741.0
0,pool_2025112618_35_190,2025-11-26 18,34.75,190.0,990.1,1008.7,18.6,17.9,340.0,1.55,5.253,41.6,86.0,0.0,2025,11,t0233,-7.0,,895.0
1,2025202614,2025-11-07 00,40.75,157.75,987.4,1012.5,25.1,25.7,460.0,2.25,5.579,45.5,79.8,408.0,2025,11,t0234,-11.7,-17.3,1454.0
0,pool_2025110700_41_158,2025-11-07 00,40.75,157.75,987.4,1012.5,25.1,25.7,460.0,2.25,5.579,45.5,79.8,0.0,2025,11,t0234,-11.7,,713.0
0,pool_2025111306_41_231,2025-11-13 06,41.25,231.0,991.4,1014.0,22.6,23.4,510.0,1.34,4.593,40.6,65.0,0.0,2025,11,t0234,-10.6,,610.0
0,pool_2025112206_43_170,2025-11-22 06,43.25,170.25,993.7,1011.8,18.1,19.6,590.0,1.65,3.314,32.3,45.1,0.0,2025,11,t0234,-8.9,,699.0
1,2025202615,2025-11-14 18,35.0,166.0,993.5,1012.4,18.9,18.5,380.0,1.33,4.857,40.8,79.0,532.0,2025,11,t0235,-6.3,-10.0,2032.0
0,pool_2025112612_38_160,2025-11-26 12,38.0,160.25,992.7,1010.4,17.7,19.6,650.0,1.06,3.023,32.6,45.8,0.0,2025,11,t0235,-7.6,,928.0
0,pool_2025112712_39_206,2025-11-27 12,39.0,205.5,983.6,1011.7,28.1,27.6,400.0,1.26,6.898,50.9,102.3,0.0,2025,11,t0235,-6.6,,854.0
0,pool_2025112706_37_202,2025-11-27 06,37.0,201.75,983.6,1011.3,27.7,27.1,380.0,1.72,7.135,51.9,110.6,0.0,2025,11,t0235,-8.3,,993.0
1,2025202616,2025-11-15 12,52.75,171.25,974.9,1000.7,25.8,34.0,810.0,0.8,4.2,38.0,49.2,549.0,2025,11,t0236,-3.2,-5.5,1051.0
0,pool_2025111906_56_175,2025-11-19 06,55.75,175.25,966.5,988.4,21.8,23.2,530.0,1.78,4.37,35.2,49.3,0.0,2025,11,t0236,-3.9,,393.0
0,pool_2025111918_54_174,2025-11-19 18,54.5,173.75,961.6,988.9,27.3,28.6,500.0,2.6,5.716,42.9,65.5,0.0,2025,11,t0236,-4.9,,184.0
0,pool_2025111106_50_154,2025-11-11 06,50.0,153.75,966.8,999.1,32.3,37.7,670.0,1.36,5.632,47.1,68.6,0.0,2025,11,t0236,-2.1,,200.0
1,2025202617,2025-11-22 06,46.5,164.5,993.0,1007.1,14.1,17.0,700.0,1.04,2.433,25.1,31.3,284.0,2025,11,t0237,8.3,5.0,1677.0
0,pool_2025112800_47_234,2025-11-28 00,46.75,234.5,1003.8,1023.4,19.7,18.9,350.0,1.28,5.404,39.2,69.2,0.0,2025,11,t0237,5.7,,406.0
1,2025202618,2025-11-26 06,37.5,155.5,997.4,1011.1,13.7,14.7,580.0,0.75,2.535,27.9,38.9,507.0,2025,11,t0238,-4.1,-11.5,1540.0
0,pool_2025110812_40_215,2025-11-08 12,40.25,215.25,985.3,1009.3,24.0,27.0,630.0,1.67,4.279,41.1,61.8,0.0,2025,11,t0238,-5.2,,223.0
0,pool_2025110718_40_211,2025-11-07 18,40.25,211.25,996.0,1015.1,19.1,21.0,620.0,0.84,3.39,34.3,49.0,0.0,2025,11,t0238,-6.2,,438.0
0,pool_2025112612_41_220,2025-11-26 12,41.0,219.5,999.9,1018.0,18.2,17.3,280.0,1.06,6.186,41.4,88.0,0.0,2025,11,t0238,-6.3,,668.0
1,2025202619,2025-11-30 12,49.75,193.25,972.9,996.1,23.2,29.9,780.0,1.35,3.839,36.1,46.9,546.0,2025,12,t0239,5.0,8.4,642.0
0,pool_2025121018_54_227,2025-12-10 18,54.25,227.25,995.6,1013.8,18.2,19.3,540.0,0.49,3.579,30.5,41.2,0.0,2025,12,t0239,7.4,,780.0
0,pool_2025120700_48_171,2025-12-07 00,47.5,171.25,986.1,1011.9,25.9,25.9,400.0,1.46,6.486,46.1,82.1,0.0,2025,12,t0239,2.4,,250.0
0,pool_2025121312_46_206,2025-12-13 12,45.5,205.75,987.5,1011.2,23.7,23.4,390.0,1.76,5.99,43.9,78.4,0.0,2025,12,t0239,7.4,,288.0
1,2025202620,2025-11-30 12,40.5,129.25,1008.0,1018.7,10.8,10.6,400.0,0.36,2.659,25.6,38.2,547.0,2025,12,t0240,-4.4,7.5,1209.0
0,pool_2025122700_46_192,2025-12-27 00,45.5,192.0,985.0,1006.0,21.0,29.6,870.0,0.77,3.401,34.8,44.5,0.0,2025,12,t0240,-1.6,,515.0
0,pool_2025120618_44_184,2025-12-06 18,43.5,183.75,995.7,1012.0,16.3,16.4,470.0,0.86,3.493,31.8,47.4,0.0,2025,12,t0240,-3.0,,1089.0
0,pool_2025122518_37_182,2025-12-25 18,37.0,181.75,988.1,1008.0,19.9,21.7,590.0,0.96,3.672,37.3,56.9,0.0,2025,12,t0240,-1.8,,500.0
1,2025202621,2025-12-03 06,36.5,146.0,1000.8,1009.8,9.0,11.0,730.0,0.56,1.505,19.3,23.6,544.0,2025,12,t0241,-6.3,-8.0,1519.0
0,pool_2025121700_33_198,2025-12-17 00,33.0,198.5,998.6,1015.5,16.9,17.7,530.0,1.08,3.343,35.5,57.3,0.0,2025,12,t0241,-4.6,,698.0
0,pool_2025121312_32_192,2025-12-13 12,31.5,192.5,988.9,1009.1,20.3,20.9,510.0,1.65,4.105,41.3,73.3,0.0,2025,12,t0241,-8.5,,737.0
0,pool_2025121706_34_198,2025-12-17 06,33.5,198.0,997.3,1016.2,18.8,19.7,520.0,1.67,3.787,38.4,64.0,0.0,2025,12,t0241,-5.4,,450.0
1,2025202622,2025-12-10 00,29.75,162.5,1004.7,1014.8,10.1,10.8,540.0,0.95,1.998,25.5,37.6,360.0,2025,12,t0242,-2.7,-5.4,661.0
0,pool_2025121400_34_200,2025-12-14 00,33.75,200.25,986.7,1005.9,19.2,20.7,560.0,1.04,3.688,38.4,62.0,0.0,2025,12,t0242,-2.2,,772.0
0,pool_2025121506_32_181,2025-12-15 06,32.25,181.25,998.2,1014.8,16.6,17.0,500.0,1.05,3.396,35.6,59.4,0.0,2025,12,t0242,-2.9,,297.0
1,2025202623,2025-12-11 18,45.0,151.5,997.5,1013.3,15.8,16.1,500.0,0.64,3.218,29.9,42.5,238.0,2025,12,t0243,-5.9,-7.4,1731.0
0,pool_2025121818_48_232,2025-12-18 18,47.75,232.5,987.4,1007.8,20.3,23.0,600.0,2.19,3.839,34.8,48.4,0.0,2025,12,t0243,-3.8,,979.0
0,pool_2025120612_48_168,2025-12-06 12,47.5,168.0,983.7,1012.7,29.0,28.0,290.0,1.89,9.651,54.0,122.2,0.0,2025,12,t0243,-8.0,,296.0
0,pool_2025120812_44_147,2025-12-08 12,44.0,146.75,998.5,1014.4,15.8,15.3,300.0,1.85,5.108,36.6,68.6,0.0,2025,12,t0243,-8.7,,857.0
1,2025202624,2025-12-13 12,35.0,130.25,1012.2,1022.0,9.8,10.4,590.0,0.88,1.764,21.7,28.7,541.0,2025,12,t0244,-5.4,0.5,2141.0
0,pool_2025122500_36_230,2025-12-25 00,36.0,229.5,991.5,1006.8,15.3,19.4,780.0,0.44,2.483,29.8,39.4,0.0,2025,12,t0244,-4.5,,888.0
