label,id,when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,max_step_km,season,month,stratum,tend12,tend24,back_path_km
0,pool_2022011800_48_171,2022-01-18 00,48.0,171.0,974.2,994.9,20.7,26.3,770.0,0.95,3.419,33.3,42.9,0.0,2021,1,t0067,4.2,,135.0
0,pool_2022010600_43_155,2022-01-06 00,43.25,155.25,985.4,1008.4,23.0,22.7,390.0,2.21,5.818,43.7,79.2,0.0,2021,1,t0067,8.8,,320.0
0,pool_2022012300_46_189,2022-01-23 00,46.25,189.0,974.0,998.4,24.3,26.5,580.0,1.17,4.573,40.0,59.1,0.0,2021,1,t0067,5.2,,579.0
1,2021202225,2022-01-11 00,49.5,188.0,976.4,989.8,13.5,26.6,1200.0,0.59,2.213,24.0,27.2,549.0,2021,1,t0068,12.4,13.4,517.0
0,pool_2022012118_46_199,2022-01-21 18,46.25,199.0,976.8,995.2,18.4,22.5,710.0,1.09,3.168,31.4,40.9,0.0,2021,1,t0068,9.6,,727.0
0,pool_2022010412_51_232,2022-01-04 12,51.25,231.75,1002.1,1021.7,19.6,19.0,450.0,1.89,4.215,34.0,50.4,0.0,2021,1,t0068,11.1,,501.0
0,pool_2022012200_49_201,2022-01-22 00,48.75,200.75,979.9,997.5,17.6,20.5,660.0,1.0,3.11,29.7,38.6,0.0,2021,1,t0068,11.9,,851.0
1,2021202226,2022-01-11 06,43.0,137.25,994.6,1015.0,20.4,20.2,410.0,1.37,4.924,39.5,67.4,533.0,2021,1,t0069,-12.3,-21.7,949.0
0,pool_2022011918_42_192,2022-01-19 18,41.75,192.5,970.3,993.9,23.6,23.6,440.0,2.08,5.37,43.3,75.3,0.0,2021,1,t0069,-12.2,,1090.0
0,pool_2022010218_48_144,2022-01-02 18,47.75,144.25,990.7,1009.3,18.6,18.5,380.0,1.61,4.86,37.0,61.3,0.0,2021,1,t0069,-12.7,,518.0
1,2021202227,2022-01-12 18,41.75,160.25,985.3,999.2,13.9,15.4,560.0,1.14,2.746,28.0,38.5,542.0,2021,1,t0070,0.8,9.6,1512.0
0,pool_2022010218_42_184,2022-01-02 18,41.75,184.25,987.0,1004.9,18.0,19.0,510.0,1.63,3.721,34.6,52.1,0.0,2021,1,t0070,-1.7,,708.0
0,pool_2022011212_42_221,2022-01-12 12,42.25,220.75,996.3,1014.5,18.2,17.3,340.0,1.37,5.089,38.4,70.6,0.0,2021,1,t0070,-2.1,,415.0
0,pool_2022010406_45_149,2022-01-04 06,45.25,149.0,982.7,1009.0,26.3,26.3,470.0,1.96,5.597,44.3,73.6,0.0,2021,1,t0070,-0.8,,287.0
1,2021202230,2022-01-24 18,33.5,154.25,992.7,1011.5,18.7,20.0,570.0,1.54,3.501,37.2,59.2,541.0,2021,1,t0073,-10.5,-18.0,1336.0
0,pool_2022012418_34_154,2022-01-24 18,33.5,154.25,992.7,1011.5,18.7,20.0,570.0,1.54,3.501,37.2,59.2,0.0,2021,1,t0073,-10.5,,880.0
0,pool_2022010700_33_149,2022-01-07 00,33.25,149.25,1001.7,1017.0,15.3,14.6,240.0,1.2,6.084,40.7,103.6,0.0,2021,1,t0073,-8.3,,823.0
1,2021202231,2022-01-27 06,35.25,159.75,994.2,1007.7,13.5,13.1,320.0,0.69,4.086,34.3,66.1,535.0,2021,1,t0074,-5.1,-14.5,1445.0
0,pool_2022010206_36_188,2022-01-02 06,36.0,187.75,988.7,1008.9,20.2,20.1,400.0,1.73,5.022,42.1,79.7,0.0,2021,1,t0074,-5.3,,587.0
0,pool_2022010706_34_154,2022-01-07 06,33.75,153.5,997.3,1013.0,15.7,14.9,220.0,1.13,6.787,42.0,114.0,0.0,2021,1,t0074,-7.2,,788.0
1,2021202233,2022-01-31 12,41.5,170.75,980.9,998.6,17.7,17.0,270.0,1.73,6.28,41.2,88.5,546.0,2021,2,t0076,-13.5,-14.0,1846.0
0,pool_2022022806_46_167,2022-02-28 06,46.0,167.0,975.1,999.5,24.5,25.9,530.0,1.84,4.884,41.2,63.4,0.0,2021,2,t0076,-16.4,,700.0
0,pool_2022022012_38_150,2022-02-20 12,37.5,150.5,981.1,1007.2,26.1,28.3,580.0,3.23,4.875,45.5,74.7,0.0,2021,2,t0076,-15.7,,920.0
1,2021202235,2022-02-05 06,35.25,156.75,992.6,1004.2,11.6,11.6,460.0,0.93,2.53,27.1,40.9,541.0,2021,2,t0078,-10.1,-16.0,1817.0
0,pool_2022021018_34_146,2022-02-10 18,33.5,146.25,995.3,1015.9,20.6,20.5,420.0,1.67,4.877,42.9,82.5,0.0,2021,2,t0078,-12.4,,509.0
0,pool_2022021712_38_152,2022-02-17 12,38.5,152.0,989.5,1009.9,20.4,20.6,460.0,1.32,4.487,39.8,67.3,0.0,2021,2,t0078,-8.3,,533.0
0,pool_2022021900_34_202,2022-02-19 00,34.0,201.5,1009.4,1026.8,17.4,16.9,380.0,0.96,4.452,38.9,74.3,0.0,2021,2,t0078,-8.3,,285.0
1,2021202237,2022-02-12 00,32.5,163.0,980.3,1005.0,24.7,27.9,630.0,1.26,4.428,45.9,76.9,432.0,2021,2,t0080,-8.8,-11.9,1437.0
0,pool_2022021200_32_163,2022-02-12 00,32.5,163.0,980.3,1005.0,24.7,27.9,630.0,1.26,4.428,45.9,76.9,0.0,2021,2,t0080,-8.8,,414.0
1,2021202238,2022-02-14 12,34.5,153.75,996.0,1014.0,18.0,17.2,360.0,1.53,4.789,39.9,78.9,501.0,2021,2,t0081,-5.5,-13.2,1673.0
0,pool_2022021106_32_150,2022-02-11 06,32.25,150.0,990.2,1012.0,21.7,21.8,440.0,1.86,4.954,44.5,86.6,0.0,2021,2,t0081,-5.1,,380.0
0,pool_2022021412_34_154,2022-02-14 12,34.5,153.75,996.0,1014.0,18.0,17.2,360.0,1.53,4.789,39.9,78.9,0.0,2021,2,t0081,-5.5,,810.0
0,pool_2022021612_39_148,2022-02-16 12,39.25,148.25,994.0,1010.4,16.5,16.3,370.0,1.81,4.41,36.6,65.1,0.0,2021,2,t0081,-5.6,,211.0
1,2021202239,2022-02-19 00,48.0,167.5,979.9,1007.0,27.1,32.5,710.0,1.51,4.575,41.3,57.5,545.0,2021,2,t0082,-5.3,-9.5,977.0
0,pool_2022021900_48_168,2022-02-19 00,48.0,167.5,979.9,1007.0,27.1,32.5,710.0,1.51,4.575,41.3,57.5,0.0,2021,2,t0082,-5.3,,441.0
0,pool_2022022412_47_200,2022-02-24 12,47.25,200.0,976.0,996.5,20.5,20.1,330.0,2.43,6.1,41.7,77.5,0.0,2021,2,t0082,-8.1,,734.0
0,pool_2022021812_44_166,2022-02-18 12,44.5,166.25,985.2,1007.2,22.0,27.9,770.0,1.54,3.622,36.1,48.2,0.0,2021,2,t0082,-4.2,,535.0
1,2021202241,2022-03-11 00,30.0,165.0,1000.6,1015.0,14.4,14.6,500.0,0.67,2.93,33.0,54.7,527.0,2021,3,t0084,-4.8,-9.2,1052.0
0,pool_2022030400_29_210,2022-03-04 00,29.25,209.5,1002.5,1020.0,17.5,16.8,330.0,1.35,5.098,42.2,97.4,0.0,2021,3,t0084,-6.2,,175.0
0,pool_2022032406_35_154,2022-03-24 06,35.0,154.25,999.4,1016.1,16.7,17.5,550.0,1.14,3.189,33.8,51.9,0.0,2021,3,t0084,-5.2,,1060.0
1,2021202243,2022-04-02 18,47.5,189.25,997.8,1009.2,11.4,11.7,480.0,0.75,2.43,23.2,30.8,443.0,2021,4,t0086,-4.6,4.7,1916.0
0,pool_2022041012_47_162,2022-04-10 12,46.75,162.0,999.9,1018.8,18.8,19.1,500.0,1.06,3.822,33.5,49.0,0.0,2021,4,t0086,-2.2,,573.0
0,pool_2022042000_48_216,2022-04-20 00,48.0,216.25,984.5,1003.6,19.1,23.5,720.0,1.33,3.267,31.7,41.0,0.0,2021,4,t0086,-4.1,,665.0
1,2021202244,2022-04-29 00,33.5,131.25,1001.8,1016.3,14.4,14.3,400.0,1.07,3.572,34.1,60.4,550.0,2021,4,t0087,-8.5,-6.0,1909.0
0,pool_2022040412_33_145,2022-04-04 12,33.0,145.25,1008.9,1024.0,15.1,14.7,420.0,0.91,3.508,34.4,60.1,0.0,2021,4,t0087,-7.1,,425.0
1,2022202302,2022-09-14 06,30.0,161.75,979.0,1011.4,32.4,30.9,200.0,2.05,15.457,66.7,288.5,472.0,2022,9,t0089,-5.7,-11.7,573.0
0,pool_2022092800_32_146,2022-09-28 00,32.25,145.5,986.7,1012.6,25.9,25.1,250.0,1.42,10.025,56.4,175.3,0.0,2022,9,t0089,-7.2,,400.0
1,2022202304,2022-10-17 12,43.5,202.25,981.9,1006.9,25.0,25.3,470.0,1.31,5.391,43.7,73.1,339.0,2022,10,t0091,-6.7,-13.3,1281.0
0,pool_2022101612_40_188,2022-10-16 12,39.5,188.0,995.2,1010.4,15.2,14.8,380.0,0.93,3.906,33.8,57.3,0.0,2022,10,t0091,-6.4,,949.0
0,pool_2022100806_40_208,2022-10-08 06,39.5,208.0,990.6,1015.7,25.0,25.8,500.0,2.14,5.154,44.5,75.6,0.0,2022,10,t0091,-6.2,,379.0
1,2022202305,2022-10-27 18,49.75,164.5,996.2,1019.0,22.8,23.7,530.0,1.45,4.467,37.4,54.6,477.0,2022,10,t0092,-4.2,-8.5,1468.0
0,pool_2022101418_49_204,2022-10-14 18,49.25,204.25,989.0,1004.3,15.3,20.0,760.0,1.69,2.626,26.3,32.3,0.0,2022,10,t0092,-2.5,,853.0
0,pool_2022102206_50_192,2022-10-22 06,50.5,192.25,996.6,1018.0,21.4,20.8,330.0,0.99,6.289,41.8,76.1,0.0,2022,10,t0092,-4.6,,930.0
0,pool_2022100900_49_168,2022-10-09 00,49.25,167.5,994.8,1022.9,28.1,27.2,360.0,1.56,7.553,49.0,93.0,0.0,2022,10,t0092,-1.6,,894.0
1,2022202307,2022-11-15 12,34.5,144.5,1003.0,1013.1,10.1,9.9,380.0,0.72,2.594,26.5,42.7,335.0,2022,11,t0094,-5.3,-7.0,1057.0
0,pool_2022112400_38_169,2022-11-24 00,38.0,169.25,985.6,1018.4,32.8,34.2,530.0,1.46,6.451,53.7,97.8,0.0,2022,11,t0094,-3.0,,539.0
0,pool_2022112706_30_150,2022-11-27 06,30.5,150.0,995.3,1014.9,19.6,18.9,320.0,1.43,5.919,45.4,108.8,0.0,2022,11,t0094,-2.5,,652.0
0,pool_2022112700_30_146,2022-11-27 00,30.0,146.5,995.8,1015.8,19.9,18.9,250.0,1.89,7.554,48.2,141.0,0.0,2022,11,t0094,-7.3,,686.0
1,2022202309,2022-11-21 18,36.25,184.25,1008.5,1021.4,12.9,13.0,460.0,0.78,2.825,29.1,44.6,448.0,2022,11,t0096,-7.1,-6.3,1444.0
0,pool_2022111618_41_188,2022-11-16 18,41.0,188.0,997.0,1012.8,15.8,15.2,350.0,1.23,4.342,35.1,61.8,0.0,2022,11,t0096,-5.1,,728.0
1,2022202310,2022-11-23 00,31.5,132.75,1010.5,1018.5,8.0,8.3,540.0,0.74,1.54,20.2,27.5,537.0,2022,11,t0097,-1.6,-4.7,1195.0
0,pool_2022112312_35_165,2022-11-23 12,35.0,164.75,988.6,1018.4,29.8,32.3,600.0,1.19,5.38,50.5,87.5,0.0,2022,11,t0097,-0.6,,536.0
1,2022202313,2022-11-29 06,48.0,141.5,990.7,1014.6,23.9,25.9,580.0,1.75,4.473,38.8,56.2,436.0,2022,11,t0100,-15.0,-18.5,1877.0
0,pool_2022111400_48_198,2022-11-14 00,47.75,198.0,981.8,1009.6,27.8,27.2,350.0,2.61,7.784,50.0,98.1,0.0,2022,11,t0100,-15.4,,853.0
1,2022202314,2022-12-06 06,35.0,143.5,1004.1,1014.0,9.9,9.4,240.0,0.93,3.905,30.3,63.5,428.0,2022,12,t0101,-5.4,-7.8,1759.0
0,pool_2022122100_38_208,2022-12-21 00,38.0,208.0,979.8,999.6,19.8,23.9,700.0,1.65,3.409,36.4,51.7,0.0,2022,12,t0101,-8.1,,1055.0
0,pool_2022122206_32_145,2022-12-22 06,32.5,145.25,984.3,1003.8,19.5,20.4,520.0,2.13,3.92,39.8,68.1,0.0,2022,12,t0101,-7.4,,953.0
0,pool_2022121818_38_193,2022-12-18 18,38.0,192.75,985.8,1003.8,18.0,20.9,670.0,1.05,3.118,33.6,47.3,0.0,2022,12,t0101,-3.3,,393.0
1,2022202315,2022-12-08 00,37.5,149.0,1006.5,1016.5,10.1,9.9,310.0,0.63,3.197,28.1,49.0,380.0,2022,12,t0102,-7.6,-2.3,1798.0
0,pool_2022122318_36_182,2022-12-23 18,35.75,181.75,983.8,999.1,15.3,15.8,490.0,1.19,3.23,32.8,51.6,0.0,2022,12,t0102,-9.6,,1091.0
0,pool_2022122600_41_192,2022-12-26 00,40.75,191.75,971.2,988.9,17.7,17.3,350.0,1.55,4.945,38.4,70.7,0.0,2022,12,t0102,-5.0,,809.0
0,pool_2022122218_42_144,2022-12-22 18,41.75,144.0,972.7,999.7,27.0,28.4,510.0,3.38,5.576,46.5,78.2,0.0,2022,12,t0102,-8.7,,417.0
1,2022202318,2022-12-14 00,51.75,147.75,982.0,1012.4,30.4,36.8,750.0,0.51,4.908,42.8,58.3,550.0,2022,12,t0105,-7.7,-18.1,1187.0
0,pool_2022121000_49_228,2022-12-10 00,48.75,228.25,981.1,1007.3,26.2,30.9,690.0,1.45,4.475,40.1,55.5,0.0,2022,12,t0105,-6.8,,575.0
0,pool_2022120906_50_215,2022-12-09 06,49.75,214.75,994.1,1009.6,15.5,19.7,710.0,1.57,2.775,27.1,33.9,0.0,2022,12,t0105,-6.2,,1074.0
0,pool_2022121718_47_185,2022-12-17 18,47.25,185.25,981.4,1001.5,20.1,31.0,960.0,0.51,3.226,33.2,41.0,0.0,2022,12,t0105,-6.8,,662.0
1,2022202319,2022-12-17 18,39.5,145.75,995.6,1011.1,15.6,17.7,660.0,1.3,2.687,29.3,39.4,429.0,2022,12,t0106,-12.4,-26.1,1746.0
0,pool_2022122700_44_223,2022-12-27 00,44.0,223.0,969.2,998.7,29.5,30.3,490.0,2.37,6.176,48.5,83.0,0.0,2022,12,t0106,-9.5,,801.0
0,pool_2022121718_40_146,2022-12-17 18,39.5,145.75,995.6,1011.1,15.6,17.7,660.0,1.3,2.687,29.3,39.4,0.0,2022,12,t0106,-12.4,,809.0
0,pool_2022122400_36_188,2022-12-24 00,35.5,188.25,979.6,998.5,18.9,19.3,490.0,1.44,3.944,38.0,63.4,0.0,2022,12,t0106,-10.8,,1086.0
1,2022202320,2022-12-23 12,44.5,203.0,980.6,992.3,11.8,13.8,650.0,0.56,2.123,22.6,28.3,542.0,2022,12,t0107,6.6,4.9,701.0
0,pool_2022122612_44_167,2022-12-26 12,44.5,167.0,972.2,988.3,16.1,17.5,540.0,1.98,3.237,30.7,43.1,0.0,2022,12,t0107,5.5,,120.0
0,pool_2022121306_42_218,2022-12-13 06,41.75,217.5,1006.4,1027.2,20.9,20.1,360.0,1.02,5.57,41.8,78.1,0.0,2022,12,t0107,4.2,,399.0
0,pool_2022120112_42_179,2022-12-01 12,42.0,179.25,995.0,1015.0,20.0,20.2,430.0,1.58,4.706,39.1,65.6,0.0,2022,12,t0107,9.0,,124.0
1,2022202323,2023-01-05 00,54.75,172.75,978.3,998.1,19.9,22.4,660.0,1.09,3.397,30.3,38.8,548.0,2022,1,t0110,-4.9,-8.1,234.0
0,pool_2023010518_54_170,2023-01-05 18,54.5,170.5,972.1,994.2,22.1,24.0,540.0,1.7,4.451,36.2,51.0,0.0,2022,1,t0110,-3.0,,320.0
0,pool_2023010200_58_149,2023-01-02 00,57.5,148.75,989.5,1009.7,20.1,20.6,460.0,0.79,4.488,34.4,49.7,0.0,2022,1,t0110,-4.1,,227.0
0,pool_2023012106_52_148,2023-01-21 06,52.0,147.5,1001.7,1020.1,18.4,18.1,380.0,2.0,4.762,35.5,56.4,0.0,2022,1,t0110,-3.5,,700.0
1,2022202324,2023-01-07 18,36.5,155.0,1004.7,1013.7,9.0,9.1,470.0,0.23,1.927,21.8,30.2,425.0,2022,1,t0111,-3.1,-8.6,1259.0
0,pool_2023012600_36_202,2023-01-26 00,35.5,202.0,1000.9,1020.1,19.3,20.1,530.0,1.31,3.792,37.8,60.9,0.0,2022,1,t0111,-2.2,,240.0
0,pool_2023011600_36_233,2023-01-16 00,36.25,233.25,994.0,1009.3,15.3,14.9,370.0,0.89,4.017,35.2,63.4,0.0,2022,1,t0111,-2.6,,1090.0
0,pool_2023011400_41_222,2023-01-14 00,41.25,221.75,984.1,1002.1,18.0,17.6,350.0,2.09,5.039,38.8,71.3,0.0,2022,1,t0111,-4.8,,693.0
1,2022202325,2023-01-10 00,39.25,154.75,998.5,1012.9,14.4,15.6,590.0,1.03,2.636,28.2,38.9,358.0,2022,1,t0112,-8.4,-13.0,1732.0
0,pool_2023012206_41_168,2023-01-22 06,41.0,168.25,975.6,1002.8,27.2,25.6,290.0,2.52,8.816,52.7,125.4,0.0,2022,1,t0112,-6.7,,300.0
0,pool_2023012518_35_201,2023-01-25 18,35.0,200.75,1001.8,1020.4,18.6,19.0,490.0,1.54,3.873,37.7,63.0,0.0,2022,1,t0112,-5.8,,238.0
0,pool_2023010518_44_213,2023-01-05 18,44.25,213.0,979.1,996.1,17.1,18.7,580.0,1.23,3.226,31.2,43.2,0.0,2022,1,t0112,-8.0,,756.0
1,2022202326,2023-01-16 12,38.0,155.25,990.2,1013.1,22.8,23.1,480.0,1.7,4.82,42.5,73.1,448.0,2022,1,t0113,-12.1,-17.4,1527.0
0,pool_2023011612_38_155,2023-01-16 12,38.0,155.25,990.2,1013.1,22.8,23.1,480.0,1.7,4.82,42.5,73.1,0.0,2022,1,t0113,-12.1,,971.0
1,2022202327,2023-01-18 06,34.75,145.75,1006.1,1017.4,11.3,11.3,430.0,1.01,2.617,27.5,42.9,392.0,2022,1,t0114,-9.6,-7.4,1616.0
0,pool_2023011606_36_151,2023-01-16 06,36.25,151.0,995.3,1012.8,17.5,18.2,530.0,0.95,3.429,34.8,54.1,0.0,2022,1,t0114,-8.7,,854.0
1,2022202329,2023-01-20 12,48.0,179.0,981.5,999.1,17.5,18.7,510.0,1.89,3.672,32.3,46.1,311.0,2022,1,t0116,-4.7,-1.5,1889.0
0,pool_2023012012_48_179,2023-01-20 12,48.0,179.0,981.5,999.1,17.5,18.7,510.0,1.89,3.672,32.3,46.1,0.0,2022,1,t0116,-4.7,,792.0
0,pool_2023011418_44_231,2023-01-14 18,43.75,231.0,983.3,1005.1,21.8,23.3,570.0,0.69,4.082,37.4,55.1,0.0,2022,1,t0116,-3.3,,435.0
0,pool_2023011500_44_233,2023-01-15 00,43.75,233.25,982.3,1003.9,21.6,22.0,500.0,1.11,4.397,38.2,59.3,0.0,2022,1,t0116,-2.8,,345.0
1,2022202330,2023-01-23 18,32.0,142.25,1003.1,1012.3,9.2,10.0,510.0,0.99,1.952,23.9,34.4,543.0,2022,1,t0117,-4.2,-6.8,1240.0
0,pool_2023012512_35_200,2023-01-25 12,35.0,199.5,1003.1,1018.9,15.8,15.9,470.0,1.29,3.391,33.9,55.2,0.0,2022,1,t0117,-4.5,,669.0
1,2022202333,2023-02-01 12,42.75,144.5,995.7,1015.5,19.8,20.2,500.0,0.94,4.033,36.2,55.5,289.0,2022,2,t0120,-8.8,-15.0,1208.0
0,pool_2023022012_43_168,2023-02-20 12,43.25,168.5,977.8,1006.3,28.4,30.3,540.0,2.03,5.607,46.8,76.4,0.0,2022,2,t0120,-6.7,,761.0
0,pool_2023022006_42_148,2023-02-20 06,42.25,148.5,988.4,1007.4,19.0,18.6,310.0,1.44,6.0,41.7,83.3,0.0,2022,2,t0120,-6.4,,501.0
0,pool_2023022600_45_151,2023-02-26 00,44.75,150.75,1002.1,1019.0,16.9,16.9,400.0,1.11,4.217,34.6,55.9,0.0,2022,2,t0120,-8.8,,675.0
1,2022202334,2023-02-08 00,34.5,155.25,999.1,1016.3,17.2,17.5,470.0,1.24,3.721,36.4,61.3,548.0,2022,2,t0121,-10.9,-16.0,1302.0
0,pool_2023021312_34_145,2023-02-13 12,34.25,144.75,993.1,1012.0,18.8,19.5,510.0,1.37,3.821,38.1,63.4,0.0,2022,2,t0121,-12.0,,919.0
0,pool_2023020800_34_155,2023-02-08 00,34.5,154.75,998.9,1016.3,17.4,17.7,470.0,1.33,3.764,36.7,62.0,0.0,2022,2,t0121,-11.1,,838.0
0,pool_2023020806_36_159,2023-02-08 06,35.75,159.0,992.7,1013.4,20.7,21.6,540.0,1.17,4.009,39.4,64.0,0.0,2022,2,t0121,-9.5,,870.0
1,2022202335,2023-02-08 06,44.75,205.0,982.7,1015.5,32.8,34.1,540.0,1.61,6.319,50.4,83.8,545.0,2022,2,t0122,-10.2,-16.3,1344.0
0,pool_2023020800_44_203,2023-02-08 00,43.75,203.25,982.8,1016.2,33.4,34.1,510.0,2.47,6.682,52.0,90.2,0.0,2022,2,t0122,-11.2,,844.0
0,pool_2023022006_42_166,2023-02-20 06,42.25,166.25,979.7,1006.6,27.0,28.6,550.0,1.19,5.201,44.9,72.2,0.0,2022,2,t0122,-7.4,,854.0
0,pool_2023020206_49_200,2023-02-02 06,49.25,200.0,987.3,1006.2,19.0,18.4,300.0,1.01,6.132,40.2,75.5,0.0,2022,2,t0122,-10.1,,518.0
1,2022202336,2023-02-09 06,44.75,176.75,962.0,1005.3,43.3,43.2,400.0,2.98,10.804,66.0,143.2,549.0,2022,2,t0123,-9.0,-31.2,1651.0
0,pool_2023020718_43_196,2023-02-07 18,43.25,195.75,991.7,1015.2,23.5,23.5,430.0,1.72,5.456,43.0,74.3,0.0,2022,2,t0123,-7.3,,560.0
1,2022202338,2023-02-13 12,34.5,145.25,993.6,1012.0,18.5,19.1,520.0,1.22,3.68,37.2,60.6,536.0,2022,2,t0125,-11.5,-16.9,1654.0
0,pool_2023021912_39_152,2023-02-19 12,39.25,152.5,993.0,1010.2,17.2,18.2,510.0,0.77,3.564,34.3,52.6,0.0,2022,2,t0125,-12.3,,715.0
1,2022202339,2023-03-18 18,39.75,150.75,999.5,1014.4,14.9,15.3,510.0,0.67,3.004,30.0,43.9,539.0,2022,3,t0126,-6.4,-11.0,1853.0
0,pool_2023032812_43_230,2023-03-28 12,43.25,229.75,985.0,1021.3,36.2,35.8,400.0,3.27,8.955,58.9,122.0,0.0,2022,3,t0126,-5.6,,161.0
0,pool_2023031000_42_234,2023-03-10 00,41.75,234.25,994.7,1011.6,16.9,20.1,710.0,1.02,2.829,30.1,39.7,0.0,2022,3,t0126,-4.3,,558.0
0,pool_2023030406_42_183,2023-03-04 06,42.25,183.0,989.8,1012.2,22.4,25.3,640.0,1.05,3.96,38.1,55.0,0.0,2022,3,t0126,-4.2,,346.0
1,2022202340,2023-03-26 06,34.0,138.0,1006.2,1015.8,9.6,10.4,570.0,0.53,1.818,22.4,30.3,546.0,2022,3,t0127,-5.0,-6.9,990.0
0,pool_2023031418_39_236,2023-03-14 18,38.75,235.5,996.4,1012.9,16.5,16.4,380.0,1.0,4.32,36.5,64.4,0.0,2022,3,t0127,-2.6,,669.0
1,2023202403,2023-09-27 18,37.5,162.0,998.5,1014.2,15.7,15.2,320.0,1.31,4.738,37.2,72.6,485.0,2023,9,t0131,-7.4,-12.5,1048.0
0,pool_2023092718_38_162,2023-09-27 18,37.5,162.0,998.5,1014.2,15.7,15.2,320.0,1.31,4.738,37.2,72.6,0.0,2023,9,t0131,-7.4,,539.0
1,2023202404,2023-10-10 06,39.0,147.75,999.4,1015.2,15.8,16.5,540.0,0.9,3.056,31.1,45.3,481.0,2023,10,t0132,-6.4,-13.4,783.0
0,pool_2023102500_44_206,2023-10-25 00,43.75,205.75,987.6,1009.2,21.6,23.9,590.0,2.3,4.051,37.5,54.7,0.0,2023,10,t0132,-3.6,,842.0
0,pool_2023102618_40_153,2023-10-26 18,39.5,153.0,991.7,1010.3,18.6,18.8,450.0,1.14,4.173,37.2,61.2,0.0,2023,10,t0132,-4.5,,194.0
0,pool_2023102606_39_151,2023-10-26 06,38.75,151.0,996.2,1012.6,16.4,16.6,470.0,1.16,3.525,33.5,52.6,0.0,2023,10,t0132,-6.2,,326.0
1,2023202405,2023-10-13 12,29.25,150.75,953.8,1009.3,55.6,52.7,220.0,4.36,23.943,89.1,457.3,481.0,2023,10,t0133,-1.7,-8.6,972.0
0,pool_2023101312_29_151,2023-10-13 12,29.25,150.75,953.8,1009.3,55.6,52.7,220.0,4.36,23.943,89.1,457.3,0.0,2023,10,t0133,-1.7,,574.0
1,2023202407,2023-11-08 00,55.5,201.5,972.1,1001.0,28.9,34.9,720.0,1.35,4.847,40.9,54.9,544.0,2023,11,t0135,-6.8,-11.8,1404.0
0,pool_2023112618_58_190,2023-11-26 18,58.0,189.5,971.6,997.4,25.8,27.2,520.0,2.38,5.24,39.8,57.7,0.0,2023,11,t0135,-5.7,,764.0
0,pool_2023110818_53_170,2023-11-08 18,53.25,170.5,982.2,1010.4,28.2,31.2,610.0,1.68,5.119,41.8,59.6,0.0,2023,11,t0135,-5.2,,770.0
0,pool_2023111412_52_169,2023-11-14 12,52.5,169.25,964.4,1004.1,39.7,40.8,460.0,3.28,8.861,58.1,104.2,0.0,2023,11,t0135,-4.2,,430.0
1,2023202408,2023-11-18 06,48.75,143.5,972.8,1001.6,28.7,30.2,510.0,2.67,5.918,46.0,73.5,548.0,2023,11,t0136,-8.5,-23.1,1038.0
0,pool_2023110718_48_152,2023-11-07 18,48.5,151.75,988.0,1016.2,28.2,29.5,520.0,2.33,5.673,44.9,70.7,0.0,2023,11,t0136,-5.8,,473.0
0,pool_2023112812_47_145,2023-11-28 12,46.75,145.0,990.7,1008.4,17.7,18.8,520.0,1.08,3.609,32.4,46.2,0.0,2023,11,t0136,-7.0,,443.0
1,2023202409,2023-11-18 18,39.5,200.75,994.4,1017.2,22.8,23.8,530.0,1.34,4.486,41.0,65.8,254.0,2023,11,t0137,-9.7,-16.1,1720.0
0,pool_2023110906_37_168,2023-11-09 06,37.25,168.5,1003.3,1021.4,18.1,17.2,240.0,1.31,7.15,43.9,110.2,0.0,2023,11,t0137,-7.0,,675.0
0,pool_2023111812_38_198,2023-11-18 12,37.75,198.0,999.6,1017.5,17.9,18.5,520.0,1.22,3.553,35.0,54.2,0.0,2023,11,t0137,-7.1,,1026.0
1,2023202410,2023-11-20 06,54.0,168.0,949.5,988.0,38.5,49.6,780.0,0.87,6.353,52.0,73.3,549.0,2023,11,t0138,9.9,-4.6,893.0
0,pool_2023110418_58_144,2023-11-04 18,57.75,144.5,993.3,1019.4,26.1,26.0,410.0,1.88,6.34,43.2,70.0,0.0,2023,11,t0138,11.0,,159.0
0,pool_2023112506_54_196,2023-11-25 06,53.75,195.75,995.4,1013.6,18.1,19.5,600.0,0.69,3.252,29.0,37.6,0.0,2023,11,t0138,8.2,,169.0
0,pool_2023112418_53_194,2023-11-24 18,52.75,194.0,987.2,1011.0,23.7,27.7,690.0,0.97,4.012,35.6,47.0,0.0,2023,11,t0138,9.8,,159.0
1,2023202413,2023-12-02 00,39.0,161.25,1004.5,1013.1,8.6,8.7,530.0,0.34,1.65,19.0,24.5,548.0,2023,12,t0141,-4.7,16.6,2120.0
0,pool_2023122406_41_186,2023-12-24 06,41.0,186.25,987.0,1004.2,17.2,16.9,360.0,1.61,4.706,37.4,66.9,0.0,2023,12,t0141,-6.7,,739.0
0,pool_2023120512_40_172,2023-12-05 12,40.25,172.0,1003.5,1019.0,15.5,16.5,590.0,0.55,2.789,29.2,40.3,0.0,2023,12,t0141,-6.6,,618.0
0,pool_2023121218_40_153,2023-12-12 18,39.5,152.75,995.8,1015.1,19.3,20.2,510.0,2.02,3.959,37.0,58.1,0.0,2023,12,t0141,-5.0,,736.0
