track,when,lat,lon,lead_h,hf24,hf48,depth,scale_km,grad,vg_kt,gust_kt,p_centre,up_high_hpa,up_high_rel,down_low_hpa,down_low_rel,thick_anom_m,thick_anom_east_m,thick_m,trough_km,trough_bearing,trough_anom_m,sst_grad,sst_c,hvtl,hvtu,depth_pw,dt,gfs_f024_kt,wind_kt
2104,2023-11-22 18,50.0,190.0,nan,0,0,34.3,760.0,5.7,48.9,68.8,956.6,1015.507510192239,58.88525677427026,982.7947262771323,26.172472859163577,71.65478515625,151.41792828955255,5406.625,228.18950180927064,232.1220128556669,-423.47998046875,3.1837117671966553,7.960717773437523,15.410751342773438,20.91690444946289,24.22,2023-11-22 18,36.4,45.3
2115,2023-11-29 12,51.0,163.75,6.0,1,1,42.2,440.0,9.836,62.0,67.9,952.5,1017.9688648095708,65.51744879394585,977.5624067481341,25.110990732509094,141.7998046875,156.80808607077273,5418.2919921875,1991.9981913817796,247.5523223447771,-379.89306640625,3.6015007495880127,4.199761962890648,166.6077423095703,-189.84213256835938,37.67,2023-11-29 12,47.2,45.2
2118,2023-12-01 06,41.75,171.0,24.0,1,1,11.2,280.0,3.856,30.0,45.6,995.0,1014.5963202342456,19.57562931627683,1002.1117192794668,7.091028361498047,64.3134765625,147.3189191640525,5496.2587890625,1984.5129038083364,279.4151243466236,-357.7890625,7.739078998565674,13.220025634765648,-633.0104370117188,-554.4898681640625,13.49,2023-12-01 06,55.8,36.4
2123,2023-12-03 00,43.25,184.25,0.0,1,1,32.8,370.0,8.718,56.3,73.4,969.1,1020.8819182904774,51.803976395946165,969.0424518967158,-0.035489997815489005,89.87841796875,44.05198254462327,5511.89453125,455.45812908880856,284.0159143812887,-303.03466796875,8.74178695678711,11.042657470703148,9.96831226348877,-429.42724609375,32.0,2023-12-03 00,57.5,49.8
2153,2023-12-12 06,42.0,148.5,42.0,0,1,17.9,430.0,4.143,35.7,52.3,1000.8,1033.2515999026573,32.48072587921979,1019.7705349042992,18.99966088086171,92.525390625,17.2146257448738,5513.34130859375,1699.3238796579335,338.97397618128764,-301.2568359375,19.357908248901367,11.972802734375023,-364.54327392578125,-417.11199951171875,16.56,2023-12-12 06,54.5,34.4
2153,2023-12-13 18,53.75,163.25,6.0,1,1,43.8,620.0,7.901,57.9,67.3,960.1,1036.2279815824133,76.1685943753821,988.527977062933,28.46858985590177,157.29736328125,142.7735679806167,5359.99609375,889.1920707239359,224.841291508395,-417.1015625,4.010251522064209,3.4953857421875227,76.7021713256836,-468.9556884765625,30.65,2023-12-13 18,53.3,46.6
2188,2023-12-20 18,42.25,164.0,18.0,1,1,17.6,480.0,3.708,33.8,56.7,994.7,1020.2866079830142,25.590440990826664,1006.3215792195392,11.625412227351717,90.201171875,-34.45812688907308,5494.5361328125,1989.690222499955,280.92340399511085,-474.05517578125,7.793107032775879,11.796929931640648,-347.20721435546875,-436.0997619628906,17.71,2023-12-20 18,59.1,39.5
2196,2023-12-23 18,54.5,170.25,nan,0,0,23.2,450.0,5.174,38.8,56.3,982.4,1024.7758147048758,42.384152107219506,977.2675995746356,-5.124063023020653,-146.498046875,-153.24784842201157,5133.22021484375,1605.2910212683896,221.74252195950717,-362.951171875,5.752661228179932,3.3276916503906477,136.9053497314453,-30.75811004638672,21.1,2023-12-23 18,42.4,39.0
2211,2023-12-26 06,41.0,171.75,24.0,1,1,16.0,420.0,3.709,33.0,58.3,999.6,1021.9706846679295,22.378887792929504,998.631143310922,-0.9606535640780294,7.18310546875,-112.91031482522772,5423.830078125,1997.6748319486792,297.26127395707573,-274.83837890625,7.101055145263672,14.964593505859398,-242.10284423828125,-617.7376708984375,13.54,2023-12-26 06,57.0,37.2
2222,2023-12-29 12,34.0,161.25,48.0,0,1,7.8,340.0,2.149,22.5,46.9,1008.8,1023.9103149375393,15.147131343789283,1006.4690319573854,-2.2941516363646315,28.82177734375,-42.95741407341759,5555.25634765625,1556.870183580138,359.1518413522555,-345.9462890625,6.00802755355835,21.120141601562523,-373.5467224121094,-416.1405944824219,8.05,2023-12-29 12,49.4,32.9
2222,2023-12-31 00,38.75,194.5,12.0,1,1,32.7,370.0,8.585,57.3,65.3,976.2,1020.9306059718895,44.75122364767071,1006.8893526007049,30.70997027648616,163.98779296875,-36.86716991745368,5619.1865234375,1996.71621839448,293.374779336911,-372.3212890625,2.928096055984497,13.673883056640648,29.361419677734375,-425.61395263671875,27.21,2023-12-31 00,56.0,47.0
2229,2024-01-01 12,44.5,176.25,18.0,1,1,25.2,450.0,5.66,44.3,67.3,972.7,1015.1969858337523,42.5290781189085,974.2968792308156,1.628971515971898,168.1552734375,-66.59410163974619,5523.76318359375,1221.9902540002906,285.4193669105131,-344.9658203125,5.489193916320801,9.541894531250023,-148.93629455566406,-468.9195556640625,21.14,2024-01-01 12,63.8,44.9
2231,2024-01-01 12,55.5,171.75,nan,0,0,16.3,660.0,2.875,26.2,48.3,981.8,1019.3364513518301,37.50759392995508,972.2886475523997,-9.540209869475348,-44.40478515625,-26.5788499641116,5176.072265625,1157.0959120170187,217.27506702182097,-344.9658203125,3.8270456790924072,3.2896972656250227,116.17779541015625,-224.51058959960938,12.8,2024-01-01 12,41.3,32.3
2239,2024-01-04 18,38.75,158.75,0.0,1,1,25.0,470.0,5.378,45.3,79.9,985.5,1022.141842909437,36.642331190686946,995.0252615330608,9.525749814310757,50.77685546875,46.4160590009953,5502.67431640625,244.98277582871697,242.84687248887525,-233.80810546875,8.413729667663574,15.907464599609398,-71.02291107177734,-543.0115356445312,24.93,2024-01-04 18,52.7,50.5
2251,2024-01-08 12,39.5,162.75,12.0,1,1,23.0,500.0,4.751,42.0,74.1,983.7,1023.1641350183443,39.43177417850052,990.947695169205,7.215334329361212,21.4638671875,66.36982245893995,5439.84423828125,1742.5076320011872,309.51261619198647,-349.32470703125,9.072402000427246,12.519281005859398,-260.0821533203125,-517.96435546875,22.37,2024-01-08 12,56.3,50.8
2269,2024-01-12 06,42.0,181.75,0.0,1,1,30.3,400.0,7.551,53.0,70.8,971.0,1011.2334987594706,40.2563869430644,996.3959023540264,25.41879053762011,243.12548828125,28.197259815067007,5616.02978515625,744.3700093844719,317.1100344488129,-273.005859375,6.447056293487549,11.438775634765648,39.9583625793457,-393.5635986328125,29.75,2024-01-12 06,45.5,49.4
