track,when,lat,lon,lead_h,hf24,hf48,depth,scale_km,grad,vg_kt,gust_kt,p_centre,up_high_hpa,up_high_rel,down_low_hpa,down_low_rel,thick_anom_m,thick_anom_east_m,thick_m,trough_km,trough_bearing,trough_anom_m,sst_grad,sst_c,hvtl,hvtu,depth_pw,dt,gfs_f024_kt
651,2021-10-01 06,49.0,200.25,18.0,1,1,19.1,400.0,4.802,36.9,64.1,991.3,1025.744955389554,34.49226984267898,1000.5864712588437,9.333785711968744,110.189453125,-21.946831030825805,5602.56640625,612.5364449268852,356.586823805544,-343.5029296875,2.175788402557373,10.750939941406273,-390.22344970703125,-367.64892578125,23.89,2021-10-01 06,58.8
682,2021-10-18 00,39.75,168.25,nan,0,0,15.1,300.0,4.779,36.0,43.9,1003.6,1023.904646243304,20.341413821429,1013.1617766878618,9.598544265986789,194.087890625,134.41427701334385,5779.5224609375,1969.383318488051,325.7602454910875,-384.30126953125,9.506882667541504,21.113000488281273,-63.55134582519531,-146.1155548095703,13.91,2021-10-18 00,34.4
700,2021-10-21 18,56.0,187.25,6.0,1,1,47.3,450.0,10.632,64.3,70.9,948.6,1013.7262435852149,65.15812835083989,975.6155444205933,27.047429186218324,97.49267578125,-70.50466760498797,5473.84521484375,799.1230845772279,295.84225223175747,-385.45263671875,3.94393253326416,5.983819580078148,382.36700439453125,-482.419189453125,41.79,2021-10-21 18,56.7
706,2021-10-23 18,43.25,163.25,12.0,1,1,30.1,430.0,6.974,51.0,55.7,981.3,1025.5279278053763,44.262852121782544,999.2064784135893,17.941402729995502,149.36474609375,132.35680454950634,5662.9951171875,743.8969936409391,250.02775252708858,-252.80029296875,5.713133335113525,13.752740478515648,-236.76513671875,-634.1555786132812,25.33,2021-10-23 18,54.0
722,2021-10-30 06,50.0,203.25,nan,0,0,31.9,880.0,5.042,45.9,59.0,973.3,1019.6740853955498,46.41370941898731,990.4603727095953,17.199996733032776,21.4375,2.5708947820407824,5445.6484375,500.7259959243621,182.04518743985082,-389.0048828125,1.6737515926361084,7.717279052734398,245.90965270996094,-148.84059143066406,21.82,2021-10-30 06,45.4
737,2021-11-03 12,38.25,154.25,18.0,1,1,19.5,640.0,3.404,35.5,62.7,995.9,1019.4639075083728,23.613138465404063,1003.5530135853213,7.70224454235256,75.9638671875,59.87538774533164,5626.37890625,1303.816081003645,245.46370154057678,-136.13037109375,6.827252388000488,20.612237548828148,26.349811553955078,-319.2711486816406,18.56,2021-11-03 12,49.1
746,2021-11-07 06,42.0,182.5,nan,0,0,8.7,460.0,2.025,21.1,40.9,1005.8,1022.2435438767986,16.40711809554864,1010.4761022679945,4.63967648674452,186.34912109375,133.38673615670837,5668.52001953125,1112.7943637033193,289.91472926951485,-138.3037109375,5.29419469833374,14.535882568359398,-284.875244140625,-330.925537109375,10.98,2021-11-07 06,28.3
783,2021-11-17 06,39.0,215.25,nan,0,0,16.6,390.0,4.133,35.6,47.5,1005.5,1024.7522202386624,19.244346703506153,1016.8873743824772,11.37950084732097,119.37841796875,50.32857557608823,5627.22900390625,1389.1198978686725,347.4810489132512,-74.30712890625,3.268099069595337,16.528863525390648,-2.7347257137298584,-281.7175598144531,16.56,2021-11-17 06,48.4
782,2021-11-17 06,47.0,181.75,nan,0,0,13.8,290.0,4.711,33.6,39.5,1001.6,1017.6474449551015,16.01573108791399,1009.5628370887187,7.931123221531152,100.02099609375,23.268157787515232,5466.51904296875,1987.4515087576494,272.3763235639246,-289.49267578125,4.1424736976623535,7.938928222656273,-8.730755805969238,-201.9083709716797,15.57,2021-11-17 06,29.7
792,2021-11-20 12,36.25,162.75,24.0,1,1,16.5,300.0,5.241,39.3,55.5,997.2,1024.0274482079287,26.836041957928728,1011.0206490343269,13.82924278432688,163.43408203125,-38.903023786602965,5694.64111328125,1551.0746087012587,339.93869311404353,-337.59423828125,5.956268787384033,22.058160400390648,1.3002642393112183,-419.742919921875,16.1,2021-11-20 12,61.1
796,2021-11-22 00,48.25,221.5,12.0,1,1,18.1,460.0,3.925,33.1,56.8,994.9,1021.5077746699603,26.587852794960327,1013.0584752139857,18.13855333898573,197.5400390625,176.8662114613041,5536.89990234375,1095.745686008548,254.98804088459661,-185.6630859375,1.9101210832595825,9.220513916015648,-206.06019592285156,-453.63214111328125,19.81,2021-11-22 00,23.6
808,2021-11-26 06,43.75,195.0,nan,0,0,18.0,610.0,3.321,32.4,41.1,989.7,1018.881984458214,29.226039633995242,995.6376628391237,5.981718014904914,67.76416015625,88.01349472694719,5476.2607421875,848.1614563828751,266.2284544389499,-230.10693359375,3.780895709991455,11.008233642578148,-140.1378936767578,-315.5950927734375,15.68,2021-11-26 06,37.2
850,2021-12-08 00,42.0,160.5,36.0,0,1,21.4,410.0,5.12,40.9,60.2,1000.6,1034.1034026786788,33.513314788053776,1022.898862387108,22.30877449648301,217.56201171875,41.2648398754915,5673.87646484375,1995.9140554232388,337.9836496637538,-281.5712890625,6.756433010101318,13.509973144531273,-69.55140686035156,-423.6273498535156,20.21,2021-12-08 00,47.2
