label,id,when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,max_step_km,season,month,stratum
1,2024202502,2024-09-26 00,47.25,208.75,988.7,1010.1,21.4,22.5,530.0,1.19,4.238,36.6,53.9,505.0,2024,9,
1,2024202503,2024-09-30 00,46.75,205.75,981.0,1013.5,32.5,33.3,480.0,1.92,6.94,51.3,88.9,348.0,2024,10,
1,2024202504,2024-10-02 06,49.0,146.25,998.5,1008.8,10.3,11.3,630.0,1.0,1.799,18.6,22.2,535.0,2024,10,
1,2024202505,2024-10-10 12,38.0,152.0,993.0,1015.9,22.9,23.2,480.0,1.3,4.824,42.6,73.1,309.0,2024,10,
1,2024202506,2024-10-30 12,35.75,151.75,999.2,1017.0,17.8,18.1,510.0,0.93,3.549,35.5,56.7,494.0,2024,10,
1,2024202507,2024-11-03 06,39.5,165.75,990.4,1008.8,18.4,18.1,380.0,1.61,4.75,38.7,69.7,545.0,2024,11,
1,2024202508,2024-11-08 12,54.5,155.0,1005.6,1013.7,8.0,9.6,740.0,0.14,1.292,13.3,14.8,531.0,2024,11,
1,2024202509,2024-11-12 06,35.25,158.5,993.1,1014.4,21.3,20.8,410.0,1.68,5.077,43.0,82.1,405.0,2024,11,
1,2024202510,2024-11-18 18,42.5,203.75,1015.1,1024.5,9.4,9.1,280.0,0.5,3.26,26.5,45.0,539.0,2024,11,
1,2024202511,2024-11-21 06,34.5,148.0,998.0,1015.8,17.8,17.7,440.0,1.05,4.029,37.8,66.4,334.0,2024,11,
1,2024202512,2024-11-26 06,38.0,167.75,1005.5,1012.3,6.8,7.4,560.0,0.24,1.321,16.2,20.0,483.0,2024,11,
1,2024202513,2024-11-29 12,45.0,152.25,991.6,994.2,2.5,7.0,1200.0,0.78,0.579,7.3,7.6,539.0,2024,11,
1,2024202514,2024-12-06 06,36.5,174.0,991.9,1007.6,15.7,16.1,510.0,0.69,3.154,32.3,49.5,405.0,2024,12,
1,2024202515,2024-12-07 12,44.0,191.25,959.7,1001.3,41.6,43.8,530.0,2.32,8.273,60.9,111.2,550.0,2024,12,
1,2024202516,2024-12-09 06,43.25,174.5,976.0,994.3,18.3,19.2,540.0,1.48,3.547,33.3,48.3,439.0,2024,12,
1,2024202517,2024-12-13 12,41.75,147.25,1006.9,1010.1,3.2,2.9,430.0,0.26,0.679,8.3,9.5,539.0,2024,12,
1,2024202518,2024-12-14 06,44.0,199.5,985.7,1009.3,23.6,23.2,410.0,1.87,5.651,43.2,75.9,291.0,2024,12,
1,2024202519,2024-12-18 06,51.0,192.0,949.4,981.8,32.5,36.3,590.0,3.36,6.159,48.4,74.0,547.0,2024,12,
1,2024202520,2024-12-18 18,47.25,194.75,971.4,982.9,11.4,23.5,1200.0,0.83,1.962,22.2,24.9,545.0,2024,12,
1,2024202521,2024-12-19 06,34.0,152.5,1004.5,1011.0,6.5,6.7,540.0,0.45,1.245,16.4,20.8,545.0,2024,12,
1,2024202522,2024-12-23 00,55.5,213.25,962.2,983.6,21.4,28.0,770.0,1.41,3.634,32.7,41.2,549.0,2024,12,
1,2024202523,2024-12-26 06,53.5,197.0,967.5,980.3,12.8,26.2,1200.0,0.4,2.182,22.7,25.3,546.0,2024,12,
1,2024202524,2024-12-28 12,49.25,184.0,983.2,998.5,15.3,18.1,710.0,0.29,2.544,25.4,31.3,548.0,2024,12,
1,2024202525,2024-12-30 06,35.25,169.75,1000.0,1010.9,11.0,10.5,350.0,1.25,2.995,28.4,48.4,489.0,2024,12,
1,2024202526,2024-12-31 00,39.75,142.25,1002.2,1013.2,11.0,13.3,740.0,0.35,1.803,21.5,26.3,454.0,2024,1,
1,2024202527,2024-12-31 18,42.0,151.75,983.5,1005.8,22.3,24.0,550.0,1.28,4.362,39.6,60.8,538.0,2024,1,
1,2024202528,2025-01-06 00,40.0,206.25,981.3,998.6,17.2,18.5,570.0,1.35,3.252,32.7,47.2,545.0,2024,1,
1,2024202529,2025-01-08 00,34.25,202.5,987.1,1005.5,18.4,22.7,750.0,0.82,3.023,35.4,50.1,535.0,2024,1,
1,2024202530,2025-01-08 06,45.75,163.0,989.9,1003.7,13.8,13.9,480.0,1.06,2.895,27.1,37.7,453.0,2024,1,
1,2024202531,2025-01-09 18,49.0,181.25,959.4,995.5,36.0,37.9,510.0,1.76,7.437,54.1,92.0,544.0,2024,1,
1,2024202532,2025-01-09 18,38.25,149.75,997.8,1007.9,10.1,12.4,680.0,0.7,1.826,21.9,27.5,548.0,2024,1,
1,2024202533,2025-01-12 18,37.25,145.25,1006.3,1019.6,13.3,13.8,510.0,0.75,2.708,28.6,41.8,532.0,2024,1,
1,2024202534,2025-01-15 12,37.5,151.0,1004.2,1011.9,7.7,8.1,490.0,0.58,1.645,19.1,25.2,439.0,2024,1,
1,2024202535,2025-01-16 00,45.5,147.75,1000.8,1010.4,9.6,9.4,400.0,0.6,2.353,22.2,30.8,547.0,2024,1,
1,2024202536,2025-01-26 06,35.75,153.0,996.3,1013.4,17.2,23.0,830.0,1.09,2.767,33.0,44.2,531.0,2024,1,
1,2024202537,2025-02-03 06,34.5,154.25,993.6,1009.7,16.1,16.7,520.0,0.6,3.212,33.7,52.9,542.0,2024,2,
1,2024202538,2025-02-07 12,49.0,174.25,973.9,989.2,15.3,32.0,1200.0,0.6,2.669,28.5,33.0,548.0,2024,2,
1,2024202539,2025-02-13 00,41.5,151.0,987.2,1004.0,16.8,20.3,730.0,0.75,2.783,29.9,39.2,332.0,2024,2,
1,2024202540,2025-02-25 06,36.75,170.0,991.9,1009.8,17.9,17.8,430.0,1.28,4.135,37.4,64.5,400.0,2024,2,
1,2024202541,2025-03-09 18,37.75,153.0,1008.5,1023.2,14.7,14.2,360.0,0.71,3.955,34.0,60.3,327.0,2024,3,
1,2024202542,2025-03-19 12,38.75,149.25,996.0,1015.7,19.7,20.2,510.0,0.55,3.962,37.3,59.1,532.0,2024,3,
1,2025202601,2025-09-04 18,33.25,133.5,1002.2,1011.5,9.4,9.2,350.0,0.49,2.638,26.6,44.9,395.0,2025,9,
1,2025202602,2025-09-25 12,58.5,212.0,987.1,1005.1,18.1,23.0,780.0,0.89,2.949,26.9,32.3,548.0,2025,9,
1,2025202603,2025-09-28 06,35.75,164.5,988.3,1016.6,28.3,26.9,200.0,2.06,13.443,60.2,214.7,389.0,2025,9,
1,2025202604,2025-10-02 00,38.25,149.5,1001.0,1017.1,16.1,15.9,410.0,1.52,3.877,34.7,58.5,545.0,2025,10,
1,2025202605,2025-10-08 00,49.25,143.0,1001.0,1016.1,15.1,16.1,540.0,0.74,2.974,27.4,36.6,339.0,2025,10,
1,2025202606,2025-10-09 00,33.0,141.0,969.2,1016.7,47.5,46.5,150.0,2.72,30.985,85.4,530.9,381.0,2025,10,
1,2025202607,2025-10-13 12,52.75,177.25,990.2,1004.6,14.3,17.2,700.0,1.06,2.462,23.8,28.9,544.0,2025,10,
1,2025202608,2025-10-13 18,34.25,147.75,986.8,1015.9,29.1,27.9,220.0,1.99,12.701,60.9,210.6,322.0,2025,10,
1,2025202609,2025-10-16 00,35.75,130.75,1014.4,1022.1,7.7,8.5,650.0,0.59,1.302,17.0,20.8,548.0,2025,10,
1,2025202610,2025-10-27 06,40.5,205.75,1004.3,1019.9,15.5,15.7,480.0,0.8,3.281,31.4,47.1,402.0,2025,10,
1,2025202611,2025-10-28 06,45.25,180.5,989.8,1012.4,22.6,22.8,450.0,1.16,5.057,40.7,66.5,547.0,2025,10,
1,2025202612,2025-10-29 06,48.75,177.0,996.7,1003.2,6.5,6.6,400.0,0.76,1.66,16.2,20.6,548.0,2025,10,
1,2025202613,2025-10-31 06,31.75,135.0,1005.9,1014.7,8.8,8.7,350.0,0.91,2.496,26.0,44.3,496.0,2025,11,
1,2025202614,2025-11-07 00,40.75,157.75,987.4,1012.5,25.1,25.7,460.0,2.25,5.579,45.5,79.8,408.0,2025,11,
1,2025202615,2025-11-14 18,35.0,166.0,993.5,1012.4,18.9,18.5,380.0,1.33,4.857,40.8,79.0,532.0,2025,11,
1,2025202616,2025-11-15 12,52.75,171.25,974.9,1000.7,25.8,34.0,810.0,0.8,4.2,38.0,49.2,549.0,2025,11,
1,2025202617,2025-11-22 06,46.5,164.5,993.0,1007.1,14.1,17.0,700.0,1.04,2.433,25.1,31.3,284.0,2025,11,
1,2025202618,2025-11-26 06,37.5,155.5,997.4,1011.1,13.7,14.7,580.0,0.75,2.535,27.9,38.9,507.0,2025,11,
1,2025202619,2025-11-30 12,49.75,193.25,972.9,996.1,23.2,29.9,780.0,1.35,3.839,36.1,46.9,546.0,2025,12,
1,2025202620,2025-11-30 12,40.5,129.25,1008.0,1018.7,10.8,10.6,400.0,0.36,2.659,25.6,38.2,547.0,2025,12,
1,2025202621,2025-12-03 06,36.5,146.0,1000.8,1009.8,9.0,11.0,730.0,0.56,1.505,19.3,23.6,544.0,2025,12,
1,2025202622,2025-12-10 00,29.75,162.5,1004.7,1014.8,10.1,10.8,540.0,0.95,1.998,25.5,37.6,360.0,2025,12,
1,2025202623,2025-12-11 18,45.0,151.5,997.5,1013.3,15.8,16.1,500.0,0.64,3.218,29.9,42.5,238.0,2025,12,
1,2025202624,2025-12-13 12,35.0,130.25,1012.2,1022.0,9.8,10.4,590.0,0.88,1.764,21.7,28.7,541.0,2025,12,
1,2025202625,2025-12-31 06,37.0,151.75,1005.1,1010.9,5.9,5.8,260.0,0.3,2.222,20.7,34.5,482.0,2025,1,
1,2025202626,2026-01-02 12,35.25,144.0,1003.3,1010.3,7.0,7.5,500.0,0.8,1.497,18.4,24.2,371.0,2025,1,
1,2025202627,2026-01-09 06,40.75,169.5,991.2,1004.9,13.7,13.4,420.0,1.55,3.191,29.6,45.6,155.0,2025,1,
1,2025202628,2026-01-11 00,45.75,141.75,986.5,1012.0,25.5,29.2,650.0,1.15,4.497,40.8,58.6,544.0,2025,1,
1,2025202629,2026-01-13 00,47.0,142.75,993.3,1001.2,7.9,17.5,1200.0,1.31,1.462,17.0,18.7,541.0,2025,1,
1,2025202630,2026-01-18 06,40.25,173.75,993.1,997.1,4.0,8.9,1200.0,1.22,0.744,10.1,10.8,548.0,2025,1,
1,2025202631,2026-01-29 00,43.25,180.75,983.0,996.2,13.3,18.7,880.0,0.24,2.121,24.1,28.9,545.0,2025,1,
1,2025202632,2026-02-02 18,36.75,156.5,1006.8,1014.7,7.9,7.7,370.0,0.62,2.071,21.7,32.3,261.0,2025,2,
1,2025202633,2026-02-07 18,50.25,167.25,972.8,995.0,22.2,35.2,1020.0,0.94,3.453,34.4,41.9,547.0,2025,2,
1,2025202634,2026-02-08 18,38.25,160.5,984.8,1000.1,15.4,15.2,420.0,1.04,3.609,33.2,54.4,495.0,2025,2,
1,2025202635,2026-02-11 00,57.0,185.5,946.4,990.9,44.5,51.9,680.0,1.49,7.635,56.8,85.0,548.0,2025,2,
1,2025202636,2026-02-24 18,61.5,219.25,997.9,1012.9,15.0,20.3,860.0,1.0,2.358,21.9,25.0,478.0,2025,2,
1,2025202637,2026-03-03 06,32.0,134.5,1001.2,1017.7,16.4,17.0,530.0,0.92,3.204,34.9,56.4,369.0,2025,3,
1,2025202638,2026-03-24 00,33.75,150.5,997.1,1016.6,19.5,19.2,370.0,1.38,5.179,42.7,87.0,376.0,2025,3,
1,2025202639,2026-04-25 00,42.0,169.5,990.7,1012.8,22.1,23.1,520.0,1.51,4.449,39.6,62.0,475.0,2025,4,
1,2025202640,2026-05-22 06,34.5,144.0,1003.1,1013.6,10.5,10.5,430.0,0.68,2.441,26.2,40.2,390.0,2025,5,
